End date,"1/7/2017"
Specimen label,"17DG_39"
Maximum Load,"1.63142",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00025"
"0.00600","0.00000","0.00029"
"0.01200","0.00000","0.00025"
"0.01800","0.00012","0.00028"
"0.02400","0.00018","0.00033"
"0.03000","0.00030","0.00030"
"0.03600","0.00048","0.00028"
"0.04200","0.00066","0.00026"
"0.04800","0.00090","0.00024"
"0.05400","0.00114","0.00019"
"0.06000","0.00138","0.00023"
"0.06600","0.00167","0.00031"
"0.07200","0.00203","0.00040"
"0.07800","0.00239","0.00051"
"0.08400","0.00275","0.00062"
"0.09000","0.00311","0.00069"
"0.09600","0.00353","0.00068"
"0.10200","0.00401","0.00064"
"0.10800","0.00448","0.00057"
"0.11400","0.00496","0.00055"
"0.12000","0.00544","0.00050"
"0.12600","0.00598","0.00050"
"0.13200","0.00658","0.00039"
"0.13800","0.00711","0.00023"
"0.14400","0.00771","0.00012"
"0.15000","0.00837","0.00011"
"0.15600","0.00897","0.00012"
"0.16200","0.00963","0.00007"
"0.16800","0.01028","0.00006"
"0.17400","0.01094","-0.00001"
"0.18000","0.01160","-0.00003"
"0.18600","0.01226","-0.00001"
"0.19200","0.01291","0.00007"
"0.19800","0.01357","0.00012"
"0.20400","0.01423","0.00016"
"0.21000","0.01495","0.00023"
"0.21600","0.01561","0.00028"
"0.22200","0.01626","0.00023"
"0.22800","0.01692","0.00021"
"0.23400","0.01758","0.00026"
"0.24000","0.01818","0.00026"
"0.24600","0.01883","0.00018"
"0.25200","0.01949","0.00014"
"0.25800","0.02009","0.00012"
"0.26400","0.02069","0.00004"
"0.27000","0.02134","-0.00003"
"0.27600","0.02194","-0.00001"
"0.28200","0.02254","0.00005"
"0.28800","0.02314","0.00009"
"0.29400","0.02374","0.00016"
"0.30000","0.02433","0.00020"
"0.30600","0.02487","0.00015"
"0.31200","0.02547","0.00005"
"0.31800","0.02601","0.00005"
"0.32400","0.02661","0.00004"
"0.33000","0.02714","0.00006"
"0.33600","0.02768","0.00017"
"0.34200","0.02828","0.00025"
"0.34800","0.02876","0.00033"
"0.35400","0.02936","0.00031"
"0.36000","0.02983","0.00036"
"0.36600","0.03037","0.00036"
"0.37200","0.03097","0.00041"
"0.37800","0.03145","0.00044"
"0.38400","0.03199","0.00054"
"0.39000","0.03253","0.00066"
"0.39600","0.03306","0.00065"
"0.40200","0.03360","0.00058"
"0.40800","0.03414","0.00054"
"0.41400","0.03462","0.00052"
"0.42000","0.03516","0.00042"
"0.42600","0.03569","0.00028"
"0.43200","0.03617","0.00015"
"0.43800","0.03671","0.00011"
"0.44400","0.03725","0.00018"
"0.45000","0.03773","0.00035"
