End date,"1/7/2017"
Specimen label,"17DG_39"
Maximum Load,"0.72575",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","30.39048","0.00941"
"0.00600","30.39048","0.00948"
"0.01200","30.39048","0.00952"
"0.01800","30.39054","0.00956"
"0.02400","30.39066","0.00957"
"0.03000","30.39078","0.00961"
"0.03600","30.39090","0.00972"
"0.04200","30.39108","0.00988"
"0.04800","30.39132","0.00992"
"0.05400","30.39150","0.00990"
"0.06000","30.39180","0.00991"
"0.06600","30.39198","0.00990"
"0.07200","30.39221","0.00986"
"0.07800","30.39258","0.00982"
"0.08400","30.39300","0.00987"
"0.09000","30.39341","0.00982"
"0.09600","30.39383","0.00971"
"0.10200","30.39425","0.00967"
"0.10800","30.39473","0.00965"
"0.11400","30.39520","0.00955"
"0.12000","30.39569","0.00941"
"0.12600","30.39616","0.00938"
"0.13200","30.39676","0.00933"
"0.13800","30.39730","0.00916"
"0.14400","30.39790","0.00904"
"0.15000","30.39843","0.00902"
"0.15600","30.39909","0.00894"
"0.16200","30.39969","0.00882"
"0.16800","30.40035","0.00879"
"0.17400","30.40100","0.00874"
"0.18000","30.40166","0.00873"
"0.18600","30.40232","0.00877"
"0.19200","30.40298","0.00886"
"0.19800","30.40364","0.00901"
"0.20400","30.40436","0.00902"
"0.21000","30.40501","0.00917"
"0.21600","30.40573","0.00937"
"0.22200","30.40639","0.00933"
"0.22800","30.40705","0.00936"
"0.23400","30.40770","0.00938"
"0.24000","30.40842","0.00941"
"0.24600","30.40902","0.00940"
"0.25200","30.40968","0.00939"
"0.25800","30.41033","0.00940"
"0.26400","30.41099","0.00939"
"0.27000","30.41159","0.00924"
"0.27600","30.41224","0.00917"
"0.28200","30.41284","0.00918"
"0.28800","30.41344","0.00923"
"0.29400","30.41410","0.00930"
"0.30000","30.41470","0.00945"
"0.30600","30.41530","0.00953"
"0.31200","30.41589","0.00954"
"0.31800","30.41649","0.00956"
"0.32400","30.41709","0.00948"
"0.33000","30.41769","0.00928"
"0.33600","30.41822","0.00909"
"0.34200","30.41882","0.00901"
"0.34800","30.41936","0.00912"
"0.35400","30.41990","0.00917"
"0.36000","30.42050","0.00926"
"0.36600","30.42104","0.00945"
"0.37200","30.42151","0.00946"
"0.37800","30.42205","0.00943"
