End date,"1/7/2017"
Specimen label,"17DG_35"
Maximum Load,"0.39610",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","-0.00006","-0.00077"
"0.00600","-0.00006","-0.00081"
"0.01200","-0.00006","-0.00081"
"0.01800","0.00006","-0.00092"
"0.02400","0.00018","-0.00099"
"0.03000","0.00030","-0.00095"
"0.03600","0.00042","-0.00091"
"0.04200","0.00060","-0.00088"
"0.04800","0.00078","-0.00080"
"0.05400","0.00102","-0.00074"
"0.06000","0.00126","-0.00078"
"0.06600","0.00149","-0.00090"
"0.07200","0.00173","-0.00086"
"0.07800","0.00203","-0.00077"
"0.08400","0.00239","-0.00075"
"0.09000","0.00281","-0.00087"
"0.09600","0.00323","-0.00096"
"0.10200","0.00365","-0.00091"
"0.10800","0.00407","-0.00081"
"0.11400","0.00454","-0.00072"
"0.12000","0.00508","-0.00063"
"0.12600","0.00556","-0.00056"
"0.13200","0.00610","-0.00048"
"0.13800","0.00670","-0.00039"
"0.14400","0.00729","-0.00031"
"0.15000","0.00789","-0.00026"
"0.15600","0.00849","-0.00021"
"0.16200","0.00915","-0.00011"
"0.16800","0.00975","-0.00007"
"0.17400","0.01040","-0.00013"
"0.18000","0.01106","-0.00017"
"0.18600","0.01172","-0.00029"
"0.19200","0.01244","-0.00045"
"0.19800","0.01309","-0.00060"
"0.20400","0.01375","-0.00074"
"0.21000","0.01441","-0.00082"
"0.21600","0.01513","-0.00085"
"0.22200","0.01578","-0.00085"
"0.22800","0.01644","-0.00081"
"0.23400","0.01716","-0.00079"
"0.24000","0.01782","-0.00078"
"0.24600","0.01847","-0.00069"
"0.25200","0.01913","-0.00059"
"0.25800","0.01979","-0.00048"
"0.26400","0.02045","-0.00045"
"0.27000","0.02111","-0.00047"
"0.27600","0.02170","-0.00047"
"0.28200","0.02236","-0.00046"
"0.28800","0.02296","-0.00043"
"0.29400","0.02356","-0.00049"
"0.30000","0.02415","-0.00050"
"0.30600","0.02475","-0.00043"
"0.31200","0.02535","-0.00033"
"0.31800","0.02589","-0.00032"
"0.32400","0.02649","-0.00041"
"0.33000","0.02708","-0.00049"
"0.33600","0.02762","-0.00051"
"0.34200","0.02822","-0.00054"
"0.34800","0.02876","-0.00056"
"0.35400","0.02936","-0.00059"
"0.36000","0.02989","-0.00059"
"0.36600","0.03049","-0.00059"
"0.37200","0.03103","-0.00051"
"0.37800","0.03157","-0.00038"
"0.38400","0.03211","-0.00031"
"0.39000","0.03259","-0.00022"
"0.39600","0.03312","-0.00022"
"0.40200","0.03366","-0.00031"
"0.40800","0.03420","-0.00038"
"0.41400","0.03474","-0.00031"
"0.42000","0.03522","-0.00029"
"0.42600","0.03575","-0.00028"
"0.43200","0.03629","-0.00023"
"0.43800","0.03677","-0.00014"
"0.44400","0.03731","0.00000"
"0.45000","0.03779","0.00007"
"0.45600","0.03833","0.00011"
"0.46200","0.03880","0.00016"
"0.46800","0.03928","0.00013"
"0.47400","0.03982","0.00000"
"0.48000","0.04030","-0.00007"
"0.48600","0.04078","-0.00013"
"0.49200","0.04131","-0.00017"
"0.49800","0.04179","-0.00019"
"0.50400","0.04233","-0.00020"
"0.51000","0.04281","-0.00023"
"0.51600","0.04329","-0.00026"
"0.52200","0.04377","-0.00027"
"0.52800","0.04424","-0.00030"
"0.53400","0.04478","-0.00036"
"0.54000","0.04526","-0.00038"
"0.54600","0.04574","-0.00040"
"0.55200","0.04622","-0.00046"
"0.55800","0.04670","-0.00050"
"0.56400","0.04723","-0.00051"
"0.57000","0.04771","-0.00048"
"0.57600","0.04819","-0.00049"
"0.58200","0.04867","-0.00045"
"0.58800","0.04921","-0.00047"
"0.59400","0.04969","-0.00045"
"0.60000","0.05016","-0.00042"
"0.60600","0.05064","-0.00038"
"0.61200","0.05118","-0.00037"
"0.61800","0.05166","-0.00035"
"0.62400","0.05214","-0.00038"
"0.63000","0.05267","-0.00023"
"0.63600","0.05315","0.00001"
"0.64200","0.05363","0.00009"
"0.64800","0.05417","0.00003"
"0.65400","0.05465","-0.00003"
"0.66000","0.05519","-0.00004"
"0.66600","0.05566","-0.00002"
"0.67200","0.05614","0.00000"
"0.67800","0.05668","0.00000"
"0.68400","0.05716","-0.00001"
"0.69000","0.05770","-0.00008"
"0.69600","0.05818","-0.00012"
"0.70200","0.05865","-0.00020"
"0.70800","0.05919","-0.00034"
"0.71400","0.05967","-0.00043"
"0.72000","0.06015","-0.00037"
"0.72600","0.06069","-0.00020"
"0.73200","0.06116","-0.00006"
"0.73800","0.06164","0.00007"
"0.74400","0.06218","0.00023"
"0.75000","0.06266","0.00033"
"0.75600","0.06314","0.00042"
"0.76200","0.06368","0.00048"
"0.76800","0.06415","0.00057"
"0.77400","0.06469","0.00053"
"0.78000","0.06517","0.00034"
"0.78600","0.06565","0.00016"
"0.79200","0.06619","-0.00001"
"0.79800","0.06667","-0.00010"
"0.80400","0.06714","-0.00020"
"0.81000","0.06762","-0.00019"
"0.81600","0.06816","-0.00011"
"0.82200","0.06864","-0.00005"
"0.82800","0.06912","0.00000"
"0.83400","0.06960","0.00012"
"0.84000","0.07013","0.00020"
"0.84600","0.07061","0.00027"
"0.85200","0.07115","0.00030"
"0.85800","0.07163","0.00028"
"0.86400","0.07211","0.00026"
"0.87000","0.07264","0.00023"
"0.87600","0.07312","0.00020"
"0.88200","0.07360","0.00016"
"0.88800","0.07414","0.00014"
"0.89400","0.07462","0.00006"
"0.90000","0.07516","0.00002"
"0.90600","0.07563","-0.00002"
"0.91200","0.07611","-0.00006"
"0.91800","0.07665","-0.00004"
"0.92400","0.07713","0.00003"
"0.93000","0.07767","0.00007"
"0.93600","0.07814","0.00008"
"0.94200","0.07862","0.00010"
"0.94800","0.07916","0.00011"
"0.95400","0.07964","0.00008"
"0.96000","0.08018","0.00004"
"0.96600","0.08066","0.00005"
"0.97200","0.08119","0.00014"
"0.97800","0.08167","0.00023"
"0.98400","0.08221","0.00028"
"0.99000","0.08269","0.00030"
"0.99600","0.08317","0.00035"
"1.00200","0.08371","0.00037"
"1.00800","0.08418","0.00031"
"1.01400","0.08472","0.00033"
"1.02000","0.08520","0.00034"
"1.02600","0.08568","0.00030"
"1.03200","0.08622","0.00023"
"1.03800","0.08669","0.00021"
"1.04400","0.08717","0.00016"
