End date,"1/7/2017"
Specimen label,"3AG_19"
Maximum Load,"0.51913",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00025"
"0.00600","0.00000","-0.00016"
"0.01200","0.00000","-0.00016"
"0.01800","0.00012","-0.00012"
"0.02400","0.00018","-0.00012"
"0.03000","0.00030","-0.00011"
"0.03600","0.00048","-0.00018"
"0.04200","0.00060","-0.00028"
"0.04800","0.00084","-0.00031"
"0.05400","0.00108","-0.00031"
"0.06000","0.00132","-0.00038"
"0.06600","0.00161","-0.00041"
"0.07200","0.00197","-0.00038"
"0.07800","0.00233","-0.00035"
"0.08400","0.00269","-0.00023"
"0.09000","0.00311","-0.00015"
"0.09600","0.00359","-0.00015"
"0.10200","0.00407","-0.00013"
"0.10800","0.00454","-0.00020"
"0.11400","0.00508","-0.00017"
"0.12000","0.00562","-0.00008"
"0.12600","0.00616","-0.00004"
"0.13200","0.00676","-0.00002"
"0.13800","0.00735","0.00001"
"0.14400","0.00795","-0.00001"
"0.15000","0.00855","0.00001"
"0.15600","0.00921","0.00003"
"0.16200","0.00981","0.00005"
"0.16800","0.01046","0.00012"
"0.17400","0.01112","0.00018"
"0.18000","0.01178","0.00027"
"0.18600","0.01244","0.00035"
"0.19200","0.01309","0.00033"
"0.19800","0.01381","0.00023"
"0.20400","0.01447","0.00013"
"0.21000","0.01513","0.00005"
"0.21600","0.01584","-0.00001"
"0.22200","0.01650","0.00004"
"0.22800","0.01716","0.00013"
"0.23400","0.01782","0.00025"
"0.24000","0.01842","0.00033"
"0.24600","0.01907","0.00038"
"0.25200","0.01967","0.00049"
"0.25800","0.02033","0.00058"
"0.26400","0.02093","0.00063"
"0.27000","0.02152","0.00068"
"0.27600","0.02212","0.00073"
"0.28200","0.02272","0.00079"
"0.28800","0.02332","0.00083"
"0.29400","0.02392","0.00086"
"0.30000","0.02451","0.00083"
"0.30600","0.02505","0.00072"
"0.31200","0.02565","0.00067"
"0.31800","0.02625","0.00077"
"0.32400","0.02679","0.00079"
"0.33000","0.02732","0.00070"
"0.33600","0.02792","0.00064"
"0.34200","0.02846","0.00059"
"0.34800","0.02900","0.00058"
"0.35400","0.02954","0.00063"
"0.36000","0.03007","0.00061"
"0.36600","0.03055","0.00051"
"0.37200","0.03109","0.00042"
"0.37800","0.03163","0.00038"
"0.38400","0.03217","0.00051"
"0.39000","0.03265","0.00066"
"0.39600","0.03318","0.00082"
"0.40200","0.03372","0.00101"
"0.40800","0.03420","0.00105"
"0.41400","0.03474","0.00103"
"0.42000","0.03528","0.00110"
"0.42600","0.03575","0.00126"
"0.43200","0.03629","0.00135"
"0.43800","0.03677","0.00131"
"0.44400","0.03731","0.00125"
"0.45000","0.03779","0.00125"
"0.45600","0.03833","0.00123"
"0.46200","0.03880","0.00126"
"0.46800","0.03928","0.00124"
"0.47400","0.03982","0.00115"
"0.48000","0.04030","0.00113"
"0.48600","0.04084","0.00112"
"0.49200","0.04131","0.00106"
"0.49800","0.04179","0.00106"
"0.50400","0.04227","0.00108"
"0.51000","0.04275","0.00125"
"0.51600","0.04329","0.00145"
"0.52200","0.04377","0.00157"
"0.52800","0.04424","0.00171"
"0.53400","0.04472","0.00179"
"0.54000","0.04520","0.00185"
"0.54600","0.04574","0.00187"
"0.55200","0.04622","0.00191"
"0.55800","0.04670","0.00187"
"0.56400","0.04723","0.00179"
"0.57000","0.04771","0.00170"
"0.57600","0.04819","0.00154"
"0.58200","0.04873","0.00139"
"0.58800","0.04921","0.00135"
"0.59400","0.04969","0.00135"
"0.60000","0.05022","0.00139"
"0.60600","0.05070","0.00148"
"0.61200","0.05118","0.00162"
"0.61800","0.05172","0.00174"
"0.62400","0.05220","0.00185"
"0.63000","0.05267","0.00195"
"0.63600","0.05315","0.00199"
"0.64200","0.05369","0.00192"
"0.64800","0.05417","0.00183"
"0.65400","0.05465","0.00179"
"0.66000","0.05519","0.00181"
"0.66600","0.05566","0.00184"
"0.67200","0.05620","0.00183"
"0.67800","0.05668","0.00182"
"0.68400","0.05722","0.00180"
"0.69000","0.05770","0.00177"
"0.69600","0.05824","0.00173"
"0.70200","0.05871","0.00168"
"0.70800","0.05925","0.00166"
"0.71400","0.05973","0.00167"
"0.72000","0.06021","0.00173"
"0.72600","0.06075","0.00179"
"0.73200","0.06122","0.00187"
"0.73800","0.06176","0.00199"
"0.74400","0.06224","0.00207"
"0.75000","0.06278","0.00209"
"0.75600","0.06326","0.00196"
"0.76200","0.06374","0.00186"
"0.76800","0.06427","0.00192"
"0.77400","0.06475","0.00198"
"0.78000","0.06523","0.00206"
"0.78600","0.06571","0.00220"
"0.79200","0.06625","0.00224"
"0.79800","0.06673","0.00215"
"0.80400","0.06720","0.00206"
"0.81000","0.06774","0.00198"
"0.81600","0.06822","0.00197"
"0.82200","0.06876","0.00198"
"0.82800","0.06924","0.00207"
"0.83400","0.06971","0.00215"
"0.84000","0.07025","0.00209"
"0.84600","0.07073","0.00192"
"0.85200","0.07127","0.00185"
"0.85800","0.07175","0.00179"
"0.86400","0.07223","0.00171"
"0.87000","0.07270","0.00173"
"0.87600","0.07324","0.00182"
"0.88200","0.07372","0.00193"
"0.88800","0.07420","0.00202"
"0.89400","0.07474","0.00213"
"0.90000","0.07522","0.00221"
"0.90600","0.07569","0.00225"
"0.91200","0.07623","0.00224"
"0.91800","0.07671","0.00232"
"0.92400","0.07719","0.00233"
"0.93000","0.07773","0.00230"
"0.93600","0.07820","0.00236"
"0.94200","0.07868","0.00235"
"0.94800","0.07922","0.00232"
"0.95400","0.07970","0.00232"
"0.96000","0.08018","0.00238"
"0.96600","0.08072","0.00251"
"0.97200","0.08125","0.00254"
"0.97800","0.08173","0.00256"
"0.98400","0.08227","0.00258"
"0.99000","0.08275","0.00258"
"0.99600","0.08323","0.00252"
"1.00200","0.08377","0.00248"
"1.00800","0.08424","0.00240"
"1.01400","0.08472","0.00241"
"1.02000","0.08520","0.00254"
"1.02600","0.08568","0.00272"
"1.03200","0.08622","0.00289"
"1.03800","0.08669","0.00290"
"1.04400","0.08717","0.00283"
"1.05000","0.08765","0.00285"
"1.05600","0.08819","0.00283"
"1.06200","0.08867","0.00285"
"1.06800","0.08915","0.00287"
"1.07400","0.08968","0.00293"
"1.08000","0.09016","0.00298"
"1.08600","0.09070","0.00298"
"1.09200","0.09118","0.00302"
"1.09800","0.09166","0.00295"
"1.10400","0.09220","0.00276"
"1.11000","0.09267","0.00257"
"1.11600","0.09321","0.00248"
"1.12200","0.09369","0.00248"
"1.12800","0.09417","0.00250"
"1.13400","0.09471","0.00262"
"1.14000","0.09518","0.00268"
"1.14600","0.09572","0.00270"
"1.15200","0.09620","0.00273"
"1.15800","0.09668","0.00279"
"1.16400","0.09722","0.00288"
"1.17000","0.09770","0.00293"
"1.17600","0.09817","0.00293"
"1.18200","0.09865","0.00287"
"1.18800","0.09919","0.00288"
"1.19400","0.09967","0.00299"
"1.20000","0.10021","0.00312"
"1.20600","0.10069","0.00320"
"1.21200","0.10116","0.00328"
"1.21800","0.10170","0.00337"
"1.22400","0.10218","0.00330"
"1.23000","0.10272","0.00323"
"1.23600","0.10320","0.00320"
"1.24200","0.10373","0.00314"
"1.24800","0.10421","0.00298"
"1.25400","0.10475","0.00284"
"1.26000","0.10523","0.00283"
"1.26600","0.10577","0.00289"
"1.27200","0.10625","0.00296"
"1.27800","0.10672","0.00303"
"1.28400","0.10726","0.00298"
"1.29000","0.10774","0.00289"
"1.29600","0.10828","0.00281"
"1.30200","0.10876","0.00291"
"1.30800","0.10930","0.00307"
"1.31400","0.10977","0.00325"
"1.32000","0.11025","0.00332"
"1.32600","0.11073","0.00333"
