End date,"1/7/2017"
Specimen label,"3AG_24"
Maximum Load,"0.03907",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00006","0.00018"
"0.00600","0.00006","0.00015"
"0.01200","0.00006","0.00013"
"0.01800","0.00012","0.00008"
"0.02400","0.00024","0.00001"
"0.03000","0.00036","0.00002"
"0.03600","0.00054","0.00013"
"0.04200","0.00072","0.00022"
"0.04800","0.00090","0.00021"
"0.05400","0.00120","0.00019"
"0.06000","0.00143","0.00020"
"0.06600","0.00179","0.00017"
"0.07200","0.00215","0.00020"
"0.07800","0.00251","0.00037"
"0.08400","0.00293","0.00049"
"0.09000","0.00335","0.00046"
"0.09600","0.00377","0.00054"
"0.10200","0.00425","0.00065"
"0.10800","0.00472","0.00072"
"0.11400","0.00526","0.00078"
"0.12000","0.00574","0.00075"
"0.12600","0.00634","0.00064"
"0.13200","0.00688","0.00048"
"0.13800","0.00747","0.00045"
"0.14400","0.00807","0.00040"
"0.15000","0.00873","0.00036"
"0.15600","0.00939","0.00033"
"0.16200","0.01004","0.00030"
"0.16800","0.01064","0.00032"
"0.17400","0.01130","0.00031"
"0.18000","0.01196","0.00033"
"0.18600","0.01262","0.00035"
"0.19200","0.01321","0.00041"
"0.19800","0.01387","0.00044"
"0.20400","0.01453","0.00047"
"0.21000","0.01519","0.00054"
"0.21600","0.01584","0.00065"
"0.22200","0.01650","0.00070"
"0.22800","0.01716","0.00077"
"0.23400","0.01782","0.00100"
"0.24000","0.01842","0.00109"
"0.24600","0.01907","0.00109"
"0.25200","0.01973","0.00114"
"0.25800","0.02039","0.00117"
"0.26400","0.02099","0.00110"
"0.27000","0.02158","0.00106"
"0.27600","0.02218","0.00099"
"0.28200","0.02278","0.00090"
"0.28800","0.02338","0.00085"
"0.29400","0.02398","0.00084"
"0.30000","0.02451","0.00076"
"0.30600","0.02511","0.00072"
"0.31200","0.02565","0.00076"
"0.31800","0.02619","0.00080"
"0.32400","0.02679","0.00092"
"0.33000","0.02732","0.00108"
"0.33600","0.02780","0.00122"
"0.34200","0.02840","0.00134"
"0.34800","0.02888","0.00144"
"0.35400","0.02948","0.00137"
"0.36000","0.02995","0.00124"
"0.36600","0.03055","0.00112"
"0.37200","0.03103","0.00099"
"0.37800","0.03157","0.00091"
"0.38400","0.03211","0.00091"
"0.39000","0.03265","0.00098"
"0.39600","0.03318","0.00103"
"0.40200","0.03366","0.00117"
"0.40800","0.03420","0.00125"
"0.41400","0.03468","0.00135"
"0.42000","0.03522","0.00135"
"0.42600","0.03569","0.00133"
"0.43200","0.03617","0.00129"
"0.43800","0.03665","0.00122"
"0.44400","0.03719","0.00115"
"0.45000","0.03767","0.00117"
"0.45600","0.03821","0.00126"
"0.46200","0.03868","0.00129"
"0.46800","0.03922","0.00125"
"0.47400","0.03976","0.00113"
"0.48000","0.04024","0.00107"
"0.48600","0.04072","0.00109"
"0.49200","0.04125","0.00117"
"0.49800","0.04173","0.00126"
"0.50400","0.04227","0.00140"
"0.51000","0.04275","0.00147"
"0.51600","0.04329","0.00150"
"0.52200","0.04383","0.00152"
"0.52800","0.04430","0.00157"
"0.53400","0.04484","0.00157"
"0.54000","0.04532","0.00154"
"0.54600","0.04580","0.00159"
"0.55200","0.04634","0.00172"
"0.55800","0.04682","0.00177"
"0.56400","0.04729","0.00178"
"0.57000","0.04777","0.00182"
"0.57600","0.04825","0.00190"
"0.58200","0.04873","0.00188"
"0.58800","0.04927","0.00186"
"0.59400","0.04974","0.00168"
"0.60000","0.05022","0.00148"
"0.60600","0.05076","0.00139"
"0.61200","0.05124","0.00149"
"0.61800","0.05172","0.00161"
"0.62400","0.05226","0.00161"
"0.63000","0.05273","0.00146"
"0.63600","0.05321","0.00142"
"0.64200","0.05369","0.00140"
"0.64800","0.05423","0.00127"
"0.65400","0.05471","0.00130"
"0.66000","0.05519","0.00142"
"0.66600","0.05572","0.00150"
"0.67200","0.05620","0.00150"
"0.67800","0.05674","0.00155"
"0.68400","0.05722","0.00157"
"0.69000","0.05776","0.00153"
"0.69600","0.05824","0.00146"
"0.70200","0.05871","0.00137"
"0.70800","0.05919","0.00135"
"0.71400","0.05973","0.00135"
"0.72000","0.06021","0.00142"
"0.72600","0.06069","0.00159"
"0.73200","0.06122","0.00170"
"0.73800","0.06170","0.00167"
"0.74400","0.06218","0.00166"
"0.75000","0.06272","0.00177"
"0.75600","0.06320","0.00183"
"0.76200","0.06374","0.00186"
"0.76800","0.06421","0.00191"
