End date,"1/7/2017"
Specimen label,"20CG_58"
Maximum Load,"0.70788",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00020"
"0.00600","0.00000","-0.00026"
"0.01200","0.00000","-0.00034"
"0.01800","0.00012","-0.00025"
"0.02400","0.00018","-0.00022"
"0.03000","0.00030","-0.00016"
"0.03600","0.00042","-0.00014"
"0.04200","0.00060","-0.00012"
"0.04800","0.00084","-0.00018"
"0.05400","0.00108","-0.00018"
"0.06000","0.00132","-0.00013"
"0.06600","0.00161","-0.00004"
"0.07200","0.00191","0.00004"
"0.07800","0.00227","0.00012"
"0.08400","0.00269","0.00023"
"0.09000","0.00305","0.00031"
"0.09600","0.00347","0.00048"
"0.10200","0.00395","0.00062"
"0.10800","0.00442","0.00054"
"0.11400","0.00490","0.00038"
"0.12000","0.00544","0.00026"
"0.12600","0.00598","0.00002"
"0.13200","0.00658","-0.00008"
"0.13800","0.00717","0.00006"
"0.14400","0.00777","0.00016"
"0.15000","0.00843","0.00027"
"0.15600","0.00909","0.00048"
"0.16200","0.00975","0.00069"
"0.16800","0.01046","0.00073"
"0.17400","0.01106","0.00078"
"0.18000","0.01172","0.00086"
"0.18600","0.01244","0.00082"
"0.19200","0.01303","0.00076"
"0.19800","0.01375","0.00075"
"0.20400","0.01441","0.00073"
"0.21000","0.01507","0.00067"
"0.21600","0.01572","0.00053"
"0.22200","0.01638","0.00052"
"0.22800","0.01704","0.00058"
"0.23400","0.01770","0.00066"
"0.24000","0.01830","0.00070"
"0.24600","0.01895","0.00072"
"0.25200","0.01961","0.00064"
"0.25800","0.02027","0.00054"
"0.26400","0.02087","0.00054"
"0.27000","0.02152","0.00051"
"0.27600","0.02212","0.00042"
"0.28200","0.02272","0.00041"
"0.28800","0.02332","0.00033"
"0.29400","0.02392","0.00019"
"0.30000","0.02445","0.00017"
"0.30600","0.02505","0.00013"
"0.31200","0.02559","0.00013"
"0.31800","0.02619","0.00026"
"0.32400","0.02673","0.00039"
"0.33000","0.02726","0.00056"
"0.33600","0.02786","0.00071"
"0.34200","0.02840","0.00062"
"0.34800","0.02894","0.00052"
"0.35400","0.02948","0.00051"
"0.36000","0.03001","0.00053"
"0.36600","0.03055","0.00049"
"0.37200","0.03109","0.00050"
"0.37800","0.03157","0.00065"
"0.38400","0.03217","0.00072"
"0.39000","0.03270","0.00062"
"0.39600","0.03318","0.00051"
"0.40200","0.03372","0.00048"
"0.40800","0.03426","0.00044"
"0.41400","0.03474","0.00045"
"0.42000","0.03528","0.00061"
"0.42600","0.03575","0.00074"
"0.43200","0.03629","0.00102"
"0.43800","0.03677","0.00139"
"0.44400","0.03731","0.00162"
"0.45000","0.03779","0.00166"
"0.45600","0.03833","0.00156"
"0.46200","0.03880","0.00150"
"0.46800","0.03934","0.00144"
"0.47400","0.03982","0.00124"
"0.48000","0.04036","0.00104"
"0.48600","0.04084","0.00097"
"0.49200","0.04131","0.00086"
"0.49800","0.04185","0.00075"
"0.50400","0.04233","0.00074"
"0.51000","0.04287","0.00082"
"0.51600","0.04335","0.00088"
"0.52200","0.04383","0.00084"
"0.52800","0.04436","0.00073"
"0.53400","0.04484","0.00058"
"0.54000","0.04532","0.00049"
"0.54600","0.04586","0.00051"
