"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
154.494,0.07794,154.548,0.03003,0.04791,"y","1"
277.716,0.38188,277.83,0.27339,0.10849,"y","1"
316.212,0.66473,316.308,0.42398,0.24075,"y","1"
363.936,0.89215,363.996,0.8026,0.08955,"y","1"
367.308,0.86194,367.386,0.82061,0.0413300000000001,"y","1"
376.428,0.967,376.518,0.90161,0.0653899999999999,"y","1"
382.962,0.99007,383.064,0.92238,0.06769,"y","1"
384.918,0.94563,385.008,0.77271,0.17292,"y","1"
387.39,0.76906,387.45,0.72659,0.04247,"y","1"
388.776,0.69657,388.848,0.42691,0.26966,"y","1"
417.354,0.63744,417.426,0.56775,0.06969,"y","1"
424.368,0.59953,424.464,0.49163,0.1079,"y","1"
435.642,0.01161,435.666,0,0.01857,"n",NA
437.046,0.06492,437.148,0.01546,0.04946,"n",NA
