"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
245.982,0.17068,246.114,0.12553,0.04515,"y","1"
297.336,0.35677,297.402,0.26663,0.09014,"y","1"
313.362,0.40155,313.44,0.19373,0.20782,"y","1"
366.168,0.90018,366.288,0.61375,0.28643,"y","1"
372.186,0.67189,372.276,0.49767,0.17422,"y","1"
404.52,0.94115,404.604,0.522,0.41915,"y","1"
440.196,0.15914,440.208,0.14879,0.01035,"n",NA
448.68,0.22328,448.746,0.08366,0.13962,"y","1"
448.872,0.09739,448.92,0.02399,0.0734,"y","1"
448.926,0.02501,448.944,0.01265,0.01236,"n",NA
483.03,0.0983,483.096,0,0.11177,"y","1"
