"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
93.096,0.05945,93.198,0.03055,0.0289,"y","1"
126.21,0.061,126.294,0.00571,0.05529,"y","1"
211.092,0.26037,211.14,0.02499,0.23538,"y","1"
211.152,0.04486,211.176,0.00827,0.03659,"n",NA
276.936,0.22177,277.026,0.12901,0.09276,"y","1"
277.074,0.13173,277.146,0.0219,0.10983,"y","1"
479.328,0.07162,479.4,0.02903,0.04259,"y","1"
584.364,0.19686,584.442,0.06813,0.12873,"y","1"
584.454,0.07322,584.478,0.05097,0.02225,"n",NA
589.206,0.07418,589.26,0.00293,0.07125,"y","1"
589.278,0.01641,589.302,0.00205,0.01436,"n",NA
