"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
212.952,0.83001,213.078,0.74126,0.08875,"y","1"
213.126,0.74039,213.21,0.61447,0.12592,"y","1"
255.606,0.43396,255.654,0.37998,0.05398,"y","1"
255.858,0.37849,255.924,0.20341,0.17508,"y","1"
270.942,0.36762,271.026,0.27699,0.09063,"y","1"
276.078,0.33095,276.156,0.18053,0.15042,"y","1"
302.748,0.39116,302.826,0.29471,0.09645,"y","1"
326.904,0.39378,326.976,0,0.41193,"y","1"
327.12,0.02216,327.144,0.00782,0.01434,"n",NA
425.22,0.3263,425.292,0,0.34895,"y","1"
425.376,0.01854,425.394,0,0.01862,"n",NA
425.412,0.01807,425.43,0.00321,0.01486,"n",NA
425.448,0.01867,425.466,0.00648,0.01219,"n",NA
