"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
206.526,0.26694,206.616,0.22013,0.04681,"y","1"
241.902,0.66248,241.974,0.49574,0.16674,"y","1"
242.634,0.49798,242.706,0.29835,0.19963,"y","1"
265.8,0.74697,265.986,0.6824,0.06457,"y","1"
266.766,0.68705,266.85,0.47213,0.21492,"y","1"
270.678,0.52457,270.786,0.15806,0.36651,"y","1"
302.37,0.73555,302.502,0.46891,0.26664,"y","1"
312.09,0.55081,312.156,0.45295,0.09786,"y","1"
319.578,0.54883,319.668,0.41633,0.1325,"y","1"
320.892,0.41948,321.06,0.22794,0.19154,"y","1"
334.74,0.39298,334.878,0.24896,0.14402,"y","1"
354.33,0.43384,354.372,0.36142,0.07242,"y","1"
357.564,0.36382,357.618,0.20271,0.16111,"y","1"
364.488,0.22555,364.62,0,0.24562,"y","1"
425.892,0.30532,425.958,0,0.32612,"y","1"
