"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
194.4,0.56001,194.508,0.50884,0.05117,"y","1"
194.58,0.50951,194.658,0.39946,0.11005,"y","1"
207.156,0.59025,207.24,0.44229,0.14796,"y","1"
209.076,0.45504,209.142,0.11059,0.34445,"y","1"
209.16,0.12076,209.19,0.09038,0.03038,"n",NA
223.284,0.28267,223.374,0.11297,0.1697,"y","1"
238.956,0.25023,239.034,0.1825,0.06773,"y","1"
256.236,0.29659,256.314,0.06475,0.23184,"y","1"
256.32,0.06508,256.338,0.0505,0.01458,"n",NA
281.334,0.24805,281.496,0.1469,0.10115,"y","1"
310.434,0.29325,310.542,0.26535,0.0279,"y","1"
314.694,0.29834,314.796,0.11125,0.18709,"y","1"
314.808,0.1226,314.82,0.11081,0.01179,"n",NA
318.012,0.10609,318.132,0,0.11506,"y","1"
