"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
219.246,0.42587,219.426,0.37406,0.05181,"y","1"
236.25,0.46725,236.418,0.42246,0.04479,"y","1"
267.942,0.62547,268.026,0.31683,0.30864,"y","1"
268.038,0.33393,268.074,0.30937,0.02456,"n",NA
275.142,0.38138,275.19,0.35185,0.02953,"y","1"
400.398,0.58236,400.458,0.54717,0.0351899999999999,"y","1"
400.8,0.53693,400.86,0.49092,0.04601,"y","1"
428.31,0.74099,428.382,0.4573,0.28369,"y","1"
428.394,0.46599,428.412,0.45469,0.0113,"n",NA
437.598,0.57171,437.712,0.29751,0.2742,"y","1"
437.724,0.30297,437.736,0.28682,0.01615,"n",NA
468.036,0.63985,468.102,0.6092,0.0306500000000001,"y","1"
476.25,0.64925,476.31,0.51473,0.13452,"y","1"
476.316,0.51477,476.34,0.49823,0.0165399999999999,"n",NA
476.844,0.51882,476.898,0.32708,0.19174,"y","1"
490.5,0.55171,490.626,0.42914,0.12257,"y","1"
493.254,0.46048,493.332,0.31645,0.14403,"y","1"
