"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
96.906,0.28157,97.068,0.02989,0.25168,"y","1"
97.074,0.03395,97.098,0.00301,0.03094,"n",NA
107.328,0.07995,107.4,0.03087,0.04908,"y","1"
147.126,0.41255,147.216,0.28825,0.1243,"y","1"
157.548,0.49726,157.71,0.42695,0.07031,"y","1"
164.52,0.55018,164.592,0.47714,0.07304,"y","1"
170.424,0.6054,170.508,0.41061,0.19479,"y","1"
179.124,0.69942,179.274,0.62336,0.07606,"y","1"
186.228,0.8067,186.366,0.71045,0.0962499999999999,"y","1"
186.774,0.71549,186.888,0.67017,0.0453199999999999,"y","1"
209.82,1.32302,209.91,1.23412,0.0889,"y","1"
210.33,1.23744,210.414,1.13526,0.10218,"y","1"
212.634,1.17477,212.712,0.92645,0.24832,"y","1"
214.95,0.93947,215.022,0.72751,0.21196,"y","1"
216.312,0.65061,216.384,0.52899,0.12162,"y","1"
219.216,0.61755,219.348,0.48481,0.13274,"y","1"
232.332,0.79523,232.488,0.66053,0.1347,"y","u"
242.592,0.88027,242.742,0.76752,0.11275,"y","1"
254.544,0.98813,254.694,0.88103,0.1071,"y","1"
300.678,0.23515,300.786,0.01556,0.21959,"y","1"
352.59,0.47701,352.656,0.22538,0.25163,"y","1"
352.662,0.22907,352.674,0.21616,0.01291,"n",NA
359.532,0.25681,359.58,0.00388,0.25293,"y","1"
359.592,0.01298,359.616,0,0.03609,"n",NA
