"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
242.19,0.4412,242.31,0.21965,0.22155,"y","1"
276.786,0.40787,276.894,0.15631,0.25156,"y","1"
323.31,0.48632,323.376,0.37211,0.11421,"y","1"
338.124,0.43366,338.244,0.38372,0.04994,"y","1"
355.59,0.01857,355.614,0.00204,0.01653,"n",NA
401.718,0.14235,401.832,0.01403,0.12832,"y","1"
401.844,0.01679,401.868,0,0.02688,"n",NA
401.958,0.0163,401.976,0,0.01722,"n",NA
578.904,0.41594,578.982,0.00186,0.41408,"y","1"
578.994,0.01636,579.012,0,0.04435,"n",NA
