End date,"12/26/2016"
Specimen label,"11BG_81_2_run2"
Maximum Load,"0.05442",N

Time,Extension,Load
(s),(mm),(N)
"67.14000","40.74615","0.01145"
"67.14600","40.74662","0.01142"
"67.15200","40.74710","0.01141"
"67.15800","40.74764","0.01141"
"67.16400","40.74812","0.01142"
"67.17000","40.74860","0.01136"
"67.17600","40.74914","0.01129"
"67.18200","40.74961","0.01130"
"67.18800","40.75015","0.01144"
"67.19400","40.75063","0.01152"
"67.20000","40.75111","0.01154"
"67.20600","40.75165","0.01148"
"67.21200","40.75213","0.01141"
"67.21800","40.75266","0.01136"
"67.22400","40.75320","0.01130"
"67.23000","40.75368","0.01120"
"67.23600","40.75416","0.01107"
"67.24200","40.75470","0.01102"
"67.24800","40.75518","0.01102"
"67.25400","40.75565","0.01103"
"67.26000","40.75619","0.01101"
"67.26600","40.75667","0.01099"
"67.27200","40.75721","0.01106"
"67.27800","40.75769","0.01123"
"67.28400","40.75816","0.01136"
"67.29000","40.75870","0.01145"
"67.29600","40.75918","0.01152"
"67.30200","40.75972","0.01157"
"67.30800","40.76020","0.01162"
"67.31400","40.76068","0.01161"
"67.32000","40.76122","0.01161"
"67.32600","40.76170","0.01160"
"67.33200","40.76223","0.01157"
"67.33800","40.76271","0.01155"
"67.34400","40.76325","0.01151"
"67.35000","40.76373","0.01143"
"67.35600","40.76426","0.01136"
"67.36200","40.76474","0.01128"
"67.36800","40.76528","0.01113"
"67.37400","40.76576","0.01107"
"67.38000","40.76630","0.01112"
"67.38600","40.76678","0.01114"
"67.39200","40.76725","0.01116"
"67.39800","40.76773","0.01115"
"67.40400","40.76827","0.01117"
"67.41000","40.76875","0.01121"
"67.41600","40.76923","0.01116"
"67.42200","40.76971","0.01118"
"67.42800","40.77024","0.01124"
"67.43400","40.77072","0.01124"
"67.44000","40.77120","0.01124"
"67.44600","40.77168","0.01120"
"67.45200","40.77222","0.01125"
"67.45800","40.77269","0.01130"
"67.46400","40.77317","0.01132"
"67.47000","40.77371","0.01141"
"67.47600","40.77419","0.01138"
"67.48200","40.77473","0.01129"
"67.48800","40.77521","0.01119"
"67.49400","40.77569","0.01108"
"67.50000","40.77622","0.01105"
"67.50600","40.77670","0.01108"
"67.51200","40.77724","0.01108"
"67.51800","40.77772","0.01110"
"67.52400","40.77820","0.01120"
"67.53000","40.77873","0.01135"
"67.53600","40.77921","0.01148"
"67.54200","40.77969","0.01150"
"67.54800","40.78016","0.01149"
"67.55400","40.78071","0.01152"
"67.56000","40.78119","0.01147"
"67.56600","40.78167","0.01138"
"67.57200","40.78220","0.01132"
"67.57800","40.78268","0.01134"
"67.58400","40.78316","0.01138"
"67.59000","40.78370","0.01137"
"67.59600","40.78418","0.01132"
"67.60200","40.78465","0.01131"
"67.60800","40.78519","0.01135"
"67.61400","40.78567","0.01134"
"67.62000","40.78621","0.01136"
"67.62600","40.78668","0.01141"
"67.63200","40.78716","0.01141"
"67.63800","40.78770","0.01144"
"67.64400","40.78818","0.01144"
"67.65000","40.78865","0.01144"
"67.65600","40.78920","0.01152"
"67.66200","40.78968","0.01157"
"67.66800","40.79021","0.01164"
"67.67400","40.79069","0.01168"
"67.68000","40.79117","0.01170"
"67.68600","40.79165","0.01166"
"67.69200","40.79212","0.01152"
"67.69800","40.79267","0.01145"
"67.70400","40.79314","0.01146"
"67.71000","40.79362","0.01140"
"67.71600","40.79416","0.01133"
"67.72200","40.79463","0.01137"
"67.72800","40.79512","0.01142"
"67.73400","40.79565","0.01144"
"67.74000","40.79613","0.01149"
"67.74600","40.79661","0.01162"
"67.75200","40.79715","0.01168"
"67.75800","40.79763","0.01164"
"67.76400","40.79811","0.01157"
"67.77000","40.79864","0.01151"
"67.77600","40.79912","0.01145"
"67.78200","40.79966","0.01144"
"67.78800","40.80014","0.01142"
"67.79400","40.80067","0.01139"
"67.80000","40.80121","0.01134"
"67.80600","40.80169","0.01131"
"67.81200","40.80217","0.01131"
"67.81800","40.80271","0.01133"
"67.82400","40.80318","0.01140"
"67.83000","40.80367","0.01146"
"67.83600","40.80420","0.01155"
"67.84200","40.80468","0.01150"
"67.84800","40.80522","0.01141"
"67.85400","40.80570","0.01141"
"67.86000","40.80618","0.01147"
"67.86600","40.80671","0.01152"
"67.87200","40.80719","0.01152"
"67.87800","40.80773","0.01149"
"67.88400","40.80821","0.01145"
"67.89000","40.80875","0.01149"
"67.89600","40.80922","0.01153"
"67.90200","40.80970","0.01152"
"67.90800","40.81024","0.01146"
"67.91400","40.81072","0.01136"
"67.92000","40.81120","0.01132"
"67.92600","40.81174","0.01130"
"67.93200","40.81227","0.01129"
"67.93800","40.81275","0.01129"
"67.94400","40.81323","0.01128"
"67.95000","40.81377","0.01127"
"67.95600","40.81425","0.01125"
"67.96200","40.81473","0.01127"
"67.96800","40.81520","0.01129"
"67.97400","40.81574","0.01129"
"67.98000","40.81622","0.01128"
"67.98600","40.81670","0.01131"
"67.99200","40.81718","0.01135"
"67.99800","40.81771","0.01139"
"68.00400","40.81820","0.01142"
"68.01000","40.81873","0.01144"
"68.01600","40.81921","0.01137"
"68.02200","40.81975","0.01128"
"68.02800","40.82022","0.01129"
"68.03400","40.82071","0.01128"
"68.04000","40.82124","0.01127"
"68.04600","40.82172","0.01126"
"68.05200","40.82220","0.01129"
"68.05800","40.82274","0.01129"
"68.06400","40.82322","0.01130"
"68.07000","40.82375","0.01132"
"68.07600","40.82423","0.01140"
"68.08200","40.82471","0.01145"
"68.08800","40.82525","0.01143"
"68.09400","40.82573","0.01138"
"68.10000","40.82627","0.01131"
"68.10600","40.82674","0.01125"
"68.11200","40.82722","0.01121"
"68.11800","40.82776","0.01114"
"68.12400","40.82824","0.01122"
"68.13000","40.82872","0.01134"
"68.13600","40.82920","0.01141"
"68.14200","40.82973","0.01145"
"68.14800","40.83021","0.01143"
"68.15400","40.83069","0.01139"
"68.16000","40.83123","0.01122"
"68.16600","40.83171","0.01106"
"68.17200","40.83218","0.01091"
"68.17800","40.83266","0.01088"
"68.18400","40.83320","0.01094"
"68.19000","40.83368","0.01102"
"68.19600","40.83416","0.01107"
"68.20200","40.83470","0.01112"
"68.20800","40.83517","0.01114"
"68.21400","40.83571","0.01118"
"68.22000","40.83619","0.01127"
"68.22600","40.83667","0.01134"
"68.23200","40.83721","0.01132"
"68.23800","40.83768","0.01131"
"68.24400","40.83816","0.01127"
"68.25000","40.83870","0.01123"
"68.25600","40.83918","0.01128"
"68.26200","40.83966","0.01132"
"68.26800","40.84014","0.01133"
"68.27400","40.84068","0.01134"
"68.28000","40.84116","0.01134"
"68.28600","40.84163","0.01138"
"68.29200","40.84217","0.01137"
"68.29800","40.84265","0.01131"
"68.30400","40.84313","0.01132"
"68.31000","40.84367","0.01144"
"68.31600","40.84414","0.01150"
"68.32200","40.84462","0.01148"
"68.32800","40.84516","0.01147"
"68.33400","40.84564","0.01145"
"68.34000","40.84617","0.01141"
"68.34600","40.84665","0.01136"
"68.35200","40.84719","0.01131"
"68.35800","40.84767","0.01134"
"68.36400","40.84821","0.01145"
"68.37000","40.84869","0.01152"
"68.37600","40.84923","0.01156"
"68.38200","40.84970","0.01158"
"68.38800","40.85024","0.01160"
"68.39400","40.85072","0.01157"
"68.40000","40.85120","0.01153"
"68.40600","40.85168","0.01155"
"68.41200","40.85221","0.01159"
"68.41800","40.85269","0.01157"
"68.42400","40.85323","0.01162"
"68.43000","40.85371","0.01169"
"68.43600","40.85419","0.01174"
"68.44200","40.85472","0.01182"
"68.44800","40.85521","0.01187"
"68.45400","40.85574","0.01193"
"68.46000","40.85622","0.01196"
"68.46600","40.85670","0.01190"
"68.47200","40.85723","0.01185"
"68.47800","40.85772","0.01183"
"68.48400","40.85819","0.01178"
"68.49000","40.85873","0.01177"
"68.49600","40.85921","0.01174"
"68.50200","40.85975","0.01166"
"68.50800","40.86023","0.01162"
"68.51400","40.86076","0.01157"
"68.52000","40.86124","0.01153"
"68.52600","40.86178","0.01151"
"68.53200","40.86226","0.01153"
"68.53800","40.86274","0.01158"
"68.54400","40.86327","0.01158"
"68.55000","40.86375","0.01153"
"68.55600","40.86423","0.01147"
"68.56200","40.86477","0.01150"
"68.56800","40.86525","0.01154"
"68.57400","40.86579","0.01158"
"68.58000","40.86627","0.01160"
"68.58600","40.86674","0.01166"
"68.59200","40.86722","0.01172"
"68.59800","40.86776","0.01177"
"68.60400","40.86824","0.01186"
"68.61000","40.86871","0.01192"
"68.61600","40.86919","0.01185"
"68.62200","40.86974","0.01182"
"68.62800","40.87021","0.01187"
"68.63400","40.87069","0.01193"
"68.64000","40.87122","0.01197"
"68.64600","40.87170","0.01199"
"68.65200","40.87225","0.01196"
"68.65800","40.87272","0.01182"
"68.66400","40.87326","0.01172"
"68.67000","40.87374","0.01176"
"68.67600","40.87422","0.01190"
"68.68200","40.87476","0.01200"
"68.68800","40.87523","0.01209"
"68.69400","40.87571","0.01213"
"68.70000","40.87619","0.01209"
"68.70600","40.87672","0.01201"
"68.71200","40.87720","0.01192"
"68.71800","40.87769","0.01184"
"68.72400","40.87817","0.01183"
"68.73000","40.87870","0.01182"
"68.73600","40.87918","0.01181"
"68.74200","40.87966","0.01179"
"68.74800","40.88020","0.01174"
"68.75400","40.88067","0.01167"
"68.76000","40.88115","0.01158"
"68.76600","40.88163","0.01151"
"68.77200","40.88217","0.01148"
"68.77800","40.88264","0.01149"
"68.78400","40.88313","0.01148"
"68.79000","40.88366","0.01143"
"68.79600","40.88414","0.01139"
"68.80200","40.88468","0.01141"
"68.80800","40.88516","0.01140"
"68.81400","40.88564","0.01130"
"68.82000","40.88617","0.01130"
"68.82600","40.88665","0.01146"
"68.83200","40.88713","0.01164"
"68.83800","40.88767","0.01180"
"68.84400","40.88815","0.01193"
"68.85000","40.88868","0.01191"
"68.85600","40.88916","0.01185"
"68.86200","40.88964","0.01184"
"68.86800","40.89018","0.01182"
"68.87400","40.89066","0.01174"
"68.88000","40.89114","0.01171"
"68.88600","40.89162","0.01168"
"68.89200","40.89215","0.01160"
"68.89800","40.89263","0.01160"
"68.90400","40.89317","0.01163"
"68.91000","40.89365","0.01161"
"68.91600","40.89419","0.01156"
"68.92200","40.89466","0.01154"
"68.92800","40.89520","0.01156"
"68.93400","40.89568","0.01153"
"68.94000","40.89622","0.01148"
"68.94600","40.89670","0.01136"
"68.95200","40.89724","0.01133"
"68.95800","40.89771","0.01134"
"68.96400","40.89825","0.01135"
"68.97000","40.89873","0.01138"
"68.97600","40.89921","0.01126"
"68.98200","40.89975","0.01112"
"68.98800","40.90023","0.01107"
"68.99400","40.90076","0.01113"
"69.00000","40.90125","0.01118"
"69.00600","40.90178","0.01127"
"69.01200","40.90226","0.01138"
"69.01800","40.90274","0.01147"
"69.02400","40.90327","0.01151"
"69.03000","40.90376","0.01150"
"69.03600","40.90423","0.01149"
"69.04200","40.90471","0.01152"
"69.04800","40.90525","0.01155"
"69.05400","40.90573","0.01159"
"69.06000","40.90620","0.01160"
"69.06600","40.90674","0.01155"
"69.07200","40.90722","0.01146"
"69.07800","40.90776","0.01147"
"69.08400","40.90824","0.01150"
"69.09000","40.90872","0.01151"
"69.09600","40.90925","0.01161"
"69.10200","40.90973","0.01173"
"69.10800","40.91021","0.01184"
"69.11400","40.91075","0.01190"
"69.12000","40.91123","0.01192"
"69.12600","40.91170","0.01193"
"69.13200","40.91224","0.01193"
"69.13800","40.91272","0.01194"
"69.14400","40.91326","0.01188"
"69.15000","40.91374","0.01174"
"69.15600","40.91422","0.01163"
"69.16200","40.91476","0.01156"
"69.16800","40.91523","0.01159"
"69.17400","40.91571","0.01154"
"69.18000","40.91624","0.01155"
"69.18600","40.91673","0.01164"
"69.19200","40.91721","0.01176"
"69.19800","40.91768","0.01179"
"69.20400","40.91822","0.01180"
"69.21000","40.91870","0.01184"
"69.21600","40.91918","0.01178"
"69.22200","40.91971","0.01174"
"69.22800","40.92019","0.01171"
"69.23400","40.92067","0.01174"
"69.24000","40.92121","0.01177"
"69.24600","40.92169","0.01175"
"69.25200","40.92217","0.01173"
"69.25800","40.92265","0.01171"
"69.26400","40.92319","0.01169"
"69.27000","40.92366","0.01169"
"69.27600","40.92414","0.01172"
"69.28200","40.92468","0.01177"
"69.28800","40.92516","0.01180"
"69.29400","40.92570","0.01176"
"69.30000","40.92617","0.01170"
"69.30600","40.92671","0.01167"
"69.31200","40.92719","0.01175"
"69.31800","40.92773","0.01182"
"69.32400","40.92820","0.01184"
"69.33000","40.92869","0.01183"
"69.33600","40.92916","0.01180"
"69.34200","40.92970","0.01178"
"69.34800","40.93018","0.01178"
"69.35400","40.93066","0.01174"
"69.36000","40.93114","0.01169"
"69.36600","40.93167","0.01166"
"69.37200","40.93215","0.01163"
"69.37800","40.93269","0.01168"
"69.38400","40.93317","0.01181"
"69.39000","40.93365","0.01191"
"69.39600","40.93418","0.01199"
"69.40200","40.93467","0.01204"
"69.40800","40.93514","0.01210"
"69.41400","40.93568","0.01210"
"69.42000","40.93616","0.01207"
"69.42600","40.93670","0.01209"
"69.43200","40.93718","0.01208"
"69.43800","40.93766","0.01201"
"69.44400","40.93819","0.01196"
"69.45000","40.93867","0.01189"
"69.45600","40.93921","0.01185"
"69.46200","40.93969","0.01190"
"69.46800","40.94016","0.01202"
"69.47400","40.94070","0.01219"
"69.48000","40.94118","0.01237"
"69.48600","40.94165","0.01242"
"69.49200","40.94213","0.01245"
"69.49800","40.94268","0.01243"
"69.50400","40.94316","0.01240"
"69.51000","40.94363","0.01243"
"69.51600","40.94417","0.01242"
"69.52200","40.94465","0.01232"
"69.52800","40.94519","0.01224"
"69.53400","40.94567","0.01215"
"69.54000","40.94620","0.01204"
"69.54600","40.94668","0.01206"
"69.55200","40.94722","0.01212"
"69.55800","40.94770","0.01220"
"69.56400","40.94824","0.01226"
"69.57000","40.94871","0.01223"
"69.57600","40.94920","0.01215"
"69.58200","40.94967","0.01210"
"69.58800","40.95021","0.01218"
"69.59400","40.95069","0.01225"
"69.60000","40.95117","0.01225"
"69.60600","40.95171","0.01219"
"69.61200","40.95218","0.01217"
"69.61800","40.95272","0.01222"
"69.62400","40.95320","0.01233"
"69.63000","40.95374","0.01242"
"69.63600","40.95422","0.01244"
"69.64200","40.95475","0.01242"
"69.64800","40.95523","0.01231"
"69.65400","40.95571","0.01220"
"69.66000","40.95625","0.01209"
"69.66600","40.95673","0.01202"
"69.67200","40.95721","0.01198"
"69.67800","40.95774","0.01190"
"69.68400","40.95822","0.01183"
"69.69000","40.95876","0.01182"
"69.69600","40.95924","0.01187"
"69.70200","40.95972","0.01199"
"69.70800","40.96025","0.01206"
"69.71400","40.96073","0.01206"
"69.72000","40.96121","0.01206"
"69.72600","40.96175","0.01217"
"69.73200","40.96223","0.01224"
"69.73800","40.96270","0.01223"
"69.74400","40.96318","0.01215"
"69.75000","40.96367","0.01199"
"69.75600","40.96420","0.01183"
"69.76200","40.96468","0.01176"
"69.76800","40.96516","0.01175"
"69.77400","40.96569","0.01170"
"69.78000","40.96618","0.01163"
"69.78600","40.96671","0.01159"
"69.79200","40.96719","0.01158"
"69.79800","40.96767","0.01160"
"69.80400","40.96820","0.01166"
"69.81000","40.96869","0.01176"
"69.81600","40.96916","0.01182"
"69.82200","40.96970","0.01184"
"69.82800","40.97018","0.01189"
"69.83400","40.97065","0.01190"
"69.84000","40.97120","0.01191"
"69.84600","40.97168","0.01183"
"69.85200","40.97215","0.01175"
"69.85800","40.97269","0.01176"
"69.86400","40.97317","0.01178"
"69.87000","40.97365","0.01184"
"69.87600","40.97412","0.01190"
"69.88200","40.97466","0.01192"
"69.88800","40.97514","0.01195"
"69.89400","40.97562","0.01196"
"69.90000","40.97610","0.01194"
"69.90600","40.97663","0.01184"
"69.91200","40.97712","0.01174"
"69.91800","40.97765","0.01161"
"69.92400","40.97813","0.01153"
"69.93000","40.97867","0.01146"
"69.93600","40.97915","0.01146"
"69.94200","40.97969","0.01154"
"69.94800","40.98016","0.01165"
"69.95400","40.98071","0.01173"
"69.96000","40.98118","0.01172"
"69.96600","40.98172","0.01178"
"69.97200","40.98220","0.01179"
"69.97800","40.98267","0.01179"
"69.98400","40.98322","0.01180"
"69.99000","40.98369","0.01187"
"69.99600","40.98417","0.01195"
"70.00200","40.98465","0.01204"
"70.00800","40.98518","0.01214"
"70.01400","40.98566","0.01215"
"70.02000","40.98614","0.01207"
"70.02600","40.98668","0.01201"
"70.03200","40.98716","0.01193"
"70.03800","40.98770","0.01185"
"70.04400","40.98818","0.01182"
"70.05000","40.98866","0.01173"
"70.05600","40.98919","0.01165"
"70.06200","40.98967","0.01161"
"70.06800","40.99021","0.01157"
"70.07400","40.99069","0.01159"
"70.08000","40.99123","0.01163"
"70.08600","40.99176","0.01165"
"70.09200","40.99224","0.01164"
"70.09800","40.99272","0.01168"
"70.10400","40.99326","0.01175"
"70.11000","40.99374","0.01185"
"70.11600","40.99427","0.01197"
"70.12200","40.99475","0.01203"
"70.12800","40.99523","0.01207"
"70.13400","40.99570","0.01208"
"70.14000","40.99619","0.01209"
"70.14600","40.99667","0.01211"
"70.15200","40.99720","0.01215"
"70.15800","40.99768","0.01217"
"70.16400","40.99816","0.01212"
"70.17000","40.99870","0.01210"
"70.17600","40.99918","0.01214"
"70.18200","40.99972","0.01217"
"70.18800","41.00019","0.01217"
"70.19400","41.00067","0.01225"
"70.20000","41.00121","0.01234"
"70.20600","41.00169","0.01247"
"70.21200","41.00222","0.01248"
"70.21800","41.00270","0.01242"
"70.22400","41.00324","0.01242"
"70.23000","41.00372","0.01239"
"70.23600","41.00426","0.01241"
"70.24200","41.00474","0.01243"
"70.24800","41.00528","0.01239"
"70.25400","41.00576","0.01233"
"70.26000","41.00623","0.01238"
"70.26600","41.00671","0.01241"
"70.27200","41.00725","0.01238"
"70.27800","41.00773","0.01240"
"70.28400","41.00821","0.01250"
"70.29000","41.00869","0.01259"
"70.29600","41.00916","0.01255"
"70.30200","41.00970","0.01255"
"70.30800","41.01018","0.01258"
"70.31400","41.01066","0.01259"
"70.32000","41.01113","0.01259"
"70.32600","41.01167","0.01260"
"70.33200","41.01215","0.01251"
"70.33800","41.01263","0.01239"
"70.34400","41.01317","0.01240"
"70.35000","41.01364","0.01242"
"70.35600","41.01418","0.01240"
"70.36200","41.01466","0.01237"
"70.36800","41.01520","0.01234"
"70.37400","41.01568","0.01234"
"70.38000","41.01621","0.01235"
"70.38600","41.01670","0.01236"
"70.39200","41.01717","0.01234"
"70.39800","41.01771","0.01229"
"70.40400","41.01819","0.01226"
"70.41000","41.01867","0.01232"
"70.41600","41.01921","0.01228"
"70.42200","41.01968","0.01224"
"70.42800","41.02016","0.01234"
"70.43400","41.02064","0.01241"
"70.44000","41.02111","0.01243"
"70.44600","41.02166","0.01243"
"70.45200","41.02214","0.01245"
"70.45800","41.02262","0.01246"
"70.46400","41.02316","0.01244"
"70.47000","41.02363","0.01244"
"70.47600","41.02411","0.01248"
"70.48200","41.02465","0.01246"
"70.48800","41.02513","0.01240"
"70.49400","41.02566","0.01239"
"70.50000","41.02614","0.01242"
"70.50600","41.02668","0.01248"
"70.51200","41.02716","0.01245"
"70.51800","41.02770","0.01239"
"70.52400","41.02823","0.01242"
"70.53000","41.02871","0.01249"
"70.53600","41.02919","0.01251"
"70.54200","41.02973","0.01243"
"70.54800","41.03020","0.01228"
"70.55400","41.03069","0.01215"
"70.56000","41.03123","0.01209"
"70.56600","41.03170","0.01209"
"70.57200","41.03218","0.01209"
"70.57800","41.03271","0.01211"
"70.58400","41.03320","0.01212"
"70.59000","41.03374","0.01208"
"70.59600","41.03421","0.01212"
"70.60200","41.03469","0.01212"
"70.60800","41.03523","0.01213"
"70.61400","41.03571","0.01212"
"70.62000","41.03619","0.01215"
"70.62600","41.03672","0.01223"
"70.63200","41.03720","0.01228"
"70.63800","41.03774","0.01229"
"70.64400","41.03822","0.01230"
"70.65000","41.03876","0.01223"
"70.65600","41.03923","0.01207"
"70.66200","41.03978","0.01199"
"70.66800","41.04025","0.01199"
"70.67400","41.04079","0.01202"
"70.68000","41.04127","0.01200"
"70.68600","41.04175","0.01197"
"70.69200","41.04229","0.01199"
"70.69800","41.04276","0.01203"
"70.70400","41.04324","0.01201"
"70.71000","41.04372","0.01206"
"70.71600","41.04426","0.01201"
"70.72200","41.04473","0.01198"
"70.72800","41.04522","0.01198"
"70.73400","41.04575","0.01197"
"70.74000","41.04623","0.01189"
"70.74600","41.04671","0.01180"
"70.75200","41.04725","0.01178"
"70.75800","41.04773","0.01183"
"70.76400","41.04821","0.01192"
"70.77000","41.04874","0.01195"
"70.77600","41.04922","0.01194"
"70.78200","41.04970","0.01191"
"70.78800","41.05017","0.01192"
"70.79400","41.05072","0.01201"
"70.80000","41.05119","0.01211"
"70.80600","41.05173","0.01212"
"70.81200","41.05221","0.01210"
"70.81800","41.05275","0.01211"
"70.82400","41.05322","0.01216"
"70.83000","41.05376","0.01221"
"70.83600","41.05424","0.01223"
"70.84200","41.05472","0.01221"
"70.84800","41.05520","0.01220"
"70.85400","41.05568","0.01213"
"70.86000","41.05622","0.01208"
"70.86600","41.05669","0.01208"
"70.87200","41.05717","0.01215"
"70.87800","41.05766","0.01224"
"70.88400","41.05819","0.01232"
"70.89000","41.05866","0.01238"
"70.89600","41.05915","0.01235"
"70.90200","41.05968","0.01222"
"70.90800","41.06017","0.01210"
"70.91400","41.06070","0.01203"
"70.92000","41.06118","0.01202"
"70.92600","41.06166","0.01210"
"70.93200","41.06219","0.01221"
"70.93800","41.06268","0.01232"
"70.94400","41.06321","0.01241"
"70.95000","41.06369","0.01251"
"70.95600","41.06423","0.01255"
"70.96200","41.06471","0.01254"
"70.96800","41.06518","0.01250"
"70.97400","41.06572","0.01253"
"70.98000","41.06620","0.01253"
"70.98600","41.06668","0.01256"
"70.99200","41.06722","0.01259"
"70.99800","41.06770","0.01255"
"71.00400","41.06817","0.01250"
"71.01000","41.06871","0.01246"
"71.01600","41.06919","0.01242"
"71.02200","41.06967","0.01235"
"71.02800","41.07021","0.01228"
"71.03400","41.07069","0.01226"
"71.04000","41.07116","0.01236"
"71.04600","41.07170","0.01255"
"71.05200","41.07218","0.01269"
"71.05800","41.07266","0.01269"
"71.06400","41.07320","0.01269"
"71.07000","41.07368","0.01265"
"71.07600","41.07421","0.01264"
"71.08200","41.07469","0.01263"
"71.08800","41.07523","0.01263"
"71.09400","41.07571","0.01254"
"71.10000","41.07625","0.01244"
"71.10600","41.07673","0.01243"
"71.11200","41.07721","0.01249"
"71.11800","41.07774","0.01258"
"71.12400","41.07822","0.01268"
"71.13000","41.07876","0.01276"
"71.13600","41.07924","0.01279"
"71.14200","41.07971","0.01275"
"71.14800","41.08025","0.01270"
"71.15400","41.08073","0.01257"
"71.16000","41.08120","0.01246"
"71.16600","41.08175","0.01237"
"71.17200","41.08223","0.01234"
"71.17800","41.08270","0.01235"
"71.18400","41.08318","0.01239"
"71.19000","41.08372","0.01238"
"71.19600","41.08420","0.01244"
"71.20200","41.08468","0.01250"
"71.20800","41.08522","0.01256"
"71.21400","41.08569","0.01252"
"71.22000","41.08623","0.01252"
"71.22600","41.08677","0.01256"
"71.23200","41.08725","0.01254"
"71.23800","41.08779","0.01250"
"71.24400","41.08826","0.01251"
"71.25000","41.08874","0.01242"
"71.25600","41.08928","0.01227"
"71.26200","41.08976","0.01219"
"71.26800","41.09024","0.01215"
"71.27400","41.09077","0.01216"
"71.28000","41.09126","0.01221"
"71.28600","41.09173","0.01225"
"71.29200","41.09227","0.01230"
"71.29800","41.09275","0.01230"
"71.30400","41.09323","0.01228"
"71.31000","41.09377","0.01228"
"71.31600","41.09424","0.01232"
"71.32200","41.09472","0.01229"
"71.32800","41.09526","0.01225"
"71.33400","41.09573","0.01221"
"71.34000","41.09621","0.01216"
"71.34600","41.09676","0.01214"
"71.35200","41.09724","0.01215"
"71.35800","41.09771","0.01221"
"71.36400","41.09819","0.01235"
"71.37000","41.09873","0.01244"
"71.37600","41.09921","0.01245"
"71.38200","41.09975","0.01241"
"71.38800","41.10022","0.01243"
"71.39400","41.10070","0.01250"
"71.40000","41.10118","0.01254"
"71.40600","41.10172","0.01255"
"71.41200","41.10219","0.01255"
"71.41800","41.10267","0.01258"
"71.42400","41.10315","0.01256"
"71.43000","41.10369","0.01251"
"71.43600","41.10417","0.01247"
"71.44200","41.10465","0.01249"
"71.44800","41.10512","0.01253"
"71.45400","41.10567","0.01255"
"71.46000","41.10614","0.01256"
"71.46600","41.10662","0.01253"
"71.47200","41.10716","0.01248"
"71.47800","41.10763","0.01242"
"71.48400","41.10817","0.01242"
"71.49000","41.10865","0.01251"
"71.49600","41.10913","0.01262"
"71.50200","41.10966","0.01265"
"71.50800","41.11015","0.01270"
"71.51400","41.11063","0.01272"
"71.52000","41.11116","0.01274"
"71.52600","41.11164","0.01277"
"71.53200","41.11218","0.01279"
"71.53800","41.11266","0.01275"
"71.54400","41.11314","0.01265"
"71.55000","41.11367","0.01254"
"71.55600","41.11415","0.01239"
"71.56200","41.11469","0.01222"
"71.56800","41.11517","0.01211"
"71.57400","41.11565","0.01200"
"71.58000","41.11618","0.01196"
"71.58600","41.11666","0.01197"
"71.59200","41.11720","0.01204"
"71.59800","41.11768","0.01209"
"71.60400","41.11816","0.01211"
"71.61000","41.11870","0.01220"
"71.61600","41.11918","0.01234"
"71.62200","41.11971","0.01245"
"71.62800","41.12019","0.01247"
"71.63400","41.12067","0.01243"
"71.64000","41.12121","0.01241"
"71.64600","41.12169","0.01234"
"71.65200","41.12222","0.01222"
"71.65800","41.12270","0.01215"
"71.66400","41.12318","0.01209"
"71.67000","41.12372","0.01209"
"71.67600","41.12420","0.01221"
"71.68200","41.12468","0.01237"
"71.68800","41.12522","0.01246"
"71.69400","41.12569","0.01249"
"71.70000","41.12623","0.01244"
"71.70600","41.12671","0.01239"
"71.71200","41.12719","0.01238"
"71.71800","41.12767","0.01236"
"71.72400","41.12820","0.01243"
"71.73000","41.12868","0.01239"
"71.73600","41.12916","0.01224"
"71.74200","41.12970","0.01214"
"71.74800","41.13018","0.01209"
"71.75400","41.13065","0.01208"
"71.76000","41.13120","0.01210"
"71.76600","41.13167","0.01211"
"71.77200","41.13214","0.01217"
"71.77800","41.13269","0.01224"
"71.78400","41.13316","0.01230"
"71.79000","41.13371","0.01238"
"71.79600","41.13418","0.01243"
"71.80200","41.13472","0.01245"
"71.80800","41.13520","0.01243"
"71.81400","41.13568","0.01237"
"71.82000","41.13622","0.01235"
"71.82600","41.13669","0.01242"
"71.83200","41.13717","0.01247"
"71.83800","41.13771","0.01253"
"71.84400","41.13819","0.01256"
"71.85000","41.13873","0.01253"
"71.85600","41.13921","0.01252"
"71.86200","41.13968","0.01251"
"71.86800","41.14016","0.01251"
"71.87400","41.14070","0.01252"
"71.88000","41.14118","0.01246"
"71.88600","41.14165","0.01242"
"71.89200","41.14220","0.01242"
"71.89800","41.14267","0.01241"
"71.90400","41.14315","0.01238"
"71.91000","41.14369","0.01235"
"71.91600","41.14416","0.01239"
"71.92200","41.14471","0.01251"
"71.92800","41.14518","0.01263"
"71.93400","41.14566","0.01266"
"71.94000","41.14620","0.01275"
"71.94600","41.14668","0.01281"
"71.95200","41.14716","0.01286"
"71.95800","41.14769","0.01288"
"71.96400","41.14817","0.01284"
"71.97000","41.14865","0.01273"
"71.97600","41.14919","0.01266"
"71.98200","41.14967","0.01266"
"71.98800","41.15015","0.01266"
"71.99400","41.15068","0.01265"
"72.00000","41.15116","0.01260"
"72.00600","41.15164","0.01263"
"72.01200","41.15212","0.01276"
"72.01800","41.15260","0.01283"
"72.02400","41.15314","0.01283"
"72.03000","41.15361","0.01282"
"72.03600","41.15409","0.01281"
"72.04200","41.15457","0.01276"
"72.04800","41.15511","0.01274"
