End date,"12/26/2016"
Specimen label,"11BG_81_2_run2"
Maximum Load,"0.05442",N

Time,Extension,Load
(s),(mm),(N)
"136.78800","46.55022","0.02711"
"136.79400","46.55070","0.02730"
"136.80000","46.55123","0.02736"
"136.80600","46.55171","0.02735"
"136.81200","46.55225","0.02735"
"136.81800","46.55273","0.02728"
"136.82400","46.55327","0.02729"
"136.83000","46.55375","0.02723"
"136.83600","46.55429","0.02717"
"136.84200","46.55476","0.02709"
"136.84800","46.55524","0.02710"
"136.85400","46.55572","0.02713"
"136.86000","46.55620","0.02712"
"136.86600","46.55667","0.02706"
"136.87200","46.55721","0.02695"
"136.87800","46.55769","0.02683"
"136.88400","46.55817","0.02670"
"136.89000","46.55871","0.02661"
"136.89600","46.55919","0.02652"
"136.90200","46.55973","0.02652"
"136.90800","46.56020","0.02653"
"136.91400","46.56074","0.02663"
"136.92000","46.56121","0.02664"
"136.92600","46.56170","0.02670"
"136.93200","46.56224","0.02674"
"136.93800","46.56272","0.02676"
"136.94400","46.56325","0.02675"
"136.95000","46.56373","0.02673"
"136.95600","46.56427","0.02673"
"136.96200","46.56475","0.02668"
"136.96800","46.56529","0.02669"
"136.97400","46.56576","0.02675"
"136.98000","46.56630","0.02678"
"136.98600","46.56678","0.02666"
"136.99200","46.56725","0.02660"
"136.99800","46.56773","0.02673"
"137.00400","46.56828","0.02681"
"137.01000","46.56876","0.02679"
"137.01600","46.56923","0.02670"
"137.02200","46.56971","0.02670"
"137.02800","46.57025","0.02669"
"137.03400","46.57072","0.02680"
"137.04000","46.57120","0.02698"
"137.04600","46.57168","0.02710"
"137.05200","46.57222","0.02703"
"137.05800","46.57270","0.02700"
"137.06400","46.57317","0.02704"
"137.07000","46.57372","0.02704"
"137.07600","46.57420","0.02698"
"137.08200","46.57467","0.02699"
"137.08800","46.57521","0.02698"
"137.09400","46.57569","0.02703"
"137.10000","46.57623","0.02710"
"137.10600","46.57671","0.02724"
"137.11200","46.57719","0.02731"
"137.11800","46.57772","0.02730"
"137.12400","46.57820","0.02735"
"137.13000","46.57868","0.02739"
"137.13600","46.57915","0.02738"
"137.14200","46.57964","0.02734"
"137.14800","46.58017","0.02737"
"137.15400","46.58065","0.02733"
"137.16000","46.58113","0.02715"
"137.16600","46.58167","0.02712"
"137.17200","46.58215","0.02717"
"137.17800","46.58262","0.02724"
"137.18400","46.58316","0.02729"
"137.19000","46.58364","0.02725"
"137.19600","46.58418","0.02717"
"137.20200","46.58466","0.02722"
"137.20800","46.58519","0.02724"
"137.21400","46.58567","0.02723"
"137.22000","46.58621","0.02723"
"137.22600","46.58669","0.02730"
"137.23200","46.58723","0.02740"
"137.23800","46.58770","0.02752"
"137.24400","46.58824","0.02745"
"137.25000","46.58872","0.02745"
"137.25600","46.58920","0.02740"
"137.26200","46.58974","0.02737"
"137.26800","46.59022","0.02742"
"137.27400","46.59070","0.02752"
"137.28000","46.59123","0.02758"
"137.28600","46.59171","0.02768"
"137.29200","46.59225","0.02765"
"137.29800","46.59273","0.02759"
"137.30400","46.59321","0.02749"
"137.31000","46.59374","0.02738"
"137.31600","46.59422","0.02726"
"137.32200","46.59476","0.02724"
"137.32800","46.59524","0.02724"
"137.33400","46.59578","0.02725"
"137.34000","46.59625","0.02723"
"137.34600","46.59674","0.02716"
"137.35200","46.59727","0.02719"
"137.35800","46.59775","0.02718"
"137.36400","46.59822","0.02718"
"137.37000","46.59877","0.02722"
"137.37600","46.59925","0.02718"
"137.38200","46.59972","0.02720"
"137.38800","46.60026","0.02732"
"137.39400","46.60074","0.02744"
"137.40000","46.60122","0.02746"
"137.40600","46.60170","0.02739"
"137.41200","46.60223","0.02734"
"137.41800","46.60271","0.02732"
"137.42400","46.60319","0.02741"
"137.43000","46.60373","0.02760"
"137.43600","46.60421","0.02769"
"137.44200","46.60469","0.02770"
"137.44800","46.60522","0.02778"
"137.45400","46.60576","0.02791"
"137.46000","46.60624","0.02794"
"137.46600","46.60678","0.02791"
"137.47200","46.60726","0.02794"
"137.47800","46.60773","0.02800"
"137.48400","46.60827","0.02806"
"137.49000","46.60875","0.02805"
"137.49600","46.60923","0.02796"
"137.50200","46.60971","0.02787"
"137.50800","46.61024","0.02782"
"137.51400","46.61073","0.02776"
"137.52000","46.61121","0.02768"
"137.52600","46.61174","0.02749"
"137.53200","46.61222","0.02733"
"137.53800","46.61270","0.02722"
"137.54400","46.61317","0.02715"
"137.55000","46.61372","0.02703"
"137.55600","46.61419","0.02698"
"137.56200","46.61473","0.02694"
"137.56800","46.61521","0.02705"
"137.57400","46.61569","0.02724"
"137.58000","46.61623","0.02746"
"137.58600","46.61670","0.02766"
"137.59200","46.61718","0.02783"
"137.59800","46.61772","0.02791"
"137.60400","46.61820","0.02794"
"137.61000","46.61868","0.02798"
"137.61600","46.61921","0.02795"
"137.62200","46.61969","0.02793"
"137.62800","46.62017","0.02792"
"137.63400","46.62071","0.02783"
"137.64000","46.62119","0.02770"
"137.64600","46.62167","0.02757"
"137.65200","46.62220","0.02746"
"137.65800","46.62268","0.02736"
"137.66400","46.62316","0.02731"
"137.67000","46.62364","0.02731"
"137.67600","46.62411","0.02738"
"137.68200","46.62466","0.02743"
"137.68800","46.62513","0.02751"
"137.69400","46.62561","0.02751"
"137.70000","46.62609","0.02745"
"137.70600","46.62663","0.02735"
"137.71200","46.62711","0.02738"
"137.71800","46.62764","0.02751"
"137.72400","46.62812","0.02760"
"137.73000","46.62866","0.02768"
"137.73600","46.62914","0.02770"
"137.74200","46.62968","0.02770"
"137.74800","46.63016","0.02777"
"137.75400","46.63069","0.02784"
"137.76000","46.63117","0.02781"
"137.76600","46.63171","0.02778"
"137.77200","46.63219","0.02782"
"137.77800","46.63267","0.02791"
"137.78400","46.63321","0.02799"
"137.79000","46.63368","0.02794"
"137.79600","46.63422","0.02793"
"137.80200","46.63470","0.02785"
"137.80800","46.63518","0.02780"
"137.81400","46.63572","0.02778"
"137.82000","46.63620","0.02781"
"137.82600","46.63667","0.02790"
"137.83200","46.63721","0.02802"
"137.83800","46.63769","0.02810"
"137.84400","46.63817","0.02815"
"137.85000","46.63871","0.02808"
"137.85600","46.63919","0.02802"
"137.86200","46.63972","0.02803"
"137.86800","46.64020","0.02798"
"137.87400","46.64074","0.02791"
"137.88000","46.64122","0.02789"
"137.88600","46.64175","0.02787"
"137.89200","46.64223","0.02786"
"137.89800","46.64277","0.02797"
"137.90400","46.64325","0.02798"
"137.91000","46.64373","0.02796"
"137.91600","46.64421","0.02794"
"137.92200","46.64469","0.02799"
"137.92800","46.64522","0.02800"
"137.93400","46.64570","0.02799"
"137.94000","46.64624","0.02795"
"137.94600","46.64671","0.02792"
"137.95200","46.64719","0.02786"
"137.95800","46.64774","0.02787"
"137.96400","46.64822","0.02790"
"137.97000","46.64869","0.02783"
"137.97600","46.64922","0.02770"
"137.98200","46.64971","0.02771"
"137.98800","46.65018","0.02781"
"137.99400","46.65073","0.02794"
"138.00000","46.65120","0.02798"
"138.00600","46.65168","0.02793"
"138.01200","46.65222","0.02801"
"138.01800","46.65270","0.02814"
"138.02400","46.65323","0.02826"
"138.03000","46.65371","0.02829"
"138.03600","46.65425","0.02821"
"138.04200","46.65473","0.02813"
"138.04800","46.65520","0.02808"
"138.05400","46.65569","0.02808"
"138.06000","46.65622","0.02806"
"138.06600","46.65670","0.02807"
"138.07200","46.65718","0.02811"
"138.07800","46.65772","0.02804"
"138.08400","46.65820","0.02792"
"138.09000","46.65867","0.02789"
"138.09600","46.65922","0.02801"
"138.10200","46.65969","0.02814"
"138.10800","46.66023","0.02817"
"138.11400","46.66071","0.02824"
"138.12000","46.66118","0.02827"
"138.12600","46.66172","0.02825"
"138.13200","46.66220","0.02815"
"138.13800","46.66269","0.02807"
"138.14400","46.66322","0.02808"
"138.15000","46.66370","0.02815"
"138.15600","46.66418","0.02828"
"138.16200","46.66471","0.02833"
"138.16800","46.66519","0.02828"
"138.17400","46.66567","0.02825"
"138.18000","46.66621","0.02827"
"138.18600","46.66669","0.02832"
"138.19200","46.66716","0.02833"
"138.19800","46.66770","0.02831"
"138.20400","46.66818","0.02833"
"138.21000","46.66866","0.02828"
"138.21600","46.66914","0.02817"
"138.22200","46.66968","0.02820"
"138.22800","46.67016","0.02830"
"138.23400","46.67063","0.02822"
"138.24000","46.67117","0.02822"
"138.24600","46.67165","0.02831"
"138.25200","46.67219","0.02833"
"138.25800","46.67267","0.02824"
"138.26400","46.67320","0.02820"
"138.27000","46.67368","0.02817"
"138.27600","46.67416","0.02818"
"138.28200","46.67464","0.02819"
"138.28800","46.67517","0.02826"
"138.29400","46.67566","0.02826"
"138.30000","46.67614","0.02829"
"138.30600","46.67667","0.02826"
"138.31200","46.67715","0.02818"
"138.31800","46.67763","0.02813"
"138.32400","46.67817","0.02806"
"138.33000","46.67865","0.02809"
"138.33600","46.67912","0.02811"
"138.34200","46.67966","0.02816"
"138.34800","46.68014","0.02829"
"138.35400","46.68068","0.02836"
"138.36000","46.68116","0.02840"
"138.36600","46.68164","0.02844"
"138.37200","46.68217","0.02840"
"138.37800","46.68265","0.02826"
"138.38400","46.68319","0.02813"
"138.39000","46.68367","0.02807"
"138.39600","46.68420","0.02810"
"138.40200","46.68475","0.02812"
"138.40800","46.68522","0.02814"
"138.41400","46.68576","0.02818"
"138.42000","46.68624","0.02822"
"138.42600","46.68678","0.02838"
"138.43200","46.68726","0.02860"
"138.43800","46.68773","0.02873"
"138.44400","46.68821","0.02875"
"138.45000","46.68875","0.02867"
"138.45600","46.68923","0.02868"
"138.46200","46.68970","0.02876"
"138.46800","46.69019","0.02868"
"138.47400","46.69072","0.02856"
"138.48000","46.69120","0.02848"
"138.48600","46.69168","0.02845"
"138.49200","46.69221","0.02836"
"138.49800","46.69270","0.02829"
"138.50400","46.69324","0.02825"
"138.51000","46.69371","0.02823"
"138.51600","46.69419","0.02816"
"138.52200","46.69473","0.02811"
"138.52800","46.69521","0.02807"
"138.53400","46.69575","0.02801"
"138.54000","46.69622","0.02808"
"138.54600","46.69676","0.02816"
"138.55200","46.69724","0.02830"
"138.55800","46.69772","0.02849"
"138.56400","46.69819","0.02864"
"138.57000","46.69873","0.02864"
"138.57600","46.69921","0.02864"
"138.58200","46.69969","0.02862"
"138.58800","46.70017","0.02864"
"138.59400","46.70065","0.02865"
"138.60000","46.70119","0.02857"
"138.60600","46.70166","0.02859"
"138.61200","46.70214","0.02854"
"138.61800","46.70262","0.02838"
"138.62400","46.70316","0.02827"
"138.63000","46.70364","0.02823"
"138.63600","46.70412","0.02812"
"138.64200","46.70465","0.02805"
"138.64800","46.70514","0.02804"
"138.65400","46.70567","0.02807"
"138.66000","46.70615","0.02813"
"138.66600","46.70669","0.02814"
"138.67200","46.70716","0.02816"
"138.67800","46.70771","0.02826"
"138.68400","46.70818","0.02829"
"138.69000","46.70872","0.02841"
"138.69600","46.70920","0.02850"
"138.70200","46.70968","0.02850"
"138.70800","46.71022","0.02847"
"138.71400","46.71069","0.02845"
"138.72000","46.71117","0.02849"
"138.72600","46.71171","0.02855"
"138.73200","46.71219","0.02867"
"138.73800","46.71267","0.02881"
"138.74400","46.71314","0.02896"
"138.75000","46.71368","0.02902"
"138.75600","46.71416","0.02906"
"138.76200","46.71464","0.02903"
"138.76800","46.71512","0.02890"
"138.77400","46.71566","0.02875"
"138.78000","46.71613","0.02859"
"138.78600","46.71661","0.02855"
"138.79200","46.71715","0.02850"
"138.79800","46.71763","0.02847"
"138.80400","46.71817","0.02854"
"138.81000","46.71865","0.02857"
"138.81600","46.71918","0.02855"
"138.82200","46.71972","0.02852"
"138.82800","46.72020","0.02848"
"138.83400","46.72068","0.02833"
"138.84000","46.72122","0.02817"
"138.84600","46.72169","0.02816"
"138.85200","46.72218","0.02808"
"138.85800","46.72271","0.02800"
"138.86400","46.72319","0.02806"
"138.87000","46.72367","0.02816"
"138.87600","46.72421","0.02821"
"138.88200","46.72468","0.02819"
"138.88800","46.72516","0.02822"
"138.89400","46.72570","0.02817"
"138.90000","46.72617","0.02809"
"138.90600","46.72665","0.02804"
"138.91200","46.72720","0.02806"
"138.91800","46.72767","0.02803"
"138.92400","46.72815","0.02811"
"138.93000","46.72869","0.02824"
"138.93600","46.72917","0.02839"
"138.94200","46.72971","0.02851"
"138.94800","46.73019","0.02859"
"138.95400","46.73072","0.02861"
"138.96000","46.73120","0.02855"
"138.96600","46.73174","0.02853"
"138.97200","46.73222","0.02850"
"138.97800","46.73276","0.02843"
"138.98400","46.73323","0.02836"
"138.99000","46.73372","0.02831"
"138.99600","46.73425","0.02843"
"139.00200","46.73473","0.02860"
"139.00800","46.73521","0.02861"
"139.01400","46.73574","0.02857"
"139.02000","46.73623","0.02851"
"139.02600","46.73670","0.02847"
"139.03200","46.73718","0.02845"
"139.03800","46.73772","0.02850"
"139.04400","46.73820","0.02861"
"139.05000","46.73874","0.02871"
"139.05600","46.73921","0.02882"
"139.06200","46.73969","0.02888"
"139.06800","46.74023","0.02888"
"139.07400","46.74070","0.02890"
"139.08000","46.74125","0.02888"
"139.08600","46.74172","0.02881"
"139.09200","46.74226","0.02880"
"139.09800","46.74274","0.02886"
"139.10400","46.74327","0.02894"
"139.11000","46.74376","0.02902"
"139.11600","46.74429","0.02916"
"139.12200","46.74477","0.02925"
"139.12800","46.74525","0.02920"
"139.13400","46.74579","0.02907"
"139.14000","46.74627","0.02903"
"139.14600","46.74675","0.02895"
"139.15200","46.74722","0.02876"
"139.15800","46.74770","0.02863"
"139.16400","46.74818","0.02869"
"139.17000","46.74872","0.02879"
"139.17600","46.74920","0.02884"
"139.18200","46.74968","0.02886"
"139.18800","46.75015","0.02885"
"139.19400","46.75063","0.02880"
"139.20000","46.75117","0.02864"
"139.20600","46.75165","0.02857"
"139.21200","46.75219","0.02855"
"139.21800","46.75266","0.02841"
"139.22400","46.75314","0.02834"
"139.23000","46.75368","0.02842"
"139.23600","46.75416","0.02853"
"139.24200","46.75470","0.02857"
"139.24800","46.75517","0.02857"
"139.25400","46.75566","0.02853"
"139.26000","46.75619","0.02856"
"139.26600","46.75667","0.02872"
"139.27200","46.75714","0.02890"
"139.27800","46.75769","0.02905"
"139.28400","46.75817","0.02913"
"139.29000","46.75864","0.02915"
"139.29600","46.75912","0.02919"
"139.30200","46.75960","0.02927"
"139.30800","46.76014","0.02931"
"139.31400","46.76062","0.02932"
"139.32000","46.76110","0.02928"
"139.32600","46.76163","0.02920"
"139.33200","46.76211","0.02907"
"139.33800","46.76265","0.02895"
"139.34400","46.76313","0.02891"
"139.35000","46.76361","0.02885"
"139.35600","46.76414","0.02883"
"139.36200","46.76462","0.02887"
"139.36800","46.76516","0.02879"
"139.37400","46.76570","0.02868"
"139.38000","46.76618","0.02871"
"139.38600","46.76672","0.02880"
"139.39200","46.76725","0.02889"
"139.39800","46.76773","0.02900"
"139.40400","46.76827","0.02903"
"139.41000","46.76875","0.02903"
"139.41600","46.76929","0.02903"
"139.42200","46.76976","0.02906"
"139.42800","46.77024","0.02903"
"139.43400","46.77078","0.02898"
"139.44000","46.77126","0.02891"
"139.44600","46.77174","0.02884"
"139.45200","46.77222","0.02875"
"139.45800","46.77275","0.02870"
"139.46400","46.77323","0.02877"
"139.47000","46.77371","0.02901"
"139.47600","46.77425","0.02923"
"139.48200","46.77473","0.02939"
"139.48800","46.77521","0.02953"
"139.49400","46.77568","0.02964"
"139.50000","46.77622","0.02955"
"139.50600","46.77670","0.02936"
"139.51200","46.77724","0.02925"
"139.51800","46.77772","0.02921"
"139.52400","46.77825","0.02916"
"139.53000","46.77874","0.02909"
"139.53600","46.77927","0.02905"
"139.54200","46.77975","0.02907"
"139.54800","46.78029","0.02913"
"139.55400","46.78077","0.02912"
"139.56000","46.78125","0.02916"
"139.56600","46.78178","0.02908"
"139.57200","46.78226","0.02907"
"139.57800","46.78274","0.02914"
"139.58400","46.78322","0.02919"
"139.59000","46.78369","0.02923"
"139.59600","46.78423","0.02933"
"139.60200","46.78471","0.02940"
"139.60800","46.78525","0.02944"
"139.61400","46.78573","0.02946"
"139.62000","46.78626","0.02944"
"139.62600","46.78674","0.02948"
"139.63200","46.78722","0.02943"
"139.63800","46.78770","0.02925"
"139.64400","46.78824","0.02908"
"139.65000","46.78872","0.02903"
"139.65600","46.78926","0.02902"
"139.66200","46.78973","0.02896"
"139.66800","46.79021","0.02880"
"139.67400","46.79075","0.02862"
"139.68000","46.79129","0.02862"
"139.68600","46.79177","0.02875"
"139.69200","46.79225","0.02889"
"139.69800","46.79278","0.02895"
"139.70400","46.79326","0.02906"
"139.71000","46.79374","0.02917"
"139.71600","46.79422","0.02919"
"139.72200","46.79475","0.02922"
"139.72800","46.79524","0.02933"
"139.73400","46.79572","0.02938"
"139.74000","46.79619","0.02931"
"139.74600","46.79673","0.02921"
"139.75200","46.79721","0.02910"
"139.75800","46.79769","0.02897"
"139.76400","46.79816","0.02890"
"139.77000","46.79870","0.02897"
"139.77600","46.79918","0.02906"
"139.78200","46.79966","0.02917"
"139.78800","46.80020","0.02947"
"139.79400","46.80068","0.02976"
"139.80000","46.80116","0.02986"
"139.80600","46.80169","0.02987"
"139.81200","46.80217","0.02971"
"139.81800","46.80265","0.02952"
"139.82400","46.80319","0.02937"
"139.83000","46.80367","0.02928"
"139.83600","46.80420","0.02918"
"139.84200","46.80468","0.02909"
"139.84800","46.80522","0.02894"
"139.85400","46.80570","0.02885"
"139.86000","46.80618","0.02883"
"139.86600","46.80666","0.02884"
"139.87200","46.80720","0.02884"
"139.87800","46.80767","0.02890"
"139.88400","46.80815","0.02890"
"139.89000","46.80869","0.02899"
"139.89600","46.80917","0.02923"
"139.90200","46.80965","0.02940"
"139.90800","46.81018","0.02946"
"139.91400","46.81066","0.02955"
"139.92000","46.81114","0.02966"
"139.92600","46.81168","0.02968"
"139.93200","46.81215","0.02959"
"139.93800","46.81263","0.02952"
"139.94400","46.81317","0.02953"
"139.95000","46.81365","0.02944"
"139.95600","46.81419","0.02936"
"139.96200","46.81467","0.02942"
"139.96800","46.81520","0.02959"
"139.97400","46.81569","0.02963"
"139.98000","46.81622","0.02963"
"139.98600","46.81670","0.02965"
"139.99200","46.81723","0.02965"
"139.99800","46.81771","0.02964"
"140.00400","46.81820","0.02974"
"140.01000","46.81873","0.02997"
"140.01600","46.81921","0.03002"
"140.02200","46.81969","0.02990"
"140.02800","46.82023","0.02982"
"140.03400","46.82071","0.02978"
"140.04000","46.82119","0.02965"
"140.04600","46.82172","0.02946"
"140.05200","46.82220","0.02933"
"140.05800","46.82267","0.02932"
"140.06400","46.82322","0.02939"
"140.07000","46.82370","0.02961"
"140.07600","46.82418","0.02976"
"140.08200","46.82465","0.02975"
"140.08800","46.82519","0.02967"
"140.09400","46.82567","0.02950"
"140.10000","46.82621","0.02937"
"140.10600","46.82668","0.02936"
"140.11200","46.82722","0.02945"
"140.11800","46.82771","0.02955"
"140.12400","46.82824","0.02968"
"140.13000","46.82872","0.02976"
"140.13600","46.82925","0.02983"
"140.14200","46.82973","0.02981"
"140.14800","46.83022","0.02977"
"140.15400","46.83069","0.02969"
"140.16000","46.83122","0.02964"
"140.16600","46.83171","0.02963"
"140.17200","46.83218","0.02970"
"140.17800","46.83273","0.02975"
"140.18400","46.83320","0.02982"
"140.19000","46.83374","0.02985"
"140.19600","46.83422","0.02981"
"140.20200","46.83469","0.02980"
"140.20800","46.83524","0.02982"
"140.21400","46.83571","0.02979"
"140.22000","46.83619","0.02967"
"140.22600","46.83667","0.02963"
"140.23200","46.83720","0.02952"
"140.23800","46.83769","0.02955"
"140.24400","46.83817","0.02961"
"140.25000","46.83870","0.02959"
"140.25600","46.83918","0.02959"
"140.26200","46.83972","0.02972"
"140.26800","46.84020","0.02985"
"140.27400","46.84074","0.02986"
"140.28000","46.84121","0.02986"
"140.28600","46.84169","0.02985"
"140.29200","46.84223","0.02981"
"140.29800","46.84271","0.02980"
"140.30400","46.84318","0.02984"
"140.31000","46.84367","0.02992"
"140.31600","46.84420","0.02980"
"140.32200","46.84468","0.02966"
"140.32800","46.84516","0.02950"
"140.33400","46.84570","0.02937"
"140.34000","46.84618","0.02939"
"140.34600","46.84665","0.02954"
"140.35200","46.84713","0.02964"
"140.35800","46.84767","0.02967"
"140.36400","46.84815","0.02974"
"140.37000","46.84863","0.02981"
"140.37600","46.84916","0.02984"
"140.38200","46.84965","0.02982"
"140.38800","46.85012","0.02983"
"140.39400","46.85066","0.02979"
"140.40000","46.85114","0.02985"
"140.40600","46.85168","0.02992"
"140.41200","46.85216","0.02990"
"140.41800","46.85269","0.02991"
"140.42400","46.85317","0.02999"
"140.43000","46.85371","0.03013"
"140.43600","46.85419","0.03025"
"140.44200","46.85467","0.03031"
"140.44800","46.85514","0.03029"
"140.45400","46.85568","0.03026"
"140.46000","46.85616","0.03018"
"140.46600","46.85664","0.03000"
"140.47200","46.85712","0.02985"
"140.47800","46.85765","0.02978"
"140.48400","46.85814","0.02974"
"140.49000","46.85867","0.02968"
"140.49600","46.85915","0.02962"
"140.50200","46.85968","0.02967"
"140.50800","46.86016","0.02982"
"140.51400","46.86065","0.02997"
"140.52000","46.86118","0.03014"
"140.52600","46.86166","0.03027"
"140.53200","46.86220","0.03013"
"140.53800","46.86268","0.02990"
"140.54400","46.86322","0.02973"
"140.55000","46.86375","0.02957"
"140.55600","46.86423","0.02946"
"140.56200","46.86477","0.02951"
"140.56800","46.86525","0.02963"
"140.57400","46.86572","0.02967"
"140.58000","46.86620","0.02971"
"140.58600","46.86674","0.02979"
"140.59200","46.86722","0.02981"
"140.59800","46.86770","0.02986"
"140.60400","46.86818","0.02992"
"140.61000","46.86872","0.02996"
"140.61600","46.86920","0.02987"
"140.62200","46.86967","0.02978"
"140.62800","46.87015","0.02976"
"140.63400","46.87069","0.02988"
"140.64000","46.87117","0.02997"
"140.64600","46.87164","0.03001"
"140.65200","46.87218","0.03008"
"140.65800","46.87267","0.03015"
"140.66400","46.87320","0.03022"
"140.67000","46.87368","0.03034"
"140.67600","46.87421","0.03045"
"140.68200","46.87470","0.03051"
"140.68800","46.87524","0.03051"
"140.69400","46.87571","0.03042"
"140.70000","46.87625","0.03025"
"140.70600","46.87672","0.03002"
"140.71200","46.87727","0.02986"
"140.71800","46.87775","0.02991"
"140.72400","46.87828","0.03006"
"140.73000","46.87876","0.03012"
"140.73600","46.87924","0.03006"
"140.74200","46.87972","0.02995"
"140.74800","46.88019","0.02999"
"140.75400","46.88073","0.03016"
"140.76000","46.88121","0.03029"
"140.76600","46.88169","0.03031"
"140.77200","46.88217","0.03035"
"140.77800","46.88271","0.03046"
"140.78400","46.88319","0.03060"
"140.79000","46.88366","0.03065"
"140.79600","46.88420","0.03063"
"140.80200","46.88468","0.03049"
"140.80800","46.88516","0.03032"
"140.81400","46.88570","0.03026"
"140.82000","46.88617","0.03017"
"140.82600","46.88671","0.03008"
"140.83200","46.88719","0.03007"
"140.83800","46.88766","0.03020"
"140.84400","46.88821","0.03035"
"140.85000","46.88868","0.03041"
"140.85600","46.88917","0.03042"
"140.86200","46.88970","0.03041"
"140.86800","46.89018","0.03043"
"140.87400","46.89066","0.03043"
"140.88000","46.89120","0.03041"
"140.88600","46.89168","0.03046"
"140.89200","46.89215","0.03057"
"140.89800","46.89269","0.03063"
"140.90400","46.89317","0.03061"
"140.91000","46.89365","0.03052"
"140.91600","46.89413","0.03048"
"140.92200","46.89466","0.03046"
"140.92800","46.89515","0.03045"
"140.93400","46.89562","0.03040"
"140.94000","46.89610","0.03030"
"140.94600","46.89664","0.03022"
"140.95200","46.89712","0.03022"
"140.95800","46.89766","0.03032"
"140.96400","46.89813","0.03033"
"140.97000","46.89867","0.03026"
"140.97600","46.89921","0.03017"
"140.98200","46.89969","0.03005"
"140.98800","46.90017","0.02992"
"140.99400","46.90070","0.02984"
"141.00000","46.90118","0.02978"
"141.00600","46.90166","0.02978"
"141.01200","46.90219","0.02984"
"141.01800","46.90268","0.02994"
"141.02400","46.90316","0.03010"
"141.03000","46.90369","0.03029"
"141.03600","46.90417","0.03037"
"141.04200","46.90471","0.03044"
"141.04800","46.90519","0.03053"
"141.05400","46.90567","0.03066"
"141.06000","46.90621","0.03072"
"141.06600","46.90668","0.03062"
"141.07200","46.90716","0.03042"
"141.07800","46.90770","0.03033"
"141.08400","46.90818","0.03025"
"141.09000","46.90871","0.03016"
"141.09600","46.90919","0.03013"
"141.10200","46.90973","0.03014"
"141.10800","46.91021","0.03017"
"141.11400","46.91075","0.03010"
"141.12000","46.91122","0.03008"
"141.12600","46.91171","0.03012"
"141.13200","46.91225","0.03023"
"141.13800","46.91272","0.03029"
"141.14400","46.91320","0.03037"
"141.15000","46.91373","0.03053"
"141.15600","46.91422","0.03052"
"141.16200","46.91470","0.03051"
"141.16800","46.91517","0.03059"
"141.17400","46.91571","0.03062"
"141.18000","46.91619","0.03057"
"141.18600","46.91673","0.03061"
"141.19200","46.91720","0.03072"
"141.19800","46.91774","0.03066"
"141.20400","46.91822","0.03053"
"141.21000","46.91870","0.03046"
"141.21600","46.91924","0.03030"
"141.22200","46.91972","0.03018"
"141.22800","46.92020","0.03019"
"141.23400","46.92067","0.03020"
"141.24000","46.92121","0.03015"
"141.24600","46.92169","0.03008"
"141.25200","46.92223","0.03014"
"141.25800","46.92271","0.03011"
"141.26400","46.92318","0.03021"
"141.27000","46.92366","0.03027"
"141.27600","46.92420","0.03036"
"141.28200","46.92468","0.03047"
"141.28800","46.92521","0.03053"
"141.29400","46.92569","0.03060"
"141.30000","46.92617","0.03069"
"141.30600","46.92672","0.03078"
"141.31200","46.92719","0.03093"
"141.31800","46.92767","0.03101"
"141.32400","46.92821","0.03094"
"141.33000","46.92868","0.03084"
"141.33600","46.92923","0.03070"
"141.34200","46.92970","0.03063"
"141.34800","46.93018","0.03059"
"141.35400","46.93072","0.03056"
"141.36000","46.93119","0.03048"
"141.36600","46.93167","0.03042"
"141.37200","46.93221","0.03036"
"141.37800","46.93269","0.03030"
"141.38400","46.93317","0.03025"
"141.39000","46.93371","0.03022"
"141.39600","46.93419","0.03022"
"141.40200","46.93472","0.03025"
"141.40800","46.93520","0.03041"
"141.41400","46.93568","0.03051"
"141.42000","46.93616","0.03058"
"141.42600","46.93670","0.03064"
"141.43200","46.93717","0.03077"
"141.43800","46.93765","0.03104"
"141.44400","46.93819","0.03116"
"141.45000","46.93867","0.03114"
"141.45600","46.93914","0.03107"
"141.46200","46.93968","0.03101"
"141.46800","46.94017","0.03091"
"141.47400","46.94064","0.03084"
"141.48000","46.94118","0.03078"
"141.48600","46.94166","0.03080"
"141.49200","46.94220","0.03081"
"141.49800","46.94268","0.03086"
"141.50400","46.94315","0.03096"
"141.51000","46.94369","0.03100"
"141.51600","46.94417","0.03100"
"141.52200","46.94465","0.03118"
"141.52800","46.94518","0.03129"
"141.53400","46.94566","0.03132"
"141.54000","46.94614","0.03122"
"141.54600","46.94668","0.03104"
"141.55200","46.94716","0.03108"
"141.55800","46.94770","0.03121"
"141.56400","46.94818","0.03128"
"141.57000","46.94866","0.03130"
"141.57600","46.94913","0.03129"
"141.58200","46.94967","0.03129"
"141.58800","46.95015","0.03129"
"141.59400","46.95069","0.03125"
"141.60000","46.95117","0.03111"
"141.60600","46.95170","0.03101"
"141.61200","46.95218","0.03096"
"141.61800","46.95272","0.03099"
"141.62400","46.95320","0.03109"
"141.63000","46.95367","0.03122"
"141.63600","46.95422","0.03131"
"141.64200","46.95470","0.03127"
"141.64800","46.95517","0.03117"
"141.65400","46.95571","0.03107"
"141.66000","46.95618","0.03104"
"141.66600","46.95667","0.03109"
"141.67200","46.95721","0.03115"
"141.67800","46.95768","0.03128"
"141.68400","46.95822","0.03145"
"141.69000","46.95870","0.03169"
"141.69600","46.95918","0.03174"
