End date,"12/26/2016"
Specimen label,"11BG_81_1"
Maximum Load,"0.25816",N

Time,Extension,Load
(s),(mm),(N)
"23.06400","1.92223","0.00585"
"23.07000","1.92271","0.00599"
"23.07600","1.92319","0.00598"
"23.08200","1.92373","0.00597"
"23.08800","1.92421","0.00602"
"23.09400","1.92469","0.00605"
"23.10000","1.92522","0.00612"
"23.10600","1.92570","0.00625"
"23.11200","1.92624","0.00623"
"23.11800","1.92672","0.00632"
"23.12400","1.92720","0.00642"
"23.13000","1.92773","0.00643"
"23.13600","1.92821","0.00650"
"23.14200","1.92875","0.00651"
"23.14800","1.92923","0.00636"
"23.15400","1.92977","0.00637"
"23.16000","1.93025","0.00633"
"23.16600","1.93078","0.00633"
"23.17200","1.93126","0.00624"
"23.17800","1.93174","0.00599"
"23.18400","1.93222","0.00589"
"23.19000","1.93276","0.00580"
"23.19600","1.93323","0.00579"
"23.20200","1.93371","0.00589"
"23.20800","1.93419","0.00585"
"23.21400","1.93473","0.00576"
"23.22000","1.93521","0.00580"
"23.22600","1.93575","0.00585"
"23.23200","1.93622","0.00584"
"23.23800","1.93670","0.00577"
"23.24400","1.93724","0.00566"
"23.25000","1.93772","0.00567"
"23.25600","1.93820","0.00581"
"23.26200","1.93868","0.00588"
"23.26800","1.93921","0.00598"
"23.27400","1.93969","0.00595"
"23.28000","1.94017","0.00589"
"23.28600","1.94071","0.00599"
"23.29200","1.94119","0.00610"
"23.29800","1.94167","0.00610"
"23.30400","1.94220","0.00612"
"23.31000","1.94268","0.00598"
"23.31600","1.94322","0.00591"
"23.32200","1.94370","0.00603"
"23.32800","1.94418","0.00617"
"23.33400","1.94465","0.00633"
"23.34000","1.94519","0.00627"
"23.34600","1.94567","0.00607"
"23.35200","1.94615","0.00595"
"23.35800","1.94669","0.00579"
"23.36400","1.94717","0.00572"
"23.37000","1.94764","0.00582"
"23.37600","1.94812","0.00580"
"23.38200","1.94860","0.00573"
"23.38800","1.94914","0.00570"
"23.39400","1.94962","0.00558"
"23.40000","1.95016","0.00550"
"23.40600","1.95063","0.00545"
"23.41200","1.95117","0.00539"
"23.41800","1.95171","0.00546"
"23.42400","1.95219","0.00560"
"23.43000","1.95267","0.00576"
"23.43600","1.95320","0.00598"
"23.44200","1.95374","0.00612"
"23.44800","1.95422","0.00608"
"23.45400","1.95470","0.00598"
"23.46000","1.95524","0.00583"
"23.46600","1.95572","0.00580"
"23.47200","1.95625","0.00583"
"23.47800","1.95673","0.00582"
"23.48400","1.95727","0.00586"
"23.49000","1.95775","0.00595"
"23.49600","1.95823","0.00595"
"23.50200","1.95876","0.00595"
"23.50800","1.95924","0.00596"
"23.51400","1.95972","0.00589"
"23.52000","1.96026","0.00591"
"23.52600","1.96074","0.00601"
"23.53200","1.96122","0.00613"
"23.53800","1.96175","0.00626"
"23.54400","1.96223","0.00622"
"23.55000","1.96277","0.00612"
"23.55600","1.96325","0.00598"
"23.56200","1.96373","0.00581"
"23.56800","1.96427","0.00590"
"23.57400","1.96474","0.00592"
"23.58000","1.96522","0.00580"
"23.58600","1.96576","0.00582"
"23.59200","1.96624","0.00587"
"23.59800","1.96672","0.00595"
"23.60400","1.96725","0.00595"
"23.61000","1.96773","0.00588"
"23.61600","1.96821","0.00587"
"23.62200","1.96875","0.00591"
"23.62800","1.96923","0.00604"
"23.63400","1.96977","0.00632"
"23.64000","1.97024","0.00646"
"23.64600","1.97072","0.00640"
"23.65200","1.97126","0.00642"
"23.65800","1.97174","0.00637"
"23.66400","1.97222","0.00610"
"23.67000","1.97276","0.00586"
"23.67600","1.97323","0.00568"
"23.68200","1.97371","0.00559"
"23.68800","1.97425","0.00549"
"23.69400","1.97473","0.00543"
"23.70000","1.97521","0.00553"
"23.70600","1.97574","0.00573"
"23.71200","1.97622","0.00577"
"23.71800","1.97670","0.00581"
"23.72400","1.97724","0.00591"
"23.73000","1.97772","0.00604"
"23.73600","1.97820","0.00626"
"23.74200","1.97873","0.00626"
"23.74800","1.97921","0.00622"
"23.75400","1.97969","0.00623"
"23.76000","1.98023","0.00618"
"23.76600","1.98071","0.00615"
"23.77200","1.98119","0.00619"
"23.77800","1.98172","0.00607"
"23.78400","1.98220","0.00597"
"23.79000","1.98268","0.00602"
"23.79600","1.98322","0.00598"
"23.80200","1.98370","0.00600"
"23.80800","1.98418","0.00605"
"23.81400","1.98471","0.00593"
"23.82000","1.98519","0.00582"
"23.82600","1.98567","0.00576"
"23.83200","1.98615","0.00586"
"23.83800","1.98669","0.00591"
"23.84400","1.98716","0.00588"
"23.85000","1.98764","0.00587"
"23.85600","1.98818","0.00584"
"23.86200","1.98866","0.00573"
"23.86800","1.98920","0.00578"
"23.87400","1.98968","0.00593"
"23.88000","1.99015","0.00599"
"23.88600","1.99069","0.00599"
"23.89200","1.99117","0.00585"
"23.89800","1.99165","0.00583"
"23.90400","1.99219","0.00590"
"23.91000","1.99267","0.00594"
"23.91600","1.99314","0.00609"
"23.92200","1.99368","0.00624"
"23.92800","1.99416","0.00623"
"23.93400","1.99464","0.00633"
"23.94000","1.99518","0.00646"
"23.94600","1.99571","0.00637"
"23.95200","1.99619","0.00642"
"23.95800","1.99673","0.00639"
"23.96400","1.99721","0.00638"
"23.97000","1.99775","0.00641"
"23.97600","1.99823","0.00637"
"23.98200","1.99870","0.00629"
"23.98800","1.99924","0.00612"
"23.99400","1.99972","0.00592"
"24.00000","2.00020","0.00588"
"24.00600","2.00068","0.00592"
"24.01200","2.00116","0.00597"
"24.01800","2.00169","0.00604"
"24.02400","2.00217","0.00600"
"24.03000","2.00271","0.00577"
"24.03600","2.00319","0.00571"
"24.04200","2.00373","0.00572"
"24.04800","2.00420","0.00580"
"24.05400","2.00468","0.00600"
"24.06000","2.00522","0.00607"
"24.06600","2.00570","0.00617"
"24.07200","2.00624","0.00632"
"24.07800","2.00672","0.00632"
"24.08400","2.00719","0.00629"
"24.09000","2.00773","0.00620"
"24.09600","2.00821","0.00600"
"24.10200","2.00875","0.00592"
"24.10800","2.00929","0.00594"
"24.11400","2.00977","0.00608"
"24.12000","2.01024","0.00636"
"24.12600","2.01078","0.00649"
"24.13200","2.01126","0.00645"
"24.13800","2.01174","0.00633"
"24.14400","2.01222","0.00625"
"24.15000","2.01269","0.00625"
"24.15600","2.01317","0.00621"
"24.16200","2.01371","0.00598"
"24.16800","2.01419","0.00597"
"24.17400","2.01467","0.00604"
"24.18000","2.01521","0.00606"
"24.18600","2.01568","0.00619"
"24.19200","2.01622","0.00608"
"24.19800","2.01670","0.00597"
"24.20400","2.01718","0.00596"
"24.21000","2.01772","0.00601"
"24.21600","2.01820","0.00615"
"24.22200","2.01873","0.00626"
"24.22800","2.01921","0.00618"
"24.23400","2.01975","0.00608"
"24.24000","2.02023","0.00592"
"24.24600","2.02077","0.00582"
"24.25200","2.02125","0.00588"
"24.25800","2.02172","0.00599"
"24.26400","2.02226","0.00608"
"24.27000","2.02274","0.00628"
"24.27600","2.02322","0.00630"
"24.28200","2.02370","0.00625"
"24.28800","2.02417","0.00618"
"24.29400","2.02471","0.00605"
"24.30000","2.02519","0.00596"
"24.30600","2.02567","0.00598"
"24.31200","2.02615","0.00592"
"24.31800","2.02669","0.00596"
"24.32400","2.02716","0.00599"
"24.33000","2.02764","0.00603"
"24.33600","2.02812","0.00614"
"24.34200","2.02866","0.00616"
"24.34800","2.02914","0.00617"
"24.35400","2.02962","0.00622"
"24.36000","2.03015","0.00626"
"24.36600","2.03063","0.00620"
"24.37200","2.03111","0.00607"
"24.37800","2.03165","0.00587"
"24.38400","2.03213","0.00573"
"24.39000","2.03266","0.00566"
"24.39600","2.03314","0.00556"
"24.40200","2.03368","0.00567"
"24.40800","2.03416","0.00584"
"24.41400","2.03464","0.00600"
"24.42000","2.03518","0.00614"
"24.42600","2.03565","0.00615"
"24.43200","2.03613","0.00612"
"24.43800","2.03661","0.00619"
"24.44400","2.03709","0.00623"
"24.45000","2.03763","0.00624"
"24.45600","2.03811","0.00621"
"24.46200","2.03858","0.00606"
"24.46800","2.03912","0.00593"
"24.47400","2.03960","0.00582"
"24.48000","2.04008","0.00570"
"24.48600","2.04062","0.00563"
"24.49200","2.04115","0.00558"
"24.49800","2.04163","0.00562"
"24.50400","2.04217","0.00565"
"24.51000","2.04265","0.00562"
"24.51600","2.04319","0.00564"
"24.52200","2.04373","0.00564"
"24.52800","2.04420","0.00572"
"24.53400","2.04474","0.00598"
"24.54000","2.04522","0.00619"
"24.54600","2.04576","0.00616"
"24.55200","2.04624","0.00618"
"24.55800","2.04672","0.00615"
"24.56400","2.04725","0.00616"
"24.57000","2.04773","0.00631"
"24.57600","2.04821","0.00634"
"24.58200","2.04875","0.00625"
"24.58800","2.04923","0.00612"
"24.59400","2.04970","0.00589"
"24.60000","2.05024","0.00580"
"24.60600","2.05072","0.00594"
"24.61200","2.05120","0.00614"
"24.61800","2.05174","0.00639"
"24.62400","2.05222","0.00646"
"24.63000","2.05275","0.00629"
"24.63600","2.05323","0.00620"
"24.64200","2.05371","0.00611"
"24.64800","2.05425","0.00594"
"24.65400","2.05473","0.00587"
"24.66000","2.05527","0.00582"
"24.66600","2.05574","0.00591"
"24.67200","2.05628","0.00599"
"24.67800","2.05676","0.00604"
"24.68400","2.05724","0.00607"
"24.69000","2.05778","0.00601"
"24.69600","2.05825","0.00592"
"24.70200","2.05873","0.00598"
"24.70800","2.05927","0.00608"
"24.71400","2.05975","0.00613"
"24.72000","2.06023","0.00619"
"24.72600","2.06071","0.00622"
"24.73200","2.06118","0.00617"
"24.73800","2.06172","0.00613"
"24.74400","2.06220","0.00603"
"24.75000","2.06268","0.00602"
"24.75600","2.06322","0.00597"
"24.76200","2.06370","0.00581"
"24.76800","2.06417","0.00586"
"24.77400","2.06471","0.00584"
"24.78000","2.06519","0.00573"
"24.78600","2.06573","0.00560"
"24.79200","2.06621","0.00547"
"24.79800","2.06668","0.00541"
"24.80400","2.06722","0.00557"
"24.81000","2.06770","0.00578"
"24.81600","2.06824","0.00597"
"24.82200","2.06878","0.00615"
"24.82800","2.06926","0.00623"
"24.83400","2.06973","0.00625"
"24.84000","2.07027","0.00630"
"24.84600","2.07075","0.00627"
"24.85200","2.07123","0.00632"
"24.85800","2.07171","0.00637"
"24.86400","2.07225","0.00625"
"24.87000","2.07272","0.00611"
"24.87600","2.07320","0.00602"
"24.88200","2.07368","0.00604"
"24.88800","2.07416","0.00596"
"24.89400","2.07470","0.00579"
"24.90000","2.07518","0.00583"
"24.90600","2.07565","0.00594"
"24.91200","2.07619","0.00596"
"24.91800","2.07667","0.00604"
"24.92400","2.07715","0.00610"
"24.93000","2.07769","0.00600"
"24.93600","2.07816","0.00597"
"24.94200","2.07870","0.00602"
"24.94800","2.07918","0.00609"
"24.95400","2.07972","0.00611"
"24.96000","2.08020","0.00602"
"24.96600","2.08068","0.00610"
"24.97200","2.08121","0.00625"
"24.97800","2.08169","0.00626"
"24.98400","2.08217","0.00625"
"24.99000","2.08265","0.00620"
"24.99600","2.08319","0.00608"
"25.00200","2.08367","0.00608"
"25.00800","2.08414","0.00615"
"25.01400","2.08462","0.00615"
"25.02000","2.08510","0.00615"
"25.02600","2.08564","0.00605"
"25.03200","2.08612","0.00592"
"25.03800","2.08659","0.00582"
"25.04400","2.08713","0.00573"
"25.05000","2.08761","0.00574"
"25.05600","2.08809","0.00573"
"25.06200","2.08863","0.00561"
"25.06800","2.08911","0.00559"
"25.07400","2.08964","0.00563"
"25.08000","2.09018","0.00569"
"25.08600","2.09066","0.00576"
"25.09200","2.09120","0.00570"
"25.09800","2.09174","0.00564"
"25.10400","2.09222","0.00564"
"25.11000","2.09275","0.00569"
"25.11600","2.09323","0.00575"
"25.12200","2.09377","0.00587"
"25.12800","2.09425","0.00586"
"25.13400","2.09473","0.00586"
"25.14000","2.09526","0.00581"
"25.14600","2.09574","0.00576"
"25.15200","2.09622","0.00588"
"25.15800","2.09676","0.00590"
"25.16400","2.09724","0.00583"
"25.17000","2.09772","0.00577"
"25.17600","2.09825","0.00583"
"25.18200","2.09873","0.00591"
"25.18800","2.09921","0.00593"
"25.19400","2.09975","0.00587"
"25.20000","2.10023","0.00589"
"25.20600","2.10071","0.00593"
"25.21200","2.10118","0.00587"
"25.21800","2.10172","0.00578"
"25.22400","2.10226","0.00557"
"25.23000","2.10274","0.00542"
"25.23600","2.10328","0.00543"
"25.24200","2.10375","0.00554"
"25.24800","2.10429","0.00570"
"25.25400","2.10477","0.00587"
"25.26000","2.10531","0.00593"
"25.26600","2.10579","0.00603"
"25.27200","2.10627","0.00615"
"25.27800","2.10674","0.00607"
"25.28400","2.10728","0.00599"
"25.29000","2.10776","0.00586"
"25.29600","2.10824","0.00562"
"25.30200","2.10872","0.00563"
"25.30800","2.10920","0.00575"
"25.31400","2.10973","0.00586"
"25.32000","2.11021","0.00595"
"25.32600","2.11069","0.00595"
"25.33200","2.11117","0.00597"
"25.33800","2.11171","0.00586"
"25.34400","2.11219","0.00576"
"25.35000","2.11266","0.00586"
"25.35600","2.11314","0.00593"
"25.36200","2.11368","0.00598"
"25.36800","2.11416","0.00610"
"25.37400","2.11470","0.00611"
"25.38000","2.11517","0.00601"
"25.38600","2.11571","0.00598"
"25.39200","2.11619","0.00591"
"25.39800","2.11673","0.00583"
"25.40400","2.11721","0.00590"
"25.41000","2.11769","0.00591"
"25.41600","2.11816","0.00597"
"25.42200","2.11870","0.00614"
"25.42800","2.11918","0.00614"
"25.43400","2.11966","0.00617"
"25.44000","2.12020","0.00616"
"25.44600","2.12067","0.00620"
"25.45200","2.12115","0.00629"
"25.45800","2.12169","0.00635"
"25.46400","2.12217","0.00626"
"25.47000","2.12265","0.00620"
"25.47600","2.12319","0.00609"
"25.48200","2.12366","0.00600"
"25.48800","2.12414","0.00599"
"25.49400","2.12468","0.00589"
"25.50000","2.12516","0.00583"
"25.50600","2.12564","0.00593"
"25.51200","2.12612","0.00592"
"25.51800","2.12665","0.00596"
"25.52400","2.12713","0.00612"
"25.53000","2.12767","0.00618"
"25.53600","2.12815","0.00613"
"25.54200","2.12869","0.00601"
"25.54800","2.12916","0.00589"
"25.55400","2.12970","0.00585"
"25.56000","2.13018","0.00569"
"25.56600","2.13066","0.00556"
"25.57200","2.13114","0.00552"
"25.57800","2.13168","0.00545"
"25.58400","2.13215","0.00547"
"25.59000","2.13263","0.00553"
"25.59600","2.13317","0.00549"
"25.60200","2.13365","0.00563"
"25.60800","2.13413","0.00582"
"25.61400","2.13467","0.00583"
"25.62000","2.13514","0.00585"
"25.62600","2.13562","0.00583"
"25.63200","2.13616","0.00580"
"25.63800","2.13664","0.00580"
"25.64400","2.13718","0.00582"
"25.65000","2.13766","0.00591"
"25.65600","2.13819","0.00593"
"25.66200","2.13867","0.00594"
"25.66800","2.13921","0.00606"
"25.67400","2.13969","0.00617"
"25.68000","2.14023","0.00616"
"25.68600","2.14070","0.00607"
"25.69200","2.14124","0.00593"
"25.69800","2.14172","0.00575"
"25.70400","2.14220","0.00564"
"25.71000","2.14274","0.00557"
"25.71600","2.14322","0.00560"
"25.72200","2.14369","0.00572"
"25.72800","2.14417","0.00572"
"25.73400","2.14471","0.00582"
"25.74000","2.14519","0.00593"
"25.74600","2.14567","0.00601"
"25.75200","2.14621","0.00613"
"25.75800","2.14668","0.00622"
"25.76400","2.14716","0.00626"
"25.77000","2.14770","0.00637"
"25.77600","2.14818","0.00632"
"25.78200","2.14872","0.00631"
"25.78800","2.14919","0.00623"
"25.79400","2.14973","0.00606"
"25.80000","2.15021","0.00615"
"25.80600","2.15069","0.00630"
"25.81200","2.15123","0.00641"
"25.81800","2.15171","0.00655"
"25.82400","2.15224","0.00651"
"25.83000","2.15272","0.00635"
"25.83600","2.15326","0.00614"
"25.84200","2.15374","0.00599"
"25.84800","2.15422","0.00601"
"25.85400","2.15470","0.00598"
"25.86000","2.15523","0.00586"
"25.86600","2.15571","0.00581"
"25.87200","2.15619","0.00585"
"25.87800","2.15667","0.00586"
"25.88400","2.15721","0.00589"
"25.89000","2.15768","0.00590"
"25.89600","2.15816","0.00580"
"25.90200","2.15864","0.00579"
"25.90800","2.15918","0.00590"
"25.91400","2.15966","0.00601"
"25.92000","2.16014","0.00615"
"25.92600","2.16067","0.00633"
"25.93200","2.16115","0.00649"
"25.93800","2.16163","0.00655"
"25.94400","2.16217","0.00656"
"25.95000","2.16265","0.00659"
"25.95600","2.16319","0.00660"
"25.96200","2.16366","0.00650"
"25.96800","2.16420","0.00648"
"25.97400","2.16468","0.00638"
"25.98000","2.16516","0.00623"
"25.98600","2.16564","0.00614"
"25.99200","2.16617","0.00607"
"25.99800","2.16665","0.00603"
"26.00400","2.16713","0.00603"
"26.01000","2.16767","0.00597"
"26.01600","2.16815","0.00589"
"26.02200","2.16869","0.00576"
"26.02800","2.16916","0.00572"
"26.03400","2.16964","0.00572"
"26.04000","2.17018","0.00569"
"26.04600","2.17066","0.00573"
"26.05200","2.17114","0.00587"
"26.05800","2.17168","0.00592"
"26.06400","2.17215","0.00581"
"26.07000","2.17263","0.00574"
"26.07600","2.17317","0.00561"
"26.08200","2.17365","0.00563"
"26.08800","2.17419","0.00574"
"26.09400","2.17466","0.00578"
"26.10000","2.17520","0.00581"
"26.10600","2.17568","0.00596"
"26.11200","2.17622","0.00603"
"26.11800","2.17670","0.00614"
"26.12400","2.17724","0.00626"
"26.13000","2.17771","0.00629"
"26.13600","2.17819","0.00627"
"26.14200","2.17867","0.00610"
"26.14800","2.17921","0.00601"
"26.15400","2.17969","0.00595"
"26.16000","2.18017","0.00581"
"26.16600","2.18070","0.00570"
"26.17200","2.18118","0.00564"
"26.17800","2.18172","0.00556"
"26.18400","2.18220","0.00543"
"26.19000","2.18268","0.00537"
"26.19600","2.18321","0.00536"
"26.20200","2.18369","0.00552"
"26.20800","2.18417","0.00564"
"26.21400","2.18471","0.00578"
"26.22000","2.18519","0.00592"
"26.22600","2.18573","0.00589"
"26.23200","2.18620","0.00580"
"26.23800","2.18674","0.00577"
"26.24400","2.18722","0.00579"
"26.25000","2.18776","0.00596"
"26.25600","2.18824","0.00612"
"26.26200","2.18878","0.00603"
"26.26800","2.18925","0.00600"
"26.27400","2.18973","0.00604"
"26.28000","2.19027","0.00607"
"26.28600","2.19075","0.00597"
"26.29200","2.19123","0.00572"
"26.29800","2.19170","0.00561"
"26.30400","2.19218","0.00563"
"26.31000","2.19272","0.00552"
"26.31600","2.19320","0.00552"
"26.32200","2.19368","0.00557"
"26.32800","2.19422","0.00561"
"26.33400","2.19469","0.00582"
"26.34000","2.19523","0.00604"
"26.34600","2.19571","0.00614"
"26.35200","2.19619","0.00631"
"26.35800","2.19673","0.00634"
"26.36400","2.19721","0.00626"
"26.37000","2.19774","0.00619"
"26.37600","2.19822","0.00612"
"26.38200","2.19876","0.00619"
"26.38800","2.19924","0.00610"
"26.39400","2.19978","0.00589"
"26.40000","2.20025","0.00584"
"26.40600","2.20073","0.00588"
"26.41200","2.20127","0.00584"
"26.41800","2.20175","0.00589"
"26.42400","2.20223","0.00592"
"26.43000","2.20277","0.00584"
"26.43600","2.20324","0.00571"
"26.44200","2.20372","0.00559"
"26.44800","2.20420","0.00559"
"26.45400","2.20468","0.00569"
"26.46000","2.20522","0.00564"
"26.46600","2.20570","0.00559"
"26.47200","2.20617","0.00570"
"26.47800","2.20665","0.00581"
"26.48400","2.20713","0.00602"
"26.49000","2.20767","0.00611"
"26.49600","2.20815","0.00605"
"26.50200","2.20863","0.00609"
"26.50800","2.20916","0.00611"
"26.51400","2.20964","0.00616"
"26.52000","2.21018","0.00627"
"26.52600","2.21066","0.00634"
"26.53200","2.21120","0.00639"
"26.53800","2.21167","0.00634"
"26.54400","2.21215","0.00615"
"26.55000","2.21269","0.00614"
"26.55600","2.21317","0.00615"
"26.56200","2.21371","0.00604"
"26.56800","2.21419","0.00599"
"26.57400","2.21466","0.00592"
"26.58000","2.21514","0.00579"
"26.58600","2.21562","0.00570"
"26.59200","2.21616","0.00561"
"26.59800","2.21664","0.00560"
"26.60400","2.21712","0.00556"
"26.61000","2.21759","0.00545"
"26.61600","2.21813","0.00549"
"26.62200","2.21861","0.00567"
"26.62800","2.21909","0.00582"
"26.63400","2.21963","0.00600"
"26.64000","2.22010","0.00611"
"26.64600","2.22064","0.00612"
"26.65200","2.22112","0.00617"
"26.65800","2.22166","0.00627"
"26.66400","2.22214","0.00646"
"26.67000","2.22268","0.00658"
"26.67600","2.22315","0.00653"
"26.68200","2.22369","0.00644"
"26.68800","2.22423","0.00651"
"26.69400","2.22471","0.00648"
"26.70000","2.22525","0.00650"
"26.70600","2.22573","0.00647"
"26.71200","2.22620","0.00635"
"26.71800","2.22674","0.00631"
"26.72400","2.22722","0.00626"
"26.73000","2.22776","0.00624"
"26.73600","2.22824","0.00630"
"26.74200","2.22877","0.00625"
"26.74800","2.22925","0.00623"
"26.75400","2.22979","0.00635"
"26.76000","2.23027","0.00639"
"26.76600","2.23075","0.00646"
"26.77200","2.23123","0.00649"
"26.77800","2.23176","0.00642"
"26.78400","2.23224","0.00637"
"26.79000","2.23272","0.00628"
"26.79600","2.23326","0.00616"
"26.80200","2.23374","0.00613"
"26.80800","2.23422","0.00609"
"26.81400","2.23475","0.00602"
"26.82000","2.23523","0.00613"
"26.82600","2.23577","0.00623"
"26.83200","2.23625","0.00625"
"26.83800","2.23673","0.00623"
"26.84400","2.23720","0.00626"
"26.85000","2.23774","0.00634"
"26.85600","2.23822","0.00632"
"26.86200","2.23876","0.00613"
"26.86800","2.23924","0.00599"
"26.87400","2.23972","0.00591"
"26.88000","2.24025","0.00589"
"26.88600","2.24073","0.00597"
"26.89200","2.24127","0.00601"
"26.89800","2.24175","0.00605"
"26.90400","2.24223","0.00605"
"26.91000","2.24277","0.00587"
"26.91600","2.24324","0.00574"
"26.92200","2.24372","0.00567"
"26.92800","2.24426","0.00564"
"26.93400","2.24474","0.00574"
"26.94000","2.24522","0.00590"
"26.94600","2.24575","0.00597"
"26.95200","2.24623","0.00606"
"26.95800","2.24677","0.00610"
"26.96400","2.24725","0.00618"
"26.97000","2.24773","0.00633"
"26.97600","2.24827","0.00620"
"26.98200","2.24874","0.00609"
"26.98800","2.24922","0.00602"
"26.99400","2.24970","0.00587"
"27.00000","2.25024","0.00578"
"27.00600","2.25072","0.00576"
"27.01200","2.25120","0.00567"
"27.01800","2.25173","0.00572"
"27.02400","2.25221","0.00578"
"27.03000","2.25269","0.00590"
"27.03600","2.25323","0.00591"
"27.04200","2.25371","0.00583"
"27.04800","2.25424","0.00581"
"27.05400","2.25472","0.00586"
"27.06000","2.25520","0.00586"
"27.06600","2.25568","0.00599"
"27.07200","2.25616","0.00609"
"27.07800","2.25670","0.00602"
"27.08400","2.25717","0.00592"
"27.09000","2.25765","0.00587"
"27.09600","2.25819","0.00577"
"27.10200","2.25867","0.00581"
"27.10800","2.25915","0.00592"
"27.11400","2.25969","0.00605"
"27.12000","2.26016","0.00620"
"27.12600","2.26064","0.00619"
"27.13200","2.26118","0.00622"
"27.13800","2.26166","0.00629"
"27.14400","2.26214","0.00618"
"27.15000","2.26268","0.00603"
"27.15600","2.26315","0.00589"
"27.16200","2.26369","0.00567"
"27.16800","2.26417","0.00560"
"27.17400","2.26465","0.00561"
"27.18000","2.26519","0.00568"
"27.18600","2.26566","0.00572"
"27.19200","2.26620","0.00565"
"27.19800","2.26668","0.00556"
"27.20400","2.26716","0.00558"
"27.21000","2.26770","0.00551"
"27.21600","2.26818","0.00558"
"27.22200","2.26865","0.00569"
"27.22800","2.26919","0.00579"
"27.23400","2.26967","0.00588"
"27.24000","2.27021","0.00591"
"27.24600","2.27069","0.00579"
"27.25200","2.27117","0.00567"
"27.25800","2.27170","0.00559"
"27.26400","2.27218","0.00551"
"27.27000","2.27272","0.00557"
"27.27600","2.27320","0.00556"
"27.28200","2.27368","0.00558"
"27.28800","2.27421","0.00571"
"27.29400","2.27469","0.00583"
"27.30000","2.27523","0.00606"
"27.30600","2.27571","0.00631"
"27.31200","2.27625","0.00642"
"27.31800","2.27673","0.00655"
"27.32400","2.27726","0.00660"
"27.33000","2.27774","0.00654"
"27.33600","2.27822","0.00656"
"27.34200","2.27870","0.00644"
"27.34800","2.27918","0.00625"
"27.35400","2.27972","0.00616"
"27.36000","2.28019","0.00601"
"27.36600","2.28067","0.00601"
"27.37200","2.28121","0.00599"
"27.37800","2.28169","0.00590"
"27.38400","2.28217","0.00588"
"27.39000","2.28270","0.00593"
"27.39600","2.28318","0.00592"
"27.40200","2.28372","0.00592"
"27.40800","2.28420","0.00580"
"27.41400","2.28474","0.00566"
"27.42000","2.28522","0.00557"
"27.42600","2.28569","0.00551"
"27.43200","2.28623","0.00552"
"27.43800","2.28671","0.00553"
"27.44400","2.28725","0.00550"
"27.45000","2.28773","0.00552"
"27.45600","2.28821","0.00563"
"27.46200","2.28874","0.00569"
"27.46800","2.28922","0.00587"
"27.47400","2.28970","0.00596"
"27.48000","2.29024","0.00591"
"27.48600","2.29072","0.00587"
"27.49200","2.29119","0.00583"
"27.49800","2.29167","0.00590"
"27.50400","2.29215","0.00598"
"27.51000","2.29269","0.00598"
"27.51600","2.29317","0.00599"
"27.52200","2.29371","0.00599"
"27.52800","2.29418","0.00595"
"27.53400","2.29472","0.00596"
"27.54000","2.29520","0.00582"
"27.54600","2.29574","0.00557"
"27.55200","2.29622","0.00546"
"27.55800","2.29670","0.00536"
"27.56400","2.29723","0.00535"
"27.57000","2.29771","0.00541"
"27.57600","2.29819","0.00546"
"27.58200","2.29873","0.00561"
"27.58800","2.29921","0.00556"
"27.59400","2.29968","0.00540"
"27.60000","2.30022","0.00536"
"27.60600","2.30070","0.00539"
"27.61200","2.30118","0.00538"
"27.61800","2.30172","0.00540"
"27.62400","2.30220","0.00534"
"27.63000","2.30267","0.00521"
"27.63600","2.30315","0.00514"
"27.64200","2.30369","0.00504"
"27.64800","2.30417","0.00498"
"27.65400","2.30465","0.00487"
"27.66000","2.30519","0.00479"
"27.66600","2.30566","0.00493"
"27.67200","2.30614","0.00512"
"27.67800","2.30668","0.00522"
"27.68400","2.30716","0.00538"
"27.69000","2.30770","0.00555"
"27.69600","2.30818","0.00563"
"27.70200","2.30865","0.00573"
"27.70800","2.30919","0.00582"
"27.71400","2.30967","0.00584"
"27.72000","2.31021","0.00589"
"27.72600","2.31069","0.00578"
"27.73200","2.31116","0.00572"
"27.73800","2.31170","0.00579"
"27.74400","2.31218","0.00579"
"27.75000","2.31266","0.00578"
"27.75600","2.31314","0.00567"
"27.76200","2.31368","0.00559"
"27.76800","2.31415","0.00567"
"27.77400","2.31463","0.00572"
"27.78000","2.31517","0.00570"
"27.78600","2.31565","0.00571"
"27.79200","2.31613","0.00553"
"27.79800","2.31667","0.00541"
"27.80400","2.31714","0.00549"
"27.81000","2.31768","0.00551"
"27.81600","2.31816","0.00552"
"27.82200","2.31870","0.00558"
"27.82800","2.31918","0.00555"
"27.83400","2.31971","0.00554"
"27.84000","2.32019","0.00553"
"27.84600","2.32073","0.00557"
"27.85200","2.32121","0.00566"
"27.85800","2.32175","0.00570"
"27.86400","2.32223","0.00568"
"27.87000","2.32270","0.00568"
"27.87600","2.32318","0.00557"
"27.88200","2.32366","0.00548"
"27.88800","2.32420","0.00552"
"27.89400","2.32468","0.00544"
"27.90000","2.32516","0.00537"
"27.90600","2.32569","0.00538"
"27.91200","2.32617","0.00535"
"27.91800","2.32665","0.00539"
"27.92400","2.32719","0.00539"
"27.93000","2.32767","0.00538"
"27.93600","2.32820","0.00540"
"27.94200","2.32868","0.00545"
"27.94800","2.32922","0.00549"
"27.95400","2.32970","0.00551"
"27.96000","2.33024","0.00544"
"27.96600","2.33078","0.00538"
"27.97200","2.33125","0.00539"
