End date,"12/26/2016"
Specimen label,"14CG_12"
Maximum Load,"0.33605",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00020"
"0.00600","0.00000","-0.00011"
"0.01200","0.00000","0.00004"
"0.01800","0.00012","0.00017"
"0.02400","0.00024","0.00015"
"0.03000","0.00036","0.00008"
"0.03600","0.00048","0.00004"
"0.04200","0.00066","-0.00005"
"0.04800","0.00090","-0.00020"
"0.05400","0.00114","-0.00026"
"0.06000","0.00143","-0.00031"
"0.06600","0.00179","-0.00030"
"0.07200","0.00215","-0.00023"
"0.07800","0.00251","-0.00018"
"0.08400","0.00281","0.00003"
"0.09000","0.00329","0.00009"
"0.09600","0.00377","0.00010"
"0.10200","0.00430","0.00006"
"0.10800","0.00484","-0.00004"
"0.11400","0.00538","-0.00007"
"0.12000","0.00592","-0.00011"
"0.12600","0.00652","-0.00021"
"0.13200","0.00711","-0.00025"
"0.13800","0.00771","-0.00026"
"0.14400","0.00831","-0.00021"
"0.15000","0.00897","-0.00012"
"0.15600","0.00963","-0.00009"
"0.16200","0.01028","-0.00011"
"0.16800","0.01094","-0.00013"
"0.17400","0.01154","-0.00013"
"0.18000","0.01220","-0.00006"
"0.18600","0.01279","0.00000"
"0.19200","0.01345","-0.00001"
"0.19800","0.01411","-0.00001"
"0.20400","0.01477","0.00012"
"0.21000","0.01537","0.00024"
"0.21600","0.01602","0.00034"
"0.22200","0.01668","0.00033"
"0.22800","0.01734","0.00022"
"0.23400","0.01800","0.00010"
"0.24000","0.01859","-0.00003"
"0.24600","0.01925","-0.00002"
"0.25200","0.01985","0.00005"
"0.25800","0.02045","-0.00002"
"0.26400","0.02105","0.00005"
"0.27000","0.02170","0.00018"
"0.27600","0.02230","0.00020"
"0.28200","0.02290","0.00024"
"0.28800","0.02344","0.00025"
"0.29400","0.02404","0.00023"
"0.30000","0.02457","0.00017"
"0.30600","0.02517","0.00012"
"0.31200","0.02571","0.00024"
"0.31800","0.02625","0.00035"
"0.32400","0.02685","0.00042"
"0.33000","0.02738","0.00045"
"0.33600","0.02792","0.00047"
"0.34200","0.02846","0.00051"
"0.34800","0.02900","0.00061"
"0.35400","0.02954","0.00064"
"0.36000","0.03007","0.00057"
"0.36600","0.03061","0.00059"
"0.37200","0.03115","0.00052"
"0.37800","0.03169","0.00048"
"0.38400","0.03217","0.00041"
"0.39000","0.03270","0.00038"
"0.39600","0.03318","0.00057"
"0.40200","0.03372","0.00066"
"0.40800","0.03420","0.00062"
"0.41400","0.03468","0.00056"
"0.42000","0.03522","0.00053"
"0.42600","0.03569","0.00041"
"0.43200","0.03623","0.00033"
"0.43800","0.03671","0.00047"
"0.44400","0.03719","0.00055"
"0.45000","0.03773","0.00057"
"0.45600","0.03821","0.00067"
"0.46200","0.03868","0.00069"
"0.46800","0.03916","0.00067"
"0.47400","0.03970","0.00054"
"0.48000","0.04018","0.00040"
"0.48600","0.04066","0.00032"
"0.49200","0.04119","0.00024"
"0.49800","0.04167","0.00019"
"0.50400","0.04215","0.00026"
"0.51000","0.04263","0.00030"
"0.51600","0.04317","0.00048"
"0.52200","0.04365","0.00059"
"0.52800","0.04412","0.00068"
"0.53400","0.04460","0.00077"
"0.54000","0.04514","0.00088"
"0.54600","0.04562","0.00103"
"0.55200","0.04610","0.00113"
"0.55800","0.04664","0.00103"
"0.56400","0.04711","0.00091"
"0.57000","0.04765","0.00087"
"0.57600","0.04813","0.00078"
"0.58200","0.04861","0.00069"
"0.58800","0.04915","0.00055"
"0.59400","0.04963","0.00042"
"0.60000","0.05010","0.00050"
"0.60600","0.05064","0.00060"
"0.61200","0.05112","0.00073"
"0.61800","0.05160","0.00088"
"0.62400","0.05214","0.00086"
"0.63000","0.05261","0.00072"
"0.63600","0.05309","0.00061"
"0.64200","0.05357","0.00060"
"0.64800","0.05411","0.00064"
"0.65400","0.05459","0.00073"
"0.66000","0.05507","0.00075"
"0.66600","0.05560","0.00077"
"0.67200","0.05608","0.00072"
"0.67800","0.05662","0.00067"
"0.68400","0.05710","0.00079"
"0.69000","0.05764","0.00083"
"0.69600","0.05818","0.00078"
"0.70200","0.05865","0.00076"
"0.70800","0.05919","0.00068"
"0.71400","0.05967","0.00063"
"0.72000","0.06015","0.00048"
"0.72600","0.06069","0.00033"
"0.73200","0.06116","0.00034"
"0.73800","0.06164","0.00047"
"0.74400","0.06218","0.00062"
"0.75000","0.06266","0.00074"
"0.75600","0.06320","0.00080"
"0.76200","0.06368","0.00088"
"0.76800","0.06421","0.00097"
"0.77400","0.06469","0.00107"
"0.78000","0.06517","0.00120"
"0.78600","0.06571","0.00125"
"0.79200","0.06619","0.00137"
"0.79800","0.06667","0.00146"
"0.80400","0.06714","0.00148"
"0.81000","0.06768","0.00149"
"0.81600","0.06816","0.00150"
"0.82200","0.06864","0.00131"
"0.82800","0.06918","0.00109"
"0.83400","0.06965","0.00094"
"0.84000","0.07019","0.00079"
"0.84600","0.07067","0.00069"
"0.85200","0.07115","0.00064"
"0.85800","0.07169","0.00057"
"0.86400","0.07217","0.00059"
"0.87000","0.07270","0.00066"
"0.87600","0.07318","0.00073"
"0.88200","0.07366","0.00088"
"0.88800","0.07414","0.00114"
"0.89400","0.07468","0.00131"
"0.90000","0.07516","0.00139"
"0.90600","0.07569","0.00141"
"0.91200","0.07617","0.00137"
"0.91800","0.07665","0.00127"
"0.92400","0.07713","0.00113"
"0.93000","0.07767","0.00107"
"0.93600","0.07814","0.00109"
"0.94200","0.07862","0.00111"
"0.94800","0.07916","0.00117"
"0.95400","0.07964","0.00122"
"0.96000","0.08018","0.00111"
"0.96600","0.08066","0.00096"
"0.97200","0.08119","0.00095"
"0.97800","0.08167","0.00091"
"0.98400","0.08221","0.00093"
"0.99000","0.08269","0.00092"
"0.99600","0.08323","0.00094"
"1.00200","0.08371","0.00090"
"1.00800","0.08418","0.00094"
"1.01400","0.08472","0.00109"
"1.02000","0.08520","0.00125"
"1.02600","0.08568","0.00120"
"1.03200","0.08616","0.00105"
"1.03800","0.08664","0.00102"
"1.04400","0.08711","0.00099"
"1.05000","0.08765","0.00106"
"1.05600","0.08813","0.00110"
"1.06200","0.08861","0.00115"
"1.06800","0.08909","0.00118"
"1.07400","0.08962","0.00106"
"1.08000","0.09010","0.00099"
"1.08600","0.09058","0.00108"
"1.09200","0.09112","0.00117"
"1.09800","0.09160","0.00119"
"1.10400","0.09214","0.00131"
"1.11000","0.09261","0.00147"
"1.11600","0.09315","0.00160"
"1.12200","0.09363","0.00151"
"1.12800","0.09417","0.00134"
"1.13400","0.09465","0.00132"
"1.14000","0.09513","0.00131"
"1.14600","0.09566","0.00126"
"1.15200","0.09614","0.00138"
"1.15800","0.09662","0.00144"
"1.16400","0.09710","0.00154"
"1.17000","0.09764","0.00170"
"1.17600","0.09811","0.00172"
"1.18200","0.09859","0.00172"
"1.18800","0.09907","0.00162"
"1.19400","0.09961","0.00148"
"1.20000","0.10009","0.00137"
"1.20600","0.10057","0.00123"
"1.21200","0.10110","0.00107"
"1.21800","0.10158","0.00094"
"1.22400","0.10206","0.00080"
"1.23000","0.10260","0.00085"
"1.23600","0.10308","0.00092"
"1.24200","0.10362","0.00095"
"1.24800","0.10409","0.00098"
"1.25400","0.10463","0.00103"
"1.26000","0.10511","0.00105"
"1.26600","0.10565","0.00122"
"1.27200","0.10613","0.00132"
"1.27800","0.10666","0.00141"
"1.28400","0.10714","0.00152"
"1.29000","0.10768","0.00155"
"1.29600","0.10816","0.00161"
"1.30200","0.10870","0.00167"
"1.30800","0.10918","0.00160"
"1.31400","0.10965","0.00163"
"1.32000","0.11019","0.00159"
"1.32600","0.11067","0.00135"
"1.33200","0.11115","0.00125"
"1.33800","0.11163","0.00123"
"1.34400","0.11217","0.00130"
"1.35000","0.11264","0.00139"
"1.35600","0.11312","0.00145"
"1.36200","0.11366","0.00135"
"1.36800","0.11414","0.00125"
"1.37400","0.11462","0.00117"
"1.38000","0.11515","0.00131"
"1.38600","0.11563","0.00139"
"1.39200","0.11611","0.00135"
"1.39800","0.11665","0.00134"
"1.40400","0.11713","0.00140"
"1.41000","0.11767","0.00124"
"1.41600","0.11820","0.00103"
"1.42200","0.11868","0.00090"
"1.42800","0.11916","0.00090"
"1.43400","0.11970","0.00114"
"1.44000","0.12018","0.00136"
"1.44600","0.12066","0.00158"
"1.45200","0.12119","0.00178"
"1.45800","0.12167","0.00178"
"1.46400","0.12215","0.00183"
"1.47000","0.12263","0.00183"
"1.47600","0.12317","0.00179"
"1.48200","0.12364","0.00179"
"1.48800","0.12418","0.00172"
"1.49400","0.12466","0.00164"
"1.50000","0.12514","0.00160"
"1.50600","0.12562","0.00153"
"1.51200","0.12616","0.00145"
"1.51800","0.12663","0.00137"
"1.52400","0.12711","0.00128"
"1.53000","0.12765","0.00118"
"1.53600","0.12813","0.00121"
"1.54200","0.12867","0.00126"
"1.54800","0.12915","0.00134"
"1.55400","0.12962","0.00150"
"1.56000","0.13016","0.00162"
