End date,"12/23/2016"
Specimen label,"21AT_67"
Maximum Load,"0.37712",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00014"
"0.00600","0.00000","-0.00024"
"0.01200","0.00006","-0.00042"
"0.01800","0.00012","-0.00049"
"0.02400","0.00018","-0.00060"
"0.03000","0.00030","-0.00067"
"0.03600","0.00042","-0.00065"
"0.04200","0.00060","-0.00071"
"0.04800","0.00084","-0.00073"
"0.05400","0.00108","-0.00070"
"0.06000","0.00132","-0.00056"
"0.06600","0.00155","-0.00032"
"0.07200","0.00197","-0.00015"
"0.07800","0.00233","-0.00007"
"0.08400","0.00269","-0.00008"
"0.09000","0.00317","-0.00012"
"0.09600","0.00359","-0.00010"
"0.10200","0.00413","-0.00009"
"0.10800","0.00460","-0.00008"
"0.11400","0.00514","-0.00006"
"0.12000","0.00568","-0.00010"
"0.12600","0.00628","-0.00020"
"0.13200","0.00682","-0.00022"
"0.13800","0.00741","-0.00027"
"0.14400","0.00801","-0.00035"
"0.15000","0.00861","-0.00034"
"0.15600","0.00927","-0.00032"
"0.16200","0.00993","-0.00034"
"0.16800","0.01058","-0.00031"
"0.17400","0.01124","-0.00030"
"0.18000","0.01190","-0.00034"
"0.18600","0.01256","-0.00034"
"0.19200","0.01321","-0.00032"
"0.19800","0.01393","-0.00028"
"0.20400","0.01459","-0.00023"
"0.21000","0.01525","-0.00018"
"0.21600","0.01590","-0.00007"
"0.22200","0.01656","-0.00004"
"0.22800","0.01722","-0.00004"
"0.23400","0.01788","-0.00001"
"0.24000","0.01853","-0.00002"
"0.24600","0.01913","-0.00001"
"0.25200","0.01973","0.00004"
"0.25800","0.02039","0.00011"
"0.26400","0.02099","0.00021"
"0.27000","0.02158","0.00021"
"0.27600","0.02218","0.00013"
"0.28200","0.02284","0.00004"
"0.28800","0.02344","-0.00007"
"0.29400","0.02404","-0.00007"
"0.30000","0.02457","-0.00004"
"0.30600","0.02517","0.00001"
"0.31200","0.02571","0.00010"
"0.31800","0.02631","0.00019"
"0.32400","0.02685","0.00014"
"0.33000","0.02738","0.00013"
"0.33600","0.02798","0.00024"
"0.34200","0.02852","0.00025"
"0.34800","0.02900","0.00026"
"0.35400","0.02960","0.00025"
"0.36000","0.03007","0.00026"
"0.36600","0.03061","0.00033"
"0.37200","0.03115","0.00035"
"0.37800","0.03169","0.00016"
"0.38400","0.03223","0.00002"
"0.39000","0.03270","-0.00013"
"0.39600","0.03324","-0.00013"
"0.40200","0.03378","-0.00006"
"0.40800","0.03426","-0.00013"
"0.41400","0.03480","-0.00012"
"0.42000","0.03528","-0.00018"
"0.42600","0.03581","-0.00026"
"0.43200","0.03629","-0.00023"
"0.43800","0.03677","-0.00020"
"0.44400","0.03731","-0.00020"
"0.45000","0.03779","-0.00017"
"0.45600","0.03827","-0.00026"
"0.46200","0.03880","-0.00033"
"0.46800","0.03928","-0.00032"
"0.47400","0.03976","-0.00033"
"0.48000","0.04024","-0.00040"
"0.48600","0.04078","-0.00039"
"0.49200","0.04125","-0.00031"
"0.49800","0.04173","-0.00011"
"0.50400","0.04221","0.00006"
"0.51000","0.04275","0.00021"
"0.51600","0.04323","0.00040"
"0.52200","0.04371","0.00047"
"0.52800","0.04418","0.00041"
"0.53400","0.04472","0.00036"
"0.54000","0.04520","0.00024"
"0.54600","0.04574","0.00015"
"0.55200","0.04622","0.00016"
"0.55800","0.04676","0.00012"
"0.56400","0.04723","0.00005"
"0.57000","0.04771","-0.00012"
"0.57600","0.04819","-0.00027"
"0.58200","0.04873","-0.00034"
"0.58800","0.04921","-0.00035"
"0.59400","0.04969","-0.00031"
"0.60000","0.05022","-0.00014"
"0.60600","0.05070","-0.00004"
"0.61200","0.05124","0.00006"
"0.61800","0.05172","0.00014"
"0.62400","0.05220","0.00008"
"0.63000","0.05267","0.00016"
"0.63600","0.05321","0.00018"
"0.64200","0.05369","0.00015"
"0.64800","0.05417","0.00022"
"0.65400","0.05465","0.00021"
"0.66000","0.05519","0.00014"
"0.66600","0.05566","0.00010"
"0.67200","0.05614","0.00004"
"0.67800","0.05668","-0.00011"
"0.68400","0.05722","-0.00023"
"0.69000","0.05770","-0.00037"
"0.69600","0.05824","-0.00054"
"0.70200","0.05871","-0.00060"
"0.70800","0.05925","-0.00068"
"0.71400","0.05973","-0.00069"
"0.72000","0.06021","-0.00066"
"0.72600","0.06069","-0.00060"
"0.73200","0.06122","-0.00039"
"0.73800","0.06170","-0.00021"
"0.74400","0.06218","-0.00016"
"0.75000","0.06272","-0.00011"
"0.75600","0.06320","-0.00005"
"0.76200","0.06374","0.00002"
"0.76800","0.06421","0.00014"
"0.77400","0.06469","0.00009"
"0.78000","0.06523","0.00003"
"0.78600","0.06571","0.00003"
"0.79200","0.06619","0.00000"
"0.79800","0.06673","0.00009"
"0.80400","0.06720","0.00016"
"0.81000","0.06774","0.00014"
"0.81600","0.06822","0.00011"
"0.82200","0.06876","0.00002"
"0.82800","0.06924","-0.00004"
"0.83400","0.06977","0.00002"
"0.84000","0.07025","0.00010"
"0.84600","0.07079","0.00018"
"0.85200","0.07127","0.00023"
"0.85800","0.07175","0.00013"
"0.86400","0.07223","0.00016"
"0.87000","0.07276","0.00022"
"0.87600","0.07324","0.00024"
"0.88200","0.07372","0.00023"
"0.88800","0.07420","0.00013"
"0.89400","0.07474","0.00005"
"0.90000","0.07522","0.00009"
"0.90600","0.07569","0.00018"
"0.91200","0.07623","0.00024"
"0.91800","0.07671","0.00033"
"0.92400","0.07725","0.00034"
"0.93000","0.07773","0.00033"
"0.93600","0.07820","0.00030"
"0.94200","0.07874","0.00022"
"0.94800","0.07922","0.00014"
"0.95400","0.07976","-0.00001"
"0.96000","0.08024","-0.00018"
"0.96600","0.08078","-0.00020"
"0.97200","0.08125","-0.00010"
"0.97800","0.08173","-0.00003"
"0.98400","0.08227","0.00002"
"0.99000","0.08275","0.00005"
"0.99600","0.08323","-0.00002"
"1.00200","0.08377","-0.00009"
"1.00800","0.08424","-0.00014"
"1.01400","0.08472","-0.00007"
"1.02000","0.08520","-0.00006"
"1.02600","0.08574","-0.00003"
"1.03200","0.08622","-0.00006"
"1.03800","0.08669","-0.00009"
"1.04400","0.08723","-0.00007"
"1.05000","0.08771","0.00004"
"1.05600","0.08819","0.00006"
"1.06200","0.08873","0.00008"
"1.06800","0.08921","0.00018"
"1.07400","0.08968","0.00024"
"1.08000","0.09016","0.00023"
"1.08600","0.09070","0.00019"
"1.09200","0.09118","0.00010"
"1.09800","0.09172","0.00008"
"1.10400","0.09220","0.00006"
"1.11000","0.09273","-0.00003"
"1.11600","0.09321","-0.00005"
"1.12200","0.09375","-0.00004"
"1.12800","0.09423","-0.00007"
"1.13400","0.09471","0.00000"
"1.14000","0.09524","0.00003"
"1.14600","0.09572","-0.00003"
"1.15200","0.09620","-0.00002"
"1.15800","0.09674","-0.00004"
"1.16400","0.09722","0.00004"
"1.17000","0.09770","0.00012"
"1.17600","0.09823","0.00012"
"1.18200","0.09871","0.00014"
"1.18800","0.09919","0.00008"
"1.19400","0.09967","0.00008"
"1.20000","0.10021","0.00007"
"1.20600","0.10069","0.00005"
"1.21200","0.10116","0.00002"
"1.21800","0.10164","0.00009"
"1.22400","0.10218","0.00018"
"1.23000","0.10266","0.00032"
"1.23600","0.10320","0.00043"
"1.24200","0.10368","0.00044"
"1.24800","0.10421","0.00053"
"1.25400","0.10469","0.00047"
"1.26000","0.10523","0.00031"
"1.26600","0.10571","0.00029"
"1.27200","0.10619","0.00027"
"1.27800","0.10672","0.00022"
"1.28400","0.10720","0.00011"
