End date,"12/23/2016"
Specimen label,"21BG_UNK"
Maximum Load,"0.01081",N

Time,Extension,Load
(s),(mm),(N)
"23.44800","1.95422","0.00254"
"23.45400","1.95470","0.00251"
"23.46000","1.95518","0.00239"
"23.46600","1.95572","0.00240"
"23.47200","1.95619","0.00235"
"23.47800","1.95673","0.00230"
"23.48400","1.95721","0.00234"
"23.49000","1.95769","0.00225"
"23.49600","1.95817","0.00226"
"23.50200","1.95871","0.00240"
"23.50800","1.95918","0.00240"
"23.51400","1.95966","0.00239"
"23.52000","1.96020","0.00233"
"23.52600","1.96068","0.00222"
"23.53200","1.96122","0.00219"
"23.53800","1.96169","0.00218"
"23.54400","1.96217","0.00219"
"23.55000","1.96271","0.00215"
"23.55600","1.96319","0.00205"
"23.56200","1.96367","0.00213"
"23.56800","1.96421","0.00227"
"23.57400","1.96468","0.00238"
"23.58000","1.96516","0.00242"
"23.58600","1.96570","0.00237"
"23.59200","1.96618","0.00224"
"23.59800","1.96666","0.00220"
"23.60400","1.96714","0.00220"
"23.61000","1.96767","0.00231"
"23.61600","1.96815","0.00242"
"23.62200","1.96863","0.00239"
"23.62800","1.96917","0.00237"
"23.63400","1.96965","0.00237"
"23.64000","1.97012","0.00232"
"23.64600","1.97060","0.00242"
"23.65200","1.97114","0.00252"
"23.65800","1.97162","0.00251"
"23.66400","1.97216","0.00263"
"23.67000","1.97264","0.00267"
"23.67600","1.97311","0.00264"
"23.68200","1.97365","0.00255"
"23.68800","1.97419","0.00237"
"23.69400","1.97467","0.00213"
"23.70000","1.97521","0.00200"
"23.70600","1.97569","0.00190"
"23.71200","1.97616","0.00190"
"23.71800","1.97670","0.00201"
"23.72400","1.97718","0.00207"
"23.73000","1.97772","0.00217"
"23.73600","1.97820","0.00230"
"23.74200","1.97867","0.00243"
"23.74800","1.97921","0.00256"
"23.75400","1.97969","0.00258"
"23.76000","1.98017","0.00251"
"23.76600","1.98071","0.00250"
"23.77200","1.98119","0.00249"
"23.77800","1.98166","0.00246"
"23.78400","1.98214","0.00247"
"23.79000","1.98262","0.00247"
"23.79600","1.98316","0.00247"
"23.80200","1.98364","0.00252"
"23.80800","1.98412","0.00255"
"23.81400","1.98465","0.00255"
"23.82000","1.98513","0.00254"
"23.82600","1.98567","0.00245"
"23.83200","1.98615","0.00252"
"23.83800","1.98669","0.00254"
"23.84400","1.98716","0.00264"
"23.85000","1.98770","0.00280"
"23.85600","1.98818","0.00280"
"23.86200","1.98866","0.00270"
"23.86800","1.98920","0.00256"
"23.87400","1.98968","0.00245"
"23.88000","1.99015","0.00253"
"23.88600","1.99069","0.00261"
"23.89200","1.99117","0.00259"
"23.89800","1.99165","0.00265"
"23.90400","1.99213","0.00261"
"23.91000","1.99267","0.00248"
"23.91600","1.99314","0.00239"
"23.92200","1.99362","0.00229"
"23.92800","1.99416","0.00223"
"23.93400","1.99464","0.00221"
"23.94000","1.99518","0.00215"
"23.94600","1.99566","0.00225"
"23.95200","1.99619","0.00235"
"23.95800","1.99667","0.00235"
"23.96400","1.99721","0.00239"
"23.97000","1.99769","0.00237"
"23.97600","1.99823","0.00232"
"23.98200","1.99870","0.00240"
"23.98800","1.99924","0.00242"
"23.99400","1.99972","0.00246"
"24.00000","2.00026","0.00255"
"24.00600","2.00074","0.00239"
"24.01200","2.00122","0.00223"
"24.01800","2.00175","0.00210"
"24.02400","2.00223","0.00198"
"24.03000","2.00271","0.00192"
"24.03600","2.00319","0.00181"
"24.04200","2.00373","0.00157"
"24.04800","2.00420","0.00147"
"24.05400","2.00468","0.00149"
"24.06000","2.00516","0.00159"
"24.06600","2.00570","0.00182"
"24.07200","2.00618","0.00192"
"24.07800","2.00666","0.00204"
"24.08400","2.00719","0.00215"
"24.09000","2.00767","0.00212"
"24.09600","2.00821","0.00214"
"24.10200","2.00869","0.00230"
"24.10800","2.00917","0.00235"
"24.11400","2.00971","0.00249"
"24.12000","2.01024","0.00258"
"24.12600","2.01072","0.00262"
"24.13200","2.01126","0.00269"
"24.13800","2.01174","0.00262"
"24.14400","2.01228","0.00252"
"24.15000","2.01275","0.00248"
"24.15600","2.01323","0.00236"
"24.16200","2.01371","0.00233"
"24.16800","2.01425","0.00242"
"24.17400","2.01473","0.00248"
"24.18000","2.01521","0.00251"
"24.18600","2.01568","0.00257"
"24.19200","2.01616","0.00264"
"24.19800","2.01664","0.00277"
"24.20400","2.01718","0.00281"
"24.21000","2.01766","0.00276"
"24.21600","2.01814","0.00278"
"24.22200","2.01867","0.00271"
"24.22800","2.01915","0.00266"
"24.23400","2.01963","0.00274"
"24.24000","2.02017","0.00274"
"24.24600","2.02065","0.00267"
"24.25200","2.02113","0.00261"
"24.25800","2.02166","0.00243"
"24.26400","2.02214","0.00231"
"24.27000","2.02268","0.00219"
"24.27600","2.02316","0.00203"
"24.28200","2.02370","0.00203"
"24.28800","2.02417","0.00203"
"24.29400","2.02465","0.00198"
"24.30000","2.02519","0.00202"
"24.30600","2.02567","0.00196"
"24.31200","2.02615","0.00194"
"24.31800","2.02663","0.00203"
"24.32400","2.02716","0.00198"
"24.33000","2.02764","0.00203"
"24.33600","2.02812","0.00217"
"24.34200","2.02866","0.00225"
"24.34800","2.02914","0.00244"
"24.35400","2.02962","0.00260"
"24.36000","2.03015","0.00255"
"24.36600","2.03063","0.00245"
"24.37200","2.03117","0.00233"
"24.37800","2.03165","0.00225"
"24.38400","2.03219","0.00222"
"24.39000","2.03266","0.00213"
"24.39600","2.03320","0.00199"
"24.40200","2.03368","0.00190"
"24.40800","2.03422","0.00179"
"24.41400","2.03470","0.00183"
"24.42000","2.03524","0.00197"
"24.42600","2.03571","0.00197"
"24.43200","2.03625","0.00199"
"24.43800","2.03673","0.00202"
"24.44400","2.03721","0.00207"
"24.45000","2.03769","0.00217"
"24.45600","2.03823","0.00219"
"24.46200","2.03870","0.00218"
"24.46800","2.03918","0.00223"
"24.47400","2.03972","0.00223"
"24.48000","2.04020","0.00222"
"24.48600","2.04074","0.00219"
"24.49200","2.04121","0.00211"
"24.49800","2.04175","0.00222"
"24.50400","2.04223","0.00229"
"24.51000","2.04271","0.00227"
"24.51600","2.04325","0.00237"
"24.52200","2.04373","0.00242"
"24.52800","2.04420","0.00249"
"24.53400","2.04468","0.00255"
"24.54000","2.04522","0.00246"
"24.54600","2.04570","0.00245"
"24.55200","2.04624","0.00244"
"24.55800","2.04672","0.00236"
"24.56400","2.04725","0.00237"
"24.57000","2.04773","0.00233"
"24.57600","2.04827","0.00215"
"24.58200","2.04875","0.00193"
"24.58800","2.04923","0.00179"
"24.59400","2.04976","0.00177"
"24.60000","2.05024","0.00190"
"24.60600","2.05072","0.00201"
"24.61200","2.05120","0.00206"
"24.61800","2.05174","0.00208"
"24.62400","2.05222","0.00198"
"24.63000","2.05275","0.00200"
"24.63600","2.05323","0.00210"
"24.64200","2.05371","0.00218"
"24.64800","2.05425","0.00229"
"24.65400","2.05473","0.00233"
"24.66000","2.05521","0.00229"
"24.66600","2.05574","0.00228"
"24.67200","2.05622","0.00225"
"24.67800","2.05670","0.00226"
"24.68400","2.05718","0.00235"
"24.69000","2.05772","0.00235"
"24.69600","2.05819","0.00239"
"24.70200","2.05867","0.00248"
"24.70800","2.05921","0.00243"
"24.71400","2.05969","0.00242"
"24.72000","2.06023","0.00240"
"24.72600","2.06071","0.00227"
"24.73200","2.06118","0.00230"
"24.73800","2.06166","0.00225"
"24.74400","2.06214","0.00221"
"24.75000","2.06268","0.00226"
"24.75600","2.06316","0.00226"
"24.76200","2.06364","0.00223"
"24.76800","2.06411","0.00233"
"24.77400","2.06465","0.00231"
"24.78000","2.06513","0.00233"
"24.78600","2.06567","0.00239"
"24.79200","2.06615","0.00240"
"24.79800","2.06668","0.00245"
"24.80400","2.06716","0.00235"
"24.81000","2.06764","0.00216"
"24.81600","2.06812","0.00214"
"24.82200","2.06866","0.00216"
"24.82800","2.06914","0.00215"
"24.83400","2.06961","0.00223"
"24.84000","2.07015","0.00231"
"24.84600","2.07063","0.00245"
"24.85200","2.07117","0.00250"
"24.85800","2.07165","0.00247"
"24.86400","2.07213","0.00253"
"24.87000","2.07266","0.00248"
"24.87600","2.07314","0.00236"
"24.88200","2.07368","0.00236"
"24.88800","2.07416","0.00240"
"24.89400","2.07470","0.00245"
"24.90000","2.07518","0.00254"
"24.90600","2.07565","0.00253"
"24.91200","2.07619","0.00249"
"24.91800","2.07667","0.00247"
"24.92400","2.07721","0.00245"
"24.93000","2.07769","0.00257"
"24.93600","2.07822","0.00266"
"24.94200","2.07870","0.00263"
"24.94800","2.07918","0.00262"
"24.95400","2.07972","0.00252"
"24.96000","2.08020","0.00246"
"24.96600","2.08074","0.00241"
"24.97200","2.08121","0.00225"
"24.97800","2.08169","0.00204"
"24.98400","2.08223","0.00188"
"24.99000","2.08271","0.00176"
"24.99600","2.08325","0.00185"
"25.00200","2.08372","0.00195"
"25.00800","2.08426","0.00197"
"25.01400","2.08474","0.00199"
"25.02000","2.08522","0.00209"
"25.02600","2.08576","0.00219"
"25.03200","2.08624","0.00238"
"25.03800","2.08671","0.00243"
"25.04400","2.08719","0.00233"
"25.05000","2.08773","0.00224"
"25.05600","2.08821","0.00219"
"25.06200","2.08869","0.00224"
"25.06800","2.08923","0.00222"
"25.07400","2.08970","0.00209"
"25.08000","2.09018","0.00206"
"25.08600","2.09066","0.00213"
"25.09200","2.09120","0.00218"
"25.09800","2.09168","0.00240"
"25.10400","2.09222","0.00254"
"25.11000","2.09269","0.00249"
"25.11600","2.09317","0.00244"
"25.12200","2.09371","0.00231"
"25.12800","2.09419","0.00225"
"25.13400","2.09473","0.00236"
"25.14000","2.09520","0.00236"
"25.14600","2.09568","0.00233"
"25.15200","2.09622","0.00231"
"25.15800","2.09670","0.00227"
"25.16400","2.09718","0.00229"
"25.17000","2.09772","0.00236"
"25.17600","2.09819","0.00243"
"25.18200","2.09867","0.00255"
"25.18800","2.09921","0.00260"
"25.19400","2.09969","0.00268"
"25.20000","2.10017","0.00283"
"25.20600","2.10071","0.00277"
"25.21200","2.10118","0.00259"
"25.21800","2.10166","0.00242"
"25.22400","2.10220","0.00228"
"25.23000","2.10268","0.00227"
"25.23600","2.10316","0.00220"
"25.24200","2.10369","0.00201"
"25.24800","2.10417","0.00200"
"25.25400","2.10471","0.00207"
"25.26000","2.10519","0.00215"
"25.26600","2.10567","0.00225"
"25.27200","2.10615","0.00223"
"25.27800","2.10668","0.00220"
"25.28400","2.10716","0.00219"
"25.29000","2.10770","0.00208"
"25.29600","2.10818","0.00201"
"25.30200","2.10866","0.00194"
"25.30800","2.10920","0.00186"
"25.31400","2.10967","0.00196"
"25.32000","2.11015","0.00212"
"25.32600","2.11063","0.00222"
"25.33200","2.11111","0.00228"
"25.33800","2.11165","0.00214"
"25.34400","2.11213","0.00196"
"25.35000","2.11260","0.00189"
"25.35600","2.11314","0.00185"
"25.36200","2.11362","0.00181"
"25.36800","2.11410","0.00188"
"25.37400","2.11464","0.00197"
"25.38000","2.11511","0.00213"
"25.38600","2.11559","0.00228"
"25.39200","2.11613","0.00232"
"25.39800","2.11661","0.00239"
"25.40400","2.11709","0.00239"
"25.41000","2.11763","0.00227"
"25.41600","2.11816","0.00225"
"25.42200","2.11864","0.00228"
"25.42800","2.11918","0.00229"
"25.43400","2.11972","0.00234"
"25.44000","2.12020","0.00232"
"25.44600","2.12073","0.00231"
"25.45200","2.12121","0.00232"
"25.45800","2.12169","0.00234"
"25.46400","2.12223","0.00243"
"25.47000","2.12271","0.00246"
"25.47600","2.12319","0.00236"
"25.48200","2.12366","0.00229"
"25.48800","2.12420","0.00220"
"25.49400","2.12468","0.00210"
"25.50000","2.12522","0.00209"
"25.50600","2.12570","0.00209"
"25.51200","2.12624","0.00198"
"25.51800","2.12671","0.00188"
"25.52400","2.12719","0.00179"
"25.53000","2.12773","0.00184"
"25.53600","2.12821","0.00186"
"25.54200","2.12869","0.00186"
"25.54800","2.12922","0.00187"
"25.55400","2.12970","0.00188"
"25.56000","2.13024","0.00193"
"25.56600","2.13072","0.00209"
"25.57200","2.13126","0.00216"
"25.57800","2.13174","0.00220"
"25.58400","2.13227","0.00217"
"25.59000","2.13275","0.00207"
"25.59600","2.13323","0.00212"
"25.60200","2.13371","0.00220"
"25.60800","2.13419","0.00223"
"25.61400","2.13467","0.00224"
"25.62000","2.13520","0.00221"
"25.62600","2.13568","0.00224"
"25.63200","2.13616","0.00226"
"25.63800","2.13670","0.00223"
"25.64400","2.13718","0.00217"
"25.65000","2.13772","0.00223"
"25.65600","2.13819","0.00224"
"25.66200","2.13867","0.00220"
"25.66800","2.13921","0.00221"
"25.67400","2.13969","0.00213"
"25.68000","2.14023","0.00210"
"25.68600","2.14070","0.00215"
"25.69200","2.14124","0.00207"
"25.69800","2.14172","0.00207"
"25.70400","2.14226","0.00209"
"25.71000","2.14274","0.00206"
"25.71600","2.14328","0.00206"
"25.72200","2.14375","0.00212"
"25.72800","2.14423","0.00209"
"25.73400","2.14477","0.00206"
"25.74000","2.14525","0.00201"
"25.74600","2.14573","0.00202"
"25.75200","2.14626","0.00207"
"25.75800","2.14674","0.00205"
"25.76400","2.14722","0.00205"
"25.77000","2.14770","0.00207"
"25.77600","2.14818","0.00198"
"25.78200","2.14872","0.00196"
"25.78800","2.14919","0.00203"
"25.79400","2.14967","0.00214"
"25.80000","2.15015","0.00223"
"25.80600","2.15063","0.00226"
"25.81200","2.15117","0.00226"
"25.81800","2.15165","0.00226"
"25.82400","2.15212","0.00218"
"25.83000","2.15266","0.00214"
"25.83600","2.15314","0.00201"
"25.84200","2.15368","0.00182"
"25.84800","2.15416","0.00173"
"25.85400","2.15464","0.00168"
"25.86000","2.15517","0.00164"
"25.86600","2.15565","0.00165"
"25.87200","2.15613","0.00171"
"25.87800","2.15667","0.00175"
"25.88400","2.15715","0.00183"
"25.89000","2.15762","0.00202"
"25.89600","2.15810","0.00231"
"25.90200","2.15858","0.00251"
"25.90800","2.15906","0.00245"
"25.91400","2.15960","0.00241"
"25.92000","2.16008","0.00228"
"25.92600","2.16055","0.00216"
"25.93200","2.16109","0.00215"
"25.93800","2.16157","0.00204"
"25.94400","2.16205","0.00188"
"25.95000","2.16259","0.00179"
"25.95600","2.16307","0.00178"
"25.96200","2.16360","0.00176"
"25.96800","2.16408","0.00182"
"25.97400","2.16462","0.00179"
"25.98000","2.16516","0.00183"
"25.98600","2.16564","0.00197"
"25.99200","2.16617","0.00202"
"25.99800","2.16671","0.00225"
"26.00400","2.16719","0.00247"
"26.01000","2.16773","0.00256"
"26.01600","2.16821","0.00259"
"26.02200","2.16869","0.00253"
"26.02800","2.16922","0.00252"
"26.03400","2.16970","0.00256"
"26.04000","2.17024","0.00255"
"26.04600","2.17072","0.00254"
"26.05200","2.17126","0.00249"
"26.05800","2.17174","0.00243"
"26.06400","2.17221","0.00251"
"26.07000","2.17275","0.00251"
"26.07600","2.17323","0.00242"
"26.08200","2.17371","0.00249"
"26.08800","2.17425","0.00251"
"26.09400","2.17472","0.00242"
"26.10000","2.17520","0.00228"
"26.10600","2.17574","0.00215"
"26.11200","2.17622","0.00214"
"26.11800","2.17670","0.00217"
"26.12400","2.17724","0.00214"
"26.13000","2.17771","0.00219"
"26.13600","2.17825","0.00216"
"26.14200","2.17873","0.00201"
"26.14800","2.17927","0.00200"
"26.15400","2.17975","0.00207"
"26.16000","2.18023","0.00207"
"26.16600","2.18070","0.00208"
"26.17200","2.18124","0.00213"
"26.17800","2.18172","0.00218"
"26.18400","2.18220","0.00222"
"26.19000","2.18268","0.00212"
"26.19600","2.18321","0.00205"
"26.20200","2.18369","0.00198"
"26.20800","2.18417","0.00189"
"26.21400","2.18471","0.00196"
"26.22000","2.18519","0.00207"
"26.22600","2.18567","0.00213"
"26.23200","2.18620","0.00232"
"26.23800","2.18668","0.00241"
"26.24400","2.18722","0.00233"
"26.25000","2.18770","0.00220"
"26.25600","2.18824","0.00206"
"26.26200","2.18872","0.00201"
"26.26800","2.18925","0.00208"
"26.27400","2.18973","0.00210"
"26.28000","2.19027","0.00219"
"26.28600","2.19075","0.00229"
"26.29200","2.19129","0.00225"
"26.29800","2.19176","0.00227"
"26.30400","2.19224","0.00227"
"26.31000","2.19278","0.00226"
"26.31600","2.19326","0.00228"
"26.32200","2.19374","0.00221"
"26.32800","2.19422","0.00214"
"26.33400","2.19475","0.00220"
"26.34000","2.19523","0.00219"
"26.34600","2.19571","0.00220"
"26.35200","2.19619","0.00222"
"26.35800","2.19667","0.00212"
"26.36400","2.19721","0.00212"
"26.37000","2.19768","0.00226"
"26.37600","2.19816","0.00234"
"26.38200","2.19864","0.00251"
"26.38800","2.19912","0.00260"
"26.39400","2.19966","0.00257"
"26.40000","2.20014","0.00253"
"26.40600","2.20067","0.00243"
"26.41200","2.20115","0.00237"
"26.41800","2.20169","0.00235"
"26.42400","2.20217","0.00219"
"26.43000","2.20271","0.00214"
"26.43600","2.20318","0.00216"
"26.44200","2.20366","0.00208"
"26.44800","2.20414","0.00202"
"26.45400","2.20462","0.00193"
"26.46000","2.20516","0.00185"
"26.46600","2.20564","0.00197"
"26.47200","2.20611","0.00210"
"26.47800","2.20659","0.00220"
"26.48400","2.20713","0.00227"
"26.49000","2.20761","0.00233"
"26.49600","2.20815","0.00243"
"26.50200","2.20863","0.00251"
"26.50800","2.20910","0.00249"
"26.51400","2.20964","0.00248"
"26.52000","2.21012","0.00248"
"26.52600","2.21066","0.00245"
"26.53200","2.21114","0.00242"
"26.53800","2.21167","0.00242"
"26.54400","2.21215","0.00240"
"26.55000","2.21269","0.00229"
"26.55600","2.21317","0.00212"
"26.56200","2.21371","0.00200"
"26.56800","2.21419","0.00197"
"26.57400","2.21472","0.00190"
"26.58000","2.21520","0.00190"
"26.58600","2.21574","0.00193"
"26.59200","2.21622","0.00187"
"26.59800","2.21676","0.00194"
"26.60400","2.21724","0.00199"
"26.61000","2.21771","0.00194"
"26.61600","2.21825","0.00191"
"26.62200","2.21873","0.00192"
"26.62800","2.21921","0.00194"
"26.63400","2.21975","0.00207"
"26.64000","2.22022","0.00209"
"26.64600","2.22076","0.00217"
"26.65200","2.22124","0.00227"
"26.65800","2.22172","0.00230"
"26.66400","2.22226","0.00226"
"26.67000","2.22274","0.00223"
"26.67600","2.22321","0.00220"
"26.68200","2.22375","0.00229"
"26.68800","2.22423","0.00227"
"26.69400","2.22471","0.00218"
"26.70000","2.22525","0.00213"
"26.70600","2.22573","0.00207"
"26.71200","2.22626","0.00202"
"26.71800","2.22674","0.00204"
"26.72400","2.22722","0.00210"
"26.73000","2.22776","0.00221"
"26.73600","2.22824","0.00233"
"26.74200","2.22871","0.00230"
"26.74800","2.22919","0.00225"
"26.75400","2.22973","0.00221"
"26.76000","2.23021","0.00217"
"26.76600","2.23075","0.00217"
"26.77200","2.23123","0.00212"
"26.77800","2.23170","0.00213"
"26.78400","2.23224","0.00229"
"26.79000","2.23272","0.00236"
"26.79600","2.23326","0.00249"
"26.80200","2.23374","0.00259"
"26.80800","2.23422","0.00258"
"26.81400","2.23475","0.00265"
"26.82000","2.23523","0.00271"
"26.82600","2.23571","0.00262"
"26.83200","2.23625","0.00238"
"26.83800","2.23673","0.00214"
"26.84400","2.23726","0.00205"
"26.85000","2.23774","0.00216"
"26.85600","2.23822","0.00227"
"26.86200","2.23876","0.00243"
"26.86800","2.23924","0.00263"
"26.87400","2.23972","0.00260"
"26.88000","2.24019","0.00248"
"26.88600","2.24073","0.00237"
"26.89200","2.24121","0.00224"
"26.89800","2.24169","0.00217"
"26.90400","2.24223","0.00213"
"26.91000","2.24271","0.00207"
"26.91600","2.24318","0.00208"
"26.92200","2.24372","0.00200"
"26.92800","2.24420","0.00195"
"26.93400","2.24468","0.00204"
"26.94000","2.24522","0.00204"
"26.94600","2.24569","0.00195"
"26.95200","2.24617","0.00188"
"26.95800","2.24671","0.00182"
"26.96400","2.24719","0.00188"
"26.97000","2.24767","0.00194"
"26.97600","2.24815","0.00189"
"26.98200","2.24862","0.00184"
"26.98800","2.24916","0.00178"
"26.99400","2.24964","0.00177"
"27.00000","2.25012","0.00182"
"27.00600","2.25066","0.00175"
"27.01200","2.25114","0.00168"
"27.01800","2.25161","0.00169"
"27.02400","2.25215","0.00168"
"27.03000","2.25263","0.00174"
"27.03600","2.25317","0.00179"
"27.04200","2.25365","0.00172"
"27.04800","2.25413","0.00169"
"27.05400","2.25466","0.00174"
"27.06000","2.25514","0.00174"
"27.06600","2.25568","0.00182"
"27.07200","2.25616","0.00189"
"27.07800","2.25670","0.00190"
"27.08400","2.25717","0.00202"
"27.09000","2.25771","0.00206"
"27.09600","2.25819","0.00219"
"27.10200","2.25867","0.00235"
"27.10800","2.25921","0.00237"
"27.11400","2.25969","0.00237"
"27.12000","2.26016","0.00240"
"27.12600","2.26070","0.00232"
"27.13200","2.26118","0.00224"
"27.13800","2.26166","0.00217"
"27.14400","2.26220","0.00214"
"27.15000","2.26268","0.00223"
"27.15600","2.26315","0.00233"
"27.16200","2.26369","0.00243"
"27.16800","2.26417","0.00251"
"27.17400","2.26471","0.00245"
"27.18000","2.26519","0.00257"
"27.18600","2.26566","0.00273"
"27.19200","2.26620","0.00274"
"27.19800","2.26674","0.00277"
"27.20400","2.26722","0.00271"
"27.21000","2.26770","0.00262"
"27.21600","2.26824","0.00251"
"27.22200","2.26871","0.00241"
"27.22800","2.26919","0.00234"
"27.23400","2.26973","0.00240"
"27.24000","2.27021","0.00233"
"27.24600","2.27069","0.00230"
"27.25200","2.27122","0.00230"
"27.25800","2.27170","0.00221"
"27.26400","2.27218","0.00217"
"27.27000","2.27272","0.00211"
"27.27600","2.27320","0.00199"
"27.28200","2.27368","0.00190"
"27.28800","2.27421","0.00188"
"27.29400","2.27469","0.00193"
"27.30000","2.27517","0.00205"
"27.30600","2.27565","0.00215"
"27.31200","2.27619","0.00228"
"27.31800","2.27667","0.00247"
"27.32400","2.27714","0.00249"
"27.33000","2.27768","0.00245"
"27.33600","2.27816","0.00241"
"27.34200","2.27864","0.00224"
"27.34800","2.27918","0.00216"
"27.35400","2.27972","0.00217"
"27.36000","2.28019","0.00222"
"27.36600","2.28067","0.00233"
"27.37200","2.28121","0.00235"
"27.37800","2.28169","0.00228"
"27.38400","2.28217","0.00220"
"27.39000","2.28264","0.00206"
"27.39600","2.28318","0.00204"
"27.40200","2.28366","0.00216"
"27.40800","2.28414","0.00215"
"27.41400","2.28468","0.00216"
"27.42000","2.28516","0.00217"
"27.42600","2.28563","0.00214"
"27.43200","2.28617","0.00222"
"27.43800","2.28665","0.00231"
"27.44400","2.28713","0.00239"
"27.45000","2.28761","0.00254"
"27.45600","2.28815","0.00261"
"27.46200","2.28862","0.00260"
"27.46800","2.28910","0.00263"
"27.47400","2.28964","0.00255"
"27.48000","2.29012","0.00247"
"27.48600","2.29066","0.00239"
"27.49200","2.29114","0.00225"
"27.49800","2.29167","0.00227"
"27.50400","2.29215","0.00225"
"27.51000","2.29263","0.00218"
"27.51600","2.29317","0.00216"
"27.52200","2.29365","0.00215"
"27.52800","2.29412","0.00229"
"27.53400","2.29460","0.00251"
"27.54000","2.29514","0.00253"
"27.54600","2.29562","0.00256"
"27.55200","2.29610","0.00255"
"27.55800","2.29664","0.00249"
"27.56400","2.29711","0.00246"
"27.57000","2.29765","0.00244"
"27.57600","2.29813","0.00226"
"27.58200","2.29867","0.00213"
"27.58800","2.29915","0.00205"
"27.59400","2.29962","0.00196"
"27.60000","2.30016","0.00203"
"27.60600","2.30064","0.00208"
"27.61200","2.30112","0.00215"
"27.61800","2.30166","0.00223"
"27.62400","2.30214","0.00219"
"27.63000","2.30267","0.00216"
"27.63600","2.30315","0.00220"
"27.64200","2.30363","0.00213"
"27.64800","2.30417","0.00220"
"27.65400","2.30465","0.00224"
"27.66000","2.30519","0.00222"
"27.66600","2.30566","0.00225"
"27.67200","2.30614","0.00230"
"27.67800","2.30668","0.00225"
"27.68400","2.30716","0.00226"
"27.69000","2.30764","0.00221"
"27.69600","2.30818","0.00230"
"27.70200","2.30865","0.00246"
"27.70800","2.30919","0.00253"
"27.71400","2.30967","0.00263"
"27.72000","2.31021","0.00269"
"27.72600","2.31069","0.00269"
"27.73200","2.31116","0.00263"
"27.73800","2.31170","0.00262"
"27.74400","2.31218","0.00258"
"27.75000","2.31266","0.00246"
"27.75600","2.31320","0.00226"
"27.76200","2.31368","0.00203"
"27.76800","2.31415","0.00191"
"27.77400","2.31469","0.00177"
"27.78000","2.31517","0.00174"
"27.78600","2.31571","0.00180"
"27.79200","2.31619","0.00187"
"27.79800","2.31672","0.00198"
"27.80400","2.31720","0.00206"
"27.81000","2.31768","0.00211"
"27.81600","2.31822","0.00220"
"27.82200","2.31870","0.00233"
"27.82800","2.31918","0.00247"
"27.83400","2.31971","0.00267"
"27.84000","2.32019","0.00271"
"27.84600","2.32073","0.00262"
"27.85200","2.32121","0.00259"
"27.85800","2.32175","0.00249"
"27.86400","2.32223","0.00247"
"27.87000","2.32270","0.00253"
"27.87600","2.32324","0.00244"
"27.88200","2.32372","0.00250"
"27.88800","2.32426","0.00256"
"27.89400","2.32474","0.00252"
"27.90000","2.32521","0.00247"
"27.90600","2.32569","0.00230"
"27.91200","2.32623","0.00211"
"27.91800","2.32671","0.00201"
"27.92400","2.32719","0.00192"
"27.93000","2.32773","0.00185"
"27.93600","2.32820","0.00189"
"27.94200","2.32868","0.00190"
"27.94800","2.32916","0.00195"
"27.95400","2.32970","0.00203"
"27.96000","2.33018","0.00208"
"27.96600","2.33066","0.00231"
"27.97200","2.33113","0.00245"
"27.97800","2.33167","0.00246"
"27.98400","2.33215","0.00261"
"27.99000","2.33269","0.00257"
"27.99600","2.33317","0.00257"
"28.00200","2.33371","0.00266"
"28.00800","2.33418","0.00257"
"28.01400","2.33466","0.00241"
"28.02000","2.33520","0.00226"
"28.02600","2.33568","0.00212"
"28.03200","2.33616","0.00219"
"28.03800","2.33663","0.00215"
"28.04400","2.33711","0.00206"
"28.05000","2.33765","0.00215"
"28.05600","2.33813","0.00222"
"28.06200","2.33861","0.00224"
"28.06800","2.33915","0.00236"
"28.07400","2.33962","0.00240"
"28.08000","2.34010","0.00244"
"28.08600","2.34064","0.00249"
"28.09200","2.34112","0.00247"
"28.09800","2.34160","0.00252"
"28.10400","2.34214","0.00256"
"28.11000","2.34261","0.00251"
"28.11600","2.34315","0.00249"
"28.12200","2.34363","0.00244"
"28.12800","2.34417","0.00236"
"28.13400","2.34465","0.00240"
"28.14000","2.34518","0.00237"
"28.14600","2.34572","0.00228"
"28.15200","2.34620","0.00223"
"28.15800","2.34668","0.00215"
"28.16400","2.34722","0.00211"
"28.17000","2.34770","0.00220"
"28.17600","2.34823","0.00222"
"28.18200","2.34871","0.00224"
"28.18800","2.34919","0.00228"
"28.19400","2.34973","0.00219"
"28.20000","2.35021","0.00221"
"28.20600","2.35074","0.00222"
"28.21200","2.35122","0.00220"
"28.21800","2.35170","0.00225"
"28.22400","2.35224","0.00222"
"28.23000","2.35272","0.00220"
"28.23600","2.35320","0.00220"
"28.24200","2.35373","0.00211"
"28.24800","2.35421","0.00218"
"28.25400","2.35469","0.00230"
"28.26000","2.35523","0.00231"
"28.26600","2.35571","0.00237"
"28.27200","2.35625","0.00247"
"28.27800","2.35672","0.00242"
"28.28400","2.35726","0.00237"
"28.29000","2.35774","0.00222"
"28.29600","2.35822","0.00217"
"28.30200","2.35876","0.00227"
"28.30800","2.35924","0.00226"
"28.31400","2.35971","0.00228"
"28.32000","2.36025","0.00233"
"28.32600","2.36073","0.00232"
"28.33200","2.36121","0.00243"
"28.33800","2.36169","0.00253"
"28.34400","2.36222","0.00251"
"28.35000","2.36270","0.00246"
"28.35600","2.36324","0.00244"
