End date,"12/23/2016"
Specimen label,"21BG_UNK"
Maximum Load,"0.01081",N

Time,Extension,Load
(s),(mm),(N)
"41.01000","3.41763","0.00214"
"41.01600","3.41817","0.00207"
"41.02200","3.41865","0.00211"
"41.02800","3.41912","0.00205"
"41.03400","3.41966","0.00201"
"41.04000","3.42014","0.00196"
"41.04600","3.42068","0.00178"
"41.05200","3.42116","0.00175"
"41.05800","3.42170","0.00175"
"41.06400","3.42217","0.00168"
"41.07000","3.42271","0.00175"
"41.07600","3.42319","0.00190"
"41.08200","3.42373","0.00215"
"41.08800","3.42421","0.00242"
"41.09400","3.42468","0.00251"
"41.10000","3.42516","0.00250"
"41.10600","3.42570","0.00250"
"41.11200","3.42618","0.00240"
"41.11800","3.42666","0.00229"
"41.12400","3.42720","0.00220"
"41.13000","3.42767","0.00200"
"41.13600","3.42815","0.00190"
"41.14200","3.42869","0.00185"
"41.14800","3.42917","0.00174"
"41.15400","3.42965","0.00168"
"41.16000","3.43019","0.00165"
"41.16600","3.43066","0.00157"
"41.17200","3.43120","0.00165"
"41.17800","3.43168","0.00174"
"41.18400","3.43222","0.00186"
"41.19000","3.43270","0.00212"
"41.19600","3.43323","0.00226"
"41.20200","3.43371","0.00229"
"41.20800","3.43425","0.00227"
"41.21400","3.43473","0.00218"
"41.22000","3.43527","0.00222"
"41.22600","3.43575","0.00230"
"41.23200","3.43622","0.00223"
"41.23800","3.43676","0.00214"
"41.24400","3.43724","0.00200"
"41.25000","3.43772","0.00187"
"41.25600","3.43820","0.00188"
"41.26200","3.43868","0.00185"
"41.26800","3.43921","0.00188"
"41.27400","3.43969","0.00183"
"41.28000","3.44017","0.00177"
"41.28600","3.44071","0.00190"
"41.29200","3.44119","0.00203"
"41.29800","3.44172","0.00206"
"41.30400","3.44220","0.00210"
"41.31000","3.44268","0.00216"
"41.31600","3.44322","0.00221"
"41.32200","3.44370","0.00233"
"41.32800","3.44418","0.00228"
"41.33400","3.44471","0.00219"
"41.34000","3.44519","0.00216"
"41.34600","3.44573","0.00210"
"41.35200","3.44621","0.00215"
"41.35800","3.44675","0.00220"
"41.36400","3.44723","0.00219"
"41.37000","3.44770","0.00228"
"41.37600","3.44818","0.00235"
"41.38200","3.44872","0.00233"
"41.38800","3.44920","0.00231"
"41.39400","3.44968","0.00226"
"41.40000","3.45016","0.00220"
"41.40600","3.45063","0.00219"
"41.41200","3.45117","0.00221"
"41.41800","3.45165","0.00229"
"41.42400","3.45213","0.00244"
"41.43000","3.45261","0.00252"
"41.43600","3.45314","0.00260"
"41.44200","3.45362","0.00256"
"41.44800","3.45410","0.00245"
"41.45400","3.45464","0.00242"
"41.46000","3.45512","0.00240"
"41.46600","3.45560","0.00237"
"41.47200","3.45613","0.00239"
"41.47800","3.45661","0.00234"
"41.48400","3.45715","0.00223"
"41.49000","3.45763","0.00215"
"41.49600","3.45817","0.00213"
"41.50200","3.45865","0.00218"
"41.50800","3.45918","0.00222"
"41.51400","3.45966","0.00213"
"41.52000","3.46020","0.00209"
"41.52600","3.46068","0.00202"
"41.53200","3.46122","0.00200"
"41.53800","3.46169","0.00206"
"41.54400","3.46217","0.00212"
"41.55000","3.46271","0.00211"
"41.55600","3.46319","0.00215"
"41.56200","3.46367","0.00214"
"41.56800","3.46421","0.00209"
"41.57400","3.46468","0.00210"
"41.58000","3.46516","0.00206"
"41.58600","3.46570","0.00203"
"41.59200","3.46618","0.00205"
"41.59800","3.46672","0.00206"
"41.60400","3.46720","0.00212"
"41.61000","3.46773","0.00226"
"41.61600","3.46821","0.00235"
"41.62200","3.46875","0.00238"
"41.62800","3.46923","0.00235"
"41.63400","3.46977","0.00224"
"41.64000","3.47024","0.00227"
"41.64600","3.47078","0.00233"
"41.65200","3.47126","0.00249"
"41.65800","3.47174","0.00263"
"41.66400","3.47228","0.00258"
"41.67000","3.47276","0.00252"
"41.67600","3.47323","0.00237"
"41.68200","3.47371","0.00218"
"41.68800","3.47425","0.00215"
"41.69400","3.47473","0.00209"
"41.70000","3.47521","0.00213"
"41.70600","3.47574","0.00226"
"41.71200","3.47622","0.00230"
"41.71800","3.47670","0.00239"
"41.72400","3.47724","0.00249"
"41.73000","3.47772","0.00249"
"41.73600","3.47820","0.00256"
"41.74200","3.47867","0.00263"
"41.74800","3.47921","0.00255"
"41.75400","3.47969","0.00244"
"41.76000","3.48023","0.00231"
"41.76600","3.48071","0.00221"
"41.77200","3.48125","0.00210"
"41.77800","3.48172","0.00191"
"41.78400","3.48226","0.00179"
"41.79000","3.48274","0.00183"
"41.79600","3.48328","0.00179"
"41.80200","3.48376","0.00180"
"41.80800","3.48429","0.00185"
"41.81400","3.48477","0.00178"
"41.82000","3.48525","0.00181"
"41.82600","3.48579","0.00192"
"41.83200","3.48627","0.00202"
"41.83800","3.48675","0.00220"
"41.84400","3.48722","0.00233"
"41.85000","3.48776","0.00244"
"41.85600","3.48824","0.00267"
"41.86200","3.48872","0.00280"
"41.86800","3.48920","0.00269"
"41.87400","3.48968","0.00253"
"41.88000","3.49021","0.00230"
"41.88600","3.49069","0.00221"
"41.89200","3.49117","0.00227"
"41.89800","3.49171","0.00223"
"41.90400","3.49219","0.00224"
"41.91000","3.49273","0.00221"
"41.91600","3.49320","0.00211"
"41.92200","3.49368","0.00206"
"41.92800","3.49422","0.00201"
"41.93400","3.49470","0.00198"
"41.94000","3.49524","0.00199"
"41.94600","3.49571","0.00201"
"41.95200","3.49619","0.00215"
"41.95800","3.49667","0.00228"
"41.96400","3.49721","0.00229"
"41.97000","3.49769","0.00236"
"41.97600","3.49817","0.00247"
"41.98200","3.49864","0.00243"
"41.98800","3.49912","0.00240"
"41.99400","3.49966","0.00234"
"42.00000","3.50014","0.00235"
"42.00600","3.50062","0.00240"
"42.01200","3.50110","0.00233"
"42.01800","3.50163","0.00221"
"42.02400","3.50211","0.00218"
"42.03000","3.50259","0.00211"
"42.03600","3.50313","0.00218"
"42.04200","3.50361","0.00232"
"42.04800","3.50415","0.00229"
"42.05400","3.50462","0.00224"
"42.06000","3.50516","0.00225"
"42.06600","3.50564","0.00226"
"42.07200","3.50618","0.00234"
"42.07800","3.50672","0.00235"
"42.08400","3.50719","0.00237"
"42.09000","3.50767","0.00246"
"42.09600","3.50821","0.00242"
"42.10200","3.50869","0.00236"
"42.10800","3.50917","0.00231"
"42.11400","3.50971","0.00219"
"42.12000","3.51018","0.00216"
"42.12600","3.51066","0.00220"
"42.13200","3.51120","0.00218"
"42.13800","3.51168","0.00222"
"42.14400","3.51222","0.00225"
"42.15000","3.51270","0.00224"
"42.15600","3.51317","0.00221"
"42.16200","3.51371","0.00208"
"42.16800","3.51419","0.00195"
"42.17400","3.51473","0.00193"
"42.18000","3.51521","0.00187"
"42.18600","3.51574","0.00185"
"42.19200","3.51622","0.00205"
"42.19800","3.51670","0.00224"
"42.20400","3.51724","0.00249"
"42.21000","3.51778","0.00264"
"42.21600","3.51826","0.00261"
"42.22200","3.51879","0.00259"
"42.22800","3.51927","0.00247"
"42.23400","3.51975","0.00238"
"42.24000","3.52029","0.00237"
"42.24600","3.52077","0.00230"
"42.25200","3.52124","0.00229"
"42.25800","3.52172","0.00233"
"42.26400","3.52226","0.00229"
"42.27000","3.52274","0.00232"
"42.27600","3.52322","0.00234"
"42.28200","3.52370","0.00232"
"42.28800","3.52423","0.00237"
"42.29400","3.52471","0.00241"
"42.30000","3.52519","0.00241"
"42.30600","3.52573","0.00249"
"42.31200","3.52621","0.00250"
"42.31800","3.52669","0.00250"
"42.32400","3.52722","0.00251"
"42.33000","3.52770","0.00241"
"42.33600","3.52824","0.00241"
"42.34200","3.52872","0.00239"
"42.34800","3.52920","0.00226"
"42.35400","3.52973","0.00220"
"42.36000","3.53021","0.00217"
"42.36600","3.53069","0.00218"
"42.37200","3.53123","0.00223"
"42.37800","3.53171","0.00222"
"42.38400","3.53219","0.00209"
"42.39000","3.53272","0.00203"
"42.39600","3.53320","0.00200"
"42.40200","3.53368","0.00199"
"42.40800","3.53422","0.00211"
"42.41400","3.53470","0.00223"
"42.42000","3.53518","0.00247"
"42.42600","3.53571","0.00269"
"42.43200","3.53619","0.00276"
"42.43800","3.53667","0.00280"
"42.44400","3.53721","0.00273"
"42.45000","3.53769","0.00255"
"42.45600","3.53817","0.00252"
"42.46200","3.53870","0.00242"
"42.46800","3.53918","0.00231"
"42.47400","3.53972","0.00227"
"42.48000","3.54020","0.00220"
"42.48600","3.54068","0.00221"
"42.49200","3.54115","0.00230"
"42.49800","3.54169","0.00232"
"42.50400","3.54217","0.00240"
"42.51000","3.54271","0.00243"
"42.51600","3.54319","0.00244"
"42.52200","3.54367","0.00259"
"42.52800","3.54414","0.00265"
"42.53400","3.54468","0.00270"
"42.54000","3.54516","0.00275"
"42.54600","3.54564","0.00260"
"42.55200","3.54618","0.00240"
"42.55800","3.54666","0.00233"
"42.56400","3.54713","0.00229"
"42.57000","3.54767","0.00232"
"42.57600","3.54815","0.00231"
"42.58200","3.54863","0.00213"
"42.58800","3.54917","0.00209"
"42.59400","3.54964","0.00207"
"42.60000","3.55012","0.00206"
"42.60600","3.55060","0.00214"
"42.61200","3.55114","0.00215"
"42.61800","3.55162","0.00211"
"42.62400","3.55216","0.00204"
"42.63000","3.55263","0.00187"
"42.63600","3.55317","0.00181"
"42.64200","3.55365","0.00184"
"42.64800","3.55419","0.00181"
"42.65400","3.55467","0.00177"
"42.66000","3.55521","0.00182"
"42.66600","3.55568","0.00186"
"42.67200","3.55616","0.00190"
"42.67800","3.55670","0.00188"
"42.68400","3.55718","0.00188"
"42.69000","3.55766","0.00197"
"42.69600","3.55819","0.00194"
"42.70200","3.55867","0.00193"
"42.70800","3.55921","0.00207"
"42.71400","3.55969","0.00215"
"42.72000","3.56017","0.00220"
"42.72600","3.56071","0.00227"
"42.73200","3.56118","0.00220"
"42.73800","3.56172","0.00217"
"42.74400","3.56220","0.00213"
"42.75000","3.56268","0.00215"
"42.75600","3.56322","0.00223"
"42.76200","3.56370","0.00218"
"42.76800","3.56423","0.00218"
"42.77400","3.56471","0.00227"
"42.78000","3.56525","0.00226"
"42.78600","3.56573","0.00227"
"42.79200","3.56621","0.00238"
"42.79800","3.56674","0.00234"
"42.80400","3.56722","0.00239"
"42.81000","3.56770","0.00245"
"42.81600","3.56824","0.00251"
"42.82200","3.56872","0.00255"
"42.82800","3.56920","0.00250"
"42.83400","3.56973","0.00245"
"42.84000","3.57021","0.00241"
"42.84600","3.57069","0.00226"
"42.85200","3.57123","0.00215"
"42.85800","3.57171","0.00219"
"42.86400","3.57225","0.00216"
"42.87000","3.57272","0.00223"
"42.87600","3.57320","0.00229"
"42.88200","3.57374","0.00235"
"42.88800","3.57422","0.00244"
"42.89400","3.57470","0.00248"
"42.90000","3.57523","0.00252"
"42.90600","3.57571","0.00259"
"42.91200","3.57625","0.00248"
"42.91800","3.57673","0.00225"
"42.92400","3.57721","0.00207"
"42.93000","3.57775","0.00188"
"42.93600","3.57822","0.00179"
"42.94200","3.57876","0.00193"
"42.94800","3.57924","0.00204"
"42.95400","3.57972","0.00207"
"42.96000","3.58026","0.00213"
"42.96600","3.58074","0.00214"
"42.97200","3.58121","0.00225"
"42.97800","3.58169","0.00227"
"42.98400","3.58223","0.00221"
"42.99000","3.58271","0.00225"
"42.99600","3.58319","0.00227"
"43.00200","3.58372","0.00229"
"43.00800","3.58420","0.00229"
"43.01400","3.58468","0.00220"
"43.02000","3.58516","0.00223"
"43.02600","3.58570","0.00221"
"43.03200","3.58618","0.00213"
"43.03800","3.58665","0.00209"
"43.04400","3.58719","0.00201"
"43.05000","3.58767","0.00191"
"43.05600","3.58815","0.00193"
"43.06200","3.58863","0.00185"
"43.06800","3.58917","0.00184"
"43.07400","3.58964","0.00188"
"43.08000","3.59018","0.00188"
"43.08600","3.59066","0.00199"
"43.09200","3.59114","0.00215"
"43.09800","3.59168","0.00214"
"43.10400","3.59216","0.00215"
"43.11000","3.59263","0.00215"
"43.11600","3.59311","0.00209"
"43.12200","3.59365","0.00207"
"43.12800","3.59413","0.00206"
"43.13400","3.59461","0.00207"
"43.14000","3.59514","0.00211"
"43.14600","3.59562","0.00207"
"43.15200","3.59610","0.00206"
"43.15800","3.59664","0.00212"
"43.16400","3.59712","0.00209"
"43.17000","3.59760","0.00216"
"43.17600","3.59813","0.00228"
"43.18200","3.59861","0.00234"
"43.18800","3.59915","0.00250"
"43.19400","3.59963","0.00253"
"43.20000","3.60017","0.00246"
"43.20600","3.60065","0.00241"
"43.21200","3.60118","0.00232"
"43.21800","3.60166","0.00231"
"43.22400","3.60220","0.00235"
"43.23000","3.60268","0.00232"
"43.23600","3.60322","0.00232"
"43.24200","3.60369","0.00228"
"43.24800","3.60423","0.00229"
"43.25400","3.60471","0.00246"
"43.26000","3.60519","0.00261"
"43.26600","3.60573","0.00260"
"43.27200","3.60621","0.00259"
"43.27800","3.60668","0.00252"
"43.28400","3.60722","0.00241"
"43.29000","3.60770","0.00243"
"43.29600","3.60824","0.00232"
"43.30200","3.60872","0.00226"
"43.30800","3.60925","0.00232"
"43.31400","3.60973","0.00237"
"43.32000","3.61021","0.00248"
"43.32600","3.61075","0.00266"
"43.33200","3.61123","0.00270"
"43.33800","3.61177","0.00261"
"43.34400","3.61224","0.00248"
"43.35000","3.61278","0.00232"
"43.35600","3.61326","0.00226"
"43.36200","3.61374","0.00208"
"43.36800","3.61428","0.00199"
"43.37400","3.61476","0.00211"
"43.38000","3.61529","0.00219"
"43.38600","3.61577","0.00223"
"43.39200","3.61625","0.00224"
"43.39800","3.61673","0.00224"
"43.40400","3.61727","0.00229"
"43.41000","3.61775","0.00230"
"43.41600","3.61828","0.00227"
"43.42200","3.61876","0.00230"
"43.42800","3.61924","0.00224"
"43.43400","3.61978","0.00221"
"43.44000","3.62026","0.00236"
"43.44600","3.62073","0.00246"
"43.45200","3.62121","0.00242"
"43.45800","3.62175","0.00237"
"43.46400","3.62223","0.00231"
"43.47000","3.62271","0.00232"
"43.47600","3.62319","0.00241"
"43.48200","3.62372","0.00241"
"43.48800","3.62420","0.00253"
"43.49400","3.62474","0.00259"
"43.50000","3.62522","0.00258"
"43.50600","3.62576","0.00261"
"43.51200","3.62624","0.00252"
"43.51800","3.62671","0.00243"
"43.52400","3.62725","0.00238"
"43.53000","3.62773","0.00224"
"43.53600","3.62821","0.00209"
"43.54200","3.62869","0.00210"
"43.54800","3.62922","0.00216"
"43.55400","3.62970","0.00225"
"43.56000","3.63018","0.00223"
"43.56600","3.63066","0.00210"
"43.57200","3.63120","0.00211"
"43.57800","3.63168","0.00216"
"43.58400","3.63215","0.00221"
"43.59000","3.63263","0.00227"
"43.59600","3.63317","0.00216"
"43.60200","3.63365","0.00207"
"43.60800","3.63413","0.00209"
"43.61400","3.63467","0.00206"
"43.62000","3.63514","0.00210"
"43.62600","3.63562","0.00206"
"43.63200","3.63616","0.00197"
"43.63800","3.63664","0.00199"
"43.64400","3.63718","0.00209"
"43.65000","3.63766","0.00213"
"43.65600","3.63813","0.00218"
"43.66200","3.63867","0.00212"
"43.66800","3.63915","0.00208"
"43.67400","3.63963","0.00221"
"43.68000","3.64017","0.00226"
"43.68600","3.64064","0.00236"
"43.69200","3.64112","0.00249"
"43.69800","3.64166","0.00243"
"43.70400","3.64214","0.00238"
"43.71000","3.64268","0.00240"
"43.71600","3.64316","0.00248"
"43.72200","3.64363","0.00261"
"43.72800","3.64417","0.00265"
"43.73400","3.64465","0.00263"
"43.74000","3.64513","0.00266"
"43.74600","3.64567","0.00264"
"43.75200","3.64615","0.00262"
"43.75800","3.64662","0.00260"
"43.76400","3.64716","0.00252"
"43.77000","3.64764","0.00244"
"43.77600","3.64818","0.00233"
"43.78200","3.64872","0.00218"
"43.78800","3.64919","0.00218"
"43.79400","3.64973","0.00217"
"43.80000","3.65021","0.00209"
"43.80600","3.65069","0.00213"
"43.81200","3.65123","0.00222"
"43.81800","3.65171","0.00227"
"43.82400","3.65224","0.00237"
"43.83000","3.65272","0.00241"
"43.83600","3.65320","0.00234"
"43.84200","3.65374","0.00224"
"43.84800","3.65428","0.00213"
"43.85400","3.65475","0.00209"
"43.86000","3.65523","0.00205"
"43.86600","3.65577","0.00191"
"43.87200","3.65625","0.00188"
"43.87800","3.65673","0.00186"
"43.88400","3.65721","0.00190"
"43.89000","3.65768","0.00203"
"43.89600","3.65822","0.00201"
"43.90200","3.65870","0.00201"
"43.90800","3.65918","0.00217"
"43.91400","3.65972","0.00228"
"43.92000","3.66020","0.00236"
"43.92600","3.66073","0.00237"
"43.93200","3.66121","0.00228"
"43.93800","3.66175","0.00230"
"43.94400","3.66223","0.00227"
"43.95000","3.66271","0.00215"
"43.95600","3.66325","0.00220"
"43.96200","3.66372","0.00224"
"43.96800","3.66420","0.00223"
"43.97400","3.66474","0.00233"
"43.98000","3.66522","0.00227"
"43.98600","3.66576","0.00213"
"43.99200","3.66623","0.00218"
"43.99800","3.66671","0.00211"
"44.00400","3.66725","0.00203"
"44.01000","3.66773","0.00207"
"44.01600","3.66827","0.00213"
"44.02200","3.66875","0.00223"
"44.02800","3.66922","0.00226"
"44.03400","3.66970","0.00219"
"44.04000","3.67018","0.00220"
"44.04600","3.67072","0.00220"
"44.05200","3.67120","0.00222"
"44.05800","3.67168","0.00225"
"44.06400","3.67221","0.00217"
"44.07000","3.67269","0.00217"
"44.07600","3.67323","0.00224"
"44.08200","3.67371","0.00225"
"44.08800","3.67419","0.00222"
"44.09400","3.67472","0.00214"
"44.10000","3.67520","0.00200"
"44.10600","3.67568","0.00198"
"44.11200","3.67622","0.00192"
"44.11800","3.67670","0.00193"
"44.12400","3.67718","0.00211"
"44.13000","3.67771","0.00221"
"44.13600","3.67819","0.00226"
"44.14200","3.67873","0.00233"
"44.14800","3.67921","0.00237"
"44.15400","3.67969","0.00241"
"44.16000","3.68022","0.00245"
"44.16600","3.68070","0.00244"
"44.17200","3.68118","0.00247"
"44.17800","3.68172","0.00250"
"44.18400","3.68220","0.00242"
"44.19000","3.68268","0.00249"
"44.19600","3.68315","0.00246"
"44.20200","3.68369","0.00237"
"44.20800","3.68417","0.00232"
"44.21400","3.68471","0.00219"
"44.22000","3.68519","0.00218"
"44.22600","3.68567","0.00228"
"44.23200","3.68620","0.00234"
"44.23800","3.68668","0.00241"
"44.24400","3.68716","0.00241"
"44.25000","3.68770","0.00235"
"44.25600","3.68818","0.00237"
"44.26200","3.68872","0.00233"
"44.26800","3.68919","0.00227"
"44.27400","3.68967","0.00224"
"44.28000","3.69021","0.00210"
"44.28600","3.69069","0.00200"
"44.29200","3.69123","0.00202"
"44.29800","3.69170","0.00201"
"44.30400","3.69224","0.00199"
"44.31000","3.69272","0.00198"
"44.31600","3.69320","0.00199"
"44.32200","3.69368","0.00201"
"44.32800","3.69422","0.00197"
"44.33400","3.69469","0.00198"
"44.34000","3.69517","0.00211"
"44.34600","3.69565","0.00210"
"44.35200","3.69619","0.00200"
"44.35800","3.69667","0.00205"
"44.36400","3.69721","0.00210"
"44.37000","3.69768","0.00230"
"44.37600","3.69822","0.00256"
"44.38200","3.69870","0.00265"
"44.38800","3.69924","0.00268"
"44.39400","3.69972","0.00254"
"44.40000","3.70019","0.00244"
"44.40600","3.70073","0.00247"
"44.41200","3.70121","0.00241"
"44.41800","3.70175","0.00226"
"44.42400","3.70223","0.00221"
"44.43000","3.70271","0.00205"
"44.43600","3.70318","0.00189"
"44.44200","3.70372","0.00183"
"44.44800","3.70420","0.00177"
"44.45400","3.70468","0.00178"
"44.46000","3.70522","0.00172"
"44.46600","3.70570","0.00167"
"44.47200","3.70623","0.00182"
"44.47800","3.70671","0.00191"
"44.48400","3.70725","0.00201"
"44.49000","3.70773","0.00218"
"44.49600","3.70827","0.00231"
"44.50200","3.70875","0.00237"
"44.50800","3.70922","0.00256"
"44.51400","3.70976","0.00269"
"44.52000","3.71024","0.00281"
"44.52600","3.71072","0.00284"
"44.53200","3.71126","0.00272"
"44.53800","3.71173","0.00266"
"44.54400","3.71221","0.00260"
"44.55000","3.71275","0.00251"
"44.55600","3.71323","0.00242"
"44.56200","3.71371","0.00226"
"44.56800","3.71425","0.00211"
"44.57400","3.71472","0.00201"
"44.58000","3.71520","0.00184"
"44.58600","3.71568","0.00182"
"44.59200","3.71616","0.00194"
"44.59800","3.71670","0.00207"
"44.60400","3.71718","0.00218"
"44.61000","3.71765","0.00223"
"44.61600","3.71819","0.00231"
"44.62200","3.71867","0.00245"
"44.62800","3.71915","0.00259"
"44.63400","3.71969","0.00260"
"44.64000","3.72016","0.00265"
"44.64600","3.72070","0.00263"
"44.65200","3.72118","0.00262"
"44.65800","3.72172","0.00265"
"44.66400","3.72220","0.00254"
"44.67000","3.72268","0.00245"
"44.67600","3.72315","0.00240"
"44.68200","3.72369","0.00226"
"44.68800","3.72417","0.00223"
"44.69400","3.72465","0.00224"
"44.70000","3.72513","0.00215"
"44.70600","3.72567","0.00213"
"44.71200","3.72614","0.00210"
"44.71800","3.72662","0.00207"
"44.72400","3.72710","0.00206"
"44.73000","3.72764","0.00196"
"44.73600","3.72812","0.00191"
"44.74200","3.72860","0.00206"
"44.74800","3.72913","0.00218"
"44.75400","3.72961","0.00227"
"44.76000","3.73009","0.00235"
"44.76600","3.73063","0.00235"
"44.77200","3.73111","0.00245"
"44.77800","3.73164","0.00252"
"44.78400","3.73218","0.00245"
"44.79000","3.73266","0.00235"
"44.79600","3.73320","0.00227"
"44.80200","3.73368","0.00220"
"44.80800","3.73422","0.00218"
"44.81400","3.73469","0.00211"
"44.82000","3.73517","0.00223"
"44.82600","3.73571","0.00243"
"44.83200","3.73619","0.00249"
"44.83800","3.73667","0.00248"
"44.84400","3.73720","0.00246"
"44.85000","3.73768","0.00240"
"44.85600","3.73816","0.00242"
"44.86200","3.73864","0.00240"
"44.86800","3.73918","0.00246"
"44.87400","3.73966","0.00251"
"44.88000","3.74013","0.00249"
"44.88600","3.74067","0.00246"
"44.89200","3.74115","0.00251"
"44.89800","3.74163","0.00256"
"44.90400","3.74217","0.00259"
"44.91000","3.74265","0.00248"
"44.91600","3.74318","0.00229"
"44.92200","3.74366","0.00220"
"44.92800","3.74420","0.00218"
"44.93400","3.74474","0.00215"
"44.94000","3.74522","0.00224"
"44.94600","3.74575","0.00222"
"44.95200","3.74623","0.00218"
"44.95800","3.74671","0.00233"
"44.96400","3.74725","0.00236"
"44.97000","3.74773","0.00245"
"44.97600","3.74821","0.00260"
"44.98200","3.74868","0.00275"
"44.98800","3.74916","0.00283"
"44.99400","3.74970","0.00278"
"45.00000","3.75018","0.00260"
"45.00600","3.75066","0.00263"
"45.01200","3.75120","0.00271"
"45.01800","3.75167","0.00272"
"45.02400","3.75221","0.00272"
"45.03000","3.75269","0.00271"
"45.03600","3.75317","0.00268"
"45.04200","3.75371","0.00263"
"45.04800","3.75418","0.00255"
"45.05400","3.75472","0.00252"
"45.06000","3.75520","0.00243"
"45.06600","3.75574","0.00237"
"45.07200","3.75622","0.00242"
"45.07800","3.75676","0.00241"
"45.08400","3.75723","0.00235"
"45.09000","3.75771","0.00239"
"45.09600","3.75825","0.00235"
"45.10200","3.75873","0.00234"
"45.10800","3.75921","0.00236"
"45.11400","3.75969","0.00230"
"45.12000","3.76022","0.00227"
"45.12600","3.76070","0.00231"
"45.13200","3.76118","0.00235"
"45.13800","3.76166","0.00247"
"45.14400","3.76214","0.00254"
"45.15000","3.76268","0.00251"
"45.15600","3.76315","0.00251"
"45.16200","3.76363","0.00245"
"45.16800","3.76411","0.00239"
"45.17400","3.76465","0.00241"
"45.18000","3.76513","0.00239"
"45.18600","3.76560","0.00231"
"45.19200","3.76614","0.00234"
"45.19800","3.76662","0.00239"
"45.20400","3.76716","0.00239"
"45.21000","3.76764","0.00238"
"45.21600","3.76818","0.00226"
"45.22200","3.76865","0.00219"
"45.22800","3.76919","0.00209"
"45.23400","3.76967","0.00204"
"45.24000","3.77021","0.00211"
"45.24600","3.77069","0.00207"
"45.25200","3.77116","0.00198"
"45.25800","3.77170","0.00198"
"45.26400","3.77218","0.00189"
"45.27000","3.77266","0.00188"
"45.27600","3.77314","0.00190"
"45.28200","3.77362","0.00190"
"45.28800","3.77415","0.00201"
"45.29400","3.77463","0.00215"
"45.30000","3.77511","0.00225"
"45.30600","3.77565","0.00231"
"45.31200","3.77613","0.00230"
"45.31800","3.77661","0.00228"
"45.32400","3.77714","0.00234"
"45.33000","3.77762","0.00238"
"45.33600","3.77810","0.00249"
"45.34200","3.77864","0.00256"
"45.34800","3.77912","0.00247"
"45.35400","3.77965","0.00241"
"45.36000","3.78019","0.00241"
"45.36600","3.78067","0.00231"
"45.37200","3.78121","0.00228"
"45.37800","3.78169","0.00226"
"45.38400","3.78217","0.00224"
"45.39000","3.78270","0.00230"
"45.39600","3.78318","0.00228"
"45.40200","3.78366","0.00231"
"45.40800","3.78420","0.00242"
"45.41400","3.78468","0.00246"
"45.42000","3.78516","0.00241"
"45.42600","3.78569","0.00239"
"45.43200","3.78617","0.00245"
"45.43800","3.78671","0.00255"
"45.44400","3.78719","0.00255"
"45.45000","3.78767","0.00244"
"45.45600","3.78821","0.00241"
"45.46200","3.78868","0.00233"
"45.46800","3.78916","0.00234"
"45.47400","3.78970","0.00257"
"45.48000","3.79018","0.00282"
"45.48600","3.79066","0.00304"
"45.49200","3.79119","0.00315"
"45.49800","3.79167","0.00314"
"45.50400","3.79221","0.00301"
"45.51000","3.79275","0.00282"
"45.51600","3.79323","0.00263"
"45.52200","3.79377","0.00248"
"45.52800","3.79424","0.00234"
"45.53400","3.79472","0.00227"
"45.54000","3.79526","0.00248"
"45.54600","3.79574","0.00257"
"45.55200","3.79622","0.00264"
"45.55800","3.79669","0.00275"
"45.56400","3.79717","0.00277"
"45.57000","3.79771","0.00287"
"45.57600","3.79819","0.00284"
"45.58200","3.79873","0.00264"
"45.58800","3.79921","0.00254"
"45.59400","3.79968","0.00248"
"45.60000","3.80022","0.00240"
"45.60600","3.80070","0.00240"
"45.61200","3.80118","0.00242"
"45.61800","3.80172","0.00241"
"45.62400","3.80220","0.00251"
"45.63000","3.80267","0.00253"
"45.63600","3.80315","0.00258"
"45.64200","3.80369","0.00270"
"45.64800","3.80417","0.00264"
"45.65400","3.80471","0.00266"
"45.66000","3.80519","0.00261"
"45.66600","3.80572","0.00248"
"45.67200","3.80620","0.00242"
"45.67800","3.80674","0.00235"
"45.68400","3.80722","0.00225"
"45.69000","3.80770","0.00219"
"45.69600","3.80817","0.00210"
"45.70200","3.80865","0.00209"
"45.70800","3.80913","0.00223"
"45.71400","3.80967","0.00237"
"45.72000","3.81015","0.00253"
"45.72600","3.81063","0.00268"
"45.73200","3.81116","0.00265"
"45.73800","3.81164","0.00263"
"45.74400","3.81212","0.00266"
"45.75000","3.81266","0.00260"
"45.75600","3.81314","0.00260"
"45.76200","3.81362","0.00254"
"45.76800","3.81415","0.00252"
"45.77400","3.81463","0.00253"
"45.78000","3.81517","0.00246"
"45.78600","3.81565","0.00243"
"45.79200","3.81619","0.00252"
"45.79800","3.81666","0.00254"
"45.80400","3.81720","0.00256"
"45.81000","3.81768","0.00252"
"45.81600","3.81816","0.00244"
"45.82200","3.81870","0.00251"
"45.82800","3.81918","0.00254"
"45.83400","3.81965","0.00255"
"45.84000","3.82019","0.00270"
"45.84600","3.82067","0.00275"
"45.85200","3.82115","0.00273"
"45.85800","3.82163","0.00280"
"45.86400","3.82217","0.00278"
"45.87000","3.82264","0.00280"
"45.87600","3.82312","0.00287"
"45.88200","3.82366","0.00281"
"45.88800","3.82414","0.00274"
"45.89400","3.82462","0.00255"
"45.90000","3.82515","0.00228"
"45.90600","3.82563","0.00216"
"45.91200","3.82617","0.00213"
"45.91800","3.82665","0.00205"
