End date,"12/23/2016"
Specimen label,"21AT_UNK"
Maximum Load,"0.00834",N

Time,Extension,Load
(s),(mm),(N)
"16.06200","1.33857","-0.00005"
"16.06800","1.33911","0.00014"
"16.07400","1.33964","0.00020"
"16.08000","1.34012","0.00016"
"16.08600","1.34060","0.00011"
"16.09200","1.34114","0.00000"
"16.09800","1.34162","0.00000"
"16.10400","1.34216","0.00012"
"16.11000","1.34263","0.00012"
"16.11600","1.34311","0.00019"
"16.12200","1.34365","0.00026"
"16.12800","1.34413","0.00030"
"16.13400","1.34467","0.00037"
"16.14000","1.34514","0.00037"
"16.14600","1.34562","0.00028"
"16.15200","1.34610","0.00024"
"16.15800","1.34664","0.00024"
"16.16400","1.34712","0.00033"
"16.17000","1.34760","0.00045"
"16.17600","1.34807","0.00040"
"16.18200","1.34861","0.00035"
"16.18800","1.34909","0.00028"
"16.19400","1.34963","0.00025"
"16.20000","1.35011","0.00039"
"16.20600","1.35065","0.00056"
"16.21200","1.35112","0.00061"
"16.21800","1.35166","0.00065"
"16.22400","1.35214","0.00058"
"16.23000","1.35268","0.00050"
"16.23600","1.35316","0.00059"
"16.24200","1.35363","0.00062"
"16.24800","1.35417","0.00063"
"16.25400","1.35465","0.00060"
"16.26000","1.35519","0.00045"
"16.26600","1.35567","0.00038"
"16.27200","1.35621","0.00033"
"16.27800","1.35668","0.00031"
"16.28400","1.35716","0.00029"
"16.29000","1.35764","0.00025"
"16.29600","1.35818","0.00020"
"16.30200","1.35866","0.00023"
"16.30800","1.35914","0.00020"
"16.31400","1.35961","0.00020"
"16.32000","1.36015","0.00024"
"16.32600","1.36063","0.00022"
"16.33200","1.36111","0.00021"
"16.33800","1.36159","0.00021"
"16.34400","1.36213","0.00026"
"16.35000","1.36266","0.00036"
"16.35600","1.36314","0.00041"
"16.36200","1.36368","0.00041"
"16.36800","1.36416","0.00043"
"16.37400","1.36470","0.00042"
"16.38000","1.36517","0.00035"
"16.38600","1.36571","0.00045"
"16.39200","1.36619","0.00049"
"16.39800","1.36667","0.00045"
"16.40400","1.36715","0.00042"
"16.41000","1.36769","0.00041"
"16.41600","1.36816","0.00046"
"16.42200","1.36864","0.00054"
"16.42800","1.36918","0.00052"
"16.43400","1.36966","0.00054"
"16.44000","1.37014","0.00050"
"16.44600","1.37062","0.00043"
"16.45200","1.37109","0.00052"
"16.45800","1.37157","0.00057"
"16.46400","1.37211","0.00058"
"16.47000","1.37259","0.00057"
"16.47600","1.37307","0.00041"
"16.48200","1.37354","0.00033"
"16.48800","1.37408","0.00028"
"16.49400","1.37456","0.00031"
"16.50000","1.37510","0.00034"
"16.50600","1.37558","0.00034"
"16.51200","1.37612","0.00030"
"16.51800","1.37659","0.00031"
"16.52400","1.37713","0.00027"
"16.53000","1.37761","0.00033"
"16.53600","1.37809","0.00046"
"16.54200","1.37863","0.00043"
"16.54800","1.37911","0.00034"
"16.55400","1.37958","0.00024"
"16.56000","1.38012","0.00017"
"16.56600","1.38060","0.00029"
"16.57200","1.38108","0.00035"
"16.57800","1.38156","0.00031"
"16.58400","1.38209","0.00030"
"16.59000","1.38257","0.00021"
"16.59600","1.38305","0.00019"
"16.60200","1.38359","0.00028"
"16.60800","1.38407","0.00033"
"16.61400","1.38455","0.00037"
"16.62000","1.38508","0.00043"
"16.62600","1.38556","0.00042"
"16.63200","1.38610","0.00046"
"16.63800","1.38664","0.00046"
"16.64400","1.38712","0.00044"
"16.65000","1.38766","0.00044"
"16.65600","1.38813","0.00038"
"16.66200","1.38867","0.00028"
"16.66800","1.38915","0.00033"
"16.67400","1.38969","0.00047"
"16.68000","1.39017","0.00044"
"16.68600","1.39064","0.00045"
"16.69200","1.39118","0.00039"
"16.69800","1.39166","0.00039"
"16.70400","1.39214","0.00051"
"16.71000","1.39262","0.00059"
"16.71600","1.39310","0.00059"
"16.72200","1.39363","0.00046"
"16.72800","1.39411","0.00036"
"16.73400","1.39459","0.00030"
"16.74000","1.39507","0.00029"
"16.74600","1.39561","0.00035"
"16.75200","1.39609","0.00051"
"16.75800","1.39656","0.00056"
"16.76400","1.39710","0.00059"
"16.77000","1.39758","0.00050"
"16.77600","1.39812","0.00036"
"16.78200","1.39866","0.00033"
"16.78800","1.39913","0.00028"
"16.79400","1.39967","0.00022"
"16.80000","1.40015","0.00013"
"16.80600","1.40069","0.00003"
"16.81200","1.40117","-0.00001"
"16.81800","1.40165","0.00005"
"16.82400","1.40218","0.00007"
"16.83000","1.40266","0.00003"
"16.83600","1.40314","-0.00001"
"16.84200","1.40368","-0.00005"
"16.84800","1.40416","0.00007"
"16.85400","1.40464","0.00032"
"16.86000","1.40511","0.00046"
"16.86600","1.40559","0.00056"
"16.87200","1.40613","0.00056"
"16.87800","1.40661","0.00042"
"16.88400","1.40709","0.00037"
"16.89000","1.40757","0.00032"
"16.89600","1.40810","0.00023"
"16.90200","1.40858","0.00013"
"16.90800","1.40912","0.00002"
"16.91400","1.40960","0.00001"
"16.92000","1.41008","0.00009"
"16.92600","1.41061","0.00015"
"16.93200","1.41109","0.00019"
"16.93800","1.41163","0.00022"
"16.94400","1.41211","0.00019"
"16.95000","1.41259","0.00022"
"16.95600","1.41313","0.00030"
"16.96200","1.41360","0.00045"
"16.96800","1.41408","0.00059"
"16.97400","1.41462","0.00059"
"16.98000","1.41510","0.00053"
"16.98600","1.41558","0.00050"
"16.99200","1.41606","0.00047"
"16.99800","1.41659","0.00051"
"17.00400","1.41707","0.00055"
"17.01000","1.41755","0.00057"
"17.01600","1.41809","0.00055"
"17.02200","1.41857","0.00050"
"17.02800","1.41904","0.00048"
"17.03400","1.41952","0.00057"
"17.04000","1.42006","0.00049"
"17.04600","1.42054","0.00031"
"17.05200","1.42102","0.00027"
"17.05800","1.42156","0.00027"
"17.06400","1.42203","0.00028"
"17.07000","1.42257","0.00024"
"17.07600","1.42305","0.00019"
"17.08200","1.42359","0.00014"
"17.08800","1.42413","0.00009"
"17.09400","1.42461","0.00002"
"17.10000","1.42508","0.00009"
"17.10600","1.42562","0.00012"
"17.11200","1.42610","0.00016"
"17.11800","1.42658","0.00022"
"17.12400","1.42712","0.00022"
"17.13000","1.42759","0.00019"
"17.13600","1.42807","0.00017"
"17.14200","1.42861","0.00019"
"17.14800","1.42909","0.00026"
"17.15400","1.42963","0.00022"
"17.16000","1.43011","0.00014"
"17.16600","1.43058","0.00024"
"17.17200","1.43112","0.00029"
"17.17800","1.43160","0.00032"
"17.18400","1.43214","0.00037"
"17.19000","1.43262","0.00035"
"17.19600","1.43310","0.00033"
"17.20200","1.43363","0.00037"
"17.20800","1.43411","0.00042"
"17.21400","1.43465","0.00040"
"17.22000","1.43513","0.00039"
"17.22600","1.43567","0.00043"
"17.23200","1.43614","0.00051"
"17.23800","1.43668","0.00056"
"17.24400","1.43716","0.00055"
"17.25000","1.43764","0.00058"
"17.25600","1.43818","0.00051"
"17.26200","1.43866","0.00031"
"17.26800","1.43913","0.00026"
"17.27400","1.43961","0.00021"
"17.28000","1.44009","0.00013"
"17.28600","1.44063","0.00008"
"17.29200","1.44111","-0.00003"
"17.29800","1.44159","-0.00004"
"17.30400","1.44212","0.00004"
"17.31000","1.44260","0.00004"
"17.31600","1.44308","0.00011"
"17.32200","1.44362","0.00018"
"17.32800","1.44410","0.00013"
"17.33400","1.44457","0.00019"
"17.34000","1.44511","0.00024"
"17.34600","1.44559","0.00037"
"17.35200","1.44613","0.00050"
"17.35800","1.44661","0.00044"
"17.36400","1.44715","0.00036"
"17.37000","1.44762","0.00039"
"17.37600","1.44816","0.00034"
"17.38200","1.44864","0.00027"
"17.38800","1.44912","0.00016"
"17.39400","1.44966","0.00008"
"17.40000","1.45014","0.00006"
"17.40600","1.45061","0.00007"
"17.41200","1.45115","-0.00002"
"17.41800","1.45163","0.00002"
"17.42400","1.45211","0.00013"
"17.43000","1.45259","0.00029"
"17.43600","1.45312","0.00043"
"17.44200","1.45360","0.00046"
"17.44800","1.45408","0.00049"
"17.45400","1.45462","0.00059"
"17.46000","1.45510","0.00057"
"17.46600","1.45558","0.00053"
"17.47200","1.45611","0.00047"
"17.47800","1.45659","0.00032"
"17.48400","1.45707","0.00030"
"17.49000","1.45761","0.00021"
"17.49600","1.45809","0.00020"
"17.50200","1.45863","0.00037"
"17.50800","1.45910","0.00043"
"17.51400","1.45964","0.00046"
"17.52000","1.46012","0.00045"
"17.52600","1.46060","0.00040"
"17.53200","1.46114","0.00041"
"17.53800","1.46161","0.00041"
"17.54400","1.46209","0.00033"
"17.55000","1.46257","0.00028"
"17.55600","1.46311","0.00016"
"17.56200","1.46359","0.00017"
"17.56800","1.46407","0.00037"
"17.57400","1.46454","0.00046"
"17.58000","1.46502","0.00053"
"17.58600","1.46556","0.00058"
"17.59200","1.46604","0.00055"
"17.59800","1.46652","0.00056"
"17.60400","1.46706","0.00067"
"17.61000","1.46753","0.00069"
"17.61600","1.46801","0.00074"
"17.62200","1.46855","0.00066"
"17.62800","1.46909","0.00051"
"17.63400","1.46957","0.00047"
"17.64000","1.47011","0.00039"
"17.64600","1.47058","0.00025"
"17.65200","1.47112","0.00026"
"17.65800","1.47160","0.00022"
"17.66400","1.47214","0.00022"
"17.67000","1.47262","0.00028"
"17.67600","1.47315","0.00028"
"17.68200","1.47363","0.00023"
"17.68800","1.47411","0.00020"
"17.69400","1.47465","0.00023"
"17.70000","1.47513","0.00031"
"17.70600","1.47561","0.00040"
"17.71200","1.47614","0.00046"
"17.71800","1.47662","0.00052"
"17.72400","1.47710","0.00054"
"17.73000","1.47764","0.00062"
"17.73600","1.47812","0.00074"
"17.74200","1.47860","0.00074"
"17.74800","1.47913","0.00072"
"17.75400","1.47961","0.00068"
"17.76000","1.48015","0.00057"
"17.76600","1.48063","0.00056"
"17.77200","1.48111","0.00058"
"17.77800","1.48164","0.00053"
"17.78400","1.48212","0.00062"
"17.79000","1.48266","0.00059"
"17.79600","1.48314","0.00039"
"17.80200","1.48368","0.00023"
"17.80800","1.48416","0.00009"
"17.81400","1.48463","0.00010"
"17.82000","1.48517","0.00014"
"17.82600","1.48565","0.00012"
"17.83200","1.48613","0.00019"
"17.83800","1.48667","0.00019"
"17.84400","1.48715","0.00016"
"17.85000","1.48762","0.00018"
"17.85600","1.48816","0.00019"
"17.86200","1.48864","0.00021"
"17.86800","1.48912","0.00027"
"17.87400","1.48966","0.00024"
"17.88000","1.49013","0.00021"
"17.88600","1.49061","0.00032"
"17.89200","1.49115","0.00036"
"17.89800","1.49163","0.00040"
"17.90400","1.49211","0.00044"
"17.91000","1.49265","0.00044"
"17.91600","1.49312","0.00037"
"17.92200","1.49366","0.00028"
"17.92800","1.49414","0.00016"
"17.93400","1.49468","0.00021"
"17.94000","1.49516","0.00019"
"17.94600","1.49569","0.00010"
"17.95200","1.49617","0.00015"
"17.95800","1.49665","0.00021"
"17.96400","1.49719","0.00030"
"17.97000","1.49767","0.00046"
"17.97600","1.49815","0.00046"
"17.98200","1.49862","0.00042"
"17.98800","1.49916","0.00039"
"17.99400","1.49964","0.00034"
"18.00000","1.50012","0.00031"
"18.00600","1.50066","0.00022"
"18.01200","1.50114","0.00013"
"18.01800","1.50161","0.00018"
"18.02400","1.50209","0.00023"
"18.03000","1.50263","0.00025"
"18.03600","1.50311","0.00032"
"18.04200","1.50359","0.00025"
"18.04800","1.50413","0.00003"
"18.05400","1.50460","-0.00004"
"18.06000","1.50514","-0.00004"
"18.06600","1.50562","0.00010"
"18.07200","1.50616","0.00023"
"18.07800","1.50664","0.00030"
"18.08400","1.50711","0.00034"
"18.09000","1.50765","0.00035"
"18.09600","1.50813","0.00037"
"18.10200","1.50861","0.00050"
"18.10800","1.50915","0.00056"
"18.11400","1.50963","0.00058"
"18.12000","1.51010","0.00055"
"18.12600","1.51064","0.00049"
"18.13200","1.51112","0.00041"
"18.13800","1.51160","0.00036"
"18.14400","1.51214","0.00026"
"18.15000","1.51262","0.00021"
"18.15600","1.51309","0.00016"
"18.16200","1.51363","0.00013"
"18.16800","1.51411","0.00030"
"18.17400","1.51459","0.00039"
"18.18000","1.51513","0.00037"
"18.18600","1.51560","0.00033"
"18.19200","1.51614","0.00020"
"18.19800","1.51662","0.00013"
"18.20400","1.51710","0.00017"
"18.21000","1.51764","0.00021"
"18.21600","1.51812","0.00034"
"18.22200","1.51865","0.00039"
"18.22800","1.51913","0.00032"
"18.23400","1.51967","0.00035"
"18.24000","1.52015","0.00038"
"18.24600","1.52063","0.00037"
"18.25200","1.52117","0.00040"
"18.25800","1.52164","0.00036"
"18.26400","1.52212","0.00026"
"18.27000","1.52266","0.00020"
"18.27600","1.52314","0.00017"
"18.28200","1.52368","0.00026"
"18.28800","1.52415","0.00038"
"18.29400","1.52469","0.00040"
"18.30000","1.52517","0.00045"
"18.30600","1.52565","0.00044"
"18.31200","1.52619","0.00048"
"18.31800","1.52667","0.00062"
"18.32400","1.52720","0.00071"
"18.33000","1.52768","0.00072"
"18.33600","1.52816","0.00062"
"18.34200","1.52864","0.00044"
"18.34800","1.52918","0.00037"
"18.35400","1.52966","0.00032"
"18.36000","1.53013","0.00020"
"18.36600","1.53067","0.00024"
"18.37200","1.53115","0.00032"
"18.37800","1.53169","0.00022"
"18.38400","1.53217","0.00021"
"18.39000","1.53264","0.00029"
"18.39600","1.53318","0.00034"
"18.40200","1.53366","0.00037"
"18.40800","1.53414","0.00037"
"18.41400","1.53462","0.00037"
"18.42000","1.53516","0.00037"
"18.42600","1.53563","0.00037"
"18.43200","1.53617","0.00048"
"18.43800","1.53665","0.00056"
"18.44400","1.53713","0.00057"
"18.45000","1.53767","0.00060"
"18.45600","1.53815","0.00065"
"18.46200","1.53862","0.00067"
"18.46800","1.53916","0.00072"
"18.47400","1.53964","0.00064"
"18.48000","1.54012","0.00046"
"18.48600","1.54060","0.00037"
"18.49200","1.54114","0.00033"
"18.49800","1.54161","0.00032"
"18.50400","1.54215","0.00041"
"18.51000","1.54263","0.00039"
"18.51600","1.54317","0.00035"
"18.52200","1.54365","0.00028"
"18.52800","1.54412","0.00018"
"18.53400","1.54466","0.00028"
"18.54000","1.54514","0.00030"
"18.54600","1.54562","0.00027"
"18.55200","1.54616","0.00025"
"18.55800","1.54664","0.00021"
"18.56400","1.54717","0.00021"
"18.57000","1.54765","0.00029"
"18.57600","1.54813","0.00040"
"18.58200","1.54867","0.00053"
"18.58800","1.54915","0.00056"
"18.59400","1.54963","0.00048"
"18.60000","1.55016","0.00044"
"18.60600","1.55064","0.00044"
"18.61200","1.55112","0.00041"
"18.61800","1.55160","0.00034"
"18.62400","1.55214","0.00029"
"18.63000","1.55261","0.00031"
"18.63600","1.55309","0.00035"
"18.64200","1.55363","0.00037"
"18.64800","1.55411","0.00040"
"18.65400","1.55459","0.00043"
"18.66000","1.55513","0.00040"
"18.66600","1.55560","0.00036"
"18.67200","1.55614","0.00034"
"18.67800","1.55662","0.00026"
"18.68400","1.55716","0.00039"
"18.69000","1.55764","0.00044"
"18.69600","1.55812","0.00034"
"18.70200","1.55865","0.00034"
"18.70800","1.55913","0.00038"
"18.71400","1.55961","0.00036"
"18.72000","1.56015","0.00038"
"18.72600","1.56063","0.00026"
"18.73200","1.56110","0.00022"
"18.73800","1.56164","0.00026"
"18.74400","1.56212","0.00034"
"18.75000","1.56260","0.00045"
"18.75600","1.56314","0.00045"
"18.76200","1.56362","0.00035"
"18.76800","1.56409","0.00043"
"18.77400","1.56463","0.00042"
"18.78000","1.56517","0.00042"
"18.78600","1.56565","0.00050"
"18.79200","1.56613","0.00051"
"18.79800","1.56667","0.00043"
"18.80400","1.56720","0.00035"
"18.81000","1.56768","0.00028"
"18.81600","1.56816","0.00033"
"18.82200","1.56870","0.00037"
"18.82800","1.56918","0.00039"
"18.83400","1.56971","0.00047"
"18.84000","1.57019","0.00048"
"18.84600","1.57067","0.00046"
"18.85200","1.57115","0.00053"
"18.85800","1.57169","0.00055"
"18.86400","1.57217","0.00067"
"18.87000","1.57264","0.00075"
"18.87600","1.57312","0.00071"
"18.88200","1.57360","0.00065"
"18.88800","1.57414","0.00060"
"18.89400","1.57462","0.00054"
"18.90000","1.57510","0.00052"
"18.90600","1.57563","0.00047"
"18.91200","1.57611","0.00047"
"18.91800","1.57665","0.00046"
"18.92400","1.57713","0.00048"
"18.93000","1.57767","0.00052"
"18.93600","1.57814","0.00044"
"18.94200","1.57862","0.00032"
"18.94800","1.57916","0.00031"
"18.95400","1.57964","0.00031"
"18.96000","1.58018","0.00031"
"18.96600","1.58066","0.00036"
"18.97200","1.58113","0.00032"
"18.97800","1.58167","0.00016"
"18.98400","1.58215","0.00004"
"18.99000","1.58263","-0.00010"
"18.99600","1.58311","-0.00019"
"19.00200","1.58365","-0.00016"
"19.00800","1.58412","-0.00004"
"19.01400","1.58460","0.00008"
"19.02000","1.58508","0.00019"
"19.02600","1.58562","0.00029"
"19.03200","1.58610","0.00047"
"19.03800","1.58657","0.00064"
"19.04400","1.58705","0.00068"
"19.05000","1.58759","0.00071"
"19.05600","1.58807","0.00071"
"19.06200","1.58861","0.00068"
"19.06800","1.58909","0.00075"
"19.07400","1.58962","0.00071"
"19.08000","1.59010","0.00057"
"19.08600","1.59064","0.00035"
"19.09200","1.59112","0.00014"
"19.09800","1.59166","0.00012"
"19.10400","1.59214","0.00020"
"19.11000","1.59261","0.00014"
"19.11600","1.59315","0.00002"
"19.12200","1.59363","-0.00007"
"19.12800","1.59411","-0.00010"
"19.13400","1.59459","-0.00006"
"19.14000","1.59513","-0.00007"
"19.14600","1.59560","-0.00009"
"19.15200","1.59608","-0.00014"
"19.15800","1.59656","-0.00024"
"19.16400","1.59710","-0.00026"
"19.17000","1.59758","-0.00013"
"19.17600","1.59805","-0.00003"
"19.18200","1.59853","0.00008"
"19.18800","1.59907","0.00020"
"19.19400","1.59955","0.00022"
"19.20000","1.60003","0.00031"
"19.20600","1.60057","0.00042"
"19.21200","1.60104","0.00052"
"19.21800","1.60158","0.00068"
"19.22400","1.60212","0.00074"
"19.23000","1.60260","0.00073"
"19.23600","1.60314","0.00065"
"19.24200","1.60362","0.00049"
"19.24800","1.60415","0.00051"
"19.25400","1.60463","0.00061"
"19.26000","1.60511","0.00057"
"19.26600","1.60559","0.00059"
"19.27200","1.60613","0.00063"
"19.27800","1.60660","0.00067"
"19.28400","1.60708","0.00081"
"19.29000","1.60756","0.00079"
"19.29600","1.60810","0.00063"
"19.30200","1.60858","0.00057"
"19.30800","1.60912","0.00045"
"19.31400","1.60959","0.00037"
"19.32000","1.61013","0.00037"
"19.32600","1.61061","0.00034"
"19.33200","1.61115","0.00028"
"19.33800","1.61163","0.00018"
"19.34400","1.61216","-0.00003"
"19.35000","1.61264","0.00000"
"19.35600","1.61318","0.00013"
"19.36200","1.61366","0.00015"
"19.36800","1.61420","0.00011"
"19.37400","1.61474","0.00010"
"19.38000","1.61521","0.00003"
"19.38600","1.61575","0.00005"
"19.39200","1.61623","0.00013"
"19.39800","1.61671","0.00031"
"19.40400","1.61719","0.00056"
"19.41000","1.61767","0.00076"
"19.41600","1.61814","0.00092"
"19.42200","1.61868","0.00095"
"19.42800","1.61916","0.00085"
"19.43400","1.61964","0.00078"
"19.44000","1.62018","0.00056"
"19.44600","1.62066","0.00033"
"19.45200","1.62119","0.00020"
"19.45800","1.62167","0.00017"
"19.46400","1.62215","0.00026"
"19.47000","1.62269","0.00036"
"19.47600","1.62317","0.00035"
"19.48200","1.62364","0.00027"
"19.48800","1.62418","0.00030"
"19.49400","1.62466","0.00028"
"19.50000","1.62520","0.00038"
"19.50600","1.62568","0.00040"
"19.51200","1.62616","0.00031"
"19.51800","1.62669","0.00033"
"19.52400","1.62717","0.00033"
"19.53000","1.62765","0.00030"
"19.53600","1.62813","0.00028"
"19.54200","1.62861","0.00030"
"19.54800","1.62915","0.00036"
"19.55400","1.62962","0.00037"
"19.56000","1.63010","0.00031"
"19.56600","1.63058","0.00038"
"19.57200","1.63112","0.00045"
"19.57800","1.63160","0.00047"
"19.58400","1.63207","0.00067"
"19.59000","1.63261","0.00080"
"19.59600","1.63309","0.00074"
"19.60200","1.63363","0.00063"
"19.60800","1.63411","0.00043"
"19.61400","1.63459","0.00030"
"19.62000","1.63506","0.00019"
"19.62600","1.63560","0.00011"
"19.63200","1.63608","0.00012"
"19.63800","1.63656","0.00020"
"19.64400","1.63710","0.00023"
"19.65000","1.63758","0.00023"
"19.65600","1.63811","0.00022"
"19.66200","1.63859","0.00027"
"19.66800","1.63907","0.00035"
"19.67400","1.63961","0.00029"
"19.68000","1.64009","0.00025"
"19.68600","1.64057","0.00034"
"19.69200","1.64110","0.00043"
"19.69800","1.64158","0.00044"
"19.70400","1.64206","0.00051"
"19.71000","1.64260","0.00044"
"19.71600","1.64308","0.00040"
"19.72200","1.64361","0.00043"
"19.72800","1.64409","0.00038"
"19.73400","1.64457","0.00031"
"19.74000","1.64511","0.00025"
"19.74600","1.64559","0.00019"
"19.75200","1.64607","0.00025"
"19.75800","1.64660","0.00033"
"19.76400","1.64708","0.00042"
"19.77000","1.64762","0.00060"
"19.77600","1.64810","0.00070"
"19.78200","1.64858","0.00072"
"19.78800","1.64911","0.00070"
"19.79400","1.64959","0.00061"
"19.80000","1.65013","0.00056"
"19.80600","1.65061","0.00055"
"19.81200","1.65109","0.00041"
"19.81800","1.65163","0.00031"
"19.82400","1.65210","0.00026"
"19.83000","1.65258","0.00028"
"19.83600","1.65312","0.00032"
"19.84200","1.65360","0.00029"
"19.84800","1.65408","0.00032"
"19.85400","1.65462","0.00039"
"19.86000","1.65509","0.00036"
"19.86600","1.65563","0.00036"
"19.87200","1.65611","0.00035"
"19.87800","1.65665","0.00031"
"19.88400","1.65713","0.00045"
"19.89000","1.65766","0.00060"
"19.89600","1.65814","0.00062"
"19.90200","1.65862","0.00067"
"19.90800","1.65916","0.00064"
"19.91400","1.65964","0.00067"
"19.92000","1.66012","0.00066"
"19.92600","1.66065","0.00063"
"19.93200","1.66113","0.00064"
"19.93800","1.66161","0.00055"
"19.94400","1.66215","0.00040"
"19.95000","1.66263","0.00035"
"19.95600","1.66311","0.00032"
"19.96200","1.66364","0.00039"
"19.96800","1.66412","0.00050"
"19.97400","1.66460","0.00056"
"19.98000","1.66514","0.00057"
"19.98600","1.66562","0.00059"
"19.99200","1.66610","0.00057"
"19.99800","1.66663","0.00054"
"20.00400","1.66717","0.00054"
"20.01000","1.66765","0.00051"
"20.01600","1.66819","0.00053"
"20.02200","1.66867","0.00047"
"20.02800","1.66920","0.00038"
"20.03400","1.66968","0.00044"
"20.04000","1.67016","0.00047"
"20.04600","1.67070","0.00043"
"20.05200","1.67118","0.00045"
"20.05800","1.67166","0.00040"
"20.06400","1.67219","0.00045"
"20.07000","1.67267","0.00057"
"20.07600","1.67315","0.00065"
"20.08200","1.67363","0.00079"
"20.08800","1.67417","0.00089"
"20.09400","1.67464","0.00097"
"20.10000","1.67512","0.00106"
"20.10600","1.67566","0.00106"
"20.11200","1.67614","0.00098"
"20.11800","1.67662","0.00086"
"20.12400","1.67716","0.00074"
"20.13000","1.67763","0.00069"
"20.13600","1.67811","0.00064"
"20.14200","1.67865","0.00052"
"20.14800","1.67913","0.00053"
"20.15400","1.67961","0.00060"
"20.16000","1.68015","0.00051"
"20.16600","1.68062","0.00047"
"20.17200","1.68110","0.00046"
"20.17800","1.68164","0.00044"
"20.18400","1.68212","0.00047"
"20.19000","1.68260","0.00049"
"20.19600","1.68314","0.00048"
"20.20200","1.68361","0.00060"
"20.20800","1.68409","0.00068"
"20.21400","1.68457","0.00073"
"20.22000","1.68511","0.00081"
"20.22600","1.68559","0.00085"
"20.23200","1.68612","0.00082"
"20.23800","1.68660","0.00070"
"20.24400","1.68708","0.00058"
"20.25000","1.68762","0.00048"
"20.25600","1.68810","0.00039"
"20.26200","1.68858","0.00029"
"20.26800","1.68911","0.00036"
"20.27400","1.68959","0.00041"
"20.28000","1.69007","0.00039"
"20.28600","1.69061","0.00044"
"20.29200","1.69109","0.00042"
"20.29800","1.69163","0.00045"
"20.30400","1.69210","0.00046"
"20.31000","1.69264","0.00040"
"20.31600","1.69312","0.00048"
"20.32200","1.69360","0.00065"
"20.32800","1.69414","0.00068"
"20.33400","1.69461","0.00066"
"20.34000","1.69515","0.00060"
"20.34600","1.69563","0.00051"
"20.35200","1.69611","0.00049"
"20.35800","1.69665","0.00048"
"20.36400","1.69713","0.00062"
"20.37000","1.69766","0.00077"
"20.37600","1.69814","0.00073"
"20.38200","1.69868","0.00069"
"20.38800","1.69916","0.00063"
"20.39400","1.69964","0.00059"
"20.40000","1.70018","0.00063"
"20.40600","1.70065","0.00071"
"20.41200","1.70119","0.00077"
"20.41800","1.70167","0.00089"
"20.42400","1.70215","0.00095"
"20.43000","1.70263","0.00102"
"20.43600","1.70316","0.00102"
"20.44200","1.70364","0.00085"
"20.44800","1.70412","0.00075"
"20.45400","1.70466","0.00069"
"20.46000","1.70514","0.00049"
"20.46600","1.70562","0.00041"
"20.47200","1.70615","0.00036"
"20.47800","1.70663","0.00030"
"20.48400","1.70711","0.00047"
"20.49000","1.70765","0.00062"
"20.49600","1.70813","0.00070"
"20.50200","1.70867","0.00078"
"20.50800","1.70914","0.00080"
"20.51400","1.70968","0.00079"
"20.52000","1.71016","0.00076"
"20.52600","1.71070","0.00074"
"20.53200","1.71118","0.00078"
"20.53800","1.71165","0.00080"
"20.54400","1.71213","0.00069"
"20.55000","1.71267","0.00063"
"20.55600","1.71315","0.00057"
"20.56200","1.71363","0.00050"
"20.56800","1.71417","0.00043"
"20.57400","1.71464","0.00035"
"20.58000","1.71512","0.00034"
"20.58600","1.71566","0.00044"
"20.59200","1.71614","0.00044"
"20.59800","1.71662","0.00038"
"20.60400","1.71716","0.00043"
"20.61000","1.71763","0.00037"
"20.61600","1.71811","0.00038"
"20.62200","1.71865","0.00042"
"20.62800","1.71913","0.00042"
"20.63400","1.71961","0.00048"
"20.64000","1.72014","0.00052"
"20.64600","1.72062","0.00049"
"20.65200","1.72116","0.00038"
"20.65800","1.72164","0.00034"
"20.66400","1.72218","0.00035"
"20.67000","1.72266","0.00046"
"20.67600","1.72319","0.00046"
"20.68200","1.72367","0.00050"
"20.68800","1.72415","0.00049"
"20.69400","1.72463","0.00038"
"20.70000","1.72517","0.00036"
"20.70600","1.72565","0.00044"
"20.71200","1.72612","0.00052"
"20.71800","1.72660","0.00054"
"20.72400","1.72708","0.00046"
"20.73000","1.72762","0.00028"
"20.73600","1.72810","0.00012"
"20.74200","1.72858","-0.00001"
"20.74800","1.72911","0.00007"
"20.75400","1.72959","0.00032"
"20.76000","1.73007","0.00043"
"20.76600","1.73055","0.00045"
"20.77200","1.73109","0.00051"
"20.77800","1.73156","0.00049"
"20.78400","1.73204","0.00050"
"20.79000","1.73258","0.00057"
"20.79600","1.73306","0.00066"
"20.80200","1.73360","0.00072"
"20.80800","1.73408","0.00070"
"20.81400","1.73461","0.00069"
"20.82000","1.73509","0.00077"
"20.82600","1.73563","0.00081"
"20.83200","1.73611","0.00084"
"20.83800","1.73665","0.00077"
"20.84400","1.73713","0.00059"
"20.85000","1.73760","0.00053"
"20.85600","1.73808","0.00053"
"20.86200","1.73856","0.00065"
"20.86800","1.73910","0.00079"
"20.87400","1.73958","0.00088"
"20.88000","1.74005","0.00092"
"20.88600","1.74059","0.00099"
"20.89200","1.74107","0.00101"
"20.89800","1.74155","0.00097"
"20.90400","1.74209","0.00091"
"20.91000","1.74257","0.00075"
"20.91600","1.74310","0.00060"
"20.92200","1.74358","0.00045"
"20.92800","1.74412","0.00038"
"20.93400","1.74460","0.00050"
"20.94000","1.74514","0.00053"
"20.94600","1.74562","0.00055"
"20.95200","1.74615","0.00056"
"20.95800","1.74669","0.00060"
"20.96400","1.74717","0.00072"
