"comment","sysdate","wd_thread_labels","wd_summary","file_summary","wd_treatment_levels","wd_analysis"
"Info for this run.",2019-05-06,"~/thread_strength_trajectory_2019","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/summary_2019-04-30","summary2019-04-30.csv","~/thread_strength_trajectory_2019","~/thread_strength_trajectory_2019/analysis_20190417_good/step_3_2019-04-29/summary_2019-04-30/step_4_2019-05-06"
