"","V1","V2","V3"
"1","End date","1/7/2017",""
"2","Specimen label","18DT_44",""
"3","Maximum Load","0.20391","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","0.00027"
"7","0.00600","0.00000","0.00018"
"8","0.01200","0.00006","0.00002"
"9","0.01800","0.00012","-0.00002"
"10","0.02400","0.00018","0.00002"
"11","0.03000","0.00030","0.00003"
"12","0.03600","0.00048","-0.00003"
"13","0.04200","0.00060","-0.00005"
"14","0.04800","0.00084","-0.00011"
"15","0.05400","0.00108","-0.00014"
"16","0.06000","0.00132","-0.00012"
"17","0.06600","0.00167","-0.00012"
"18","0.07200","0.00197","-0.00010"
"19","0.07800","0.00233","-0.00008"
"20","0.08400","0.00269","0.00001"
"21","0.09000","0.00311","0.00012"
"22","0.09600","0.00359","0.00011"
"23","0.10200","0.00401","0.00017"
"24","0.10800","0.00448","0.00027"
"25","0.11400","0.00496","0.00029"
"26","0.12000","0.00550","0.00020"
"27","0.12600","0.00604","0.00010"
"28","0.13200","0.00664","0.00012"
"29","0.13800","0.00723","0.00014"
"30","0.14400","0.00783","0.00016"
"31","0.15000","0.00843","0.00016"
"32","0.15600","0.00909","0.00009"
"33","0.16200","0.00975","0.00003"
"34","0.16800","0.01040","-0.00007"
"35","0.17400","0.01106","-0.00005"
"36","0.18000","0.01166","0.00011"
"37","0.18600","0.01238","0.00022"
"38","0.19200","0.01303","0.00036"
"39","0.19800","0.01369","0.00049"
"40","0.20400","0.01435","0.00062"
"41","0.21000","0.01501","0.00078"
"42","0.21600","0.01566","0.00097"
"43","0.22200","0.01632","0.00107"
"44","0.22800","0.01698","0.00108"
"45","0.23400","0.01764","0.00102"
"46","0.24000","0.01830","0.00081"
"47","0.24600","0.01895","0.00052"
"48","0.25200","0.01955","0.00041"
"49","0.25800","0.02021","0.00041"
"50","0.26400","0.02081","0.00029"
"51","0.27000","0.02140","0.00015"
"52","0.27600","0.02206","0.00004"
"53","0.28200","0.02266","-0.00002"
"54","0.28800","0.02326","-0.00011"
"55","0.29400","0.02386","-0.00014"
"56","0.30000","0.02445","-0.00002"
"57","0.30600","0.02499","0.00012"
"58","0.31200","0.02559","0.00025"
"59","0.31800","0.02619","0.00029"
"60","0.32400","0.02673","0.00033"
"61","0.33000","0.02732","0.00030"
"62","0.33600","0.02786","0.00024"
"63","0.34200","0.02840","0.00017"
"64","0.34800","0.02894","0.00008"
"65","0.35400","0.02954","0.00005"
"66","0.36000","0.03007","0.00011"
"67","0.36600","0.03061","0.00018"
"68","0.37200","0.03115","0.00021"
"69","0.37800","0.03169","0.00024"
"70","0.38400","0.03223","0.00026"
"71","0.39000","0.03276","0.00029"
"72","0.39600","0.03324","0.00028"
"73","0.40200","0.03378","0.00028"
"74","0.40800","0.03432","0.00036"
