"","V1","V2","V3"
"1","End date","11/14/2016",""
"2","Specimen label","20BT63.2",""
"3","Maximum Load","0.14899","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00020"
"7","0.00600","0.00000","-0.00027"
"8","0.01200","0.00000","-0.00029"
"9","0.01800","0.00012","-0.00026"
"10","0.02400","0.00018","-0.00032"
"11","0.03000","0.00030","-0.00034"
"12","0.03600","0.00042","-0.00035"
"13","0.04200","0.00060","-0.00042"
"14","0.04800","0.00078","-0.00055"
"15","0.05400","0.00102","-0.00065"
"16","0.06000","0.00126","-0.00060"
"17","0.06600","0.00155","-0.00036"
"18","0.07200","0.00185","-0.00001"
"19","0.07800","0.00221","0.00039"
"20","0.08400","0.00257","0.00065"
"21","0.09000","0.00299","0.00077"
"22","0.09600","0.00341","0.00077"
"23","0.10200","0.00389","0.00068"
"24","0.10800","0.00436","0.00047"
"25","0.11400","0.00490","0.00043"
"26","0.12000","0.00544","0.00043"
"27","0.12600","0.00604","0.00055"
"28","0.13200","0.00658","0.00059"
"29","0.13800","0.00723","0.00072"
"30","0.14400","0.00783","0.00078"
"31","0.15000","0.00849","0.00076"
"32","0.15600","0.00915","0.00067"
"33","0.16200","0.00987","0.00055"
"34","0.16800","0.01052","0.00037"
"35","0.17400","0.01118","0.00024"
"36","0.18000","0.01184","0.00008"
"37","0.18600","0.01250","0.00008"
"38","0.19200","0.01315","0.00025"
"39","0.19800","0.01381","0.00032"
"40","0.20400","0.01447","0.00034"
"41","0.21000","0.01519","0.00051"
"42","0.21600","0.01584","0.00070"
"43","0.22200","0.01650","0.00076"
"44","0.22800","0.01716","0.00078"
"45","0.23400","0.01782","0.00075"
"46","0.24000","0.01842","0.00066"
"47","0.24600","0.01907","0.00059"
"48","0.25200","0.01973","0.00065"
"49","0.25800","0.02033","0.00072"
"50","0.26400","0.02099","0.00076"
"51","0.27000","0.02164","0.00081"
"52","0.27600","0.02224","0.00077"
"53","0.28200","0.02284","0.00061"
"54","0.28800","0.02344","0.00044"
"55","0.29400","0.02398","0.00028"
"56","0.30000","0.02457","0.00040"
"57","0.30600","0.02511","0.00062"
"58","0.31200","0.02571","0.00075"
"59","0.31800","0.02625","0.00064"
"60","0.32400","0.02679","0.00043"
"61","0.33000","0.02738","0.00034"
"62","0.33600","0.02792","0.00045"
"63","0.34200","0.02846","0.00059"
"64","0.34800","0.02900","0.00055"
"65","0.35400","0.02954","0.00067"
"66","0.36000","0.03013","0.00066"
"67","0.36600","0.03061","0.00057"
"68","0.37200","0.03115","0.00045"
"69","0.37800","0.03169","0.00042"
"70","0.38400","0.03223","0.00045"
"71","0.39000","0.03270","0.00064"
"72","0.39600","0.03324","0.00088"
"73","0.40200","0.03378","0.00105"
"74","0.40800","0.03432","0.00113"
"75","0.41400","0.03480","0.00123"
"76","0.42000","0.03534","0.00117"
"77","0.42600","0.03581","0.00090"
"78","0.43200","0.03629","0.00067"
"79","0.43800","0.03683","0.00055"
"80","0.44400","0.03731","0.00052"
"81","0.45000","0.03779","0.00038"
"82","0.45600","0.03833","0.00039"
"83","0.46200","0.03880","0.00039"
"84","0.46800","0.03934","0.00043"
"85","0.47400","0.03982","0.00043"
"86","0.48000","0.04030","0.00037"
"87","0.48600","0.04084","0.00034"
"88","0.49200","0.04131","0.00016"
"89","0.49800","0.04179","0.00004"
"90","0.50400","0.04227","-0.00004"
"91","0.51000","0.04281","-0.00011"
"92","0.51600","0.04329","-0.00015"
"93","0.52200","0.04377","-0.00004"
"94","0.52800","0.04424","0.00002"
"95","0.53400","0.04472","-0.00004"
"96","0.54000","0.04526","0.00008"
