"","V1","V2","V3"
"1","End date","2/26/2017",""
"2","Specimen label","1AT_2.2",""
"3","Maximum Load","0.00830","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00010"
"7","0.00600","0.00000","0.00007"
"8","0.01200","0.00000","0.00032"
"9","0.01800","0.00012","0.00041"
"10","0.02400","0.00018","0.00045"
"11","0.03000","0.00030","0.00052"
"12","0.03600","0.00042","0.00061"
"13","0.04200","0.00060","0.00059"
"14","0.04800","0.00072","0.00040"
"15","0.05400","0.00096","0.00013"
"16","0.06000","0.00120","-0.00003"
"17","0.06600","0.00149","-0.00005"
"18","0.07200","0.00179","-0.00002"
"19","0.07800","0.00215","0.00010"
"20","0.08400","0.00251","0.00013"
"21","0.09000","0.00293","0.00005"
"22","0.09600","0.00335","0.00001"
"23","0.10200","0.00383","0.00000"
"24","0.10800","0.00430","-0.00007"
"25","0.11400","0.00484","0.00000"
"26","0.12000","0.00532","0.00001"
"27","0.12600","0.00592","0.00004"
"28","0.13200","0.00646","0.00009"
"29","0.13800","0.00706","0.00004"
"30","0.14400","0.00765","0.00004"
"31","0.15000","0.00831","0.00005"
"32","0.15600","0.00891","-0.00002"
"33","0.16200","0.00957","-0.00002"
"34","0.16800","0.01022","0.00010"
"35","0.17400","0.01088","0.00018"
"36","0.18000","0.01160","0.00012"
"37","0.18600","0.01226","-0.00002"
"38","0.19200","0.01291","-0.00002"
"39","0.19800","0.01363","0.00004"
"40","0.20400","0.01429","0.00006"
"41","0.21000","0.01501","0.00010"
"42","0.21600","0.01566","0.00011"
"43","0.22200","0.01632","0.00012"
"44","0.22800","0.01698","-0.00008"
"45","0.23400","0.01764","-0.00031"
"46","0.24000","0.01830","-0.00054"
"47","0.24600","0.01895","-0.00067"
"48","0.25200","0.01961","-0.00072"
"49","0.25800","0.02021","-0.00065"
"50","0.26400","0.02081","-0.00060"
"51","0.27000","0.02146","-0.00073"
"52","0.27600","0.02206","-0.00086"
"53","0.28200","0.02266","-0.00077"
"54","0.28800","0.02326","-0.00065"
"55","0.29400","0.02386","-0.00049"
"56","0.30000","0.02445","-0.00039"
"57","0.30600","0.02505","-0.00030"
"58","0.31200","0.02565","-0.00021"
"59","0.31800","0.02625","-0.00006"
"60","0.32400","0.02679","0.00000"
