"","V1","V2","V3"
"1","End date","11/14/2016",""
"2","Specimen label","20AG59",""
"3","Maximum Load","0.54546","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00116"
"7","0.00600","0.00000","-0.00091"
"8","0.01200","0.00000","-0.00086"
"9","0.01800","0.00012","-0.00066"
"10","0.02400","0.00024","-0.00045"
"11","0.03000","0.00030","-0.00029"
"12","0.03600","0.00048","-0.00034"
"13","0.04200","0.00066","-0.00046"
"14","0.04800","0.00084","-0.00057"
"15","0.05400","0.00102","-0.00054"
"16","0.06000","0.00132","-0.00052"
"17","0.06600","0.00155","-0.00044"
"18","0.07200","0.00185","-0.00041"
"19","0.07800","0.00215","-0.00060"
"20","0.08400","0.00251","-0.00080"
"21","0.09000","0.00293","-0.00092"
"22","0.09600","0.00317","-0.00105"
"23","0.10200","0.00359","-0.00108"
"24","0.10800","0.00413","-0.00110"
"25","0.11400","0.00460","-0.00105"
"26","0.12000","0.00514","-0.00102"
"27","0.12600","0.00568","-0.00098"
"28","0.13200","0.00622","-0.00101"
"29","0.13800","0.00676","-0.00100"
"30","0.14400","0.00735","-0.00080"
"31","0.15000","0.00795","-0.00071"
"32","0.15600","0.00861","-0.00066"
"33","0.16200","0.00927","-0.00071"
"34","0.16800","0.00987","-0.00089"
"35","0.17400","0.01052","-0.00119"
"36","0.18000","0.01118","-0.00134"
"37","0.18600","0.01190","-0.00155"
"38","0.19200","0.01256","-0.00156"
"39","0.19800","0.01327","-0.00140"
"40","0.20400","0.01393","-0.00138"
"41","0.21000","0.01459","-0.00121"
"42","0.21600","0.01531","-0.00100"
"43","0.22200","0.01596","-0.00090"
"44","0.22800","0.01662","-0.00086"
"45","0.23400","0.01728","-0.00090"
"46","0.24000","0.01794","-0.00108"
"47","0.24600","0.01859","-0.00104"
"48","0.25200","0.01919","-0.00089"
"49","0.25800","0.01985","-0.00082"
"50","0.26400","0.02051","-0.00076"
"51","0.27000","0.02111","-0.00080"
"52","0.27600","0.02176","-0.00090"
"53","0.28200","0.02242","-0.00087"
"54","0.28800","0.02302","-0.00086"
"55","0.29400","0.02362","-0.00077"
"56","0.30000","0.02427","-0.00069"
"57","0.30600","0.02487","-0.00069"
"58","0.31200","0.02547","-0.00080"
"59","0.31800","0.02607","-0.00084"
"60","0.32400","0.02661","-0.00086"
"61","0.33000","0.02720","-0.00073"
"62","0.33600","0.02774","-0.00070"
"63","0.34200","0.02828","-0.00075"
"64","0.34800","0.02888","-0.00086"
"65","0.35400","0.02942","-0.00105"
"66","0.36000","0.02995","-0.00105"
"67","0.36600","0.03049","-0.00098"
"68","0.37200","0.03103","-0.00097"
"69","0.37800","0.03157","-0.00092"
"70","0.38400","0.03211","-0.00079"
"71","0.39000","0.03265","-0.00069"
