"","V1","V2","V3"
"1","End date","12/16/2016",""
"2","Specimen label","15BT_19",""
"3","Maximum Load","0.60469","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00005"
"7","0.00600","0.00000","-0.00002"
"8","0.01200","0.00006","0.00010"
"9","0.01800","0.00012","0.00023"
"10","0.02400","0.00018","0.00033"
"11","0.03000","0.00030","0.00049"
"12","0.03600","0.00048","0.00042"
"13","0.04200","0.00060","0.00030"
"14","0.04800","0.00084","0.00023"
"15","0.05400","0.00108","0.00004"
"16","0.06000","0.00132","-0.00004"
"17","0.06600","0.00161","-0.00009"
"18","0.07200","0.00197","-0.00020"
"19","0.07800","0.00233","-0.00016"
"20","0.08400","0.00269","-0.00010"
"21","0.09000","0.00311","-0.00008"
"22","0.09600","0.00353","-0.00005"
"23","0.10200","0.00401","-0.00005"
"24","0.10800","0.00448","0.00002"
"25","0.11400","0.00502","0.00020"
"26","0.12000","0.00556","0.00022"
"27","0.12600","0.00616","0.00016"
"28","0.13200","0.00670","-0.00008"
"29","0.13800","0.00735","-0.00030"
"30","0.14400","0.00795","-0.00037"
"31","0.15000","0.00861","-0.00029"
"32","0.15600","0.00927","-0.00013"
"33","0.16200","0.00987","0.00012"
"34","0.16800","0.01052","0.00022"
"35","0.17400","0.01118","0.00018"
"36","0.18000","0.01184","0.00025"
"37","0.18600","0.01250","0.00028"
"38","0.19200","0.01315","0.00032"
"39","0.19800","0.01381","0.00040"
"40","0.20400","0.01447","0.00047"
"41","0.21000","0.01513","0.00053"
"42","0.21600","0.01578","0.00059"
"43","0.22200","0.01644","0.00056"
"44","0.22800","0.01710","0.00060"
"45","0.23400","0.01776","0.00061"
"46","0.24000","0.01842","0.00053"
"47","0.24600","0.01907","0.00041"
"48","0.25200","0.01973","0.00021"
"49","0.25800","0.02033","0.00013"
"50","0.26400","0.02099","0.00014"
"51","0.27000","0.02158","-0.00001"
"52","0.27600","0.02224","-0.00018"
"53","0.28200","0.02278","-0.00028"
"54","0.28800","0.02338","-0.00037"
"55","0.29400","0.02398","-0.00026"
"56","0.30000","0.02457","0.00000"
"57","0.30600","0.02511","0.00014"
"58","0.31200","0.02571","0.00034"
"59","0.31800","0.02625","0.00042"
"60","0.32400","0.02679","0.00045"
"61","0.33000","0.02738","0.00060"
"62","0.33600","0.02792","0.00062"
"63","0.34200","0.02846","0.00055"
"64","0.34800","0.02900","0.00050"
"65","0.35400","0.02954","0.00040"
"66","0.36000","0.03007","0.00041"
"67","0.36600","0.03061","0.00046"
"68","0.37200","0.03109","0.00047"
"69","0.37800","0.03169","0.00052"
"70","0.38400","0.03223","0.00060"
"71","0.39000","0.03270","0.00065"
"72","0.39600","0.03324","0.00074"
"73","0.40200","0.03372","0.00068"
"74","0.40800","0.03426","0.00057"
"75","0.41400","0.03474","0.00050"
"76","0.42000","0.03522","0.00039"
"77","0.42600","0.03569","0.00039"
"78","0.43200","0.03623","0.00050"
"79","0.43800","0.03671","0.00052"
"80","0.44400","0.03725","0.00069"
"81","0.45000","0.03773","0.00086"
"82","0.45600","0.03827","0.00097"
"83","0.46200","0.03874","0.00111"
"84","0.46800","0.03928","0.00116"
"85","0.47400","0.03976","0.00109"
"86","0.48000","0.04024","0.00109"
"87","0.48600","0.04078","0.00102"
"88","0.49200","0.04125","0.00098"
"89","0.49800","0.04173","0.00096"
"90","0.50400","0.04227","0.00086"
"91","0.51000","0.04275","0.00075"
"92","0.51600","0.04323","0.00066"
"93","0.52200","0.04377","0.00055"
"94","0.52800","0.04424","0.00055"
"95","0.53400","0.04472","0.00047"
"96","0.54000","0.04526","0.00031"
"97","0.54600","0.04574","0.00025"
"98","0.55200","0.04628","0.00023"
"99","0.55800","0.04676","0.00019"
"100","0.56400","0.04723","0.00029"
"101","0.57000","0.04777","0.00036"
"102","0.57600","0.04825","0.00044"
"103","0.58200","0.04873","0.00053"
"104","0.58800","0.04927","0.00046"
"105","0.59400","0.04974","0.00051"
"106","0.60000","0.05028","0.00048"
"107","0.60600","0.05076","0.00050"
"108","0.61200","0.05130","0.00070"
"109","0.61800","0.05178","0.00084"
"110","0.62400","0.05226","0.00094"
"111","0.63000","0.05279","0.00100"
"112","0.63600","0.05327","0.00091"
"113","0.64200","0.05375","0.00080"
"114","0.64800","0.05429","0.00069"
"115","0.65400","0.05477","0.00047"
"116","0.66000","0.05525","0.00035"
"117","0.66600","0.05578","0.00038"
"118","0.67200","0.05626","0.00047"
"119","0.67800","0.05680","0.00067"
"120","0.68400","0.05728","0.00070"
"121","0.69000","0.05776","0.00066"
"122","0.69600","0.05829","0.00077"
"123","0.70200","0.05877","0.00079"
"124","0.70800","0.05925","0.00078"
"125","0.71400","0.05973","0.00068"
"126","0.72000","0.06021","0.00048"
"127","0.72600","0.06075","0.00042"
"128","0.73200","0.06122","0.00045"
"129","0.73800","0.06170","0.00056"
"130","0.74400","0.06218","0.00068"
"131","0.75000","0.06266","0.00077"
"132","0.75600","0.06320","0.00082"
"133","0.76200","0.06368","0.00092"
"134","0.76800","0.06415","0.00097"
"135","0.77400","0.06469","0.00100"
"136","0.78000","0.06517","0.00101"
"137","0.78600","0.06565","0.00087"
"138","0.79200","0.06619","0.00079"
"139","0.79800","0.06667","0.00072"
"140","0.80400","0.06720","0.00057"
"141","0.81000","0.06768","0.00051"
"142","0.81600","0.06822","0.00052"
"143","0.82200","0.06870","0.00048"
"144","0.82800","0.06918","0.00054"
"145","0.83400","0.06971","0.00059"
"146","0.84000","0.07019","0.00060"
"147","0.84600","0.07067","0.00057"
"148","0.85200","0.07121","0.00043"
"149","0.85800","0.07169","0.00044"
"150","0.86400","0.07217","0.00062"
"151","0.87000","0.07264","0.00069"
"152","0.87600","0.07318","0.00067"
"153","0.88200","0.07366","0.00047"
"154","0.88800","0.07414","0.00023"
"155","0.89400","0.07468","0.00023"
"156","0.90000","0.07516","0.00025"
"157","0.90600","0.07569","0.00023"
"158","0.91200","0.07617","0.00042"
"159","0.91800","0.07665","0.00050"
"160","0.92400","0.07719","0.00053"
"161","0.93000","0.07767","0.00062"
"162","0.93600","0.07814","0.00053"
"163","0.94200","0.07868","0.00051"
"164","0.94800","0.07916","0.00057"
"165","0.95400","0.07970","0.00057"
"166","0.96000","0.08018","0.00057"
"167","0.96600","0.08072","0.00055"
"168","0.97200","0.08119","0.00054"
"169","0.97800","0.08167","0.00056"
"170","0.98400","0.08221","0.00057"
"171","0.99000","0.08269","0.00052"
"172","0.99600","0.08317","0.00052"
"173","1.00200","0.08365","0.00048"
"174","1.00800","0.08418","0.00051"
"175","1.01400","0.08466","0.00056"
"176","1.02000","0.08514","0.00050"
"177","1.02600","0.08562","0.00045"
"178","1.03200","0.08616","0.00044"
"179","1.03800","0.08664","0.00041"
"180","1.04400","0.08711","0.00051"
"181","1.05000","0.08765","0.00058"
"182","1.05600","0.08813","0.00059"
"183","1.06200","0.08861","0.00068"
"184","1.06800","0.08915","0.00066"
"185","1.07400","0.08962","0.00068"
"186","1.08000","0.09010","0.00073"
"187","1.08600","0.09064","0.00075"
"188","1.09200","0.09112","0.00086"
"189","1.09800","0.09166","0.00089"
"190","1.10400","0.09220","0.00081"
"191","1.11000","0.09267","0.00082"
"192","1.11600","0.09321","0.00083"
"193","1.12200","0.09369","0.00066"
"194","1.12800","0.09417","0.00052"
"195","1.13400","0.09471","0.00048"
"196","1.14000","0.09518","0.00040"
"197","1.14600","0.09566","0.00043"
"198","1.15200","0.09620","0.00043"
"199","1.15800","0.09668","0.00035"
"200","1.16400","0.09716","0.00034"
"201","1.17000","0.09770","0.00029"
"202","1.17600","0.09817","0.00038"
"203","1.18200","0.09865","0.00055"
"204","1.18800","0.09919","0.00056"
"205","1.19400","0.09967","0.00057"
"206","1.20000","0.10021","0.00064"
"207","1.20600","0.10069","0.00072"
"208","1.21200","0.10122","0.00100"
"209","1.21800","0.10170","0.00107"
"210","1.22400","0.10224","0.00105"
"211","1.23000","0.10272","0.00111"
"212","1.23600","0.10320","0.00100"
"213","1.24200","0.10373","0.00088"
"214","1.24800","0.10421","0.00074"
"215","1.25400","0.10475","0.00064"
"216","1.26000","0.10529","0.00069"
"217","1.26600","0.10577","0.00079"
"218","1.27200","0.10625","0.00089"
"219","1.27800","0.10672","0.00096"
"220","1.28400","0.10720","0.00096"
"221","1.29000","0.10774","0.00086"
"222","1.29600","0.10822","0.00078"
"223","1.30200","0.10870","0.00069"
"224","1.30800","0.10918","0.00067"
"225","1.31400","0.10971","0.00074"
"226","1.32000","0.11019","0.00073"
"227","1.32600","0.11067","0.00074"
"228","1.33200","0.11121","0.00085"
"229","1.33800","0.11169","0.00094"
"230","1.34400","0.11222","0.00104"
"231","1.35000","0.11270","0.00105"
"232","1.35600","0.11318","0.00099"
"233","1.36200","0.11372","0.00095"
"234","1.36800","0.11420","0.00087"
"235","1.37400","0.11474","0.00079"
"236","1.38000","0.11521","0.00089"
"237","1.38600","0.11569","0.00100"
"238","1.39200","0.11623","0.00111"
"239","1.39800","0.11671","0.00107"
"240","1.40400","0.11725","0.00085"
"241","1.41000","0.11773","0.00079"
"242","1.41600","0.11826","0.00075"
"243","1.42200","0.11874","0.00070"
"244","1.42800","0.11922","0.00079"
"245","1.43400","0.11976","0.00086"
"246","1.44000","0.12024","0.00082"
"247","1.44600","0.12072","0.00078"
"248","1.45200","0.12119","0.00061"
"249","1.45800","0.12173","0.00048"
"250","1.46400","0.12221","0.00054"
"251","1.47000","0.12269","0.00056"
"252","1.47600","0.12323","0.00062"
"253","1.48200","0.12370","0.00058"
"254","1.48800","0.12418","0.00056"
"255","1.49400","0.12466","0.00071"
"256","1.50000","0.12520","0.00080"
"257","1.50600","0.12568","0.00081"
"258","1.51200","0.12616","0.00091"
"259","1.51800","0.12669","0.00089"
"260","1.52400","0.12717","0.00092"
"261","1.53000","0.12771","0.00108"
"262","1.53600","0.12819","0.00106"
"263","1.54200","0.12873","0.00107"
"264","1.54800","0.12921","0.00107"
"265","1.55400","0.12968","0.00106"
"266","1.56000","0.13022","0.00114"
"267","1.56600","0.13070","0.00123"
"268","1.57200","0.13118","0.00123"
"269","1.57800","0.13172","0.00129"
"270","1.58400","0.13219","0.00135"
"271","1.59000","0.13267","0.00135"
"272","1.59600","0.13315","0.00121"
"273","1.60200","0.13369","0.00102"
"274","1.60800","0.13417","0.00084"
"275","1.61400","0.13465","0.00074"
"276","1.62000","0.13512","0.00058"
"277","1.62600","0.13566","0.00053"
"278","1.63200","0.13614","0.00051"
"279","1.63800","0.13662","0.00037"
"280","1.64400","0.13716","0.00028"
"281","1.65000","0.13764","0.00030"
"282","1.65600","0.13817","0.00039"
"283","1.66200","0.13865","0.00056"
"284","1.66800","0.13919","0.00060"
"285","1.67400","0.13973","0.00071"
"286","1.68000","0.14021","0.00086"
"287","1.68600","0.14074","0.00088"
"288","1.69200","0.14122","0.00102"
"289","1.69800","0.14170","0.00117"
"290","1.70400","0.14224","0.00112"
"291","1.71000","0.14272","0.00107"
"292","1.71600","0.14320","0.00108"
"293","1.72200","0.14373","0.00107"
"294","1.72800","0.14421","0.00111"
"295","1.73400","0.14475","0.00109"
"296","1.74000","0.14523","0.00104"
"297","1.74600","0.14571","0.00113"
"298","1.75200","0.14625","0.00114"
"299","1.75800","0.14672","0.00116"
"300","1.76400","0.14720","0.00126"
"301","1.77000","0.14774","0.00130"
"302","1.77600","0.14822","0.00128"
"303","1.78200","0.14876","0.00124"
"304","1.78800","0.14923","0.00110"
"305","1.79400","0.14971","0.00104"
"306","1.80000","0.15025","0.00099"
"307","1.80600","0.15073","0.00090"
"308","1.81200","0.15127","0.00089"
"309","1.81800","0.15175","0.00084"
"310","1.82400","0.15228","0.00085"
