"","V1","V2","V3"
"1","End date","12/23/2016",""
"2","Specimen label","24DG_92",""
"3","Maximum Load","0.21653","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00011"
"7","0.00600","0.00000","-0.00010"
"8","0.01200","0.00006","-0.00005"
"9","0.01800","0.00012","-0.00007"
"10","0.02400","0.00018","-0.00017"
"11","0.03000","0.00030","-0.00036"
"12","0.03600","0.00042","-0.00050"
"13","0.04200","0.00060","-0.00061"
"14","0.04800","0.00084","-0.00070"
"15","0.05400","0.00102","-0.00077"
"16","0.06000","0.00132","-0.00081"
"17","0.06600","0.00155","-0.00079"
"18","0.07200","0.00191","-0.00064"
"19","0.07800","0.00227","-0.00053"
"20","0.08400","0.00263","-0.00050"
"21","0.09000","0.00305","-0.00041"
"22","0.09600","0.00353","-0.00037"
"23","0.10200","0.00395","-0.00036"
"24","0.10800","0.00448","-0.00033"
"25","0.11400","0.00502","-0.00029"
"26","0.12000","0.00556","-0.00020"
"27","0.12600","0.00610","-0.00001"
"28","0.13200","0.00670","0.00013"
"29","0.13800","0.00729","0.00017"
"30","0.14400","0.00789","0.00019"
"31","0.15000","0.00849","0.00023"
"32","0.15600","0.00915","0.00025"
"33","0.16200","0.00975","0.00030"
"34","0.16800","0.01040","0.00023"
"35","0.17400","0.01106","0.00024"
"36","0.18000","0.01178","0.00028"
"37","0.18600","0.01244","0.00030"
"38","0.19200","0.01315","0.00025"
"39","0.19800","0.01375","0.00019"
"40","0.20400","0.01447","0.00016"
"41","0.21000","0.01507","0.00013"
"42","0.21600","0.01572","0.00017"
"43","0.22200","0.01638","0.00018"
"44","0.22800","0.01704","0.00020"
"45","0.23400","0.01770","0.00016"
"46","0.24000","0.01836","0.00008"
"47","0.24600","0.01901","0.00006"
"48","0.25200","0.01961","0.00003"
"49","0.25800","0.02027","-0.00002"
"50","0.26400","0.02093","0.00005"
"51","0.27000","0.02152","0.00010"
"52","0.27600","0.02212","0.00011"
"53","0.28200","0.02278","0.00010"
"54","0.28800","0.02338","0.00011"
"55","0.29400","0.02398","0.00017"
"56","0.30000","0.02457","0.00029"
"57","0.30600","0.02511","0.00034"
"58","0.31200","0.02571","0.00035"
"59","0.31800","0.02625","0.00037"
"60","0.32400","0.02685","0.00039"
"61","0.33000","0.02738","0.00044"
"62","0.33600","0.02792","0.00048"
"63","0.34200","0.02840","0.00045"
"64","0.34800","0.02900","0.00042"
"65","0.35400","0.02948","0.00039"
"66","0.36000","0.03001","0.00038"
"67","0.36600","0.03055","0.00041"
"68","0.37200","0.03109","0.00043"
"69","0.37800","0.03163","0.00047"
"70","0.38400","0.03217","0.00048"
"71","0.39000","0.03270","0.00040"
"72","0.39600","0.03318","0.00040"
"73","0.40200","0.03372","0.00045"
"74","0.40800","0.03426","0.00059"
"75","0.41400","0.03480","0.00076"
"76","0.42000","0.03528","0.00084"
"77","0.42600","0.03581","0.00086"
"78","0.43200","0.03629","0.00082"
"79","0.43800","0.03683","0.00071"
"80","0.44400","0.03731","0.00060"
"81","0.45000","0.03779","0.00061"
"82","0.45600","0.03827","0.00060"
"83","0.46200","0.03880","0.00053"
"84","0.46800","0.03928","0.00048"
"85","0.47400","0.03976","0.00046"
"86","0.48000","0.04030","0.00050"
"87","0.48600","0.04078","0.00062"
"88","0.49200","0.04125","0.00071"
"89","0.49800","0.04179","0.00066"
"90","0.50400","0.04227","0.00056"
"91","0.51000","0.04275","0.00052"
"92","0.51600","0.04329","0.00054"
"93","0.52200","0.04377","0.00061"
"94","0.52800","0.04424","0.00060"
