"","V1","V2","V3"
"1","End date","12/16/2016",""
"2","Specimen label","6DG_45",""
"3","Maximum Load","0.00540","N"
"4","Time","Extension","Load"
"5","(s)","(mm)","(N)"
"6","0.00000","0.00000","-0.00002"
"7","0.00600","0.00000","-0.00002"
"8","0.01200","0.00000","-0.00001"
"9","0.01800","0.00012","0.00007"
"10","0.02400","0.00018","0.00013"
"11","0.03000","0.00030","0.00020"
"12","0.03600","0.00042","0.00029"
"13","0.04200","0.00066","0.00026"
"14","0.04800","0.00084","0.00013"
"15","0.05400","0.00108","0.00013"
"16","0.06000","0.00132","0.00009"
"17","0.06600","0.00161","0.00018"
"18","0.07200","0.00197","0.00023"
"19","0.07800","0.00233","0.00019"
"20","0.08400","0.00269","0.00016"
"21","0.09000","0.00311","0.00008"
"22","0.09600","0.00353","0.00006"
"23","0.10200","0.00401","0.00010"
"24","0.10800","0.00448","0.00009"
"25","0.11400","0.00496","0.00018"
"26","0.12000","0.00556","0.00032"
"27","0.12600","0.00610","0.00032"
"28","0.13200","0.00670","0.00029"
"29","0.13800","0.00729","0.00023"
"30","0.14400","0.00789","0.00014"
"31","0.15000","0.00849","0.00025"
"32","0.15600","0.00915","0.00027"
"33","0.16200","0.00981","0.00021"
"34","0.16800","0.01040","0.00015"
"35","0.17400","0.01112","0.00007"
"36","0.18000","0.01178","0.00014"
"37","0.18600","0.01244","0.00021"
"38","0.19200","0.01309","0.00015"
"39","0.19800","0.01375","0.00018"
"40","0.20400","0.01441","0.00023"
"41","0.21000","0.01513","0.00019"
"42","0.21600","0.01578","0.00030"
"43","0.22200","0.01644","0.00042"
"44","0.22800","0.01710","0.00042"
"45","0.23400","0.01776","0.00038"
"46","0.24000","0.01842","0.00024"
"47","0.24600","0.01901","0.00008"
"48","0.25200","0.01967","0.00001"
"49","0.25800","0.02027","-0.00005"
"50","0.26400","0.02087","-0.00011"
"51","0.27000","0.02146","-0.00015"
"52","0.27600","0.02206","-0.00018"
"53","0.28200","0.02266","-0.00011"
"54","0.28800","0.02326","-0.00011"
"55","0.29400","0.02386","-0.00013"
"56","0.30000","0.02445","-0.00007"
"57","0.30600","0.02505","-0.00004"
"58","0.31200","0.02559","0.00011"
"59","0.31800","0.02619","0.00022"
"60","0.32400","0.02673","0.00016"
"61","0.33000","0.02732","0.00007"
"62","0.33600","0.02786","0.00002"
"63","0.34200","0.02840","-0.00006"
"64","0.34800","0.02894","-0.00009"
"65","0.35400","0.02954","0.00005"
"66","0.36000","0.03007","0.00013"
"67","0.36600","0.03061","0.00028"
"68","0.37200","0.03109","0.00042"
"69","0.37800","0.03163","0.00045"
"70","0.38400","0.03217","0.00046"
"71","0.39000","0.03270","0.00042"
"72","0.39600","0.03318","0.00041"
"73","0.40200","0.03372","0.00051"
"74","0.40800","0.03420","0.00052"
"75","0.41400","0.03474","0.00059"
"76","0.42000","0.03522","0.00065"
"77","0.42600","0.03575","0.00062"
"78","0.43200","0.03629","0.00059"
"79","0.43800","0.03677","0.00056"
"80","0.44400","0.03731","0.00055"
"81","0.45000","0.03779","0.00055"
"82","0.45600","0.03827","0.00046"
"83","0.46200","0.03880","0.00028"
"84","0.46800","0.03928","0.00020"
"85","0.47400","0.03976","0.00012"
"86","0.48000","0.04024","0.00009"
"87","0.48600","0.04072","0.00011"
"88","0.49200","0.04125","0.00016"
"89","0.49800","0.04173","0.00033"
"90","0.50400","0.04221","0.00049"
"91","0.51000","0.04275","0.00061"
"92","0.51600","0.04323","0.00072"
"93","0.52200","0.04377","0.00068"
"94","0.52800","0.04424","0.00061"
"95","0.53400","0.04472","0.00064"
"96","0.54000","0.04526","0.00059"
"97","0.54600","0.04574","0.00061"
"98","0.55200","0.04622","0.00062"
"99","0.55800","0.04676","0.00063"
"100","0.56400","0.04723","0.00072"
"101","0.57000","0.04771","0.00077"
"102","0.57600","0.04825","0.00070"
"103","0.58200","0.04873","0.00079"
"104","0.58800","0.04921","0.00088"
"105","0.59400","0.04974","0.00091"
"106","0.60000","0.05022","0.00091"
"107","0.60600","0.05070","0.00080"
"108","0.61200","0.05124","0.00057"
"109","0.61800","0.05172","0.00057"
"110","0.62400","0.05220","0.00053"
"111","0.63000","0.05267","0.00049"
"112","0.63600","0.05321","0.00044"
"113","0.64200","0.05369","0.00034"
"114","0.64800","0.05423","0.00026"
"115","0.65400","0.05471","0.00020"
"116","0.66000","0.05525","0.00015"
"117","0.66600","0.05578","0.00019"
"118","0.67200","0.05626","0.00017"
"119","0.67800","0.05680","0.00020"
"120","0.68400","0.05728","0.00032"
"121","0.69000","0.05782","0.00032"
"122","0.69600","0.05829","0.00032"
"123","0.70200","0.05877","0.00039"
"124","0.70800","0.05931","0.00038"
"125","0.71400","0.05979","0.00046"
"126","0.72000","0.06027","0.00052"
"127","0.72600","0.06075","0.00044"
"128","0.73200","0.06128","0.00044"
"129","0.73800","0.06176","0.00041"
"130","0.74400","0.06224","0.00042"
"131","0.75000","0.06278","0.00050"
"132","0.75600","0.06326","0.00048"
"133","0.76200","0.06374","0.00045"
"134","0.76800","0.06427","0.00042"
"135","0.77400","0.06475","0.00024"
"136","0.78000","0.06523","0.00008"
"137","0.78600","0.06577","0.00006"
"138","0.79200","0.06625","0.00012"
"139","0.79800","0.06673","0.00025"
"140","0.80400","0.06726","0.00038"
"141","0.81000","0.06774","0.00041"
"142","0.81600","0.06828","0.00060"
"143","0.82200","0.06876","0.00068"
"144","0.82800","0.06924","0.00066"
"145","0.83400","0.06977","0.00068"
"146","0.84000","0.07025","0.00062"
"147","0.84600","0.07073","0.00052"
"148","0.85200","0.07121","0.00041"
"149","0.85800","0.07175","0.00032"
"150","0.86400","0.07223","0.00039"
"151","0.87000","0.07270","0.00064"
"152","0.87600","0.07318","0.00079"
"153","0.88200","0.07372","0.00089"
"154","0.88800","0.07420","0.00083"
"155","0.89400","0.07468","0.00071"
"156","0.90000","0.07516","0.00070"
"157","0.90600","0.07569","0.00059"
"158","0.91200","0.07617","0.00055"
"159","0.91800","0.07665","0.00067"
"160","0.92400","0.07719","0.00075"
"161","0.93000","0.07767","0.00081"
"162","0.93600","0.07820","0.00081"
"163","0.94200","0.07868","0.00069"
"164","0.94800","0.07922","0.00065"
"165","0.95400","0.07970","0.00060"
"166","0.96000","0.08018","0.00055"
"167","0.96600","0.08072","0.00052"
"168","0.97200","0.08119","0.00041"
"169","0.97800","0.08167","0.00029"
"170","0.98400","0.08221","0.00022"
"171","0.99000","0.08269","0.00017"
"172","0.99600","0.08317","0.00022"
"173","1.00200","0.08371","0.00037"
"174","1.00800","0.08418","0.00040"
"175","1.01400","0.08472","0.00052"
"176","1.02000","0.08520","0.00062"
"177","1.02600","0.08568","0.00054"
"178","1.03200","0.08622","0.00050"
"179","1.03800","0.08669","0.00049"
"180","1.04400","0.08717","0.00040"
"181","1.05000","0.08765","0.00032"
"182","1.05600","0.08819","0.00019"
"183","1.06200","0.08867","0.00017"
"184","1.06800","0.08921","0.00029"
"185","1.07400","0.08968","0.00035"
"186","1.08000","0.09022","0.00040"
