"Ptime","Pload","Vtime","Vload","yDelta"
211.254,0.28491,211.398,0.03593,0.24898
264.45,0.68969,264.54,0.40619,0.2835
312,0.54685,312.102,0.23823,0.30862
328.356,0.30845,328.428,0,0.31715
370.824,0.07002,370.938,0.01978,0.05024
501.486,0.11818,501.528,0.01165,0.10653
