"Ptime","Pload","Vtime","Vload","yDelta"
182.154,0.48193,182.22,0.2231,0.25883
215.634,0.37085,215.706,0,0.38973
270.726,0.33258,270.804,0.20573,0.12685
280.278,0.35409,280.35,0.30516,0.04893
288.54,0.32893,288.69,0.19544,0.13349
293.592,0.22385,293.682,0.17391,0.04994
296.232,0.20886,296.286,0.15537,0.05349
300.666,0.20322,300.726,0.1367,0.06652
302.526,0.15264,302.724,0.07115,0.08149
307.272,0.09399,307.386,0.02753,0.06646
329.1,0.10167,329.19,0.00056,0.10111
398.412,0.09355,398.484,0.00222,0.09133
487.128,0.0988,487.194,0.02063,0.07817
