"Ptime","Pload","Vtime","Vload","yDelta"
219.246,0.42587,219.426,0.37406,0.05181
236.25,0.46725,236.418,0.42246,0.04479
267.942,0.62547,268.026,0.31683,0.30864
400.398,0.58236,400.458,0.54717,0.0351899999999999
400.8,0.53693,400.86,0.49092,0.04601
428.31,0.74099,428.382,0.4573,0.28369
437.598,0.57171,437.712,0.29751,0.2742
468.036,0.63985,468.102,0.6092,0.0306500000000001
476.25,0.64925,476.31,0.51473,0.13452
476.844,0.51882,476.898,0.32708,0.19174
490.5,0.55171,490.626,0.42914,0.12257
493.254,0.46048,493.332,0.31645,0.14403
