End date,"2/26/2017"
Specimen label,"4CT_32_pl"
Maximum Load,"0.14378",N

Time,Extension,Load
(s),(mm),(N)
"15.01800","1.25163","0.00407"
"15.02400","1.25217","0.00406"
"15.03000","1.25265","0.00406"
"15.03600","1.25313","0.00414"
"15.04200","1.25367","0.00434"
"15.04800","1.25415","0.00462"
"15.05400","1.25462","0.00486"
"15.06000","1.25516","0.00503"
"15.06600","1.25564","0.00496"
"15.07200","1.25618","0.00469"
"15.07800","1.25666","0.00456"
"15.08400","1.25719","0.00440"
"15.09000","1.25767","0.00421"
"15.09600","1.25821","0.00413"
"15.10200","1.25869","0.00405"
"15.10800","1.25917","0.00395"
"15.11400","1.25971","0.00377"
"15.12000","1.26018","0.00358"
"15.12600","1.26066","0.00357"
"15.13200","1.26120","0.00355"
"15.13800","1.26168","0.00376"
"15.14400","1.26222","0.00399"
"15.15000","1.26270","0.00421"
"15.15600","1.26317","0.00446"
"15.16200","1.26371","0.00456"
"15.16800","1.26419","0.00447"
"15.17400","1.26473","0.00441"
"15.18000","1.26521","0.00439"
"15.18600","1.26568","0.00441"
"15.19200","1.26622","0.00444"
"15.19800","1.26670","0.00423"
"15.20400","1.26724","0.00395"
"15.21000","1.26772","0.00374"
"15.21600","1.26826","0.00364"
"15.22200","1.26873","0.00369"
"15.22800","1.26921","0.00372"
"15.23400","1.26975","0.00385"
"15.24000","1.27023","0.00396"
"15.24600","1.27071","0.00404"
"15.25200","1.27125","0.00411"
"15.25800","1.27172","0.00415"
"15.26400","1.27220","0.00410"
"15.27000","1.27274","0.00416"
"15.27600","1.27322","0.00424"
"15.28200","1.27376","0.00439"
"15.28800","1.27423","0.00438"
"15.29400","1.27471","0.00435"
"15.30000","1.27525","0.00423"
"15.30600","1.27573","0.00424"
"15.31200","1.27627","0.00438"
"15.31800","1.27675","0.00438"
"15.32400","1.27722","0.00422"
"15.33000","1.27776","0.00413"
"15.33600","1.27824","0.00410"
"15.34200","1.27872","0.00420"
"15.34800","1.27926","0.00418"
"15.35400","1.27974","0.00422"
"15.36000","1.28027","0.00431"
"15.36600","1.28075","0.00442"
"15.37200","1.28129","0.00464"
"15.37800","1.28177","0.00478"
"15.38400","1.28225","0.00465"
"15.39000","1.28272","0.00450"
"15.39600","1.28320","0.00440"
"15.40200","1.28374","0.00426"
"15.40800","1.28422","0.00419"
"15.41400","1.28470","0.00411"
"15.42000","1.28518","0.00411"
"15.42600","1.28571","0.00415"
"15.43200","1.28619","0.00420"
"15.43800","1.28673","0.00423"
"15.44400","1.28721","0.00420"
"15.45000","1.28769","0.00417"
"15.45600","1.28817","0.00419"
"15.46200","1.28870","0.00420"
"15.46800","1.28918","0.00421"
"15.47400","1.28972","0.00428"
"15.48000","1.29020","0.00434"
"15.48600","1.29068","0.00431"
"15.49200","1.29121","0.00417"
"15.49800","1.29169","0.00395"
"15.50400","1.29223","0.00380"
"15.51000","1.29271","0.00374"
"15.51600","1.29325","0.00370"
"15.52200","1.29373","0.00377"
"15.52800","1.29420","0.00381"
"15.53400","1.29474","0.00370"
"15.54000","1.29522","0.00346"
"15.54600","1.29570","0.00331"
"15.55200","1.29618","0.00322"
"15.55800","1.29666","0.00328"
"15.56400","1.29719","0.00347"
"15.57000","1.29767","0.00360"
"15.57600","1.29815","0.00373"
"15.58200","1.29863","0.00380"
"15.58800","1.29917","0.00378"
"15.59400","1.29965","0.00381"
"15.60000","1.30018","0.00382"
"15.60600","1.30066","0.00387"
"15.61200","1.30120","0.00394"
"15.61800","1.30168","0.00407"
"15.62400","1.30222","0.00423"
"15.63000","1.30269","0.00429"
"15.63600","1.30323","0.00434"
"15.64200","1.30371","0.00440"
"15.64800","1.30425","0.00441"
"15.65400","1.30473","0.00452"
"15.66000","1.30521","0.00462"
"15.66600","1.30574","0.00462"
"15.67200","1.30622","0.00461"
"15.67800","1.30670","0.00468"
"15.68400","1.30718","0.00455"
"15.69000","1.30772","0.00445"
"15.69600","1.30820","0.00432"
"15.70200","1.30867","0.00409"
"15.70800","1.30921","0.00399"
"15.71400","1.30969","0.00399"
"15.72000","1.31023","0.00408"
"15.72600","1.31071","0.00425"
"15.73200","1.31118","0.00447"
"15.73800","1.31172","0.00472"
"15.74400","1.31220","0.00488"
"15.75000","1.31274","0.00491"
"15.75600","1.31322","0.00506"
"15.76200","1.31376","0.00518"
"15.76800","1.31423","0.00518"
"15.77400","1.31477","0.00507"
"15.78000","1.31525","0.00484"
"15.78600","1.31579","0.00454"
"15.79200","1.31627","0.00429"
"15.79800","1.31674","0.00412"
"15.80400","1.31728","0.00409"
"15.81000","1.31776","0.00411"
"15.81600","1.31824","0.00423"
"15.82200","1.31878","0.00432"
"15.82800","1.31926","0.00428"
"15.83400","1.31973","0.00429"
"15.84000","1.32021","0.00433"
"15.84600","1.32075","0.00437"
"15.85200","1.32123","0.00446"
"15.85800","1.32177","0.00459"
"15.86400","1.32225","0.00463"
"15.87000","1.32272","0.00447"
"15.87600","1.32320","0.00442"
"15.88200","1.32374","0.00442"
"15.88800","1.32422","0.00448"
"15.89400","1.32470","0.00443"
"15.90000","1.32523","0.00430"
"15.90600","1.32571","0.00421"
"15.91200","1.32625","0.00425"
"15.91800","1.32673","0.00436"
"15.92400","1.32727","0.00451"
"15.93000","1.32775","0.00465"
"15.93600","1.32828","0.00463"
"15.94200","1.32876","0.00470"
"15.94800","1.32930","0.00480"
"15.95400","1.32978","0.00488"
"15.96000","1.33026","0.00484"
"15.96600","1.33074","0.00466"
"15.97200","1.33121","0.00449"
"15.97800","1.33175","0.00444"
"15.98400","1.33223","0.00437"
"15.99000","1.33271","0.00441"
"15.99600","1.33319","0.00445"
"16.00200","1.33367","0.00446"
"16.00800","1.33420","0.00444"
"16.01400","1.33468","0.00454"
"16.02000","1.33516","0.00458"
"16.02600","1.33570","0.00463"
"16.03200","1.33618","0.00455"
"16.03800","1.33665","0.00454"
"16.04400","1.33719","0.00471"
"16.05000","1.33767","0.00472"
"16.05600","1.33821","0.00482"
"16.06200","1.33869","0.00489"
"16.06800","1.33917","0.00470"
"16.07400","1.33970","0.00453"
"16.08000","1.34018","0.00423"
"16.08600","1.34072","0.00410"
"16.09200","1.34120","0.00408"
"16.09800","1.34168","0.00411"
"16.10400","1.34222","0.00432"
"16.11000","1.34269","0.00458"
"16.11600","1.34317","0.00468"
"16.12200","1.34365","0.00482"
"16.12800","1.34419","0.00496"
"16.13400","1.34467","0.00509"
"16.14000","1.34514","0.00509"
"16.14600","1.34568","0.00504"
"16.15200","1.34616","0.00488"
"16.15800","1.34664","0.00472"
"16.16400","1.34718","0.00457"
"16.17000","1.34766","0.00444"
"16.17600","1.34819","0.00449"
"16.18200","1.34867","0.00447"
"16.18800","1.34915","0.00443"
"16.19400","1.34969","0.00456"
"16.20000","1.35023","0.00464"
"16.20600","1.35071","0.00459"
"16.21200","1.35124","0.00449"
"16.21800","1.35172","0.00444"
"16.22400","1.35226","0.00446"
"16.23000","1.35274","0.00439"
"16.23600","1.35328","0.00436"
"16.24200","1.35375","0.00463"
"16.24800","1.35423","0.00491"
"16.25400","1.35477","0.00511"
"16.26000","1.35525","0.00529"
"16.26600","1.35573","0.00530"
"16.27200","1.35627","0.00528"
"16.27800","1.35674","0.00523"
"16.28400","1.35722","0.00517"
"16.29000","1.35770","0.00521"
"16.29600","1.35824","0.00524"
"16.30200","1.35872","0.00527"
"16.30800","1.35920","0.00520"
"16.31400","1.35973","0.00506"
"16.32000","1.36021","0.00486"
"16.32600","1.36069","0.00469"
"16.33200","1.36123","0.00448"
"16.33800","1.36177","0.00423"
"16.34400","1.36224","0.00418"
"16.35000","1.36278","0.00408"
"16.35600","1.36326","0.00409"
"16.36200","1.36374","0.00418"
"16.36800","1.36428","0.00437"
"16.37400","1.36476","0.00443"
"16.38000","1.36529","0.00458"
"16.38600","1.36577","0.00473"
"16.39200","1.36625","0.00482"
"16.39800","1.36679","0.00475"
"16.40400","1.36727","0.00457"
"16.41000","1.36775","0.00441"
"16.41600","1.36822","0.00413"
"16.42200","1.36870","0.00402"
"16.42800","1.36924","0.00410"
"16.43400","1.36972","0.00435"
"16.44000","1.37020","0.00467"
"16.44600","1.37068","0.00486"
"16.45200","1.37121","0.00500"
"16.45800","1.37169","0.00494"
"16.46400","1.37217","0.00475"
"16.47000","1.37271","0.00461"
"16.47600","1.37319","0.00467"
"16.48200","1.37372","0.00472"
"16.48800","1.37420","0.00478"
"16.49400","1.37474","0.00484"
"16.50000","1.37522","0.00476"
"16.50600","1.37576","0.00466"
"16.51200","1.37624","0.00456"
"16.51800","1.37671","0.00448"
"16.52400","1.37725","0.00438"
"16.53000","1.37773","0.00433"
"16.53600","1.37821","0.00440"
"16.54200","1.37869","0.00457"
"16.54800","1.37917","0.00458"
"16.55400","1.37964","0.00465"
"16.56000","1.38012","0.00482"
"16.56600","1.38066","0.00494"
"16.57200","1.38114","0.00502"
"16.57800","1.38162","0.00510"
"16.58400","1.38215","0.00526"
"16.59000","1.38263","0.00546"
"16.59600","1.38317","0.00552"
"16.60200","1.38365","0.00548"
"16.60800","1.38413","0.00524"
"16.61400","1.38461","0.00497"
"16.62000","1.38514","0.00486"
"16.62600","1.38562","0.00485"
"16.63200","1.38616","0.00477"
"16.63800","1.38664","0.00476"
"16.64400","1.38718","0.00478"
"16.65000","1.38771","0.00479"
"16.65600","1.38819","0.00486"
"16.66200","1.38873","0.00489"
"16.66800","1.38921","0.00500"
"16.67400","1.38969","0.00530"
"16.68000","1.39023","0.00551"
"16.68600","1.39070","0.00577"
"16.69200","1.39118","0.00599"
"16.69800","1.39166","0.00589"
"16.70400","1.39220","0.00575"
"16.71000","1.39268","0.00563"
"16.71600","1.39322","0.00542"
"16.72200","1.39369","0.00523"
"16.72800","1.39417","0.00505"
"16.73400","1.39471","0.00489"
"16.74000","1.39519","0.00482"
"16.74600","1.39573","0.00479"
"16.75200","1.39621","0.00478"
"16.75800","1.39674","0.00481"
"16.76400","1.39722","0.00470"
"16.77000","1.39770","0.00470"
"16.77600","1.39824","0.00471"
"16.78200","1.39878","0.00469"
"16.78800","1.39925","0.00469"
"16.79400","1.39979","0.00470"
"16.80000","1.40027","0.00488"
"16.80600","1.40075","0.00496"
"16.81200","1.40129","0.00488"
"16.81800","1.40177","0.00475"
"16.82400","1.40224","0.00468"
"16.83000","1.40272","0.00470"
"16.83600","1.40320","0.00469"
"16.84200","1.40368","0.00464"
"16.84800","1.40416","0.00451"
"16.85400","1.40470","0.00462"
"16.86000","1.40517","0.00485"
"16.86600","1.40565","0.00502"
"16.87200","1.40619","0.00510"
"16.87800","1.40667","0.00514"
"16.88400","1.40715","0.00522"
"16.89000","1.40768","0.00542"
"16.89600","1.40822","0.00548"
"16.90200","1.40870","0.00542"
"16.90800","1.40918","0.00532"
"16.91400","1.40972","0.00510"
"16.92000","1.41020","0.00486"
"16.92600","1.41073","0.00477"
"16.93200","1.41121","0.00463"
"16.93800","1.41175","0.00469"
"16.94400","1.41223","0.00465"
"16.95000","1.41277","0.00464"
"16.95600","1.41325","0.00472"
"16.96200","1.41372","0.00474"
"16.96800","1.41420","0.00472"
"16.97400","1.41474","0.00471"
"16.98000","1.41522","0.00470"
"16.98600","1.41570","0.00466"
"16.99200","1.41617","0.00478"
"16.99800","1.41671","0.00491"
"17.00400","1.41719","0.00507"
"17.01000","1.41773","0.00521"
"17.01600","1.41821","0.00524"
"17.02200","1.41869","0.00526"
"17.02800","1.41922","0.00525"
"17.03400","1.41970","0.00516"
"17.04000","1.42018","0.00508"
"17.04600","1.42072","0.00507"
"17.05200","1.42120","0.00512"
"17.05800","1.42168","0.00523"
"17.06400","1.42221","0.00522"
"17.07000","1.42269","0.00520"
"17.07600","1.42323","0.00529"
"17.08200","1.42371","0.00539"
"17.08800","1.42419","0.00547"
"17.09400","1.42472","0.00565"
"17.10000","1.42520","0.00583"
"17.10600","1.42568","0.00579"
"17.11200","1.42616","0.00558"
"17.11800","1.42664","0.00543"
"17.12400","1.42718","0.00520"
"17.13000","1.42765","0.00499"
"17.13600","1.42813","0.00484"
"17.14200","1.42867","0.00481"
"17.14800","1.42915","0.00482"
"17.15400","1.42963","0.00483"
"17.16000","1.43017","0.00486"
"17.16600","1.43064","0.00492"
"17.17200","1.43112","0.00485"
"17.17800","1.43160","0.00490"
"17.18400","1.43214","0.00494"
"17.19000","1.43262","0.00495"
"17.19600","1.43316","0.00488"
"17.20200","1.43363","0.00490"
"17.20800","1.43417","0.00502"
"17.21400","1.43465","0.00514"
"17.22000","1.43519","0.00522"
"17.22600","1.43567","0.00525"
"17.23200","1.43614","0.00510"
"17.23800","1.43668","0.00490"
"17.24400","1.43716","0.00473"
"17.25000","1.43770","0.00464"
"17.25600","1.43818","0.00466"
"17.26200","1.43866","0.00466"
"17.26800","1.43919","0.00473"
"17.27400","1.43967","0.00479"
"17.28000","1.44021","0.00498"
"17.28600","1.44069","0.00522"
"17.29200","1.44123","0.00539"
"17.29800","1.44170","0.00534"
"17.30400","1.44224","0.00526"
"17.31000","1.44272","0.00524"
"17.31600","1.44320","0.00523"
"17.32200","1.44374","0.00516"
"17.32800","1.44422","0.00510"
"17.33400","1.44475","0.00504"
"17.34000","1.44523","0.00506"
"17.34600","1.44571","0.00509"
"17.35200","1.44625","0.00515"
"17.35800","1.44673","0.00511"
"17.36400","1.44727","0.00484"
"17.37000","1.44774","0.00470"
"17.37600","1.44828","0.00477"
"17.38200","1.44876","0.00473"
"17.38800","1.44924","0.00472"
"17.39400","1.44972","0.00477"
"17.40000","1.45020","0.00476"
"17.40600","1.45073","0.00473"
"17.41200","1.45121","0.00471"
"17.41800","1.45169","0.00476"
"17.42400","1.45217","0.00482"
"17.43000","1.45271","0.00492"
"17.43600","1.45318","0.00505"
"17.44200","1.45366","0.00521"
"17.44800","1.45420","0.00527"
"17.45400","1.45468","0.00529"
"17.46000","1.45522","0.00537"
"17.46600","1.45570","0.00526"
"17.47200","1.45617","0.00509"
"17.47800","1.45671","0.00512"
"17.48400","1.45719","0.00526"
"17.49000","1.45767","0.00535"
"17.49600","1.45821","0.00527"
"17.50200","1.45869","0.00517"
"17.50800","1.45922","0.00518"
"17.51400","1.45970","0.00528"
"17.52000","1.46024","0.00542"
"17.52600","1.46072","0.00553"
"17.53200","1.46120","0.00556"
"17.53800","1.46173","0.00560"
"17.54400","1.46221","0.00563"
"17.55000","1.46269","0.00561"
"17.55600","1.46323","0.00574"
"17.56200","1.46371","0.00584"
"17.56800","1.46419","0.00577"
"17.57400","1.46472","0.00579"
"17.58000","1.46520","0.00577"
"17.58600","1.46568","0.00578"
"17.59200","1.46622","0.00587"
"17.59800","1.46670","0.00571"
"17.60400","1.46718","0.00545"
"17.61000","1.46771","0.00527"
"17.61600","1.46819","0.00504"
"17.62200","1.46867","0.00490"
"17.62800","1.46921","0.00493"
"17.63400","1.46969","0.00500"
"17.64000","1.47022","0.00508"
"17.64600","1.47070","0.00515"
"17.65200","1.47124","0.00533"
"17.65800","1.47172","0.00560"
"17.66400","1.47220","0.00562"
"17.67000","1.47274","0.00555"
"17.67600","1.47321","0.00559"
"17.68200","1.47369","0.00565"
"17.68800","1.47423","0.00568"
"17.69400","1.47471","0.00575"
"17.70000","1.47519","0.00571"
"17.70600","1.47567","0.00557"
"17.71200","1.47620","0.00534"
"17.71800","1.47668","0.00514"
"17.72400","1.47716","0.00497"
"17.73000","1.47764","0.00484"
"17.73600","1.47818","0.00477"
"17.74200","1.47865","0.00480"
"17.74800","1.47913","0.00485"
"17.75400","1.47967","0.00480"
"17.76000","1.48015","0.00477"
"17.76600","1.48069","0.00480"
"17.77200","1.48117","0.00500"
"17.77800","1.48170","0.00521"
"17.78400","1.48218","0.00534"
"17.79000","1.48272","0.00547"
"17.79600","1.48320","0.00560"
"17.80200","1.48374","0.00559"
"17.80800","1.48422","0.00549"
"17.81400","1.48469","0.00542"
"17.82000","1.48523","0.00532"
"17.82600","1.48571","0.00527"
"17.83200","1.48619","0.00511"
"17.83800","1.48673","0.00501"
"17.84400","1.48720","0.00497"
"17.85000","1.48768","0.00498"
"17.85600","1.48822","0.00512"
"17.86200","1.48870","0.00526"
"17.86800","1.48924","0.00543"
"17.87400","1.48972","0.00567"
"17.88000","1.49019","0.00587"
"17.88600","1.49073","0.00591"
"17.89200","1.49121","0.00591"
"17.89800","1.49175","0.00587"
"17.90400","1.49223","0.00589"
"17.91000","1.49271","0.00592"
"17.91600","1.49324","0.00575"
"17.92200","1.49372","0.00549"
"17.92800","1.49426","0.00537"
"17.93400","1.49474","0.00532"
"17.94000","1.49528","0.00527"
"17.94600","1.49575","0.00528"
"17.95200","1.49623","0.00542"
"17.95800","1.49677","0.00548"
"17.96400","1.49725","0.00551"
"17.97000","1.49773","0.00560"
"17.97600","1.49821","0.00568"
"17.98200","1.49868","0.00571"
"17.98800","1.49922","0.00562"
"17.99400","1.49970","0.00548"
"18.00000","1.50018","0.00539"
"18.00600","1.50072","0.00539"
"18.01200","1.50120","0.00539"
"18.01800","1.50167","0.00543"
"18.02400","1.50221","0.00538"
"18.03000","1.50269","0.00530"
"18.03600","1.50317","0.00529"
"18.04200","1.50371","0.00539"
"18.04800","1.50419","0.00551"
"18.05400","1.50466","0.00540"
"18.06000","1.50520","0.00524"
"18.06600","1.50568","0.00522"
"18.07200","1.50622","0.00530"
"18.07800","1.50670","0.00540"
"18.08400","1.50723","0.00542"
"18.09000","1.50771","0.00544"
"18.09600","1.50825","0.00536"
"18.10200","1.50873","0.00522"
"18.10800","1.50921","0.00514"
"18.11400","1.50975","0.00507"
"18.12000","1.51022","0.00510"
"18.12600","1.51070","0.00514"
"18.13200","1.51118","0.00509"
"18.13800","1.51172","0.00511"
"18.14400","1.51220","0.00502"
"18.15000","1.51268","0.00497"
"18.15600","1.51315","0.00502"
"18.16200","1.51369","0.00495"
"18.16800","1.51417","0.00488"
"18.17400","1.51465","0.00502"
"18.18000","1.51519","0.00517"
"18.18600","1.51566","0.00523"
"18.19200","1.51614","0.00531"
"18.19800","1.51668","0.00543"
"18.20400","1.51716","0.00543"
"18.21000","1.51770","0.00551"
"18.21600","1.51818","0.00549"
"18.22200","1.51865","0.00559"
"18.22800","1.51919","0.00557"
"18.23400","1.51967","0.00562"
"18.24000","1.52015","0.00582"
"18.24600","1.52069","0.00583"
"18.25200","1.52117","0.00579"
"18.25800","1.52164","0.00584"
"18.26400","1.52218","0.00568"
"18.27000","1.52266","0.00553"
"18.27600","1.52314","0.00554"
"18.28200","1.52368","0.00577"
"18.28800","1.52415","0.00600"
"18.29400","1.52469","0.00619"
"18.30000","1.52517","0.00622"
"18.30600","1.52565","0.00608"
"18.31200","1.52619","0.00585"
"18.31800","1.52667","0.00578"
"18.32400","1.52720","0.00598"
"18.33000","1.52768","0.00616"
"18.33600","1.52816","0.00614"
"18.34200","1.52870","0.00603"
"18.34800","1.52918","0.00590"
"18.35400","1.52972","0.00573"
"18.36000","1.53019","0.00548"
"18.36600","1.53067","0.00538"
"18.37200","1.53121","0.00547"
"18.37800","1.53169","0.00558"
"18.38400","1.53223","0.00561"
"18.39000","1.53270","0.00566"
"18.39600","1.53318","0.00560"
"18.40200","1.53372","0.00545"
"18.40800","1.53420","0.00540"
"18.41400","1.53474","0.00544"
"18.42000","1.53522","0.00546"
"18.42600","1.53575","0.00540"
"18.43200","1.53623","0.00535"
"18.43800","1.53671","0.00538"
"18.44400","1.53719","0.00542"
"18.45000","1.53773","0.00553"
"18.45600","1.53821","0.00559"
"18.46200","1.53868","0.00554"
"18.46800","1.53916","0.00559"
"18.47400","1.53970","0.00571"
"18.48000","1.54018","0.00597"
"18.48600","1.54066","0.00624"
"18.49200","1.54119","0.00644"
"18.49800","1.54167","0.00637"
"18.50400","1.54221","0.00632"
"18.51000","1.54275","0.00633"
"18.51600","1.54323","0.00632"
"18.52200","1.54371","0.00632"
"18.52800","1.54424","0.00616"
"18.53400","1.54472","0.00594"
"18.54000","1.54526","0.00568"
"18.54600","1.54574","0.00541"
"18.55200","1.54622","0.00533"
"18.55800","1.54676","0.00541"
"18.56400","1.54723","0.00545"
"18.57000","1.54777","0.00548"
"18.57600","1.54825","0.00566"
"18.58200","1.54879","0.00586"
"18.58800","1.54927","0.00602"
"18.59400","1.54974","0.00607"
"18.60000","1.55022","0.00610"
"18.60600","1.55070","0.00603"
"18.61200","1.55118","0.00582"
"18.61800","1.55172","0.00564"
"18.62400","1.55220","0.00546"
"18.63000","1.55267","0.00522"
"18.63600","1.55321","0.00509"
"18.64200","1.55369","0.00518"
"18.64800","1.55423","0.00523"
"18.65400","1.55471","0.00529"
"18.66000","1.55525","0.00539"
"18.66600","1.55572","0.00550"
"18.67200","1.55620","0.00558"
"18.67800","1.55668","0.00577"
"18.68400","1.55722","0.00582"
"18.69000","1.55770","0.00572"
"18.69600","1.55817","0.00559"
"18.70200","1.55871","0.00554"
"18.70800","1.55919","0.00566"
"18.71400","1.55973","0.00575"
"18.72000","1.56021","0.00584"
"18.72600","1.56075","0.00599"
"18.73200","1.56122","0.00633"
"18.73800","1.56170","0.00659"
"18.74400","1.56218","0.00666"
"18.75000","1.56266","0.00662"
"18.75600","1.56320","0.00650"
"18.76200","1.56368","0.00618"
"18.76800","1.56415","0.00578"
"18.77400","1.56463","0.00549"
"18.78000","1.56517","0.00532"
"18.78600","1.56565","0.00534"
"18.79200","1.56613","0.00533"
"18.79800","1.56667","0.00528"
"18.80400","1.56714","0.00516"
"18.81000","1.56768","0.00510"
"18.81600","1.56816","0.00507"
"18.82200","1.56870","0.00512"
"18.82800","1.56918","0.00525"
"18.83400","1.56965","0.00546"
"18.84000","1.57019","0.00561"
"18.84600","1.57067","0.00564"
"18.85200","1.57121","0.00578"
"18.85800","1.57169","0.00603"
"18.86400","1.57223","0.00622"
"18.87000","1.57270","0.00643"
"18.87600","1.57324","0.00655"
"18.88200","1.57372","0.00656"
"18.88800","1.57420","0.00647"
"18.89400","1.57474","0.00643"
"18.90000","1.57522","0.00641"
"18.90600","1.57569","0.00635"
"18.91200","1.57623","0.00625"
"18.91800","1.57671","0.00620"
"18.92400","1.57719","0.00614"
"18.93000","1.57773","0.00598"
"18.93600","1.57820","0.00580"
"18.94200","1.57874","0.00570"
"18.94800","1.57922","0.00560"
"18.95400","1.57970","0.00551"
"18.96000","1.58024","0.00545"
"18.96600","1.58072","0.00540"
"18.97200","1.58125","0.00531"
"18.97800","1.58173","0.00535"
"18.98400","1.58221","0.00537"
"18.99000","1.58275","0.00543"
"18.99600","1.58323","0.00558"
"19.00200","1.58371","0.00574"
"19.00800","1.58424","0.00590"
"19.01400","1.58472","0.00608"
"19.02000","1.58520","0.00613"
"19.02600","1.58568","0.00623"
"19.03200","1.58622","0.00629"
"19.03800","1.58669","0.00641"
"19.04400","1.58717","0.00655"
"19.05000","1.58771","0.00653"
"19.05600","1.58819","0.00637"
"19.06200","1.58867","0.00617"
"19.06800","1.58921","0.00605"
"19.07400","1.58968","0.00591"
"19.08000","1.59022","0.00571"
"19.08600","1.59070","0.00565"
"19.09200","1.59124","0.00575"
"19.09800","1.59172","0.00591"
"19.10400","1.59220","0.00609"
"19.11000","1.59267","0.00616"
"19.11600","1.59321","0.00625"
"19.12200","1.59369","0.00638"
"19.12800","1.59423","0.00646"
"19.13400","1.59471","0.00639"
"19.14000","1.59518","0.00627"
"19.14600","1.59566","0.00627"
"19.15200","1.59620","0.00630"
"19.15800","1.59668","0.00642"
"19.16400","1.59716","0.00629"
"19.17000","1.59764","0.00602"
"19.17600","1.59817","0.00591"
"19.18200","1.59865","0.00594"
"19.18800","1.59913","0.00601"
"19.19400","1.59967","0.00611"
"19.20000","1.60015","0.00637"
"19.20600","1.60069","0.00649"
"19.21200","1.60116","0.00650"
"19.21800","1.60164","0.00645"
"19.22400","1.60218","0.00637"
"19.23000","1.60266","0.00613"
"19.23600","1.60320","0.00611"
"19.24200","1.60367","0.00612"
"19.24800","1.60415","0.00616"
"19.25400","1.60469","0.00616"
"19.26000","1.60517","0.00617"
"19.26600","1.60565","0.00617"
"19.27200","1.60619","0.00608"
"19.27800","1.60666","0.00599"
"19.28400","1.60714","0.00590"
"19.29000","1.60762","0.00590"
"19.29600","1.60816","0.00601"
"19.30200","1.60864","0.00614"
"19.30800","1.60912","0.00618"
"19.31400","1.60959","0.00612"
"19.32000","1.61007","0.00613"
"19.32600","1.61061","0.00614"
"19.33200","1.61109","0.00610"
"19.33800","1.61163","0.00613"
"19.34400","1.61211","0.00621"
"19.35000","1.61264","0.00621"
"19.35600","1.61312","0.00638"
"19.36200","1.61366","0.00639"
"19.36800","1.61420","0.00627"
"19.37400","1.61468","0.00638"
"19.38000","1.61521","0.00624"
"19.38600","1.61569","0.00585"
"19.39200","1.61623","0.00561"
"19.39800","1.61671","0.00559"
"19.40400","1.61719","0.00578"
"19.41000","1.61773","0.00608"
"19.41600","1.61820","0.00623"
"19.42200","1.61874","0.00635"
"19.42800","1.61922","0.00642"
"19.43400","1.61970","0.00648"
"19.44000","1.62018","0.00659"
"19.44600","1.62071","0.00672"
"19.45200","1.62119","0.00682"
"19.45800","1.62167","0.00694"
"19.46400","1.62221","0.00688"
"19.47000","1.62269","0.00668"
"19.47600","1.62323","0.00647"
"19.48200","1.62370","0.00638"
"19.48800","1.62418","0.00645"
"19.49400","1.62472","0.00653"
"19.50000","1.62526","0.00646"
"19.50600","1.62574","0.00629"
"19.51200","1.62628","0.00614"
"19.51800","1.62675","0.00604"
"19.52400","1.62729","0.00602"
"19.53000","1.62777","0.00597"
"19.53600","1.62825","0.00589"
"19.54200","1.62879","0.00585"
"19.54800","1.62926","0.00584"
"19.55400","1.62974","0.00603"
"19.56000","1.63022","0.00620"
"19.56600","1.63070","0.00615"
"19.57200","1.63118","0.00631"
"19.57800","1.63172","0.00649"
"19.58400","1.63219","0.00659"
"19.59000","1.63267","0.00655"
"19.59600","1.63315","0.00636"
"19.60200","1.63369","0.00617"
"19.60800","1.63417","0.00611"
"19.61400","1.63471","0.00605"
"19.62000","1.63518","0.00608"
"19.62600","1.63566","0.00603"
"19.63200","1.63620","0.00601"
"19.63800","1.63668","0.00611"
"19.64400","1.63722","0.00625"
"19.65000","1.63770","0.00623"
"19.65600","1.63823","0.00613"
"19.66200","1.63871","0.00615"
"19.66800","1.63919","0.00620"
"19.67400","1.63973","0.00631"
"19.68000","1.64021","0.00626"
"19.68600","1.64068","0.00614"
"19.69200","1.64122","0.00610"
"19.69800","1.64170","0.00606"
"19.70400","1.64218","0.00597"
"19.71000","1.64266","0.00598"
"19.71600","1.64320","0.00620"
"19.72200","1.64367","0.00639"
"19.72800","1.64415","0.00646"
"19.73400","1.64469","0.00641"
"19.74000","1.64517","0.00635"
"19.74600","1.64565","0.00627"
"19.75200","1.64619","0.00628"
"19.75800","1.64666","0.00635"
"19.76400","1.64714","0.00637"
"19.77000","1.64768","0.00638"
"19.77600","1.64816","0.00646"
"19.78200","1.64870","0.00655"
"19.78800","1.64917","0.00654"
"19.79400","1.64971","0.00664"
"19.80000","1.65019","0.00676"
"19.80600","1.65067","0.00681"
"19.81200","1.65121","0.00670"
"19.81800","1.65169","0.00657"
"19.82400","1.65222","0.00659"
"19.83000","1.65270","0.00656"
"19.83600","1.65318","0.00667"
"19.84200","1.65366","0.00676"
"19.84800","1.65420","0.00669"
"19.85400","1.65468","0.00666"
"19.86000","1.65515","0.00660"
"19.86600","1.65563","0.00662"
"19.87200","1.65617","0.00656"
"19.87800","1.65665","0.00650"
"19.88400","1.65713","0.00647"
"19.89000","1.65766","0.00626"
"19.89600","1.65814","0.00619"
"19.90200","1.65862","0.00621"
"19.90800","1.65916","0.00638"
"19.91400","1.65964","0.00657"
"19.92000","1.66018","0.00665"
"19.92600","1.66065","0.00683"
