End date,"2/26/2017"
Specimen label,"4CT_23_pl"
"9.09000","0.75765","0.00055"
"9.09600","0.75813","0.00058"
"9.10200","0.75861","0.00058"
"9.10800","0.75915","0.00069"
"9.11400","0.75963","0.00068"
"9.12000","0.76016","0.00066"
"9.12600","0.76070","0.00069"
"9.13200","0.76118","0.00065"
"9.13800","0.76172","0.00060"
"9.14400","0.76220","0.00046"
"9.15000","0.76274","0.00023"
"9.15600","0.76321","0.00009"
"9.16200","0.76369","0.00000"
"9.16800","0.76423","0.00000"
"9.17400","0.76471","0.00010"
"9.18000","0.76519","0.00013"
"9.18600","0.76566","0.00015"
"9.19200","0.76620","0.00015"
"9.19800","0.76668","0.00020"
"9.20400","0.76716","0.00030"
"9.21000","0.76764","0.00038"
"9.21600","0.76818","0.00046"
"9.22200","0.76865","0.00050"
"9.22800","0.76913","0.00041"
"9.23400","0.76961","0.00027"
"9.24000","0.77015","0.00013"
"9.24600","0.77063","-0.00003"
"9.25200","0.77117","-0.00012"
"9.25800","0.77164","-0.00005"
"9.26400","0.77218","0.00009"
"9.27000","0.77266","0.00029"
"9.27600","0.77320","0.00042"
"9.28200","0.77368","0.00035"
"9.28800","0.77415","0.00032"
"9.29400","0.77469","0.00028"
"9.30000","0.77517","0.00020"
"9.30600","0.77565","0.00015"
"9.31200","0.77613","0.00020"
"9.31800","0.77661","0.00032"
"9.32400","0.77714","0.00052"
"9.33000","0.77762","0.00066"
"9.33600","0.77810","0.00064"
"9.34200","0.77864","0.00063"
"9.34800","0.77912","0.00057"
"9.35400","0.77960","0.00052"
"9.36000","0.78013","0.00058"
"9.36600","0.78061","0.00054"
"9.37200","0.78109","0.00049"
"9.37800","0.78163","0.00051"
"9.38400","0.78211","0.00046"
"9.39000","0.78264","0.00032"
"9.39600","0.78312","0.00026"
"9.40200","0.78366","0.00015"
"9.40800","0.78414","0.00010"
"9.41400","0.78468","0.00007"
"9.42000","0.78516","0.00005"
"9.42600","0.78563","0.00006"
"9.43200","0.78617","0.00000"
"9.43800","0.78665","0.00000"
"9.44400","0.78713","0.00014"
"9.45000","0.78767","0.00014"
"9.45600","0.78815","0.00027"
"9.46200","0.78862","0.00045"
"9.46800","0.78910","0.00053"
"9.47400","0.78964","0.00053"
"9.48000","0.79012","0.00046"
"9.48600","0.79060","0.00044"
"9.49200","0.79114","0.00046"
"9.49800","0.79161","0.00055"
"9.50400","0.79209","0.00056"
"9.51000","0.79257","0.00051"
"9.51600","0.79311","0.00046"
"9.52200","0.79359","0.00040"
"9.52800","0.79406","0.00035"
"9.53400","0.79460","0.00034"
"9.54000","0.79508","0.00027"
"9.54600","0.79562","0.00012"
"9.55200","0.79610","0.00001"
"9.55800","0.79664","-0.00004"
"9.56400","0.79717","-0.00006"
"9.57000","0.79765","-0.00011"
"9.57600","0.79813","0.00005"
"9.58200","0.79867","0.00015"
"9.58800","0.79915","0.00019"
"9.59400","0.79963","0.00020"
"9.60000","0.80016","0.00012"
"9.60600","0.80064","0.00001"
"9.61200","0.80112","-0.00007"
"9.61800","0.80160","-0.00009"
"9.62400","0.80214","0.00002"
"9.63000","0.80261","0.00011"
"9.63600","0.80315","0.00020"
"9.64200","0.80363","0.00026"
"9.64800","0.80411","0.00044"
"9.65400","0.80465","0.00057"
"9.66000","0.80513","0.00070"
"9.66600","0.80566","0.00070"
"9.67200","0.80614","0.00068"
"9.67800","0.80668","0.00054"
"9.68400","0.80716","0.00038"
"9.69000","0.80770","0.00035"
"9.69600","0.80818","0.00030"
"9.70200","0.80871","0.00024"
"9.70800","0.80919","0.00017"
"9.71400","0.80973","0.00012"
"9.72000","0.81021","0.00001"
"9.72600","0.81069","0.00002"
"9.73200","0.81116","0.00006"
"9.73800","0.81170","0.00013"
"9.74400","0.81218","0.00024"
"9.75000","0.81266","0.00032"
"9.75600","0.81314","0.00041"
"9.76200","0.81368","0.00033"
"9.76800","0.81415","0.00028"
"9.77400","0.81463","0.00041"
"9.78000","0.81517","0.00055"
"9.78600","0.81565","0.00064"
"9.79200","0.81613","0.00066"
"9.79800","0.81667","0.00063"
"9.80400","0.81714","0.00048"
"9.81000","0.81762","0.00041"
"9.81600","0.81816","0.00045"
"9.82200","0.81864","0.00065"
"9.82800","0.81918","0.00083"
"9.83400","0.81965","0.00089"
"9.84000","0.82019","0.00087"
"9.84600","0.82067","0.00087"
"9.85200","0.82115","0.00081"
"9.85800","0.82169","0.00068"
"9.86400","0.82217","0.00051"
"9.87000","0.82264","0.00029"
"9.87600","0.82312","0.00003"
"9.88200","0.82366","-0.00008"
"9.88800","0.82414","-0.00009"
"9.89400","0.82462","-0.00002"
"9.90000","0.82510","-0.00001"
"9.90600","0.82557","0.00005"
"9.91200","0.82611","0.00015"
"9.91800","0.82659","0.00023"
"9.92400","0.82707","0.00039"
"9.93000","0.82761","0.00043"
"9.93600","0.82809","0.00025"
"9.94200","0.82862","-0.00001"
"9.94800","0.82910","-0.00011"
"9.95400","0.82958","-0.00011"
"9.96000","0.83012","-0.00004"
"9.96600","0.83060","0.00005"
"9.97200","0.83113","0.00019"
"9.97800","0.83161","0.00032"
"9.98400","0.83215","0.00046"
"9.99000","0.83263","0.00054"
"9.99600","0.83317","0.00064"
"10.00200","0.83365","0.00085"
"10.00800","0.83418","0.00104"
"10.01400","0.83466","0.00108"
"10.02000","0.83514","0.00107"
"10.02600","0.83568","0.00095"
"10.03200","0.83616","0.00075"
"10.03800","0.83663","0.00049"
"10.04400","0.83711","0.00038"
"10.05000","0.83765","0.00045"
"10.05600","0.83813","0.00052"
"10.06200","0.83861","0.00069"
"10.06800","0.83909","0.00081"
"10.07400","0.83956","0.00077"
"10.08000","0.84010","0.00071"
"10.08600","0.84058","0.00073"
"10.09200","0.84106","0.00079"
"10.09800","0.84160","0.00082"
"10.10400","0.84208","0.00083"
"10.11000","0.84261","0.00081"
"10.11600","0.84315","0.00071"
"10.12200","0.84363","0.00068"
"10.12800","0.84417","0.00067"
"10.13400","0.84465","0.00061"
"10.14000","0.84518","0.00057"
"10.14600","0.84566","0.00052"
"10.15200","0.84614","0.00043"
"10.15800","0.84668","0.00034"
"10.16400","0.84716","0.00036"
"10.17000","0.84764","0.00047"
"10.17600","0.84811","0.00055"
"10.18200","0.84865","0.00059"
"10.18800","0.84913","0.00066"
"10.19400","0.84967","0.00075"
"10.20000","0.85015","0.00097"
"10.20600","0.85069","0.00105"
"10.21200","0.85116","0.00093"
"10.21800","0.85164","0.00078"
"10.22400","0.85218","0.00060"
"10.23000","0.85266","0.00040"
"10.23600","0.85320","0.00025"
"10.24200","0.85368","0.00027"
"10.24800","0.85415","0.00027"
"10.25400","0.85469","0.00034"
"10.26000","0.85517","0.00045"
"10.26600","0.85571","0.00051"
"10.27200","0.85619","0.00064"
"10.27800","0.85672","0.00067"
"10.28400","0.85720","0.00054"
"10.29000","0.85774","0.00044"
"10.29600","0.85822","0.00031"
"10.30200","0.85870","0.00013"
"10.30800","0.85918","0.00008"
"10.31400","0.85965","0.00019"
"10.32000","0.86019","0.00028"
"10.32600","0.86067","0.00033"
"10.33200","0.86115","0.00035"
"10.33800","0.86169","0.00048"
"10.34400","0.86217","0.00062"
"10.35000","0.86264","0.00072"
"10.35600","0.86318","0.00071"
"10.36200","0.86366","0.00064"
"10.36800","0.86420","0.00061"
"10.37400","0.86468","0.00069"
"10.38000","0.86515","0.00075"
"10.38600","0.86563","0.00078"
"10.39200","0.86617","0.00075"
"10.39800","0.86665","0.00073"
"10.40400","0.86713","0.00070"
"10.41000","0.86767","0.00059"
"10.41600","0.86814","0.00040"
"10.42200","0.86868","0.00030"
"10.42800","0.86916","0.00018"
"10.43400","0.86970","0.00008"
"10.44000","0.87018","0.00009"
"10.44600","0.87066","0.00021"
"10.45200","0.87113","0.00026"
"10.45800","0.87161","0.00016"
"10.46400","0.87209","0.00000"
"10.47000","0.87263","-0.00004"
"10.47600","0.87311","-0.00003"
"10.48200","0.87358","-0.00006"
"10.48800","0.87412","-0.00009"
"10.49400","0.87460","-0.00019"
"10.50000","0.87508","-0.00030"
"10.50600","0.87562","-0.00025"
"10.51200","0.87610","-0.00016"
"10.51800","0.87657","-0.00009"
"10.52400","0.87711","0.00009"
"10.53000","0.87759","0.00030"
"10.53600","0.87813","0.00046"
"10.54200","0.87861","0.00058"
"10.54800","0.87909","0.00065"
"10.55400","0.87962","0.00079"
"10.56000","0.88010","0.00087"
"10.56600","0.88058","0.00082"
"10.57200","0.88106","0.00077"
"10.57800","0.88160","0.00081"
"10.58400","0.88208","0.00080"
"10.59000","0.88261","0.00086"
"10.59600","0.88309","0.00089"
"10.60200","0.88363","0.00089"
"10.60800","0.88411","0.00089"
"10.61400","0.88465","0.00084"
"10.62000","0.88512","0.00073"
"10.62600","0.88566","0.00056"
"10.63200","0.88614","0.00036"
"10.63800","0.88662","0.00022"
"10.64400","0.88716","0.00015"
"10.65000","0.88764","0.00017"
"10.65600","0.88817","0.00035"
"10.66200","0.88865","0.00048"
"10.66800","0.88919","0.00060"
"10.67400","0.88967","0.00060"
"10.68000","0.89015","0.00058"
"10.68600","0.89068","0.00060"
"10.69200","0.89116","0.00055"
"10.69800","0.89164","0.00037"
"10.70400","0.89218","0.00030"
"10.71000","0.89266","0.00025"
"10.71600","0.89314","0.00021"
"10.72200","0.89367","0.00017"
"10.72800","0.89415","0.00021"
"10.73400","0.89463","0.00026"
"10.74000","0.89517","0.00033"
"10.74600","0.89565","0.00037"
"10.75200","0.89619","0.00037"
"10.75800","0.89666","0.00036"
"10.76400","0.89720","0.00051"
"10.77000","0.89768","0.00068"
"10.77600","0.89822","0.00062"
"10.78200","0.89870","0.00055"
"10.78800","0.89917","0.00059"
"10.79400","0.89965","0.00068"
"10.80000","0.90019","0.00075"
"10.80600","0.90067","0.00075"
"10.81200","0.90115","0.00068"
"10.81800","0.90169","0.00059"
"10.82400","0.90216","0.00063"
"10.83000","0.90264","0.00069"
"10.83600","0.90318","0.00066"
"10.84200","0.90366","0.00061"
"10.84800","0.90414","0.00049"
"10.85400","0.90468","0.00035"
"10.86000","0.90515","0.00027"
"10.86600","0.90563","0.00029"
"10.87200","0.90617","0.00041"
"10.87800","0.90665","0.00055"
"10.88400","0.90713","0.00070"
"10.89000","0.90766","0.00071"
"10.89600","0.90820","0.00054"
"10.90200","0.90868","0.00040"
"10.90800","0.90922","0.00044"
"10.91400","0.90970","0.00054"
"10.92000","0.91018","0.00056"
"10.92600","0.91071","0.00057"
"10.93200","0.91119","0.00055"
"10.93800","0.91173","0.00049"
"10.94400","0.91221","0.00043"
"10.95000","0.91269","0.00040"
"10.95600","0.91317","0.00040"
"10.96200","0.91370","0.00042"
"10.96800","0.91418","0.00042"
"10.97400","0.91466","0.00048"
"10.98000","0.91520","0.00057"
"10.98600","0.91568","0.00058"
"10.99200","0.91616","0.00050"
"10.99800","0.91669","0.00047"
"11.00400","0.91717","0.00052"
"11.01000","0.91765","0.00063"
"11.01600","0.91813","0.00067"
"11.02200","0.91861","0.00067"
"11.02800","0.91914","0.00057"
"11.03400","0.91962","0.00051"
"11.04000","0.92016","0.00043"
"11.04600","0.92064","0.00033"
"11.05200","0.92112","0.00037"
"11.05800","0.92166","0.00044"
"11.06400","0.92213","0.00052"
"11.07000","0.92267","0.00052"
"11.07600","0.92315","0.00043"
"11.08200","0.92363","0.00040"
"11.08800","0.92417","0.00054"
"11.09400","0.92465","0.00061"
"11.10000","0.92512","0.00059"
"11.10600","0.92560","0.00056"
"11.11200","0.92614","0.00054"
"11.11800","0.92662","0.00051"
"11.12400","0.92710","0.00042"
"11.13000","0.92757","0.00047"
"11.13600","0.92811","0.00058"
"11.14200","0.92859","0.00071"
"11.14800","0.92913","0.00067"
"11.15400","0.92961","0.00061"
"11.16000","0.93015","0.00056"
"11.16600","0.93062","0.00050"
"11.17200","0.93116","0.00063"
"11.17800","0.93164","0.00070"
"11.18400","0.93212","0.00072"
"11.19000","0.93266","0.00078"
"11.19600","0.93314","0.00083"
"11.20200","0.93367","0.00083"
"11.20800","0.93415","0.00082"
"11.21400","0.93469","0.00070"
"11.22000","0.93517","0.00056"
"11.22600","0.93571","0.00052"
"11.23200","0.93618","0.00053"
"11.23800","0.93666","0.00046"
"11.24400","0.93720","0.00034"
"11.25000","0.93768","0.00021"
"11.25600","0.93816","0.00030"
"11.26200","0.93870","0.00038"
"11.26800","0.93917","0.00049"
"11.27400","0.93971","0.00076"
"11.28000","0.94019","0.00093"
"11.28600","0.94073","0.00090"
"11.29200","0.94121","0.00071"
"11.29800","0.94169","0.00047"
"11.30400","0.94222","0.00033"
"11.31000","0.94270","0.00030"
"11.31600","0.94318","0.00020"
"11.32200","0.94372","0.00014"
"11.32800","0.94420","0.00009"
"11.33400","0.94467","-0.00003"
"11.34000","0.94521","-0.00010"
"11.34600","0.94569","-0.00014"
"11.35200","0.94617","-0.00012"
"11.35800","0.94671","-0.00003"
"11.36400","0.94719","-0.00003"
"11.37000","0.94766","-0.00010"
"11.37600","0.94814","-0.00011"
"11.38200","0.94868","-0.00015"
"11.38800","0.94916","-0.00013"
"11.39400","0.94970","0.00009"
"11.40000","0.95018","0.00024"
"11.40600","0.95065","0.00035"
"11.41200","0.95119","0.00040"
"11.41800","0.95167","0.00043"
"11.42400","0.95221","0.00047"
"11.43000","0.95269","0.00046"
"11.43600","0.95316","0.00045"
"11.44200","0.95370","0.00047"
"11.44800","0.95418","0.00045"
"11.45400","0.95466","0.00042"
"11.46000","0.95514","0.00039"
"11.46600","0.95568","0.00031"
"11.47200","0.95615","0.00039"
"11.47800","0.95663","0.00050"
"11.48400","0.95717","0.00062"
"11.49000","0.95765","0.00071"
"11.49600","0.95813","0.00061"
"11.50200","0.95867","0.00048"
"11.50800","0.95914","0.00037"
"11.51400","0.95962","0.00025"
"11.52000","0.96016","0.00021"
"11.52600","0.96064","0.00022"
"11.53200","0.96112","0.00029"
"11.53800","0.96165","0.00038"
"11.54400","0.96213","0.00045"
"11.55000","0.96261","0.00046"
"11.55600","0.96315","0.00044"
"11.56200","0.96363","0.00042"
"11.56800","0.96417","0.00040"
"11.57400","0.96464","0.00038"
"11.58000","0.96512","0.00038"
"11.58600","0.96566","0.00040"
"11.59200","0.96614","0.00040"
"11.59800","0.96668","0.00036"
"11.60400","0.96716","0.00028"
"11.61000","0.96763","0.00031"
"11.61600","0.96811","0.00038"
"11.62200","0.96865","0.00054"
"11.62800","0.96913","0.00064"
"11.63400","0.96961","0.00073"
"11.64000","0.97009","0.00074"
"11.64600","0.97062","0.00072"
"11.65200","0.97110","0.00071"
"11.65800","0.97158","0.00061"
"11.66400","0.97206","0.00047"
"11.67000","0.97260","0.00042"
"11.67600","0.97307","0.00048"
"11.68200","0.97361","0.00054"
"11.68800","0.97409","0.00063"
"11.69400","0.97463","0.00063"
"11.70000","0.97511","0.00053"
"11.70600","0.97565","0.00035"
"11.71200","0.97618","0.00023"
"11.71800","0.97666","0.00025"
"11.72400","0.97714","0.00026"
"11.73000","0.97768","0.00034"
"11.73600","0.97816","0.00039"
"11.74200","0.97864","0.00035"
"11.74800","0.97917","0.00033"
"11.75400","0.97965","0.00031"
"11.76000","0.98013","0.00037"
"11.76600","0.98061","0.00038"
"11.77200","0.98115","0.00042"
"11.77800","0.98162","0.00043"
"11.78400","0.98210","0.00044"
"11.79000","0.98264","0.00040"
"11.79600","0.98312","0.00034"
"11.80200","0.98366","0.00038"
"11.80800","0.98414","0.00038"
"11.81400","0.98461","0.00032"
"11.82000","0.98515","0.00025"
"11.82600","0.98563","0.00017"
"11.83200","0.98617","0.00006"
"11.83800","0.98665","0.00003"
"11.84400","0.98718","0.00005"
"11.85000","0.98772","0.00015"
"11.85600","0.98820","0.00029"
"11.86200","0.98868","0.00039"
"11.86800","0.98922","0.00046"
"11.87400","0.98970","0.00046"
"11.88000","0.99017","0.00044"
"11.88600","0.99065","0.00043"
"11.89200","0.99119","0.00045"
"11.89800","0.99167","0.00034"
"11.90400","0.99215","0.00017"
"11.91000","0.99263","0.00014"
"11.91600","0.99316","0.00013"
"11.92200","0.99364","0.00008"
"11.92800","0.99412","0.00005"
"11.93400","0.99466","0.00013"
"11.94000","0.99514","0.00021"
"11.94600","0.99568","0.00018"
"11.95200","0.99615","0.00017"
"11.95800","0.99663","0.00031"
"11.96400","0.99717","0.00041"
"11.97000","0.99765","0.00052"
"11.97600","0.99819","0.00058"
"11.98200","0.99866","0.00056"
"11.98800","0.99920","0.00061"
"11.99400","0.99968","0.00066"
"12.00000","1.00022","0.00063"
"12.00600","1.00070","0.00058"
"12.01200","1.00118","0.00054"
"12.01800","1.00171","0.00055"
"12.02400","1.00219","0.00065"
"12.03000","1.00267","0.00064"
"12.03600","1.00321","0.00043"
"12.04200","1.00369","0.00025"
"12.04800","1.00417","0.00020"
"12.05400","1.00470","0.00022"
"12.06000","1.00518","0.00025"
"12.06600","1.00566","0.00033"
"12.07200","1.00614","0.00052"
"12.07800","1.00662","0.00062"
"12.08400","1.00715","0.00068"
"12.09000","1.00763","0.00067"
"12.09600","1.00811","0.00056"
"12.10200","1.00865","0.00044"
"12.10800","1.00913","0.00041"
"12.11400","1.00961","0.00046"
"12.12000","1.01014","0.00049"
"12.12600","1.01062","0.00046"
"12.13200","1.01116","0.00039"
"12.13800","1.01164","0.00040"
"12.14400","1.01212","0.00036"
"12.15000","1.01266","0.00030"
"12.15600","1.01313","0.00028"
"12.16200","1.01361","0.00028"
"12.16800","1.01409","0.00027"
"12.17400","1.01463","0.00032"
"12.18000","1.01511","0.00036"
"12.18600","1.01559","0.00033"
"12.19200","1.01612","0.00020"
"12.19800","1.01660","0.00015"
"12.20400","1.01714","0.00015"
"12.21000","1.01762","0.00020"
"12.21600","1.01810","0.00028"
"12.22200","1.01857","0.00035"
"12.22800","1.01911","0.00032"
"12.23400","1.01959","0.00042"
"12.24000","1.02007","0.00058"
"12.24600","1.02061","0.00075"
"12.25200","1.02109","0.00089"
"12.25800","1.02162","0.00097"
"12.26400","1.02210","0.00088"
"12.27000","1.02264","0.00079"
"12.27600","1.02312","0.00077"
"12.28200","1.02366","0.00077"
"12.28800","1.02413","0.00075"
"12.29400","1.02461","0.00068"
"12.30000","1.02515","0.00047"
"12.30600","1.02563","0.00032"
"12.31200","1.02617","0.00021"
"12.31800","1.02665","0.00016"
"12.32400","1.02718","0.00024"
"12.33000","1.02766","0.00026"
"12.33600","1.02820","0.00020"
"12.34200","1.02868","0.00022"
"12.34800","1.02922","0.00024"
"12.35400","1.02970","0.00029"
"12.36000","1.03017","0.00024"
"12.36600","1.03071","0.00020"
"12.37200","1.03119","0.00029"
"12.37800","1.03167","0.00038"
"12.38400","1.03221","0.00047"
"12.39000","1.03268","0.00046"
"12.39600","1.03316","0.00038"
"12.40200","1.03370","0.00027"
"12.40800","1.03418","0.00019"
"12.41400","1.03472","0.00004"
"12.42000","1.03520","-0.00008"
"12.42600","1.03567","-0.00019"
"12.43200","1.03621","-0.00019"
"12.43800","1.03669","-0.00004"
"12.44400","1.03723","0.00011"
"12.45000","1.03771","0.00014"
"12.45600","1.03819","0.00017"
"12.46200","1.03872","0.00011"
"12.46800","1.03920","0.00004"
"12.47400","1.03968","0.00004"
"12.48000","1.04022","0.00014"
"12.48600","1.04070","0.00014"
"12.49200","1.04123","0.00019"
"12.49800","1.04171","0.00016"
"12.50400","1.04219","0.00004"
"12.51000","1.04273","0.00001"
"12.51600","1.04321","0.00002"
"12.52200","1.04369","0.00014"
"12.52800","1.04416","0.00025"
"12.53400","1.04464","0.00030"
"12.54000","1.04518","0.00029"
"12.54600","1.04566","0.00027"
"12.55200","1.04614","0.00021"
"12.55800","1.04668","0.00016"
"12.56400","1.04715","0.00015"
"12.57000","1.04769","0.00017"
"12.57600","1.04817","0.00030"
"12.58200","1.04865","0.00048"
"12.58800","1.04919","0.00067"
"12.59400","1.04967","0.00078"
"12.60000","1.05014","0.00086"
"12.60600","1.05068","0.00083"
"12.61200","1.05116","0.00072"
"12.61800","1.05164","0.00062"
"12.62400","1.05218","0.00050"
"12.63000","1.05265","0.00034"
"12.63600","1.05313","0.00034"
"12.64200","1.05361","0.00031"
"12.64800","1.05415","0.00017"
"12.65400","1.05463","0.00013"
"12.66000","1.05511","0.00023"
"12.66600","1.05558","0.00025"
"12.67200","1.05612","0.00027"
"12.67800","1.05660","0.00029"
"12.68400","1.05708","0.00035"
"12.69000","1.05762","0.00044"
"12.69600","1.05810","0.00064"
"12.70200","1.05857","0.00075"
"12.70800","1.05911","0.00069"
"12.71400","1.05959","0.00062"
"12.72000","1.06007","0.00071"
"12.72600","1.06061","0.00071"
"12.73200","1.06108","0.00069"
"12.73800","1.06162","0.00076"
"12.74400","1.06210","0.00078"
"12.75000","1.06258","0.00073"
"12.75600","1.06312","0.00075"
"12.76200","1.06360","0.00070"
"12.76800","1.06407","0.00056"
"12.77400","1.06461","0.00048"
"12.78000","1.06509","0.00048"
"12.78600","1.06563","0.00046"
"12.79200","1.06611","0.00039"
"12.79800","1.06659","0.00037"
"12.80400","1.06706","0.00043"
"12.81000","1.06760","0.00049"
"12.81600","1.06808","0.00052"
"12.82200","1.06856","0.00059"
"12.82800","1.06910","0.00061"
"12.83400","1.06957","0.00052"
"12.84000","1.07011","0.00038"
"12.84600","1.07059","0.00029"
"12.85200","1.07113","0.00016"
"12.85800","1.07161","0.00002"
"12.86400","1.07215","-0.00006"
"12.87000","1.07262","-0.00002"
"12.87600","1.07316","0.00010"
"12.88200","1.07364","0.00016"
"12.88800","1.07418","0.00032"
"12.89400","1.07466","0.00048"
"12.90000","1.07520","0.00053"
"12.90600","1.07567","0.00051"
"12.91200","1.07615","0.00051"
"12.91800","1.07669","0.00049"
"12.92400","1.07717","0.00034"
"12.93000","1.07765","0.00025"
"12.93600","1.07812","0.00021"
"12.94200","1.07860","0.00021"
"12.94800","1.07914","0.00010"
"12.95400","1.07962","0.00011"
"12.96000","1.08010","0.00024"
"12.96600","1.08058","0.00026"
"12.97200","1.08111","0.00026"
"12.97800","1.08159","0.00030"
"12.98400","1.08213","0.00031"
"12.99000","1.08261","0.00037"
"12.99600","1.08315","0.00045"
"13.00200","1.08363","0.00040"
"13.00800","1.08416","0.00029"
"13.01400","1.08464","0.00028"
"13.02000","1.08512","0.00038"
"13.02600","1.08566","0.00047"
"13.03200","1.08614","0.00054"
"13.03800","1.08661","0.00057"
"13.04400","1.08715","0.00064"
"13.05000","1.08763","0.00059"
"13.05600","1.08811","0.00057"
"13.06200","1.08865","0.00062"
"13.06800","1.08913","0.00066"
"13.07400","1.08960","0.00076"
"13.08000","1.09008","0.00073"
"13.08600","1.09062","0.00069"
"13.09200","1.09110","0.00067"
"13.09800","1.09158","0.00068"
"13.10400","1.09212","0.00067"
"13.11000","1.09259","0.00058"
"13.11600","1.09307","0.00042"
"13.12200","1.09361","0.00035"
"13.12800","1.09409","0.00039"
"13.13400","1.09463","0.00041"
"13.14000","1.09511","0.00045"
"13.14600","1.09564","0.00037"
"13.15200","1.09612","0.00030"
"13.15800","1.09666","0.00016"
"13.16400","1.09714","0.00005"
"13.17000","1.09762","0.00012"
"13.17600","1.09815","0.00029"
"13.18200","1.09863","0.00058"
"13.18800","1.09911","0.00075"
"13.19400","1.09959","0.00077"
"13.20000","1.10013","0.00069"
"13.20600","1.10061","0.00071"
"13.21200","1.10108","0.00064"
"13.21800","1.10156","0.00063"
"13.22400","1.10210","0.00069"
"13.23000","1.10258","0.00074"
"13.23600","1.10306","0.00073"
"13.24200","1.10360","0.00069"
"13.24800","1.10407","0.00068"
"13.25400","1.10455","0.00065"
"13.26000","1.10509","0.00072"
"13.26600","1.10557","0.00080"
"13.27200","1.10611","0.00083"
"13.27800","1.10658","0.00076"
"13.28400","1.10712","0.00064"
"13.29000","1.10760","0.00056"
"13.29600","1.10814","0.00049"
"13.30200","1.10862","0.00045"
"13.30800","1.10916","0.00044"
"13.31400","1.10963","0.00045"
"13.32000","1.11011","0.00054"
"13.32600","1.11065","0.00062"
"13.33200","1.11113","0.00067"
"13.33800","1.11161","0.00065"
"13.34400","1.11215","0.00060"
"13.35000","1.11262","0.00050"
"13.35600","1.11310","0.00050"
"13.36200","1.11358","0.00043"
"13.36800","1.11412","0.00031"
"13.37400","1.11460","0.00019"
"13.38000","1.11507","0.00023"
"13.38600","1.11561","0.00039"
"13.39200","1.11609","0.00042"
"13.39800","1.11663","0.00033"
"13.40400","1.11711","0.00029"
"13.41000","1.11759","0.00024"
"13.41600","1.11812","0.00021"
"13.42200","1.11866","0.00022"
"13.42800","1.11914","0.00016"
"13.43400","1.11968","0.00009"
"13.44000","1.12016","0.00011"
"13.44600","1.12069","0.00012"
"13.45200","1.12117","0.00020"
"13.45800","1.12171","0.00025"
"13.46400","1.12219","0.00028"
"13.47000","1.12267","0.00037"
"13.47600","1.12315","0.00045"
"13.48200","1.12368","0.00044"
"13.48800","1.12416","0.00040"
"13.49400","1.12464","0.00033"
"13.50000","1.12518","0.00026"
"13.50600","1.12566","0.00022"
"13.51200","1.12614","0.00020"
"13.51800","1.12667","0.00014"
"13.52400","1.12715","0.00011"
"13.53000","1.12763","0.00011"
"13.53600","1.12817","0.00007"
"13.54200","1.12865","0.00001"
"13.54800","1.12919","0.00002"
"13.55400","1.12966","0.00006"
"13.56000","1.13020","0.00019"
"13.56600","1.13068","0.00019"
"13.57200","1.13122","0.00006"
"13.57800","1.13170","0.00009"
"13.58400","1.13223","0.00006"
"13.59000","1.13271","0.00012"
"13.59600","1.13319","0.00038"
"13.60200","1.13373","0.00056"
"13.60800","1.13421","0.00055"
"13.61400","1.13469","0.00043"
"13.62000","1.13516","0.00043"
"13.62600","1.13570","0.00041"
"13.63200","1.13618","0.00036"
"13.63800","1.13666","0.00034"
"13.64400","1.13714","0.00048"
"13.65000","1.13762","0.00062"
"13.65600","1.13815","0.00075"
"13.66200","1.13863","0.00086"
"13.66800","1.13911","0.00089"
"13.67400","1.13965","0.00081"
"13.68000","1.14013","0.00060"
"13.68600","1.14060","0.00050"
"13.69200","1.14114","0.00040"
"13.69800","1.14162","0.00040"
"13.70400","1.14216","0.00053"
"13.71000","1.14264","0.00065"
"13.71600","1.14312","0.00064"
"13.72200","1.14365","0.00063"
"13.72800","1.14413","0.00065"
"13.73400","1.14467","0.00067"
"13.74000","1.14515","0.00074"
"13.74600","1.14563","0.00076"
"13.75200","1.14617","0.00066"
"13.75800","1.14664","0.00058"
"13.76400","1.14712","0.00045"
"13.77000","1.14760","0.00033"
"13.77600","1.14814","0.00040"
"13.78200","1.14862","0.00052"
"13.78800","1.14910","0.00066"
"13.79400","1.14957","0.00072"
"13.80000","1.15011","0.00070"
"13.80600","1.15059","0.00055"
"13.81200","1.15107","0.00045"
"13.81800","1.15155","0.00033"
"13.82400","1.15208","0.00027"
"13.83000","1.15256","0.00020"
"13.83600","1.15310","0.00027"
"13.84200","1.15358","0.00034"
"13.84800","1.15412","0.00048"
"13.85400","1.15460","0.00062"
"13.86000","1.15513","0.00059"
"13.86600","1.15567","0.00057"
"13.87200","1.15615","0.00051"
"13.87800","1.15669","0.00037"
"13.88400","1.15717","0.00030"
"13.89000","1.15764","0.00020"
"13.89600","1.15818","0.00021"
"13.90200","1.15866","0.00031"
"13.90800","1.15914","0.00043"
"13.91400","1.15962","0.00052"
"13.92000","1.16010","0.00064"
"13.92600","1.16063","0.00061"
"13.93200","1.16111","0.00053"
"13.93800","1.16165","0.00053"
"13.94400","1.16213","0.00048"
"13.95000","1.16261","0.00030"
"13.95600","1.16315","0.00014"
"13.96200","1.16362","0.00018"
"13.96800","1.16410","0.00024"
"13.97400","1.16464","0.00027"
"13.98000","1.16518","0.00027"
"13.98600","1.16566","0.00040"
"13.99200","1.16614","0.00049"
"13.99800","1.16667","0.00049"
