End date,"2/26/2017"
Specimen label,"7CG_50"
Maximum Load,"0.10801",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00006"
"0.00600","0.00000","0.00021"
"0.01200","0.00006","0.00034"
"0.01800","0.00012","0.00038"
"0.02400","0.00018","0.00039"
"0.03000","0.00030","0.00045"
"0.03600","0.00042","0.00035"
"0.04200","0.00060","0.00021"
"0.04800","0.00084","0.00011"
"0.05400","0.00108","-0.00002"
"0.06000","0.00132","-0.00015"
"0.06600","0.00161","-0.00024"
"0.07200","0.00191","-0.00028"
"0.07800","0.00227","-0.00025"
"0.08400","0.00269","-0.00020"
"0.09000","0.00311","-0.00011"
"0.09600","0.00353","0.00001"
"0.10200","0.00407","0.00002"
"0.10800","0.00454","-0.00004"
"0.11400","0.00508","0.00003"
"0.12000","0.00562","0.00013"
"0.12600","0.00622","0.00019"
"0.13200","0.00688","0.00019"
"0.13800","0.00747","0.00019"
"0.14400","0.00807","0.00013"
"0.15000","0.00873","0.00023"
"0.15600","0.00933","0.00033"
"0.16200","0.00998","0.00030"
"0.16800","0.01064","0.00032"
"0.17400","0.01130","0.00032"
"0.18000","0.01196","0.00032"
"0.18600","0.01262","0.00040"
"0.19200","0.01327","0.00048"
"0.19800","0.01393","0.00056"
"0.20400","0.01459","0.00059"
"0.21000","0.01525","0.00068"
"0.21600","0.01590","0.00079"
"0.22200","0.01656","0.00076"
"0.22800","0.01722","0.00077"
"0.23400","0.01788","0.00086"
"0.24000","0.01853","0.00087"
"0.24600","0.01919","0.00083"
"0.25200","0.01979","0.00084"
"0.25800","0.02039","0.00087"
"0.26400","0.02099","0.00094"
"0.27000","0.02158","0.00096"
"0.27600","0.02218","0.00095"
"0.28200","0.02278","0.00096"
"0.28800","0.02338","0.00107"
"0.29400","0.02392","0.00118"
"0.30000","0.02451","0.00131"
"0.30600","0.02511","0.00136"
"0.31200","0.02565","0.00148"
"0.31800","0.02625","0.00151"
"0.32400","0.02679","0.00154"
"0.33000","0.02738","0.00158"
"0.33600","0.02792","0.00158"
"0.34200","0.02846","0.00151"
"0.34800","0.02900","0.00148"
"0.35400","0.02954","0.00148"
"0.36000","0.03007","0.00143"
"0.36600","0.03055","0.00148"
"0.37200","0.03115","0.00154"
"0.37800","0.03163","0.00169"
"0.38400","0.03217","0.00191"
"0.39000","0.03270","0.00186"
"0.39600","0.03324","0.00180"
"0.40200","0.03372","0.00179"
"0.40800","0.03426","0.00175"
"0.41400","0.03474","0.00176"
"0.42000","0.03522","0.00180"
"0.42600","0.03575","0.00184"
"0.43200","0.03623","0.00192"
"0.43800","0.03677","0.00193"
"0.44400","0.03725","0.00192"
"0.45000","0.03779","0.00193"
"0.45600","0.03827","0.00189"
"0.46200","0.03880","0.00195"
"0.46800","0.03928","0.00208"
"0.47400","0.03982","0.00215"
"0.48000","0.04030","0.00217"
"0.48600","0.04084","0.00229"
"0.49200","0.04131","0.00227"
"0.49800","0.04185","0.00226"
"0.50400","0.04233","0.00230"
"0.51000","0.04281","0.00230"
"0.51600","0.04335","0.00240"
"0.52200","0.04383","0.00247"
"0.52800","0.04436","0.00244"
"0.53400","0.04484","0.00234"
"0.54000","0.04532","0.00221"
"0.54600","0.04586","0.00230"
"0.55200","0.04634","0.00250"
"0.55800","0.04682","0.00255"
"0.56400","0.04729","0.00258"
"0.57000","0.04777","0.00268"
"0.57600","0.04825","0.00275"
"0.58200","0.04879","0.00273"
"0.58800","0.04927","0.00267"
"0.59400","0.04974","0.00265"
"0.60000","0.05028","0.00252"
"0.60600","0.05076","0.00225"
"0.61200","0.05124","0.00206"
"0.61800","0.05172","0.00192"
"0.62400","0.05226","0.00178"
