End date,"2/26/2017"
Specimen label,"7CG_52"
Maximum Load,"0.04258",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00034"
"0.00600","0.00000","-0.00042"
"0.01200","0.00000","-0.00040"
"0.01800","0.00012","-0.00038"
"0.02400","0.00018","-0.00045"
"0.03000","0.00030","-0.00048"
"0.03600","0.00042","-0.00041"
"0.04200","0.00060","-0.00025"
"0.04800","0.00078","0.00003"
"0.05400","0.00102","0.00020"
"0.06000","0.00126","0.00033"
"0.06600","0.00149","0.00033"
"0.07200","0.00185","0.00019"
"0.07800","0.00215","0.00009"
"0.08400","0.00257","0.00010"
"0.09000","0.00299","0.00010"
"0.09600","0.00341","0.00011"
"0.10200","0.00389","0.00011"
"0.10800","0.00436","0.00024"
"0.11400","0.00490","0.00033"
"0.12000","0.00538","0.00043"
"0.12600","0.00598","0.00042"
"0.13200","0.00658","0.00033"
"0.13800","0.00717","0.00037"
"0.14400","0.00777","0.00042"
"0.15000","0.00843","0.00051"
"0.15600","0.00909","0.00064"
"0.16200","0.00975","0.00058"
"0.16800","0.01040","0.00048"
"0.17400","0.01106","0.00046"
"0.18000","0.01178","0.00032"
"0.18600","0.01244","0.00024"
"0.19200","0.01315","0.00021"
"0.19800","0.01381","0.00024"
"0.20400","0.01453","0.00022"
"0.21000","0.01519","0.00031"
"0.21600","0.01584","0.00041"
"0.22200","0.01650","0.00042"
"0.22800","0.01716","0.00044"
"0.23400","0.01776","0.00026"
"0.24000","0.01842","0.00001"
"0.24600","0.01901","-0.00007"
"0.25200","0.01961","0.00000"
"0.25800","0.02027","0.00005"
"0.26400","0.02087","0.00018"
"0.27000","0.02146","0.00024"
"0.27600","0.02212","0.00025"
"0.28200","0.02272","0.00025"
"0.28800","0.02332","0.00027"
"0.29400","0.02392","0.00019"
"0.30000","0.02451","0.00020"
"0.30600","0.02511","0.00021"
"0.31200","0.02565","0.00026"
"0.31800","0.02625","0.00029"
"0.32400","0.02679","0.00038"
"0.33000","0.02738","0.00049"
