End date,"1/22/2017"
Specimen label,"12CG_95"
Maximum Load,"0.02496",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00090"
"0.00600","0.00006","-0.00083"
"0.01200","0.00006","-0.00071"
"0.01800","0.00012","-0.00068"
"0.02400","0.00018","-0.00053"
"0.03000","0.00030","-0.00048"
"0.03600","0.00048","-0.00055"
"0.04200","0.00060","-0.00053"
"0.04800","0.00084","-0.00066"
"0.05400","0.00102","-0.00074"
"0.06000","0.00132","-0.00055"
"0.06600","0.00155","-0.00026"
"0.07200","0.00191","-0.00004"
"0.07800","0.00221","0.00007"
"0.08400","0.00263","0.00012"
"0.09000","0.00299","0.00027"
"0.09600","0.00335","0.00051"
"0.10200","0.00389","0.00071"
"0.10800","0.00436","0.00084"
"0.11400","0.00490","0.00089"
"0.12000","0.00544","0.00077"
"0.12600","0.00598","0.00077"
"0.13200","0.00658","0.00076"
"0.13800","0.00723","0.00052"
"0.14400","0.00783","0.00033"
"0.15000","0.00849","0.00023"
"0.15600","0.00909","0.00027"
"0.16200","0.00981","0.00027"
"0.16800","0.01046","0.00031"
"0.17400","0.01112","0.00038"
"0.18000","0.01184","0.00042"
"0.18600","0.01250","0.00040"
"0.19200","0.01321","0.00046"
"0.19800","0.01387","0.00050"
"0.20400","0.01453","0.00053"
"0.21000","0.01519","0.00063"
"0.21600","0.01590","0.00078"
"0.22200","0.01650","0.00095"
"0.22800","0.01716","0.00098"
"0.23400","0.01782","0.00100"
"0.24000","0.01842","0.00091"
"0.24600","0.01907","0.00071"
"0.25200","0.01973","0.00058"
"0.25800","0.02033","0.00061"
"0.26400","0.02093","0.00072"
"0.27000","0.02158","0.00066"
"0.27600","0.02218","0.00067"
"0.28200","0.02278","0.00074"
"0.28800","0.02338","0.00059"
"0.29400","0.02398","0.00044"
"0.30000","0.02451","0.00046"
"0.30600","0.02511","0.00067"
"0.31200","0.02571","0.00079"
"0.31800","0.02625","0.00079"
"0.32400","0.02679","0.00078"
"0.33000","0.02738","0.00088"
"0.33600","0.02792","0.00095"
"0.34200","0.02846","0.00112"
"0.34800","0.02900","0.00118"
"0.35400","0.02954","0.00123"
"0.36000","0.03007","0.00131"
"0.36600","0.03061","0.00152"
"0.37200","0.03115","0.00161"
"0.37800","0.03163","0.00168"
"0.38400","0.03223","0.00168"
"0.39000","0.03270","0.00150"
"0.39600","0.03324","0.00146"
"0.40200","0.03378","0.00146"
"0.40800","0.03432","0.00145"
"0.41400","0.03480","0.00143"
"0.42000","0.03534","0.00145"
"0.42600","0.03581","0.00154"
"0.43200","0.03635","0.00173"
"0.43800","0.03683","0.00178"
"0.44400","0.03737","0.00187"
"0.45000","0.03785","0.00186"
"0.45600","0.03833","0.00181"
"0.46200","0.03886","0.00178"
"0.46800","0.03934","0.00173"
"0.47400","0.03982","0.00161"
"0.48000","0.04036","0.00156"
"0.48600","0.04084","0.00163"
"0.49200","0.04131","0.00174"
"0.49800","0.04179","0.00178"
"0.50400","0.04233","0.00185"
"0.51000","0.04281","0.00184"
"0.51600","0.04329","0.00181"
"0.52200","0.04383","0.00174"
"0.52800","0.04430","0.00167"
"0.53400","0.04478","0.00172"
"0.54000","0.04526","0.00186"
"0.54600","0.04580","0.00195"
"0.55200","0.04628","0.00194"
"0.55800","0.04676","0.00181"
"0.56400","0.04723","0.00187"
"0.57000","0.04777","0.00187"
"0.57600","0.04825","0.00183"
"0.58200","0.04873","0.00169"
"0.58800","0.04927","0.00139"
"0.59400","0.04974","0.00124"
"0.60000","0.05022","0.00124"
"0.60600","0.05070","0.00115"
"0.61200","0.05124","0.00117"
"0.61800","0.05172","0.00116"
"0.62400","0.05220","0.00118"
"0.63000","0.05273","0.00132"
"0.63600","0.05321","0.00144"
"0.64200","0.05369","0.00162"
"0.64800","0.05423","0.00179"
"0.65400","0.05471","0.00196"
"0.66000","0.05519","0.00207"
"0.66600","0.05572","0.00214"
"0.67200","0.05620","0.00215"
"0.67800","0.05668","0.00212"
"0.68400","0.05722","0.00195"
"0.69000","0.05770","0.00186"
"0.69600","0.05824","0.00198"
"0.70200","0.05871","0.00206"
"0.70800","0.05925","0.00210"
"0.71400","0.05973","0.00198"
"0.72000","0.06027","0.00172"
"0.72600","0.06075","0.00158"
"0.73200","0.06128","0.00146"
"0.73800","0.06176","0.00151"
"0.74400","0.06230","0.00162"
"0.75000","0.06278","0.00186"
"0.75600","0.06326","0.00221"
"0.76200","0.06380","0.00244"
"0.76800","0.06427","0.00271"
"0.77400","0.06475","0.00300"
"0.78000","0.06529","0.00324"
"0.78600","0.06577","0.00328"
"0.79200","0.06625","0.00322"
"0.79800","0.06678","0.00306"
"0.80400","0.06726","0.00269"
"0.81000","0.06774","0.00247"
"0.81600","0.06828","0.00249"
"0.82200","0.06876","0.00237"
"0.82800","0.06924","0.00215"
"0.83400","0.06977","0.00202"
"0.84000","0.07025","0.00206"
"0.84600","0.07073","0.00210"
"0.85200","0.07127","0.00217"
"0.85800","0.07175","0.00229"
"0.86400","0.07229","0.00227"
"0.87000","0.07276","0.00207"
"0.87600","0.07330","0.00197"
"0.88200","0.07378","0.00202"
"0.88800","0.07432","0.00204"
"0.89400","0.07480","0.00202"
"0.90000","0.07528","0.00190"
"0.90600","0.07575","0.00176"
"0.91200","0.07629","0.00175"
"0.91800","0.07677","0.00190"
"0.92400","0.07725","0.00209"
"0.93000","0.07779","0.00225"
"0.93600","0.07826","0.00228"
"0.94200","0.07880","0.00233"
"0.94800","0.07928","0.00241"
"0.95400","0.07976","0.00245"
"0.96000","0.08030","0.00251"
"0.96600","0.08078","0.00268"
"0.97200","0.08125","0.00280"
"0.97800","0.08173","0.00278"
"0.98400","0.08227","0.00269"
"0.99000","0.08275","0.00275"
"0.99600","0.08329","0.00277"
"1.00200","0.08377","0.00269"
"1.00800","0.08424","0.00267"
"1.01400","0.08478","0.00274"
"1.02000","0.08532","0.00278"
"1.02600","0.08580","0.00277"
"1.03200","0.08634","0.00286"
"1.03800","0.08681","0.00292"
"1.04400","0.08729","0.00275"
"1.05000","0.08777","0.00255"
"1.05600","0.08825","0.00240"
"1.06200","0.08879","0.00223"
"1.06800","0.08927","0.00216"
"1.07400","0.08974","0.00216"
"1.08000","0.09022","0.00220"
"1.08600","0.09076","0.00220"
"1.09200","0.09124","0.00220"
"1.09800","0.09172","0.00230"
"1.10400","0.09226","0.00236"
"1.11000","0.09273","0.00246"
"1.11600","0.09321","0.00256"
"1.12200","0.09375","0.00271"
"1.12800","0.09423","0.00274"
"1.13400","0.09471","0.00286"
"1.14000","0.09524","0.00291"
"1.14600","0.09572","0.00290"
"1.15200","0.09626","0.00280"
"1.15800","0.09674","0.00278"
"1.16400","0.09728","0.00281"
"1.17000","0.09776","0.00281"
"1.17600","0.09823","0.00275"
"1.18200","0.09877","0.00259"
"1.18800","0.09925","0.00246"
"1.19400","0.09973","0.00244"
"1.20000","0.10027","0.00245"
"1.20600","0.10075","0.00247"
"1.21200","0.10122","0.00244"
"1.21800","0.10170","0.00245"
"1.22400","0.10224","0.00251"
"1.23000","0.10272","0.00266"
"1.23600","0.10326","0.00276"
"1.24200","0.10373","0.00287"
"1.24800","0.10421","0.00293"
"1.25400","0.10475","0.00301"
"1.26000","0.10523","0.00295"
"1.26600","0.10571","0.00282"
"1.27200","0.10625","0.00284"
"1.27800","0.10672","0.00297"
"1.28400","0.10720","0.00294"
"1.29000","0.10774","0.00295"
"1.29600","0.10822","0.00297"
"1.30200","0.10876","0.00312"
"1.30800","0.10930","0.00343"
"1.31400","0.10977","0.00360"
"1.32000","0.11031","0.00361"
"1.32600","0.11079","0.00355"
"1.33200","0.11127","0.00350"
"1.33800","0.11181","0.00347"
"1.34400","0.11228","0.00340"
"1.35000","0.11276","0.00342"
"1.35600","0.11324","0.00341"
"1.36200","0.11378","0.00331"
"1.36800","0.11426","0.00325"
"1.37400","0.11474","0.00326"
"1.38000","0.11521","0.00330"
"1.38600","0.11575","0.00328"
"1.39200","0.11623","0.00326"
"1.39800","0.11671","0.00327"
"1.40400","0.11725","0.00327"
"1.41000","0.11773","0.00318"
"1.41600","0.11826","0.00319"
"1.42200","0.11874","0.00322"
"1.42800","0.11928","0.00313"
"1.43400","0.11976","0.00306"
"1.44000","0.12030","0.00306"
"1.44600","0.12077","0.00316"
"1.45200","0.12131","0.00332"
"1.45800","0.12179","0.00352"
"1.46400","0.12233","0.00376"
"1.47000","0.12281","0.00375"
"1.47600","0.12329","0.00366"
"1.48200","0.12382","0.00363"
"1.48800","0.12430","0.00354"
"1.49400","0.12478","0.00339"
"1.50000","0.12526","0.00328"
"1.50600","0.12580","0.00318"
"1.51200","0.12628","0.00322"
"1.51800","0.12675","0.00324"
"1.52400","0.12729","0.00311"
"1.53000","0.12777","0.00300"
"1.53600","0.12825","0.00278"
"1.54200","0.12873","0.00268"
"1.54800","0.12926","0.00273"
"1.55400","0.12974","0.00289"
"1.56000","0.13022","0.00311"
"1.56600","0.13070","0.00336"
"1.57200","0.13124","0.00345"
"1.57800","0.13172","0.00326"
"1.58400","0.13225","0.00301"
"1.59000","0.13273","0.00293"
"1.59600","0.13327","0.00295"
"1.60200","0.13375","0.00301"
"1.60800","0.13429","0.00306"
