End date,"1/22/2017"
Specimen label,"14BT_10"
"0.61200","0.05124","0.00122"
"0.61800","0.05172","0.00128"
"0.62400","0.05220","0.00142"
"0.63000","0.05267","0.00145"
"0.63600","0.05315","0.00135"
"0.64200","0.05369","0.00127"
"0.64800","0.05417","0.00120"
"0.65400","0.05465","0.00137"
"0.66000","0.05513","0.00156"
"0.66600","0.05566","0.00168"
"0.67200","0.05614","0.00185"
"0.67800","0.05662","0.00208"
"0.68400","0.05716","0.00224"
"0.69000","0.05764","0.00240"
"0.69600","0.05818","0.00241"
"0.70200","0.05865","0.00228"
"0.70800","0.05913","0.00215"
"0.71400","0.05967","0.00205"
"0.72000","0.06015","0.00199"
"0.72600","0.06069","0.00191"
"0.73200","0.06116","0.00189"
"0.73800","0.06170","0.00184"
"0.74400","0.06218","0.00164"
"0.75000","0.06266","0.00150"
"0.75600","0.06320","0.00150"
"0.76200","0.06368","0.00139"
"0.76800","0.06415","0.00121"
"0.77400","0.06469","0.00111"
"0.78000","0.06517","0.00108"
"0.78600","0.06565","0.00113"
"0.79200","0.06619","0.00115"
"0.79800","0.06667","0.00113"
"0.80400","0.06720","0.00113"
"0.81000","0.06768","0.00122"
"0.81600","0.06816","0.00142"
"0.82200","0.06870","0.00167"
"0.82800","0.06918","0.00174"
"0.83400","0.06971","0.00172"
"0.84000","0.07019","0.00175"
"0.84600","0.07067","0.00195"
"0.85200","0.07121","0.00207"
"0.85800","0.07169","0.00222"
"0.86400","0.07223","0.00234"
"0.87000","0.07270","0.00241"
"0.87600","0.07318","0.00240"
"0.88200","0.07372","0.00248"
"0.88800","0.07420","0.00260"
"0.89400","0.07474","0.00263"
"0.90000","0.07522","0.00265"
"0.90600","0.07569","0.00268"
"0.91200","0.07623","0.00257"
"0.91800","0.07671","0.00244"
"0.92400","0.07719","0.00227"
"0.93000","0.07773","0.00210"
"0.93600","0.07820","0.00200"
"0.94200","0.07874","0.00203"
"0.94800","0.07922","0.00204"
"0.95400","0.07970","0.00223"
"0.96000","0.08024","0.00238"
"0.96600","0.08072","0.00236"
"0.97200","0.08119","0.00226"
"0.97800","0.08167","0.00233"
"0.98400","0.08221","0.00253"
"0.99000","0.08269","0.00269"
"0.99600","0.08317","0.00270"
"1.00200","0.08371","0.00266"
"1.00800","0.08418","0.00270"
"1.01400","0.08472","0.00261"
"1.02000","0.08520","0.00251"
"1.02600","0.08574","0.00251"
"1.03200","0.08622","0.00244"
"1.03800","0.08675","0.00249"
"1.04400","0.08723","0.00251"
"1.05000","0.08777","0.00259"
"1.05600","0.08825","0.00270"
"1.06200","0.08873","0.00277"
"1.06800","0.08927","0.00280"
"1.07400","0.08974","0.00281"
"1.08000","0.09022","0.00281"
"1.08600","0.09076","0.00284"
"1.09200","0.09124","0.00301"
"1.09800","0.09178","0.00307"
"1.10400","0.09226","0.00297"
"1.11000","0.09273","0.00278"
"1.11600","0.09321","0.00265"
"1.12200","0.09375","0.00275"
"1.12800","0.09423","0.00296"
"1.13400","0.09471","0.00302"
"1.14000","0.09518","0.00309"
"1.14600","0.09572","0.00303"
"1.15200","0.09620","0.00294"
"1.15800","0.09668","0.00295"
"1.16400","0.09722","0.00279"
"1.17000","0.09770","0.00261"
"1.17600","0.09823","0.00241"
"1.18200","0.09871","0.00241"
"1.18800","0.09925","0.00248"
"1.19400","0.09973","0.00251"
"1.20000","0.10021","0.00257"
"1.20600","0.10075","0.00255"
"1.21200","0.10122","0.00252"
"1.21800","0.10170","0.00260"
"1.22400","0.10218","0.00275"
"1.23000","0.10272","0.00288"
"1.23600","0.10320","0.00294"
"1.24200","0.10368","0.00302"
"1.24800","0.10415","0.00315"
"1.25400","0.10469","0.00323"
"1.26000","0.10517","0.00323"
"1.26600","0.10565","0.00319"
"1.27200","0.10613","0.00314"
"1.27800","0.10666","0.00313"
"1.28400","0.10714","0.00314"
"1.29000","0.10762","0.00320"
"1.29600","0.10816","0.00316"
"1.30200","0.10864","0.00311"
"1.30800","0.10918","0.00308"
"1.31400","0.10965","0.00307"
"1.32000","0.11019","0.00304"
"1.32600","0.11067","0.00302"
"1.33200","0.11121","0.00307"
"1.33800","0.11169","0.00313"
"1.34400","0.11222","0.00310"
"1.35000","0.11270","0.00326"
"1.35600","0.11318","0.00337"
"1.36200","0.11366","0.00340"
"1.36800","0.11420","0.00345"
"1.37400","0.11468","0.00361"
"1.38000","0.11515","0.00367"
"1.38600","0.11569","0.00356"
"1.39200","0.11617","0.00366"
"1.39800","0.11665","0.00370"
"1.40400","0.11719","0.00363"
"1.41000","0.11767","0.00348"
"1.41600","0.11820","0.00338"
"1.42200","0.11868","0.00328"
"1.42800","0.11922","0.00326"
"1.43400","0.11970","0.00319"
"1.44000","0.12024","0.00322"
"1.44600","0.12072","0.00325"
"1.45200","0.12125","0.00335"
"1.45800","0.12173","0.00344"
"1.46400","0.12227","0.00337"
"1.47000","0.12275","0.00342"
"1.47600","0.12329","0.00344"
"1.48200","0.12376","0.00332"
"1.48800","0.12430","0.00343"
"1.49400","0.12478","0.00357"
"1.50000","0.12526","0.00363"
"1.50600","0.12580","0.00377"
"1.51200","0.12628","0.00377"
"1.51800","0.12675","0.00363"
"1.52400","0.12723","0.00352"
"1.53000","0.12771","0.00327"
"1.53600","0.12819","0.00306"
"1.54200","0.12867","0.00299"
"1.54800","0.12921","0.00308"
"1.55400","0.12968","0.00317"
"1.56000","0.13016","0.00338"
"1.56600","0.13070","0.00344"
"1.57200","0.13118","0.00346"
"1.57800","0.13166","0.00348"
"1.58400","0.13219","0.00357"
"1.59000","0.13267","0.00375"
"1.59600","0.13321","0.00372"
"1.60200","0.13369","0.00372"
"1.60800","0.13423","0.00387"
"1.61400","0.13471","0.00394"
"1.62000","0.13524","0.00394"
"1.62600","0.13572","0.00384"
"1.63200","0.13620","0.00372"
"1.63800","0.13668","0.00367"
"1.64400","0.13722","0.00374"
"1.65000","0.13770","0.00372"
"1.65600","0.13817","0.00364"
"1.66200","0.13871","0.00354"
"1.66800","0.13919","0.00346"
"1.67400","0.13967","0.00347"
"1.68000","0.14021","0.00343"
"1.68600","0.14068","0.00349"
"1.69200","0.14116","0.00358"
"1.69800","0.14170","0.00353"
"1.70400","0.14218","0.00339"
"1.71000","0.14266","0.00320"
"1.71600","0.14320","0.00309"
"1.72200","0.14367","0.00310"
"1.72800","0.14415","0.00306"
"1.73400","0.14469","0.00303"
"1.74000","0.14517","0.00304"
"1.74600","0.14565","0.00307"
"1.75200","0.14619","0.00311"
"1.75800","0.14666","0.00323"
"1.76400","0.14720","0.00324"
"1.77000","0.14768","0.00321"
"1.77600","0.14816","0.00320"
"1.78200","0.14870","0.00309"
"1.78800","0.14917","0.00297"
"1.79400","0.14965","0.00294"
"1.80000","0.15013","0.00294"
"1.80600","0.15067","0.00298"
"1.81200","0.15115","0.00303"
"1.81800","0.15163","0.00304"
"1.82400","0.15216","0.00304"
"1.83000","0.15264","0.00306"
"1.83600","0.15312","0.00319"
"1.84200","0.15366","0.00338"
"1.84800","0.15414","0.00350"
"1.85400","0.15462","0.00357"
"1.86000","0.15515","0.00354"
"1.86600","0.15563","0.00365"
"1.87200","0.15611","0.00380"
"1.87800","0.15665","0.00393"
"1.88400","0.15713","0.00402"
"1.89000","0.15766","0.00398"
"1.89600","0.15814","0.00384"
"1.90200","0.15868","0.00381"
"1.90800","0.15916","0.00390"
"1.91400","0.15970","0.00402"
"1.92000","0.16018","0.00408"
"1.92600","0.16065","0.00409"
"1.93200","0.16119","0.00420"
"1.93800","0.16167","0.00425"
"1.94400","0.16215","0.00445"
"1.95000","0.16269","0.00468"
"1.95600","0.16317","0.00469"
"1.96200","0.16364","0.00462"
"1.96800","0.16418","0.00456"
"1.97400","0.16472","0.00443"
"1.98000","0.16520","0.00432"
"1.98600","0.16568","0.00424"
"1.99200","0.16621","0.00422"
"1.99800","0.16669","0.00412"
"2.00400","0.16717","0.00393"
"2.01000","0.16771","0.00387"
"2.01600","0.16819","0.00395"
"2.02200","0.16873","0.00399"
"2.02800","0.16920","0.00396"
"2.03400","0.16974","0.00390"
"2.04000","0.17022","0.00381"
"2.04600","0.17070","0.00375"
"2.05200","0.17124","0.00372"
"2.05800","0.17172","0.00380"
"2.06400","0.17219","0.00384"
"2.07000","0.17273","0.00388"
"2.07600","0.17321","0.00402"
"2.08200","0.17369","0.00418"
"2.08800","0.17417","0.00421"
"2.09400","0.17471","0.00409"
"2.10000","0.17518","0.00397"
"2.10600","0.17566","0.00385"
"2.11200","0.17620","0.00386"
"2.11800","0.17668","0.00394"
"2.12400","0.17722","0.00402"
"2.13000","0.17769","0.00388"
"2.13600","0.17823","0.00365"
"2.14200","0.17871","0.00351"
"2.14800","0.17919","0.00347"
"2.15400","0.17973","0.00359"
"2.16000","0.18021","0.00378"
"2.16600","0.18068","0.00384"
"2.17200","0.18122","0.00396"
"2.17800","0.18170","0.00404"
"2.18400","0.18224","0.00414"
"2.19000","0.18272","0.00422"
"2.19600","0.18320","0.00422"
"2.20200","0.18373","0.00420"
"2.20800","0.18421","0.00423"
"2.21400","0.18475","0.00428"
"2.22000","0.18523","0.00444"
"2.22600","0.18571","0.00468"
"2.23200","0.18618","0.00476"
"2.23800","0.18672","0.00469"
"2.24400","0.18720","0.00456"
"2.25000","0.18768","0.00455"
"2.25600","0.18822","0.00456"
"2.26200","0.18870","0.00447"
"2.26800","0.18917","0.00436"
"2.27400","0.18965","0.00438"
"2.28000","0.19019","0.00429"
"2.28600","0.19067","0.00412"
"2.29200","0.19115","0.00408"
"2.29800","0.19169","0.00409"
"2.30400","0.19216","0.00414"
"2.31000","0.19264","0.00416"
"2.31600","0.19318","0.00416"
"2.32200","0.19366","0.00408"
"2.32800","0.19420","0.00390"
"2.33400","0.19467","0.00369"
"2.34000","0.19515","0.00373"
"2.34600","0.19569","0.00380"
"2.35200","0.19617","0.00385"
"2.35800","0.19665","0.00401"
"2.36400","0.19719","0.00408"
"2.37000","0.19766","0.00406"
"2.37600","0.19814","0.00403"
"2.38200","0.19862","0.00396"
"2.38800","0.19916","0.00394"
"2.39400","0.19964","0.00382"
"2.40000","0.20012","0.00385"
"2.40600","0.20065","0.00395"
"2.41200","0.20113","0.00403"
"2.41800","0.20161","0.00415"
"2.42400","0.20215","0.00448"
"2.43000","0.20263","0.00478"
"2.43600","0.20316","0.00491"
"2.44200","0.20364","0.00495"
"2.44800","0.20418","0.00482"
"2.45400","0.20466","0.00461"
"2.46000","0.20520","0.00431"
"2.46600","0.20568","0.00420"
"2.47200","0.20621","0.00421"
"2.47800","0.20669","0.00420"
"2.48400","0.20723","0.00419"
"2.49000","0.20771","0.00428"
"2.49600","0.20819","0.00425"
"2.50200","0.20873","0.00418"
"2.50800","0.20920","0.00425"
"2.51400","0.20968","0.00435"
"2.52000","0.21022","0.00437"
"2.52600","0.21070","0.00424"
"2.53200","0.21124","0.00416"
"2.53800","0.21171","0.00412"
"2.54400","0.21219","0.00394"
"2.55000","0.21273","0.00376"
"2.55600","0.21321","0.00374"
"2.56200","0.21369","0.00375"
"2.56800","0.21423","0.00393"
"2.57400","0.21470","0.00412"
"2.58000","0.21518","0.00432"
"2.58600","0.21572","0.00442"
"2.59200","0.21620","0.00443"
"2.59800","0.21674","0.00434"
"2.60400","0.21722","0.00421"
"2.61000","0.21775","0.00412"
"2.61600","0.21823","0.00424"
"2.62200","0.21877","0.00442"
"2.62800","0.21925","0.00454"
"2.63400","0.21973","0.00451"
"2.64000","0.22026","0.00446"
"2.64600","0.22074","0.00437"
"2.65200","0.22122","0.00431"
"2.65800","0.22176","0.00427"
"2.66400","0.22224","0.00425"
"2.67000","0.22272","0.00419"
"2.67600","0.22325","0.00418"
"2.68200","0.22373","0.00418"
"2.68800","0.22427","0.00424"
"2.69400","0.22475","0.00429"
"2.70000","0.22523","0.00425"
"2.70600","0.22571","0.00427"
"2.71200","0.22624","0.00443"
"2.71800","0.22672","0.00454"
"2.72400","0.22720","0.00460"
"2.73000","0.22768","0.00453"
"2.73600","0.22822","0.00443"
"2.74200","0.22869","0.00442"
"2.74800","0.22917","0.00433"
"2.75400","0.22971","0.00429"
"2.76000","0.23019","0.00435"
"2.76600","0.23073","0.00450"
"2.77200","0.23121","0.00468"
"2.77800","0.23174","0.00467"
"2.78400","0.23222","0.00454"
"2.79000","0.23270","0.00450"
"2.79600","0.23318","0.00452"
"2.80200","0.23372","0.00465"
"2.80800","0.23420","0.00476"
"2.81400","0.23467","0.00467"
"2.82000","0.23521","0.00445"
"2.82600","0.23569","0.00430"
"2.83200","0.23617","0.00438"
"2.83800","0.23665","0.00462"
"2.84400","0.23719","0.00483"
"2.85000","0.23766","0.00503"
"2.85600","0.23814","0.00515"
"2.86200","0.23862","0.00501"
"2.86800","0.23916","0.00475"
"2.87400","0.23964","0.00456"
"2.88000","0.24017","0.00441"
"2.88600","0.24065","0.00439"
"2.89200","0.24119","0.00458"
"2.89800","0.24167","0.00474"
"2.90400","0.24215","0.00471"
"2.91000","0.24269","0.00471"
"2.91600","0.24316","0.00478"
"2.92200","0.24364","0.00485"
"2.92800","0.24418","0.00483"
"2.93400","0.24466","0.00481"
"2.94000","0.24514","0.00499"
"2.94600","0.24568","0.00512"
"2.95200","0.24615","0.00529"
"2.95800","0.24663","0.00542"
"2.96400","0.24717","0.00540"
"2.97000","0.24765","0.00525"
"2.97600","0.24819","0.00528"
"2.98200","0.24866","0.00534"
"2.98800","0.24914","0.00536"
"2.99400","0.24962","0.00527"
"3.00000","0.25016","0.00515"
"3.00600","0.25064","0.00505"
"3.01200","0.25112","0.00493"
"3.01800","0.25165","0.00485"
"3.02400","0.25213","0.00495"
"3.03000","0.25267","0.00501"
"3.03600","0.25315","0.00506"
"3.04200","0.25369","0.00502"
"3.04800","0.25417","0.00497"
"3.05400","0.25470","0.00497"
"3.06000","0.25518","0.00486"
"3.06600","0.25572","0.00470"
"3.07200","0.25620","0.00452"
"3.07800","0.25668","0.00439"
"3.08400","0.25721","0.00450"
"3.09000","0.25769","0.00477"
"3.09600","0.25823","0.00490"
"3.10200","0.25871","0.00508"
"3.10800","0.25925","0.00524"
"3.11400","0.25973","0.00519"
"3.12000","0.26026","0.00499"
"3.12600","0.26074","0.00481"
"3.13200","0.26122","0.00466"
"3.13800","0.26170","0.00454"
"3.14400","0.26218","0.00443"
"3.15000","0.26272","0.00440"
"3.15600","0.26319","0.00442"
"3.16200","0.26367","0.00445"
"3.16800","0.26421","0.00452"
"3.17400","0.26469","0.00467"
"3.18000","0.26517","0.00480"
"3.18600","0.26570","0.00485"
"3.19200","0.26618","0.00502"
"3.19800","0.26672","0.00503"
"3.20400","0.26720","0.00511"
"3.21000","0.26768","0.00503"
"3.21600","0.26822","0.00486"
"3.22200","0.26869","0.00474"
"3.22800","0.26917","0.00471"
"3.23400","0.26971","0.00477"
"3.24000","0.27019","0.00477"
"3.24600","0.27067","0.00472"
"3.25200","0.27121","0.00477"
"3.25800","0.27168","0.00492"
"3.26400","0.27222","0.00494"
"3.27000","0.27270","0.00501"
"3.27600","0.27318","0.00512"
"3.28200","0.27372","0.00510"
"3.28800","0.27419","0.00495"
"3.29400","0.27467","0.00476"
"3.30000","0.27515","0.00463"
"3.30600","0.27563","0.00479"
"3.31200","0.27617","0.00490"
"3.31800","0.27665","0.00492"
"3.32400","0.27712","0.00502"
"3.33000","0.27766","0.00503"
"3.33600","0.27814","0.00503"
"3.34200","0.27868","0.00513"
"3.34800","0.27916","0.00515"
"3.35400","0.27964","0.00509"
"3.36000","0.28017","0.00504"
"3.36600","0.28065","0.00514"
"3.37200","0.28113","0.00511"
"3.37800","0.28167","0.00506"
"3.38400","0.28215","0.00520"
"3.39000","0.28263","0.00542"
"3.39600","0.28316","0.00540"
"3.40200","0.28364","0.00534"
"3.40800","0.28418","0.00523"
"3.41400","0.28466","0.00504"
"3.42000","0.28520","0.00512"
"3.42600","0.28567","0.00513"
"3.43200","0.28615","0.00504"
"3.43800","0.28663","0.00488"
"3.44400","0.28717","0.00481"
"3.45000","0.28765","0.00471"
"3.45600","0.28813","0.00467"
"3.46200","0.28866","0.00463"
"3.46800","0.28914","0.00462"
"3.47400","0.28962","0.00494"
"3.48000","0.29016","0.00522"
"3.48600","0.29064","0.00535"
"3.49200","0.29118","0.00543"
"3.49800","0.29165","0.00545"
"3.50400","0.29219","0.00539"
"3.51000","0.29267","0.00522"
"3.51600","0.29315","0.00519"
"3.52200","0.29369","0.00530"
"3.52800","0.29416","0.00526"
"3.53400","0.29470","0.00524"
"3.54000","0.29518","0.00528"
"3.54600","0.29566","0.00520"
"3.55200","0.29620","0.00510"
"3.55800","0.29668","0.00507"
"3.56400","0.29721","0.00505"
"3.57000","0.29769","0.00492"
"3.57600","0.29823","0.00493"
"3.58200","0.29871","0.00506"
"3.58800","0.29919","0.00524"
"3.59400","0.29967","0.00534"
"3.60000","0.30014","0.00542"
"3.60600","0.30068","0.00562"
"3.61200","0.30116","0.00581"
"3.61800","0.30164","0.00597"
"3.62400","0.30218","0.00600"
"3.63000","0.30265","0.00602"
"3.63600","0.30319","0.00598"
"3.64200","0.30367","0.00595"
"3.64800","0.30415","0.00581"
"3.65400","0.30469","0.00561"
"3.66000","0.30517","0.00545"
"3.66600","0.30570","0.00536"
"3.67200","0.30618","0.00534"
"3.67800","0.30666","0.00536"
"3.68400","0.30720","0.00527"
"3.69000","0.30768","0.00531"
"3.69600","0.30816","0.00532"
"3.70200","0.30869","0.00525"
"3.70800","0.30917","0.00529"
"3.71400","0.30965","0.00533"
"3.72000","0.31019","0.00540"
"3.72600","0.31067","0.00542"
"3.73200","0.31120","0.00548"
"3.73800","0.31168","0.00563"
"3.74400","0.31222","0.00562"
"3.75000","0.31270","0.00547"
"3.75600","0.31318","0.00542"
"3.76200","0.31372","0.00533"
"3.76800","0.31419","0.00525"
"3.77400","0.31473","0.00533"
"3.78000","0.31521","0.00548"
"3.78600","0.31569","0.00562"
"3.79200","0.31623","0.00570"
"3.79800","0.31671","0.00585"
"3.80400","0.31718","0.00595"
"3.81000","0.31772","0.00610"
"3.81600","0.31820","0.00610"
"3.82200","0.31874","0.00609"
"3.82800","0.31922","0.00600"
"3.83400","0.31969","0.00606"
"3.84000","0.32017","0.00621"
"3.84600","0.32071","0.00612"
"3.85200","0.32119","0.00594"
"3.85800","0.32167","0.00566"
"3.86400","0.32215","0.00534"
"3.87000","0.32268","0.00516"
"3.87600","0.32316","0.00502"
"3.88200","0.32370","0.00486"
"3.88800","0.32418","0.00482"
"3.89400","0.32466","0.00469"
"3.90000","0.32520","0.00466"
"3.90600","0.32567","0.00486"
"3.91200","0.32615","0.00520"
"3.91800","0.32669","0.00558"
"3.92400","0.32717","0.00581"
"3.93000","0.32771","0.00598"
"3.93600","0.32818","0.00594"
"3.94200","0.32866","0.00596"
"3.94800","0.32914","0.00598"
"3.95400","0.32968","0.00600"
"3.96000","0.33016","0.00602"
"3.96600","0.33064","0.00604"
"3.97200","0.33117","0.00597"
"3.97800","0.33165","0.00590"
"3.98400","0.33213","0.00579"
"3.99000","0.33261","0.00581"
"3.99600","0.33309","0.00595"
"4.00200","0.33363","0.00598"
"4.00800","0.33410","0.00592"
"4.01400","0.33464","0.00589"
"4.02000","0.33512","0.00598"
"4.02600","0.33560","0.00607"
"4.03200","0.33614","0.00600"
"4.03800","0.33667","0.00590"
"4.04400","0.33715","0.00579"
"4.05000","0.33769","0.00580"
"4.05600","0.33817","0.00590"
"4.06200","0.33871","0.00583"
"4.06800","0.33919","0.00576"
"4.07400","0.33972","0.00575"
"4.08000","0.34020","0.00562"
"4.08600","0.34068","0.00552"
"4.09200","0.34122","0.00551"
"4.09800","0.34170","0.00564"
"4.10400","0.34218","0.00580"
"4.11000","0.34265","0.00593"
"4.11600","0.34319","0.00620"
"4.12200","0.34367","0.00648"
"4.12800","0.34421","0.00648"
"4.13400","0.34469","0.00646"
"4.14000","0.34516","0.00644"
"4.14600","0.34570","0.00622"
"4.15200","0.34618","0.00613"
"4.15800","0.34666","0.00615"
"4.16400","0.34720","0.00612"
"4.17000","0.34768","0.00615"
"4.17600","0.34821","0.00625"
"4.18200","0.34869","0.00615"
"4.18800","0.34923","0.00592"
"4.19400","0.34971","0.00571"
"4.20000","0.35025","0.00556"
"4.20600","0.35073","0.00550"
"4.21200","0.35126","0.00531"
"4.21800","0.35174","0.00518"
"4.22400","0.35222","0.00528"
"4.23000","0.35276","0.00524"
"4.23600","0.35324","0.00524"
"4.24200","0.35371","0.00524"
"4.24800","0.35419","0.00521"
"4.25400","0.35467","0.00514"
"4.26000","0.35521","0.00513"
"4.26600","0.35569","0.00523"
"4.27200","0.35617","0.00532"
"4.27800","0.35670","0.00537"
"4.28400","0.35718","0.00559"
"4.29000","0.35772","0.00590"
"4.29600","0.35820","0.00599"
"4.30200","0.35874","0.00585"
"4.30800","0.35922","0.00566"
"4.31400","0.35975","0.00563"
"4.32000","0.36023","0.00565"
"4.32600","0.36077","0.00571"
"4.33200","0.36125","0.00584"
"4.33800","0.36179","0.00591"
"4.34400","0.36226","0.00585"
"4.35000","0.36280","0.00578"
"4.35600","0.36328","0.00582"
"4.36200","0.36376","0.00583"
"4.36800","0.36430","0.00585"
"4.37400","0.36478","0.00599"
"4.38000","0.36525","0.00608"
"4.38600","0.36573","0.00613"
"4.39200","0.36621","0.00616"
"4.39800","0.36669","0.00628"
"4.40400","0.36723","0.00638"
"4.41000","0.36771","0.00633"
"4.41600","0.36818","0.00631"
"4.42200","0.36866","0.00637"
"4.42800","0.36920","0.00632"
"4.43400","0.36968","0.00609"
"4.44000","0.37016","0.00588"
"4.44600","0.37070","0.00583"
"4.45200","0.37117","0.00577"
"4.45800","0.37165","0.00585"
"4.46400","0.37219","0.00589"
"4.47000","0.37267","0.00586"
"4.47600","0.37321","0.00586"
"4.48200","0.37368","0.00586"
"4.48800","0.37422","0.00581"
"4.49400","0.37470","0.00587"
"4.50000","0.37518","0.00603"
"4.50600","0.37572","0.00618"
"4.51200","0.37620","0.00623"
"4.51800","0.37667","0.00605"
"4.52400","0.37715","0.00593"
"4.53000","0.37763","0.00581"
"4.53600","0.37817","0.00562"
"4.54200","0.37865","0.00556"
"4.54800","0.37913","0.00554"
"4.55400","0.37966","0.00540"
"4.56000","0.38014","0.00539"
"4.56600","0.38062","0.00546"
"4.57200","0.38116","0.00555"
"4.57800","0.38164","0.00561"
"4.58400","0.38211","0.00561"
"4.59000","0.38265","0.00557"
"4.59600","0.38313","0.00559"
"4.60200","0.38367","0.00557"
"4.60800","0.38415","0.00560"
"4.61400","0.38469","0.00561"
"4.62000","0.38516","0.00560"
"4.62600","0.38570","0.00555"
"4.63200","0.38618","0.00547"
"4.63800","0.38672","0.00544"
"4.64400","0.38720","0.00557"
"4.65000","0.38774","0.00564"
"4.65600","0.38821","0.00570"
"4.66200","0.38869","0.00576"
"4.66800","0.38917","0.00577"
"4.67400","0.38971","0.00589"
"4.68000","0.39019","0.00599"
"4.68600","0.39066","0.00622"
"4.69200","0.39120","0.00643"
"4.69800","0.39168","0.00642"
"4.70400","0.39222","0.00628"
"4.71000","0.39270","0.00620"
"4.71600","0.39318","0.00610"
"4.72200","0.39371","0.00611"
"4.72800","0.39419","0.00594"
"4.73400","0.39467","0.00580"
"4.74000","0.39521","0.00587"
"4.74600","0.39569","0.00591"
"4.75200","0.39623","0.00584"
"4.75800","0.39670","0.00577"
"4.76400","0.39724","0.00565"
"4.77000","0.39772","0.00550"
"4.77600","0.39826","0.00548"
"4.78200","0.39874","0.00563"
"4.78800","0.39927","0.00573"
"4.79400","0.39975","0.00577"
"4.80000","0.40023","0.00571"
"4.80600","0.40071","0.00573"
"4.81200","0.40125","0.00590"
"4.81800","0.40173","0.00602"
"4.82400","0.40220","0.00605"
"4.83000","0.40268","0.00596"
"4.83600","0.40322","0.00579"
"4.84200","0.40370","0.00561"
"4.84800","0.40424","0.00551"
"4.85400","0.40472","0.00544"
"4.86000","0.40519","0.00542"
"4.86600","0.40573","0.00556"
"4.87200","0.40621","0.00589"
"4.87800","0.40669","0.00599"
"4.88400","0.40723","0.00594"
"4.89000","0.40770","0.00590"
"4.89600","0.40818","0.00595"
