End date,"1/22/2017"
Specimen label,"12CG_94"
Maximum Load,"0.94534",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00067"
"0.00600","0.00000","0.00071"
"0.01200","0.00000","0.00072"
"0.01800","0.00018","0.00066"
"0.02400","0.00024","0.00055"
"0.03000","0.00036","0.00040"
"0.03600","0.00054","0.00033"
"0.04200","0.00072","0.00030"
"0.04800","0.00096","0.00037"
"0.05400","0.00120","0.00041"
"0.06000","0.00149","0.00041"
"0.06600","0.00179","0.00037"
"0.07200","0.00215","0.00025"
"0.07800","0.00257","0.00018"
"0.08400","0.00299","0.00022"
"0.09000","0.00341","0.00026"
"0.09600","0.00389","0.00036"
"0.10200","0.00442","0.00055"
"0.10800","0.00496","0.00066"
"0.11400","0.00550","0.00069"
"0.12000","0.00610","0.00072"
"0.12600","0.00664","0.00092"
"0.13200","0.00723","0.00108"
"0.13800","0.00789","0.00124"
"0.14400","0.00849","0.00133"
"0.15000","0.00909","0.00137"
"0.15600","0.00975","0.00137"
"0.16200","0.01040","0.00137"
"0.16800","0.01112","0.00140"
"0.17400","0.01172","0.00139"
"0.18000","0.01238","0.00136"
"0.18600","0.01303","0.00134"
"0.19200","0.01369","0.00134"
"0.19800","0.01429","0.00136"
"0.20400","0.01495","0.00141"
"0.21000","0.01561","0.00155"
"0.21600","0.01620","0.00172"
"0.22200","0.01686","0.00180"
"0.22800","0.01746","0.00171"
"0.23400","0.01812","0.00170"
"0.24000","0.01871","0.00178"
"0.24600","0.01931","0.00187"
"0.25200","0.01991","0.00202"
"0.25800","0.02051","0.00218"
"0.26400","0.02111","0.00229"
"0.27000","0.02170","0.00239"
"0.27600","0.02230","0.00254"
"0.28200","0.02290","0.00254"
"0.28800","0.02344","0.00248"
"0.29400","0.02404","0.00252"
"0.30000","0.02463","0.00259"
"0.30600","0.02517","0.00265"
"0.31200","0.02571","0.00265"
"0.31800","0.02625","0.00264"
"0.32400","0.02679","0.00264"
"0.33000","0.02732","0.00265"
"0.33600","0.02786","0.00266"
"0.34200","0.02846","0.00268"
"0.34800","0.02894","0.00270"
"0.35400","0.02948","0.00264"
"0.36000","0.03001","0.00269"
"0.36600","0.03055","0.00282"
"0.37200","0.03109","0.00297"
"0.37800","0.03157","0.00312"
"0.38400","0.03211","0.00329"
"0.39000","0.03259","0.00332"
"0.39600","0.03312","0.00328"
"0.40200","0.03360","0.00325"
"0.40800","0.03414","0.00324"
"0.41400","0.03462","0.00326"
"0.42000","0.03516","0.00332"
"0.42600","0.03563","0.00333"
"0.43200","0.03617","0.00338"
"0.43800","0.03665","0.00359"
"0.44400","0.03713","0.00377"
"0.45000","0.03767","0.00387"
"0.45600","0.03815","0.00401"
"0.46200","0.03862","0.00407"
"0.46800","0.03916","0.00409"
"0.47400","0.03964","0.00400"
"0.48000","0.04018","0.00393"
"0.48600","0.04066","0.00390"
"0.49200","0.04114","0.00384"
"0.49800","0.04167","0.00383"
"0.50400","0.04215","0.00376"
"0.51000","0.04263","0.00383"
"0.51600","0.04317","0.00388"
"0.52200","0.04365","0.00383"
"0.52800","0.04418","0.00384"
"0.53400","0.04466","0.00383"
