End date,"2/26/2017"
Specimen label,"4BG_28"
Maximum Load,"0.36069",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","16.07627","0.02036"
"0.00600","16.07627","0.02044"
"0.01200","16.07627","0.02052"
"0.01800","16.07639","0.02044"
"0.02400","16.07645","0.02044"
"0.03000","16.07657","0.02052"
"0.03600","16.07669","0.02052"
"0.04200","16.07687","0.02051"
"0.04800","16.07705","0.02046"
"0.05400","16.07729","0.02030"
"0.06000","16.07747","0.02020"
"0.06600","16.07776","0.02016"
"0.07200","16.07800","0.02014"
"0.07800","16.07830","0.02014"
"0.08400","16.07866","0.02016"
"0.09000","16.07896","0.02017"
"0.09600","16.07938","0.02017"
"0.10200","16.07974","0.02008"
"0.10800","16.08016","0.02008"
"0.11400","16.08064","0.02022"
"0.12000","16.08111","0.02033"
"0.12600","16.08159","0.02044"
"0.13200","16.08213","0.02051"
"0.13800","16.08267","0.02063"
"0.14400","16.08327","0.02091"
"0.15000","16.08386","0.02098"
"0.15600","16.08452","0.02096"
"0.16200","16.08512","0.02105"
"0.16800","16.08578","0.02114"
"0.17400","16.08643","0.02116"
"0.18000","16.08709","0.02121"
"0.18600","16.08781","0.02110"
"0.19200","16.08847","0.02096"
"0.19800","16.08918","0.02091"
"0.20400","16.08990","0.02091"
"0.21000","16.09056","0.02109"
"0.21600","16.09128","0.02122"
"0.22200","16.09193","0.02110"
"0.22800","16.09265","0.02108"
"0.23400","16.09331","0.02098"
"0.24000","16.09397","0.02086"
"0.24600","16.09468","0.02086"
"0.25200","16.09534","0.02087"
"0.25800","16.09600","0.02082"
"0.26400","16.09666","0.02088"
"0.27000","16.09731","0.02095"
"0.27600","16.09791","0.02108"
"0.28200","16.09857","0.02125"
"0.28800","16.09923","0.02127"
"0.29400","16.09982","0.02134"
"0.30000","16.10048","0.02130"
"0.30600","16.10108","0.02111"
"0.31200","16.10168","0.02105"
"0.31800","16.10228","0.02084"
"0.32400","16.10287","0.02076"
"0.33000","16.10341","0.02091"
"0.33600","16.10401","0.02103"
"0.34200","16.10455","0.02110"
"0.34800","16.10515","0.02126"
"0.35400","16.10569","0.02150"
"0.36000","16.10622","0.02165"
"0.36600","16.10676","0.02167"
"0.37200","16.10730","0.02168"
"0.37800","16.10778","0.02192"
"0.38400","16.10831","0.02211"
"0.39000","16.10885","0.02212"
"0.39600","16.10939","0.02217"
"0.40200","16.10993","0.02215"
"0.40800","16.11041","0.02213"
"0.41400","16.11095","0.02204"
"0.42000","16.11149","0.02187"
"0.42600","16.11197","0.02171"
"0.43200","16.11250","0.02163"
"0.43800","16.11304","0.02154"
"0.44400","16.11352","0.02155"
"0.45000","16.11406","0.02145"
"0.45600","16.11453","0.02145"
"0.46200","16.11501","0.02152"
"0.46800","16.11555","0.02150"
"0.47400","16.11603","0.02143"
"0.48000","16.11651","0.02140"
"0.48600","16.11699","0.02148"
"0.49200","16.11753","0.02155"
"0.49800","16.11800","0.02165"
"0.50400","16.11848","0.02171"
"0.51000","16.11902","0.02180"
"0.51600","16.11950","0.02186"
"0.52200","16.11998","0.02175"
"0.52800","16.12045","0.02167"
"0.53400","16.12099","0.02162"
"0.54000","16.12147","0.02153"
"0.54600","16.12195","0.02170"
"0.55200","16.12243","0.02196"
"0.55800","16.12296","0.02219"
"0.56400","16.12344","0.02225"
"0.57000","16.12392","0.02231"
"0.57600","16.12446","0.02233"
"0.58200","16.12494","0.02227"
"0.58800","16.12548","0.02218"
"0.59400","16.12596","0.02217"
"0.60000","16.12643","0.02204"
"0.60600","16.12697","0.02187"
"0.61200","16.12745","0.02184"
"0.61800","16.12793","0.02184"
"0.62400","16.12841","0.02168"
"0.63000","16.12894","0.02168"
"0.63600","16.12942","0.02186"
"0.64200","16.12990","0.02206"
"0.64800","16.13038","0.02224"
"0.65400","16.13092","0.02235"
"0.66000","16.13140","0.02235"
"0.66600","16.13187","0.02240"
"0.67200","16.13241","0.02239"
"0.67800","16.13289","0.02234"
"0.68400","16.13337","0.02227"
"0.69000","16.13391","0.02223"
"0.69600","16.13438","0.02240"
"0.70200","16.13492","0.02260"
"0.70800","16.13540","0.02275"
"0.71400","16.13594","0.02293"
"0.72000","16.13648","0.02300"
"0.72600","16.13696","0.02311"
"0.73200","16.13749","0.02328"
"0.73800","16.13797","0.02337"
"0.74400","16.13851","0.02342"
"0.75000","16.13899","0.02339"
"0.75600","16.13947","0.02335"
"0.76200","16.14001","0.02338"
"0.76800","16.14048","0.02317"
"0.77400","16.14096","0.02287"
"0.78000","16.14150","0.02276"
"0.78600","16.14198","0.02273"
"0.79200","16.14246","0.02279"
"0.79800","16.14293","0.02290"
"0.80400","16.14341","0.02300"
"0.81000","16.14395","0.02302"
"0.81600","16.14443","0.02286"
"0.82200","16.14491","0.02266"
"0.82800","16.14539","0.02256"
"0.83400","16.14592","0.02250"
"0.84000","16.14640","0.02236"
"0.84600","16.14694","0.02240"
"0.85200","16.14742","0.02237"
"0.85800","16.14790","0.02239"
"0.86400","16.14844","0.02246"
"0.87000","16.14891","0.02244"
"0.87600","16.14939","0.02250"
"0.88200","16.14993","0.02259"
"0.88800","16.15041","0.02264"
"0.89400","16.15089","0.02256"
"0.90000","16.15142","0.02248"
"0.90600","16.15190","0.02251"
"0.91200","16.15244","0.02272"
"0.91800","16.15292","0.02290"
"0.92400","16.15340","0.02298"
"0.93000","16.15393","0.02306"
"0.93600","16.15441","0.02303"
"0.94200","16.15495","0.02304"
"0.94800","16.15543","0.02317"
"0.95400","16.15591","0.02331"
"0.96000","16.15645","0.02348"
"0.96600","16.15693","0.02351"
"0.97200","16.15740","0.02344"
"0.97800","16.15794","0.02338"
"0.98400","16.15842","0.02328"
"0.99000","16.15890","0.02316"
"0.99600","16.15944","0.02321"
"1.00200","16.15991","0.02317"
"1.00800","16.16045","0.02308"
"1.01400","16.16093","0.02301"
"1.02000","16.16141","0.02294"
"1.02600","16.16189","0.02286"
"1.03200","16.16243","0.02281"
"1.03800","16.16290","0.02280"
"1.04400","16.16338","0.02291"
"1.05000","16.16392","0.02295"
"1.05600","16.16440","0.02302"
"1.06200","16.16488","0.02313"
"1.06800","16.16541","0.02320"
"1.07400","16.16589","0.02318"
"1.08000","16.16637","0.02324"
"1.08600","16.16691","0.02331"
"1.09200","16.16739","0.02336"
"1.09800","16.16787","0.02347"
"1.10400","16.16840","0.02339"
"1.11000","16.16888","0.02331"
"1.11600","16.16936","0.02322"
"1.12200","16.16990","0.02330"
"1.12800","16.17038","0.02357"
"1.13400","16.17092","0.02374"
"1.14000","16.17139","0.02378"
"1.14600","16.17193","0.02377"
"1.15200","16.17241","0.02367"
"1.15800","16.17295","0.02357"
"1.16400","16.17343","0.02351"
"1.17000","16.17390","0.02348"
"1.17600","16.17444","0.02365"
"1.18200","16.17492","0.02381"
"1.18800","16.17546","0.02379"
"1.19400","16.17594","0.02387"
"1.20000","16.17642","0.02387"
"1.20600","16.17695","0.02396"
"1.21200","16.17743","0.02411"
"1.21800","16.17797","0.02417"
"1.22400","16.17845","0.02416"
"1.23000","16.17893","0.02410"
"1.23600","16.17947","0.02393"
"1.24200","16.17994","0.02379"
"1.24800","16.18042","0.02381"
"1.25400","16.18096","0.02378"
"1.26000","16.18144","0.02382"
"1.26600","16.18192","0.02380"
"1.27200","16.18246","0.02374"
"1.27800","16.18293","0.02373"
"1.28400","16.18347","0.02367"
"1.29000","16.18395","0.02354"
"1.29600","16.18449","0.02341"
"1.30200","16.18497","0.02317"
"1.30800","16.18550","0.02301"
"1.31400","16.18598","0.02306"
"1.32000","16.18646","0.02329"
"1.32600","16.18700","0.02359"
"1.33200","16.18748","0.02384"
"1.33800","16.18796","0.02393"
"1.34400","16.18850","0.02394"
"1.35000","16.18897","0.02394"
"1.35600","16.18945","0.02387"
"1.36200","16.18999","0.02383"
"1.36800","16.19047","0.02375"
"1.37400","16.19095","0.02375"
"1.38000","16.19148","0.02395"
"1.38600","16.19196","0.02416"
"1.39200","16.19244","0.02428"
"1.39800","16.19292","0.02429"
"1.40400","16.19346","0.02421"
"1.41000","16.19394","0.02415"
"1.41600","16.19441","0.02399"
"1.42200","16.19495","0.02369"
"1.42800","16.19543","0.02362"
"1.43400","16.19597","0.02368"
"1.44000","16.19645","0.02375"
"1.44600","16.19693","0.02399"
"1.45200","16.19740","0.02420"
"1.45800","16.19794","0.02432"
"1.46400","16.19842","0.02455"
"1.47000","16.19890","0.02473"
"1.47600","16.19944","0.02478"
"1.48200","16.19991","0.02475"
"1.48800","16.20039","0.02462"
"1.49400","16.20093","0.02447"
"1.50000","16.20141","0.02433"
"1.50600","16.20189","0.02426"
"1.51200","16.20243","0.02424"
"1.51800","16.20290","0.02417"
"1.52400","16.20338","0.02416"
"1.53000","16.20386","0.02436"
"1.53600","16.20440","0.02463"
"1.54200","16.20488","0.02484"
"1.54800","16.20535","0.02489"
"1.55400","16.20583","0.02479"
"1.56000","16.20637","0.02473"
"1.56600","16.20685","0.02465"
"1.57200","16.20739","0.02467"
"1.57800","16.20787","0.02476"
"1.58400","16.20835","0.02468"
"1.59000","16.20888","0.02448"
"1.59600","16.20936","0.02430"
"1.60200","16.20984","0.02422"
"1.60800","16.21038","0.02406"
"1.61400","16.21086","0.02407"
"1.62000","16.21133","0.02423"
"1.62600","16.21187","0.02440"
"1.63200","16.21235","0.02446"
"1.63800","16.21283","0.02452"
"1.64400","16.21337","0.02468"
"1.65000","16.21385","0.02469"
"1.65600","16.21432","0.02466"
"1.66200","16.21480","0.02476"
"1.66800","16.21534","0.02486"
"1.67400","16.21582","0.02480"
"1.68000","16.21630","0.02475"
"1.68600","16.21684","0.02487"
"1.69200","16.21731","0.02505"
