End date,"2/26/2017"
Specimen label,"4BG_29"
Maximum Load,"0.86594",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00017"
"0.00600","0.00000","0.00015"
"0.01200","0.00000","-0.00004"
"0.01800","0.00012","-0.00015"
"0.02400","0.00018","-0.00017"
"0.03000","0.00024","-0.00012"
"0.03600","0.00036","-0.00007"
"0.04200","0.00048","0.00002"
"0.04800","0.00066","0.00008"
"0.05400","0.00078","0.00017"
"0.06000","0.00102","0.00033"
"0.06600","0.00126","0.00038"
"0.07200","0.00143","0.00030"
"0.07800","0.00173","0.00019"
"0.08400","0.00203","0.00019"
"0.09000","0.00239","0.00021"
"0.09600","0.00275","0.00018"
"0.10200","0.00317","0.00011"
"0.10800","0.00359","0.00003"
"0.11400","0.00407","0.00005"
"0.12000","0.00454","0.00013"
"0.12600","0.00508","0.00025"
"0.13200","0.00562","0.00026"
"0.13800","0.00616","0.00012"
"0.14400","0.00676","-0.00018"
"0.15000","0.00735","-0.00029"
"0.15600","0.00801","-0.00022"
"0.16200","0.00861","-0.00009"
"0.16800","0.00927","0.00016"
"0.17400","0.00993","0.00057"
"0.18000","0.01064","0.00094"
"0.18600","0.01136","0.00115"
"0.19200","0.01208","0.00126"
"0.19800","0.01274","0.00122"
"0.20400","0.01345","0.00117"
"0.21000","0.01417","0.00126"
"0.21600","0.01483","0.00129"
"0.22200","0.01555","0.00132"
"0.22800","0.01626","0.00128"
"0.23400","0.01692","0.00113"
"0.24000","0.01764","0.00102"
"0.24600","0.01830","0.00095"
"0.25200","0.01895","0.00098"
"0.25800","0.01961","0.00104"
"0.26400","0.02027","0.00105"
"0.27000","0.02093","0.00112"
"0.27600","0.02158","0.00109"
"0.28200","0.02224","0.00103"
"0.28800","0.02290","0.00098"
"0.29400","0.02350","0.00089"
"0.30000","0.02410","0.00093"
"0.30600","0.02475","0.00099"
"0.31200","0.02535","0.00100"
"0.31800","0.02595","0.00094"
"0.32400","0.02655","0.00089"
"0.33000","0.02714","0.00076"
"0.33600","0.02768","0.00067"
"0.34200","0.02828","0.00063"
"0.34800","0.02888","0.00050"
"0.35400","0.02942","0.00051"
"0.36000","0.03001","0.00054"
"0.36600","0.03055","0.00065"
"0.37200","0.03109","0.00097"
"0.37800","0.03157","0.00117"
"0.38400","0.03211","0.00130"
"0.39000","0.03265","0.00146"
"0.39600","0.03318","0.00148"
"0.40200","0.03372","0.00144"
"0.40800","0.03426","0.00148"
"0.41400","0.03474","0.00145"
"0.42000","0.03528","0.00140"
"0.42600","0.03581","0.00141"
"0.43200","0.03635","0.00147"
"0.43800","0.03683","0.00149"
"0.44400","0.03737","0.00148"
"0.45000","0.03785","0.00146"
"0.45600","0.03838","0.00141"
"0.46200","0.03886","0.00142"
"0.46800","0.03934","0.00143"
"0.47400","0.03982","0.00145"
"0.48000","0.04036","0.00134"
"0.48600","0.04084","0.00124"
"0.49200","0.04137","0.00124"
"0.49800","0.04185","0.00118"
"0.50400","0.04233","0.00107"
"0.51000","0.04281","0.00098"
"0.51600","0.04329","0.00099"
"0.52200","0.04383","0.00113"
"0.52800","0.04430","0.00126"
"0.53400","0.04478","0.00130"
"0.54000","0.04526","0.00145"
"0.54600","0.04574","0.00150"
"0.55200","0.04622","0.00150"
"0.55800","0.04676","0.00152"
"0.56400","0.04723","0.00159"
"0.57000","0.04777","0.00157"
"0.57600","0.04825","0.00141"
"0.58200","0.04873","0.00127"
"0.58800","0.04927","0.00107"
"0.59400","0.04974","0.00083"
"0.60000","0.05022","0.00078"
"0.60600","0.05076","0.00082"
"0.61200","0.05124","0.00076"
"0.61800","0.05172","0.00077"
"0.62400","0.05226","0.00075"
"0.63000","0.05273","0.00062"
"0.63600","0.05321","0.00051"
"0.64200","0.05375","0.00054"
"0.64800","0.05423","0.00068"
"0.65400","0.05471","0.00073"
"0.66000","0.05519","0.00077"
"0.66600","0.05572","0.00076"
"0.67200","0.05620","0.00082"
"0.67800","0.05668","0.00105"
"0.68400","0.05722","0.00120"
"0.69000","0.05770","0.00128"
"0.69600","0.05818","0.00132"
"0.70200","0.05871","0.00124"
"0.70800","0.05919","0.00115"
"0.71400","0.05967","0.00103"
"0.72000","0.06021","0.00088"
"0.72600","0.06069","0.00088"
"0.73200","0.06116","0.00092"
"0.73800","0.06164","0.00101"
"0.74400","0.06218","0.00110"
"0.75000","0.06266","0.00123"
"0.75600","0.06320","0.00135"
"0.76200","0.06368","0.00147"
"0.76800","0.06415","0.00158"
"0.77400","0.06469","0.00159"
"0.78000","0.06517","0.00150"
"0.78600","0.06571","0.00141"
"0.79200","0.06619","0.00139"
"0.79800","0.06667","0.00134"
"0.80400","0.06720","0.00127"
"0.81000","0.06768","0.00129"
"0.81600","0.06816","0.00145"
"0.82200","0.06870","0.00151"
"0.82800","0.06918","0.00147"
"0.83400","0.06965","0.00139"
"0.84000","0.07019","0.00146"
"0.84600","0.07067","0.00152"
"0.85200","0.07121","0.00149"
"0.85800","0.07169","0.00150"
"0.86400","0.07217","0.00148"
"0.87000","0.07270","0.00138"
"0.87600","0.07318","0.00120"
"0.88200","0.07366","0.00109"
"0.88800","0.07420","0.00118"
"0.89400","0.07468","0.00125"
"0.90000","0.07522","0.00131"
"0.90600","0.07569","0.00140"
"0.91200","0.07617","0.00144"
"0.91800","0.07671","0.00140"
"0.92400","0.07719","0.00141"
"0.93000","0.07773","0.00145"
"0.93600","0.07820","0.00149"
"0.94200","0.07868","0.00152"
"0.94800","0.07922","0.00145"
"0.95400","0.07970","0.00131"
"0.96000","0.08024","0.00116"
"0.96600","0.08072","0.00106"
"0.97200","0.08119","0.00100"
"0.97800","0.08173","0.00106"
"0.98400","0.08221","0.00106"
"0.99000","0.08275","0.00128"
"0.99600","0.08323","0.00144"
"1.00200","0.08371","0.00155"
"1.00800","0.08424","0.00156"
"1.01400","0.08472","0.00153"
"1.02000","0.08526","0.00152"
"1.02600","0.08574","0.00149"
"1.03200","0.08622","0.00135"
"1.03800","0.08675","0.00134"
"1.04400","0.08723","0.00135"
"1.05000","0.08771","0.00138"
"1.05600","0.08825","0.00140"
"1.06200","0.08873","0.00139"
"1.06800","0.08927","0.00130"
"1.07400","0.08974","0.00135"
"1.08000","0.09022","0.00134"
"1.08600","0.09076","0.00126"
"1.09200","0.09124","0.00124"
"1.09800","0.09172","0.00116"
"1.10400","0.09220","0.00095"
"1.11000","0.09273","0.00075"
"1.11600","0.09321","0.00063"
"1.12200","0.09369","0.00074"
"1.12800","0.09423","0.00088"
"1.13400","0.09471","0.00112"
"1.14000","0.09518","0.00137"
"1.14600","0.09572","0.00148"
"1.15200","0.09620","0.00151"
"1.15800","0.09668","0.00159"
"1.16400","0.09722","0.00157"
"1.17000","0.09770","0.00154"
"1.17600","0.09823","0.00154"
"1.18200","0.09871","0.00160"
"1.18800","0.09925","0.00177"
"1.19400","0.09973","0.00177"
"1.20000","0.10027","0.00181"
"1.20600","0.10075","0.00184"
"1.21200","0.10128","0.00173"
"1.21800","0.10176","0.00161"
"1.22400","0.10224","0.00161"
"1.23000","0.10272","0.00154"
"1.23600","0.10320","0.00147"
