End date,"2/26/2017"
Specimen label,"1AT_2.2"
Maximum Load,"0.00830",N

Time,Extension,Load
(s),(mm),(N)
"29.10000","2.42518","0.00037"
"29.10600","2.42566","0.00043"
"29.11200","2.42620","0.00042"
"29.11800","2.42668","0.00048"
"29.12400","2.42716","0.00049"
"29.13000","2.42769","0.00047"
"29.13600","2.42817","0.00049"
"29.14200","2.42871","0.00061"
"29.14800","2.42919","0.00072"
"29.15400","2.42967","0.00087"
"29.16000","2.43021","0.00108"
"29.16600","2.43068","0.00113"
"29.17200","2.43122","0.00114"
"29.17800","2.43170","0.00114"
"29.18400","2.43224","0.00109"
"29.19000","2.43272","0.00105"
"29.19600","2.43325","0.00102"
"29.20200","2.43373","0.00099"
"29.20800","2.43427","0.00085"
"29.21400","2.43475","0.00071"
"29.22000","2.43523","0.00062"
"29.22600","2.43571","0.00054"
"29.23200","2.43624","0.00053"
"29.23800","2.43672","0.00067"
"29.24400","2.43720","0.00072"
"29.25000","2.43768","0.00068"
"29.25600","2.43816","0.00062"
"29.26200","2.43870","0.00060"
"29.26800","2.43917","0.00061"
"29.27400","2.43965","0.00057"
"29.28000","2.44019","0.00066"
"29.28600","2.44067","0.00078"
"29.29200","2.44115","0.00083"
"29.29800","2.44168","0.00093"
"29.30400","2.44216","0.00098"
"29.31000","2.44270","0.00096"
"29.31600","2.44318","0.00094"
"29.32200","2.44372","0.00080"
"29.32800","2.44420","0.00067"
"29.33400","2.44473","0.00061"
"29.34000","2.44521","0.00058"
"29.34600","2.44575","0.00063"
"29.35200","2.44623","0.00059"
"29.35800","2.44671","0.00060"
"29.36400","2.44725","0.00062"
"29.37000","2.44772","0.00065"
"29.37600","2.44820","0.00058"
"29.38200","2.44868","0.00050"
"29.38800","2.44922","0.00046"
"29.39400","2.44970","0.00034"
"29.40000","2.45017","0.00020"
"29.40600","2.45065","0.00010"
"29.41200","2.45119","0.00015"
"29.41800","2.45167","0.00019"
"29.42400","2.45215","0.00020"
"29.43000","2.45269","0.00018"
"29.43600","2.45316","0.00014"
"29.44200","2.45364","0.00008"
"29.44800","2.45418","0.00008"
"29.45400","2.45466","0.00024"
"29.46000","2.45520","0.00035"
"29.46600","2.45568","0.00045"
"29.47200","2.45621","0.00049"
"29.47800","2.45669","0.00054"
"29.48400","2.45717","0.00069"
"29.49000","2.45771","0.00082"
"29.49600","2.45819","0.00088"
"29.50200","2.45867","0.00090"
"29.50800","2.45914","0.00089"
"29.51400","2.45962","0.00079"
"29.52000","2.46016","0.00081"
"29.52600","2.46064","0.00092"
"29.53200","2.46112","0.00102"
"29.53800","2.46165","0.00103"
"29.54400","2.46213","0.00107"
"29.55000","2.46261","0.00103"
"29.55600","2.46315","0.00090"
"29.56200","2.46363","0.00080"
"29.56800","2.46411","0.00082"
"29.57400","2.46464","0.00078"
"29.58000","2.46512","0.00073"
"29.58600","2.46560","0.00068"
"29.59200","2.46614","0.00057"
"29.59800","2.46662","0.00044"
"29.60400","2.46716","0.00052"
"29.61000","2.46769","0.00062"
"29.61600","2.46823","0.00069"
"29.62200","2.46871","0.00074"
"29.62800","2.46925","0.00076"
"29.63400","2.46973","0.00075"
"29.64000","2.47020","0.00060"
"29.64600","2.47074","0.00043"
"29.65200","2.47122","0.00028"
"29.65800","2.47170","0.00020"
"29.66400","2.47224","0.00012"
"29.67000","2.47272","0.00010"
"29.67600","2.47319","0.00012"
"29.68200","2.47373","0.00013"
"29.68800","2.47421","0.00019"
"29.69400","2.47469","0.00028"
"29.70000","2.47523","0.00040"
"29.70600","2.47570","0.00036"
"29.71200","2.47618","0.00034"
"29.71800","2.47672","0.00044"
"29.72400","2.47720","0.00043"
"29.73000","2.47774","0.00047"
"29.73600","2.47822","0.00047"
"29.74200","2.47875","0.00046"
"29.74800","2.47923","0.00041"
"29.75400","2.47977","0.00044"
"29.76000","2.48025","0.00046"
"29.76600","2.48079","0.00053"
"29.77200","2.48127","0.00066"
"29.77800","2.48180","0.00079"
"29.78400","2.48228","0.00087"
"29.79000","2.48276","0.00091"
"29.79600","2.48324","0.00094"
"29.80200","2.48378","0.00100"
"29.80800","2.48426","0.00094"
"29.81400","2.48473","0.00082"
"29.82000","2.48521","0.00069"
"29.82600","2.48569","0.00054"
"29.83200","2.48623","0.00042"
"29.83800","2.48671","0.00033"
"29.84400","2.48718","0.00033"
"29.85000","2.48772","0.00033"
"29.85600","2.48820","0.00030"
"29.86200","2.48874","0.00026"
"29.86800","2.48922","0.00023"
"29.87400","2.48970","0.00021"
"29.88000","2.49023","0.00032"
"29.88600","2.49071","0.00041"
"29.89200","2.49125","0.00038"
"29.89800","2.49173","0.00026"
"29.90400","2.49227","0.00008"
"29.91000","2.49275","-0.00004"
"29.91600","2.49322","-0.00005"
"29.92200","2.49376","0.00004"
"29.92800","2.49424","0.00019"
"29.93400","2.49472","0.00038"
"29.94000","2.49526","0.00050"
"29.94600","2.49573","0.00051"
"29.95200","2.49621","0.00058"
"29.95800","2.49669","0.00059"
"29.96400","2.49717","0.00048"
"29.97000","2.49771","0.00042"
"29.97600","2.49819","0.00043"
"29.98200","2.49866","0.00034"
"29.98800","2.49914","0.00026"
"29.99400","2.49968","0.00032"
"30.00000","2.50016","0.00043"
"30.00600","2.50070","0.00046"
"30.01200","2.50118","0.00062"
"30.01800","2.50165","0.00090"
"30.02400","2.50219","0.00116"
"30.03000","2.50267","0.00121"
"30.03600","2.50321","0.00117"
"30.04200","2.50369","0.00116"
"30.04800","2.50422","0.00130"
"30.05400","2.50470","0.00140"
"30.06000","2.50524","0.00149"
"30.06600","2.50572","0.00151"
"30.07200","2.50620","0.00152"
"30.07800","2.50674","0.00141"
"30.08400","2.50721","0.00125"
"30.09000","2.50769","0.00106"
"30.09600","2.50823","0.00099"
"30.10200","2.50871","0.00095"
"30.10800","2.50919","0.00091"
"30.11400","2.50973","0.00084"
"30.12000","2.51020","0.00074"
"30.12600","2.51068","0.00060"
"30.13200","2.51116","0.00054"
"30.13800","2.51170","0.00049"
"30.14400","2.51218","0.00042"
"30.15000","2.51272","0.00036"
"30.15600","2.51319","0.00031"
"30.16200","2.51367","0.00023"
"30.16800","2.51421","0.00010"
"30.17400","2.51469","0.00013"
"30.18000","2.51523","0.00028"
"30.18600","2.51570","0.00040"
"30.19200","2.51624","0.00056"
"30.19800","2.51672","0.00066"
"30.20400","2.51720","0.00076"
"30.21000","2.51774","0.00082"
"30.21600","2.51822","0.00080"
"30.22200","2.51869","0.00076"
"30.22800","2.51923","0.00073"
"30.23400","2.51971","0.00065"
"30.24000","2.52019","0.00052"
"30.24600","2.52073","0.00048"
"30.25200","2.52120","0.00038"
"30.25800","2.52168","0.00029"
"30.26400","2.52222","0.00020"
"30.27000","2.52270","0.00020"
"30.27600","2.52324","0.00020"
"30.28200","2.52372","0.00026"
"30.28800","2.52419","0.00030"
"30.29400","2.52473","0.00045"
"30.30000","2.52521","0.00052"
"30.30600","2.52569","0.00043"
"30.31200","2.52623","0.00039"
"30.31800","2.52671","0.00049"
"30.32400","2.52724","0.00055"
"30.33000","2.52772","0.00056"
"30.33600","2.52826","0.00051"
"30.34200","2.52874","0.00044"
"30.34800","2.52922","0.00044"
"30.35400","2.52976","0.00040"
"30.36000","2.53023","0.00039"
"30.36600","2.53071","0.00046"
"30.37200","2.53125","0.00052"
"30.37800","2.53173","0.00057"
"30.38400","2.53227","0.00060"
"30.39000","2.53274","0.00051"
"30.39600","2.53328","0.00034"
"30.40200","2.53376","0.00024"
"30.40800","2.53424","0.00031"
"30.41400","2.53478","0.00048"
"30.42000","2.53526","0.00063"
"30.42600","2.53573","0.00065"
"30.43200","2.53621","0.00059"
"30.43800","2.53675","0.00037"
"30.44400","2.53723","0.00013"
"30.45000","2.53771","0.00008"
"30.45600","2.53825","0.00017"
"30.46200","2.53872","0.00035"
"30.46800","2.53926","0.00034"
"30.47400","2.53974","0.00030"
"30.48000","2.54022","0.00022"
"30.48600","2.54076","0.00017"
"30.49200","2.54123","0.00015"
"30.49800","2.54171","0.00028"
"30.50400","2.54225","0.00045"
"30.51000","2.54273","0.00060"
"30.51600","2.54321","0.00067"
"30.52200","2.54375","0.00066"
"30.52800","2.54422","0.00056"
"30.53400","2.54470","0.00046"
"30.54000","2.54524","0.00045"
"30.54600","2.54572","0.00047"
"30.55200","2.54626","0.00054"
"30.55800","2.54674","0.00059"
"30.56400","2.54721","0.00063"
"30.57000","2.54769","0.00070"
"30.57600","2.54817","0.00078"
"30.58200","2.54871","0.00078"
"30.58800","2.54919","0.00082"
"30.59400","2.54966","0.00079"
"30.60000","2.55014","0.00070"
"30.60600","2.55068","0.00064"
"30.61200","2.55116","0.00064"
"30.61800","2.55170","0.00071"
"30.62400","2.55218","0.00076"
"30.63000","2.55265","0.00073"
"30.63600","2.55319","0.00072"
"30.64200","2.55367","0.00069"
"30.64800","2.55415","0.00062"
"30.65400","2.55469","0.00069"
"30.66000","2.55517","0.00079"
"30.66600","2.55570","0.00078"
"30.67200","2.55618","0.00071"
"30.67800","2.55672","0.00053"
"30.68400","2.55720","0.00037"
"30.69000","2.55768","0.00022"
"30.69600","2.55821","0.00023"
"30.70200","2.55869","0.00036"
"30.70800","2.55917","0.00049"
"30.71400","2.55971","0.00062"
"30.72000","2.56019","0.00075"
"30.72600","2.56073","0.00070"
"30.73200","2.56120","0.00063"
"30.73800","2.56168","0.00063"
"30.74400","2.56222","0.00055"
"30.75000","2.56276","0.00053"
"30.75600","2.56324","0.00055"
"30.76200","2.56372","0.00056"
"30.76800","2.56425","0.00060"
"30.77400","2.56473","0.00060"
"30.78000","2.56527","0.00055"
"30.78600","2.56575","0.00056"
"30.79200","2.56623","0.00065"
"30.79800","2.56676","0.00069"
"30.80400","2.56724","0.00076"
"30.81000","2.56778","0.00089"
"30.81600","2.56826","0.00092"
"30.82200","2.56880","0.00087"
"30.82800","2.56928","0.00092"
"30.83400","2.56975","0.00103"
"30.84000","2.57029","0.00119"
"30.84600","2.57077","0.00120"
"30.85200","2.57125","0.00114"
"30.85800","2.57173","0.00106"
"30.86400","2.57221","0.00090"
"30.87000","2.57274","0.00090"
"30.87600","2.57322","0.00100"
"30.88200","2.57370","0.00106"
"30.88800","2.57424","0.00095"
"30.89400","2.57472","0.00074"
"30.90000","2.57525","0.00052"
"30.90600","2.57573","0.00031"
"30.91200","2.57627","0.00024"
"30.91800","2.57675","0.00039"
"30.92400","2.57723","0.00061"
"30.93000","2.57777","0.00073"
"30.93600","2.57824","0.00079"
"30.94200","2.57872","0.00074"
"30.94800","2.57926","0.00046"
"30.95400","2.57974","0.00032"
"30.96000","2.58028","0.00039"
"30.96600","2.58076","0.00051"
"30.97200","2.58123","0.00065"
"30.97800","2.58177","0.00073"
"30.98400","2.58225","0.00076"
"30.99000","2.58273","0.00074"
"30.99600","2.58321","0.00069"
"31.00200","2.58375","0.00069"
"31.00800","2.58422","0.00074"
"31.01400","2.58470","0.00079"
"31.02000","2.58524","0.00082"
"31.02600","2.58572","0.00087"
"31.03200","2.58620","0.00084"
"31.03800","2.58673","0.00069"
"31.04400","2.58721","0.00060"
"31.05000","2.58775","0.00049"
"31.05600","2.58823","0.00044"
"31.06200","2.58871","0.00047"
"31.06800","2.58925","0.00042"
"31.07400","2.58972","0.00033"
"31.08000","2.59020","0.00027"
"31.08600","2.59068","0.00021"
"31.09200","2.59116","0.00017"
"31.09800","2.59170","0.00019"
"31.10400","2.59218","0.00035"
"31.11000","2.59265","0.00050"
"31.11600","2.59313","0.00061"
"31.12200","2.59361","0.00070"
"31.12800","2.59415","0.00060"
"31.13400","2.59463","0.00050"
"31.14000","2.59516","0.00043"
"31.14600","2.59564","0.00040"
"31.15200","2.59612","0.00037"
"31.15800","2.59660","0.00034"
"31.16400","2.59714","0.00045"
"31.17000","2.59762","0.00073"
"31.17600","2.59809","0.00099"
"31.18200","2.59863","0.00105"
"31.18800","2.59917","0.00093"
"31.19400","2.59965","0.00072"
"31.20000","2.60019","0.00047"
"31.20600","2.60067","0.00036"
"31.21200","2.60120","0.00029"
"31.21800","2.60168","0.00035"
"31.22400","2.60222","0.00033"
"31.23000","2.60270","0.00030"
"31.23600","2.60324","0.00035"
"31.24200","2.60371","0.00035"
"31.24800","2.60419","0.00031"
"31.25400","2.60467","0.00026"
"31.26000","2.60521","0.00026"
"31.26600","2.60569","0.00023"
"31.27200","2.60623","0.00027"
"31.27800","2.60670","0.00032"
"31.28400","2.60724","0.00047"
"31.29000","2.60772","0.00057"
"31.29600","2.60820","0.00065"
"31.30200","2.60874","0.00072"
"31.30800","2.60922","0.00057"
"31.31400","2.60975","0.00043"
"31.32000","2.61023","0.00039"
"31.32600","2.61077","0.00052"
"31.33200","2.61125","0.00052"
"31.33800","2.61179","0.00046"
"31.34400","2.61226","0.00051"
"31.35000","2.61280","0.00043"
"31.35600","2.61328","0.00050"
"31.36200","2.61382","0.00057"
"31.36800","2.61430","0.00064"
"31.37400","2.61478","0.00060"
"31.38000","2.61525","0.00054"
"31.38600","2.61573","0.00061"
"31.39200","2.61621","0.00072"
"31.39800","2.61669","0.00072"
"31.40400","2.61723","0.00077"
"31.41000","2.61771","0.00090"
"31.41600","2.61818","0.00100"
"31.42200","2.61866","0.00099"
"31.42800","2.61920","0.00096"
"31.43400","2.61968","0.00090"
"31.44000","2.62016","0.00086"
"31.44600","2.62069","0.00077"
"31.45200","2.62117","0.00077"
"31.45800","2.62165","0.00083"
"31.46400","2.62219","0.00080"
"31.47000","2.62267","0.00067"
"31.47600","2.62321","0.00053"
"31.48200","2.62368","0.00043"
"31.48800","2.62422","0.00035"
"31.49400","2.62470","0.00037"
"31.50000","2.62518","0.00059"
"31.50600","2.62566","0.00083"
"31.51200","2.62620","0.00106"
"31.51800","2.62667","0.00120"
"31.52400","2.62715","0.00124"
"31.53000","2.62769","0.00118"
"31.53600","2.62817","0.00103"
"31.54200","2.62871","0.00091"
"31.54800","2.62919","0.00077"
"31.55400","2.62966","0.00067"
"31.56000","2.63020","0.00061"
"31.56600","2.63068","0.00058"
"31.57200","2.63116","0.00064"
"31.57800","2.63170","0.00071"
"31.58400","2.63217","0.00074"
"31.59000","2.63271","0.00068"
"31.59600","2.63319","0.00057"
"31.60200","2.63367","0.00049"
"31.60800","2.63421","0.00044"
"31.61400","2.63469","0.00049"
"31.62000","2.63522","0.00062"
"31.62600","2.63570","0.00079"
"31.63200","2.63618","0.00089"
"31.63800","2.63672","0.00099"
"31.64400","2.63720","0.00096"
"31.65000","2.63768","0.00076"
"31.65600","2.63815","0.00055"
"31.66200","2.63869","0.00033"
"31.66800","2.63917","0.00015"
"31.67400","2.63965","0.00010"
"31.68000","2.64013","0.00009"
"31.68600","2.64066","0.00012"
"31.69200","2.64114","0.00025"
"31.69800","2.64168","0.00043"
"31.70400","2.64216","0.00057"
"31.71000","2.64264","0.00076"
"31.71600","2.64318","0.00097"
"31.72200","2.64365","0.00108"
"31.72800","2.64413","0.00102"
"31.73400","2.64461","0.00098"
"31.74000","2.64515","0.00095"
"31.74600","2.64563","0.00089"
"31.75200","2.64616","0.00084"
"31.75800","2.64664","0.00077"
"31.76400","2.64718","0.00068"
"31.77000","2.64766","0.00072"
"31.77600","2.64820","0.00076"
"31.78200","2.64868","0.00081"
"31.78800","2.64915","0.00085"
"31.79400","2.64969","0.00088"
"31.80000","2.65017","0.00083"
"31.80600","2.65071","0.00073"
"31.81200","2.65119","0.00058"
"31.81800","2.65167","0.00048"
"31.82400","2.65220","0.00040"
"31.83000","2.65268","0.00036"
"31.83600","2.65322","0.00032"
"31.84200","2.65370","0.00024"
"31.84800","2.65424","0.00021"
"31.85400","2.65472","0.00021"
"31.86000","2.65519","0.00027"
"31.86600","2.65573","0.00033"
"31.87200","2.65621","0.00032"
"31.87800","2.65669","0.00034"
"31.88400","2.65723","0.00053"
"31.89000","2.65770","0.00068"
"31.89600","2.65824","0.00078"
"31.90200","2.65872","0.00089"
"31.90800","2.65926","0.00105"
"31.91400","2.65974","0.00109"
"31.92000","2.66022","0.00099"
"31.92600","2.66069","0.00090"
"31.93200","2.66123","0.00072"
"31.93800","2.66171","0.00068"
"31.94400","2.66219","0.00068"
"31.95000","2.66273","0.00057"
"31.95600","2.66321","0.00032"
"31.96200","2.66368","0.00013"
"31.96800","2.66422","-0.00003"
"31.97400","2.66470","-0.00008"
"31.98000","2.66524","-0.00007"
"31.98600","2.66572","-0.00006"
"31.99200","2.66625","-0.00001"
"31.99800","2.66673","-0.00003"
"32.00400","2.66721","-0.00001"
"32.01000","2.66775","0.00002"
"32.01600","2.66823","0.00009"
"32.02200","2.66877","0.00020"
"32.02800","2.66924","0.00031"
"32.03400","2.66972","0.00041"
"32.04000","2.67026","0.00043"
"32.04600","2.67074","0.00039"
"32.05200","2.67122","0.00035"
"32.05800","2.67176","0.00035"
"32.06400","2.67223","0.00035"
"32.07000","2.67271","0.00049"
"32.07600","2.67325","0.00070"
"32.08200","2.67373","0.00088"
"32.08800","2.67421","0.00097"
"32.09400","2.67474","0.00096"
"32.10000","2.67522","0.00084"
"32.10600","2.67576","0.00070"
"32.11200","2.67624","0.00064"
"32.11800","2.67672","0.00061"
"32.12400","2.67726","0.00057"
"32.13000","2.67773","0.00052"
"32.13600","2.67821","0.00049"
"32.14200","2.67875","0.00042"
"32.14800","2.67923","0.00029"
"32.15400","2.67971","0.00020"
"32.16000","2.68019","0.00016"
"32.16600","2.68072","0.00018"
"32.17200","2.68120","0.00016"
"32.17800","2.68168","0.00012"
"32.18400","2.68222","0.00014"
"32.19000","2.68270","0.00024"
"32.19600","2.68318","0.00038"
"32.20200","2.68371","0.00051"
"32.20800","2.68419","0.00054"
"32.21400","2.68467","0.00056"
"32.22000","2.68521","0.00044"
"32.22600","2.68569","0.00040"
"32.23200","2.68616","0.00042"
"32.23800","2.68664","0.00052"
"32.24400","2.68718","0.00070"
"32.25000","2.68766","0.00082"
"32.25600","2.68814","0.00089"
"32.26200","2.68868","0.00090"
"32.26800","2.68915","0.00097"
"32.27400","2.68969","0.00115"
"32.28000","2.69017","0.00123"
"32.28600","2.69065","0.00129"
"32.29200","2.69119","0.00129"
"32.29800","2.69166","0.00127"
"32.30400","2.69220","0.00117"
"32.31000","2.69268","0.00103"
"32.31600","2.69316","0.00089"
"32.32200","2.69370","0.00069"
"32.32800","2.69424","0.00042"
"32.33400","2.69471","0.00034"
"32.34000","2.69525","0.00045"
"32.34600","2.69573","0.00049"
"32.35200","2.69621","0.00047"
"32.35800","2.69675","0.00039"
"32.36400","2.69723","0.00036"
"32.37000","2.69770","0.00048"
"32.37600","2.69824","0.00059"
"32.38200","2.69872","0.00063"
"32.38800","2.69926","0.00059"
"32.39400","2.69974","0.00050"
"32.40000","2.70021","0.00049"
"32.40600","2.70075","0.00056"
"32.41200","2.70123","0.00064"
"32.41800","2.70171","0.00070"
"32.42400","2.70225","0.00070"
"32.43000","2.70273","0.00065"
"32.43600","2.70326","0.00063"
"32.44200","2.70374","0.00060"
"32.44800","2.70422","0.00046"
"32.45400","2.70476","0.00041"
"32.46000","2.70524","0.00048"
"32.46600","2.70578","0.00051"
"32.47200","2.70625","0.00063"
"32.47800","2.70673","0.00071"
"32.48400","2.70727","0.00062"
"32.49000","2.70775","0.00055"
"32.49600","2.70823","0.00056"
"32.50200","2.70876","0.00063"
"32.50800","2.70924","0.00055"
"32.51400","2.70972","0.00042"
"32.52000","2.71020","0.00035"
"32.52600","2.71074","0.00036"
"32.53200","2.71122","0.00047"
"32.53800","2.71169","0.00052"
"32.54400","2.71223","0.00062"
"32.55000","2.71271","0.00067"
"32.55600","2.71325","0.00069"
"32.56200","2.71373","0.00064"
"32.56800","2.71421","0.00058"
"32.57400","2.71474","0.00044"
"32.58000","2.71522","0.00032"
"32.58600","2.71576","0.00035"
"32.59200","2.71624","0.00033"
"32.59800","2.71672","0.00025"
"32.60400","2.71725","0.00032"
"32.61000","2.71773","0.00040"
"32.61600","2.71827","0.00044"
"32.62200","2.71875","0.00043"
"32.62800","2.71929","0.00044"
"32.63400","2.71977","0.00054"
"32.64000","2.72030","0.00056"
"32.64600","2.72078","0.00047"
"32.65200","2.72126","0.00033"
"32.65800","2.72180","0.00025"
"32.66400","2.72228","0.00025"
"32.67000","2.72276","0.00032"
"32.67600","2.72323","0.00045"
"32.68200","2.72371","0.00046"
"32.68800","2.72419","0.00049"
"32.69400","2.72473","0.00050"
"32.70000","2.72521","0.00046"
"32.70600","2.72569","0.00035"
"32.71200","2.72616","0.00023"
"32.71800","2.72670","0.00021"
"32.72400","2.72718","0.00030"
"32.73000","2.72766","0.00037"
"32.73600","2.72820","0.00049"
"32.74200","2.72867","0.00056"
"32.74800","2.72915","0.00070"
"32.75400","2.72969","0.00080"
"32.76000","2.73017","0.00089"
"32.76600","2.73071","0.00104"
"32.77200","2.73119","0.00106"
"32.77800","2.73166","0.00104"
"32.78400","2.73220","0.00105"
"32.79000","2.73268","0.00094"
"32.79600","2.73316","0.00074"
"32.80200","2.73364","0.00058"
"32.80800","2.73412","0.00054"
"32.81400","2.73465","0.00042"
"32.82000","2.73513","0.00035"
"32.82600","2.73561","0.00033"
"32.83200","2.73615","0.00043"
"32.83800","2.73663","0.00060"
"32.84400","2.73716","0.00071"
"32.85000","2.73764","0.00078"
"32.85600","2.73812","0.00069"
"32.86200","2.73866","0.00053"
"32.86800","2.73914","0.00054"
"32.87400","2.73968","0.00059"
"32.88000","2.74015","0.00052"
"32.88600","2.74069","0.00040"
"32.89200","2.74117","0.00044"
"32.89800","2.74171","0.00058"
"32.90400","2.74219","0.00067"
"32.91000","2.74273","0.00065"
"32.91600","2.74326","0.00074"
"32.92200","2.74374","0.00080"
"32.92800","2.74428","0.00075"
"32.93400","2.74476","0.00070"
"32.94000","2.74524","0.00063"
"32.94600","2.74577","0.00055"
"32.95200","2.74625","0.00052"
"32.95800","2.74679","0.00039"
"32.96400","2.74727","0.00015"
"32.97000","2.74775","-0.00009"
"32.97600","2.74829","-0.00023"
"32.98200","2.74876","-0.00021"
"32.98800","2.74924","-0.00015"
"32.99400","2.74978","-0.00003"
"33.00000","2.75026","0.00008"
"33.00600","2.75074","0.00003"
"33.01200","2.75122","-0.00005"
"33.01800","2.75175","0.00004"
"33.02400","2.75223","0.00003"
"33.03000","2.75271","-0.00004"
"33.03600","2.75325","-0.00002"
"33.04200","2.75373","0.00012"
"33.04800","2.75426","0.00027"
"33.05400","2.75474","0.00045"
"33.06000","2.75528","0.00059"
"33.06600","2.75576","0.00059"
"33.07200","2.75630","0.00062"
"33.07800","2.75678","0.00075"
"33.08400","2.75725","0.00077"
"33.09000","2.75779","0.00075"
"33.09600","2.75827","0.00073"
"33.10200","2.75875","0.00085"
"33.10800","2.75923","0.00091"
"33.11400","2.75977","0.00084"
"33.12000","2.76024","0.00080"
"33.12600","2.76072","0.00082"
"33.13200","2.76126","0.00077"
"33.13800","2.76174","0.00061"
"33.14400","2.76222","0.00054"
"33.15000","2.76270","0.00050"
"33.15600","2.76323","0.00032"
"33.16200","2.76371","0.00021"
"33.16800","2.76419","0.00021"
"33.17400","2.76473","0.00037"
"33.18000","2.76521","0.00069"
"33.18600","2.76568","0.00095"
"33.19200","2.76622","0.00103"
"33.19800","2.76676","0.00093"
"33.20400","2.76724","0.00079"
"33.21000","2.76778","0.00061"
"33.21600","2.76826","0.00046"
"33.22200","2.76873","0.00040"
"33.22800","2.76927","0.00039"
"33.23400","2.76975","0.00042"
"33.24000","2.77023","0.00041"
"33.24600","2.77071","0.00033"
"33.25200","2.77119","0.00029"
"33.25800","2.77166","0.00038"
"33.26400","2.77220","0.00049"
"33.27000","2.77268","0.00064"
"33.27600","2.77316","0.00081"
"33.28200","2.77370","0.00087"
"33.28800","2.77417","0.00072"
"33.29400","2.77465","0.00044"
"33.30000","2.77519","0.00030"
"33.30600","2.77567","0.00010"
"33.31200","2.77615","-0.00011"
"33.31800","2.77663","-0.00006"
"33.32400","2.77716","0.00003"
"33.33000","2.77764","-0.00001"
"33.33600","2.77818","0.00001"
"33.34200","2.77866","0.00013"
"33.34800","2.77920","0.00013"
"33.35400","2.77968","0.00006"
"33.36000","2.78021","0.00008"
"33.36600","2.78069","0.00011"
"33.37200","2.78117","0.00011"
"33.37800","2.78171","0.00011"
"33.38400","2.78219","0.00017"
"33.39000","2.78266","0.00018"
"33.39600","2.78314","0.00015"
"33.40200","2.78368","0.00021"
"33.40800","2.78416","0.00026"
"33.41400","2.78464","0.00027"
"33.42000","2.78518","0.00035"
"33.42600","2.78565","0.00052"
"33.43200","2.78613","0.00067"
"33.43800","2.78667","0.00069"
"33.44400","2.78715","0.00060"
"33.45000","2.78763","0.00047"
"33.45600","2.78817","0.00035"
"33.46200","2.78864","0.00034"
"33.46800","2.78918","0.00042"
"33.47400","2.78966","0.00054"
"33.48000","2.79020","0.00049"
"33.48600","2.79074","0.00048"
"33.49200","2.79121","0.00047"
"33.49800","2.79175","0.00053"
"33.50400","2.79229","0.00059"
"33.51000","2.79277","0.00058"
"33.51600","2.79331","0.00051"
"33.52200","2.79379","0.00043"
"33.52800","2.79426","0.00034"
"33.53400","2.79474","0.00027"
"33.54000","2.79528","0.00017"
"33.54600","2.79576","0.00013"
"33.55200","2.79624","0.00011"
"33.55800","2.79672","0.00018"
"33.56400","2.79719","0.00027"
"33.57000","2.79767","0.00034"
"33.57600","2.79821","0.00034"
"33.58200","2.79869","0.00035"
"33.58800","2.79923","0.00040"
"33.59400","2.79970","0.00047"
"33.60000","2.80018","0.00061"
"33.60600","2.80072","0.00080"
"33.61200","2.80120","0.00089"
"33.61800","2.80174","0.00095"
"33.62400","2.80222","0.00086"
"33.63000","2.80275","0.00066"
"33.63600","2.80323","0.00057"
"33.64200","2.80377","0.00055"
"33.64800","2.80425","0.00050"
"33.65400","2.80473","0.00044"
"33.66000","2.80526","0.00048"
"33.66600","2.80574","0.00037"
"33.67200","2.80622","0.00017"
"33.67800","2.80670","-0.00002"
"33.68400","2.80724","-0.00004"
"33.69000","2.80772","-0.00002"
"33.69600","2.80819","0.00017"
"33.70200","2.80867","0.00036"
"33.70800","2.80921","0.00053"
"33.71400","2.80969","0.00061"
"33.72000","2.81017","0.00062"
"33.72600","2.81065","0.00057"
"33.73200","2.81118","0.00058"
"33.73800","2.81166","0.00052"
"33.74400","2.81220","0.00054"
"33.75000","2.81268","0.00062"
"33.75600","2.81316","0.00071"
"33.76200","2.81370","0.00076"
"33.76800","2.81417","0.00065"
"33.77400","2.81471","0.00063"
"33.78000","2.81519","0.00061"
"33.78600","2.81573","0.00065"
"33.79200","2.81621","0.00075"
"33.79800","2.81674","0.00075"
"33.80400","2.81722","0.00065"
"33.81000","2.81770","0.00050"
"33.81600","2.81818","0.00036"
"33.82200","2.81872","0.00027"
"33.82800","2.81920","0.00021"
"33.83400","2.81967","0.00026"
"33.84000","2.82015","0.00026"
"33.84600","2.82069","0.00010"
"33.85200","2.82117","-0.00007"
"33.85800","2.82165","-0.00006"
"33.86400","2.82213","0.00014"
"33.87000","2.82266","0.00032"
"33.87600","2.82314","0.00048"
"33.88200","2.82362","0.00061"
"33.88800","2.82410","0.00060"
"33.89400","2.82464","0.00055"
"33.90000","2.82512","0.00058"
"33.90600","2.82565","0.00057"
"33.91200","2.82619","0.00057"
"33.91800","2.82667","0.00050"
"33.92400","2.82721","0.00040"
"33.93000","2.82769","0.00035"
"33.93600","2.82822","0.00038"
"33.94200","2.82870","0.00043"
"33.94800","2.82918","0.00048"
"33.95400","2.82972","0.00060"
"33.96000","2.83020","0.00077"
"33.96600","2.83068","0.00090"
"33.97200","2.83115","0.00089"
"33.97800","2.83169","0.00074"
"33.98400","2.83217","0.00060"
"33.99000","2.83271","0.00042"
"33.99600","2.83319","0.00033"
"34.00200","2.83367","0.00031"
