End date,"2/26/2017"
Specimen label,"1AT_2.2"
Maximum Load,"0.00830",N

Time,Extension,Load
(s),(mm),(N)
"69.91800","5.82661","0.00001"
"69.92400","5.82715","-0.00010"
"69.93000","5.82769","-0.00028"
"69.93600","5.82816","-0.00023"
"69.94200","5.82870","-0.00006"
"69.94800","5.82918","0.00002"
"69.95400","5.82972","0.00002"
"69.96000","5.83020","0.00009"
"69.96600","5.83074","0.00018"
"69.97200","5.83121","0.00024"
"69.97800","5.83169","0.00029"
"69.98400","5.83217","0.00040"
"69.99000","5.83271","0.00036"
"69.99600","5.83319","0.00040"
"70.00200","5.83366","0.00037"
"70.00800","5.83420","0.00040"
"70.01400","5.83468","0.00044"
"70.02000","5.83516","0.00046"
"70.02600","5.83570","0.00046"
"70.03200","5.83618","0.00047"
"70.03800","5.83671","0.00053"
"70.04400","5.83719","0.00057"
"70.05000","5.83773","0.00053"
"70.05600","5.83821","0.00037"
"70.06200","5.83869","0.00024"
"70.06800","5.83923","0.00013"
"70.07400","5.83976","0.00003"
"70.08000","5.84024","-0.00001"
"70.08600","5.84078","0.00001"
"70.09200","5.84126","0.00005"
"70.09800","5.84180","0.00017"
"70.10400","5.84227","0.00039"
"70.11000","5.84275","0.00058"
"70.11600","5.84323","0.00066"
"70.12200","5.84371","0.00064"
"70.12800","5.84425","0.00063"
"70.13400","5.84473","0.00068"
"70.14000","5.84520","0.00064"
"70.14600","5.84568","0.00043"
"70.15200","5.84616","0.00028"
"70.15800","5.84670","0.00016"
"70.16400","5.84718","0.00013"
"70.17000","5.84766","0.00016"
"70.17600","5.84819","0.00023"
"70.18200","5.84867","0.00019"
"70.18800","5.84915","0.00019"
"70.19400","5.84969","0.00010"
"70.20000","5.85017","0.00009"
"70.20600","5.85070","0.00005"
"70.21200","5.85118","0.00019"
"70.21800","5.85172","0.00039"
"70.22400","5.85226","0.00050"
"70.23000","5.85274","0.00047"
"70.23600","5.85328","0.00045"
"70.24200","5.85375","0.00033"
"70.24800","5.85423","0.00015"
"70.25400","5.85477","0.00006"
"70.26000","5.85525","0.00007"
"70.26600","5.85573","0.00014"
"70.27200","5.85621","0.00017"
"70.27800","5.85668","0.00012"
"70.28400","5.85722","0.00010"
"70.29000","5.85770","0.00017"
"70.29600","5.85824","0.00024"
"70.30200","5.85872","0.00021"
"70.30800","5.85920","0.00005"
"70.31400","5.85967","-0.00009"
"70.32000","5.86021","-0.00011"
"70.32600","5.86069","-0.00012"
"70.33200","5.86123","-0.00008"
"70.33800","5.86171","-0.00006"
"70.34400","5.86218","-0.00004"
"70.35000","5.86272","0.00006"
"70.35600","5.86320","0.00009"
"70.36200","5.86374","0.00006"
"70.36800","5.86422","0.00012"
"70.37400","5.86476","0.00021"
"70.38000","5.86523","0.00021"
"70.38600","5.86571","0.00022"
"70.39200","5.86625","0.00029"
"70.39800","5.86673","0.00047"
"70.40400","5.86721","0.00052"
"70.41000","5.86769","0.00046"
"70.41600","5.86816","0.00036"
"70.42200","5.86870","0.00033"
"70.42800","5.86918","0.00034"
"70.43400","5.86966","0.00031"
"70.44000","5.87020","0.00025"
"70.44600","5.87067","0.00013"
"70.45200","5.87115","0.00002"
"70.45800","5.87163","0.00001"
"70.46400","5.87217","-0.00006"
"70.47000","5.87265","-0.00013"
"70.47600","5.87319","-0.00017"
"70.48200","5.87366","-0.00019"
"70.48800","5.87414","-0.00016"
"70.49400","5.87468","-0.00004"
"70.50000","5.87516","0.00007"
"70.50600","5.87570","0.00009"
"70.51200","5.87617","0.00002"
"70.51800","5.87671","0.00000"
"70.52400","5.87719","-0.00002"
"70.53000","5.87773","-0.00005"
"70.53600","5.87821","0.00001"
"70.54200","5.87869","0.00003"
"70.54800","5.87922","-0.00010"
"70.55400","5.87970","-0.00010"
"70.56000","5.88024","0.00001"
"70.56600","5.88072","0.00017"
"70.57200","5.88120","0.00029"
"70.57800","5.88174","0.00036"
"70.58400","5.88221","0.00036"
"70.59000","5.88275","0.00034"
"70.59600","5.88323","0.00035"
"70.60200","5.88377","0.00033"
"70.60800","5.88425","0.00023"
"70.61400","5.88472","0.00017"
"70.62000","5.88526","0.00018"
"70.62600","5.88574","0.00015"
"70.63200","5.88622","0.00004"
"70.63800","5.88676","0.00001"
"70.64400","5.88724","0.00002"
"70.65000","5.88777","0.00009"
"70.65600","5.88825","0.00022"
"70.66200","5.88879","0.00035"
"70.66800","5.88927","0.00037"
"70.67400","5.88981","0.00039"
"70.68000","5.89029","0.00038"
"70.68600","5.89076","0.00042"
"70.69200","5.89124","0.00043"
"70.69800","5.89172","0.00029"
"70.70400","5.89226","0.00024"
"70.71000","5.89274","0.00019"
"70.71600","5.89322","0.00023"
"70.72200","5.89369","0.00027"
"70.72800","5.89423","0.00021"
"70.73400","5.89471","0.00009"
"70.74000","5.89519","0.00001"
"70.74600","5.89573","-0.00008"
"70.75200","5.89620","-0.00019"
"70.75800","5.89674","-0.00019"
"70.76400","5.89722","-0.00016"
"70.77000","5.89770","-0.00009"
"70.77600","5.89824","-0.00008"
"70.78200","5.89872","-0.00008"
"70.78800","5.89925","0.00000"
"70.79400","5.89973","0.00010"
"70.80000","5.90027","0.00018"
"70.80600","5.90075","0.00011"
"70.81200","5.90129","0.00011"
"70.81800","5.90176","0.00022"
"70.82400","5.90224","0.00024"
"70.83000","5.90272","0.00023"
"70.83600","5.90320","0.00019"
"70.84200","5.90374","0.00019"
"70.84800","5.90422","0.00024"
"70.85400","5.90469","0.00021"
"70.86000","5.90523","0.00009"
"70.86600","5.90571","-0.00011"
"70.87200","5.90619","-0.00031"
"70.87800","5.90673","-0.00036"
"70.88400","5.90721","-0.00022"
"70.89000","5.90768","-0.00009"
"70.89600","5.90822","-0.00004"
"70.90200","5.90870","0.00011"
"70.90800","5.90918","0.00015"
"70.91400","5.90972","0.00002"
"70.92000","5.91020","0.00003"
"70.92600","5.91073","0.00010"
"70.93200","5.91121","0.00024"
"70.93800","5.91175","0.00022"
"70.94400","5.91223","0.00013"
"70.95000","5.91277","0.00012"
"70.95600","5.91324","0.00020"
"70.96200","5.91372","0.00019"
"70.96800","5.91420","0.00024"
"70.97400","5.91474","0.00027"
"70.98000","5.91522","0.00035"
"70.98600","5.91570","0.00048"
"70.99200","5.91617","0.00052"
"70.99800","5.91671","0.00052"
"71.00400","5.91719","0.00034"
"71.01000","5.91767","0.00018"
"71.01600","5.91821","0.00014"
"71.02200","5.91869","0.00008"
"71.02800","5.91916","-0.00008"
"71.03400","5.91964","-0.00013"
"71.04000","5.92018","-0.00002"
"71.04600","5.92066","0.00010"
"71.05200","5.92120","0.00021"
"71.05800","5.92167","0.00036"
"71.06400","5.92221","0.00046"
"71.07000","5.92269","0.00052"
"71.07600","5.92323","0.00064"
"71.08200","5.92371","0.00077"
"71.08800","5.92425","0.00070"
"71.09400","5.92472","0.00040"
"71.10000","5.92526","0.00015"
"71.10600","5.92574","-0.00002"
"71.11200","5.92622","-0.00007"
"71.11800","5.92670","-0.00004"
"71.12400","5.92723","0.00004"
"71.13000","5.92771","-0.00001"
"71.13600","5.92819","0.00001"
"71.14200","5.92873","0.00022"
"71.14800","5.92921","0.00048"
"71.15400","5.92975","0.00058"
"71.16000","5.93022","0.00057"
"71.16600","5.93070","0.00055"
"71.17200","5.93124","0.00054"
"71.17800","5.93172","0.00050"
"71.18400","5.93226","0.00046"
"71.19000","5.93274","0.00032"
"71.19600","5.93321","0.00015"
"71.20200","5.93375","0.00005"
"71.20800","5.93423","0.00000"
"71.21400","5.93477","0.00003"
"71.22000","5.93525","0.00007"
"71.22600","5.93578","0.00006"
"71.23200","5.93626","0.00011"
"71.23800","5.93680","0.00005"
"71.24400","5.93728","-0.00005"
"71.25000","5.93776","-0.00002"
"71.25600","5.93830","0.00007"
"71.26200","5.93877","0.00010"
"71.26800","5.93925","0.00006"
"71.27400","5.93973","0.00004"
"71.28000","5.94021","0.00009"
"71.28600","5.94075","0.00013"
"71.29200","5.94123","0.00027"
"71.29800","5.94170","0.00036"
"71.30400","5.94224","0.00043"
"71.31000","5.94272","0.00053"
"71.31600","5.94326","0.00068"
"71.32200","5.94374","0.00074"
"71.32800","5.94422","0.00082"
"71.33400","5.94469","0.00091"
"71.34000","5.94523","0.00082"
"71.34600","5.94571","0.00062"
"71.35200","5.94625","0.00052"
"71.35800","5.94673","0.00041"
"71.36400","5.94720","0.00018"
"71.37000","5.94774","-0.00005"
"71.37600","5.94822","-0.00019"
"71.38200","5.94876","-0.00031"
"71.38800","5.94924","-0.00044"
"71.39400","5.94978","-0.00042"
"71.40000","5.95025","-0.00032"
"71.40600","5.95073","-0.00023"
"71.41200","5.95127","-0.00021"
"71.41800","5.95175","-0.00012"
"71.42400","5.95223","0.00002"
"71.43000","5.95271","0.00012"
"71.43600","5.95324","0.00013"
"71.44200","5.95372","0.00011"
"71.44800","5.95420","0.00012"
"71.45400","5.95468","0.00016"
"71.46000","5.95522","0.00024"
"71.46600","5.95570","0.00029"
"71.47200","5.95617","0.00024"
"71.47800","5.95671","0.00019"
"71.48400","5.95719","0.00036"
"71.49000","5.95767","0.00049"
"71.49600","5.95821","0.00050"
"71.50200","5.95868","0.00055"
"71.50800","5.95922","0.00062"
"71.51400","5.95970","0.00056"
"71.52000","5.96018","0.00042"
"71.52600","5.96066","0.00028"
"71.53200","5.96120","0.00016"
"71.53800","5.96167","0.00009"
"71.54400","5.96215","0.00000"
"71.55000","5.96269","0.00010"
"71.55600","5.96317","0.00032"
"71.56200","5.96365","0.00044"
"71.56800","5.96419","0.00043"
"71.57400","5.96466","0.00042"
"71.58000","5.96520","0.00034"
"71.58600","5.96568","0.00018"
"71.59200","5.96622","0.00026"
"71.59800","5.96670","0.00042"
"71.60400","5.96717","0.00040"
"71.61000","5.96771","0.00031"
"71.61600","5.96819","0.00023"
"71.62200","5.96867","0.00008"
"71.62800","5.96921","-0.00024"
"71.63400","5.96969","-0.00047"
"71.64000","5.97022","-0.00059"
"71.64600","5.97070","-0.00057"
"71.65200","5.97118","-0.00047"
"71.65800","5.97172","-0.00030"
"71.66400","5.97220","-0.00019"
"71.67000","5.97273","-0.00012"
"71.67600","5.97321","0.00002"
"71.68200","5.97369","0.00014"
"71.68800","5.97423","0.00016"
"71.69400","5.97471","0.00013"
"71.70000","5.97525","0.00018"
"71.70600","5.97572","0.00025"
"71.71200","5.97620","0.00025"
"71.71800","5.97674","0.00034"
"71.72400","5.97722","0.00045"
"71.73000","5.97770","0.00045"
"71.73600","5.97824","0.00041"
"71.74200","5.97871","0.00039"
"71.74800","5.97919","0.00041"
"71.75400","5.97967","0.00046"
"71.76000","5.98021","0.00052"
"71.76600","5.98069","0.00054"
"71.77200","5.98117","0.00055"
"71.77800","5.98170","0.00054"
"71.78400","5.98218","0.00045"
"71.79000","5.98272","0.00038"
"71.79600","5.98326","0.00039"
"71.80200","5.98374","0.00055"
"71.80800","5.98427","0.00073"
"71.81400","5.98475","0.00085"
"71.82000","5.98523","0.00083"
"71.82600","5.98577","0.00071"
"71.83200","5.98625","0.00063"
"71.83800","5.98679","0.00067"
"71.84400","5.98726","0.00059"
"71.85000","5.98774","0.00059"
"71.85600","5.98828","0.00063"
"71.86200","5.98876","0.00044"
"71.86800","5.98930","0.00033"
"71.87400","5.98978","0.00023"
"71.88000","5.99025","0.00011"
"71.88600","5.99073","0.00015"
"71.89200","5.99127","0.00020"
"71.89800","5.99175","0.00015"
"71.90400","5.99223","0.00016"
"71.91000","5.99270","0.00008"
"71.91600","5.99318","0.00001"
"71.92200","5.99372","-0.00019"
"71.92800","5.99420","-0.00028"
"71.93400","5.99468","-0.00018"
"71.94000","5.99522","-0.00011"
"71.94600","5.99569","-0.00004"
"71.95200","5.99623","0.00003"
"71.95800","5.99671","0.00016"
"71.96400","5.99719","0.00015"
"71.97000","5.99773","0.00010"
"71.97600","5.99821","0.00012"
"71.98200","5.99868","0.00013"
"71.98800","5.99922","0.00014"
"71.99400","5.99970","0.00019"
"72.00000","6.00018","0.00025"
"72.00600","6.00072","0.00017"
"72.01200","6.00120","0.00019"
"72.01800","6.00173","0.00030"
"72.02400","6.00221","0.00039"
"72.03000","6.00275","0.00036"
"72.03600","6.00323","0.00027"
"72.04200","6.00371","0.00007"
"72.04800","6.00418","-0.00009"
"72.05400","6.00466","-0.00010"
"72.06000","6.00514","-0.00003"
"72.06600","6.00568","0.00011"
"72.07200","6.00616","0.00025"
"72.07800","6.00664","0.00038"
"72.08400","6.00717","0.00050"
"72.09000","6.00765","0.00068"
"72.09600","6.00819","0.00076"
"72.10200","6.00867","0.00076"
"72.10800","6.00921","0.00086"
"72.11400","6.00969","0.00089"
"72.12000","6.01016","0.00089"
"72.12600","6.01070","0.00082"
"72.13200","6.01118","0.00067"
"72.13800","6.01172","0.00053"
"72.14400","6.01220","0.00032"
"72.15000","6.01273","0.00017"
"72.15600","6.01321","0.00008"
"72.16200","6.01375","0.00002"
"72.16800","6.01423","0.00004"
"72.17400","6.01471","0.00012"
"72.18000","6.01525","0.00016"
"72.18600","6.01572","0.00024"
"72.19200","6.01620","0.00040"
"72.19800","6.01674","0.00057"
"72.20400","6.01722","0.00062"
"72.21000","6.01770","0.00046"
"72.21600","6.01823","0.00033"
"72.22200","6.01871","0.00031"
"72.22800","6.01919","0.00025"
"72.23400","6.01973","0.00020"
"72.24000","6.02021","0.00019"
"72.24600","6.02075","0.00029"
"72.25200","6.02122","0.00038"
"72.25800","6.02176","0.00044"
"72.26400","6.02224","0.00046"
"72.27000","6.02272","0.00048"
"72.27600","6.02326","0.00047"
"72.28200","6.02374","0.00051"
"72.28800","6.02427","0.00044"
"72.29400","6.02475","0.00039"
"72.30000","6.02523","0.00042"
"72.30600","6.02577","0.00042"
"72.31200","6.02625","0.00034"
"72.31800","6.02673","0.00026"
"72.32400","6.02720","0.00022"
"72.33000","6.02774","0.00010"
"72.33600","6.02822","-0.00002"
"72.34200","6.02876","-0.00017"
"72.34800","6.02924","-0.00033"
"72.35400","6.02972","-0.00048"
"72.36000","6.03025","-0.00049"
"72.36600","6.03073","-0.00040"
"72.37200","6.03121","-0.00020"
"72.37800","6.03175","0.00002"
"72.38400","6.03223","0.00022"
"72.39000","6.03276","0.00029"
"72.39600","6.03324","0.00028"
"72.40200","6.03372","0.00029"
"72.40800","6.03420","0.00040"
"72.41400","6.03474","0.00050"
"72.42000","6.03522","0.00052"
"72.42600","6.03569","0.00042"
"72.43200","6.03623","0.00043"
"72.43800","6.03671","0.00041"
"72.44400","6.03719","0.00048"
"72.45000","6.03773","0.00055"
"72.45600","6.03820","0.00052"
"72.46200","6.03868","0.00056"
"72.46800","6.03916","0.00053"
"72.47400","6.03970","0.00036"
"72.48000","6.04018","0.00015"
"72.48600","6.04066","-0.00002"
"72.49200","6.04119","-0.00007"
"72.49800","6.04167","0.00005"
"72.50400","6.04221","0.00019"
"72.51000","6.04269","0.00028"
"72.51600","6.04323","0.00025"
"72.52200","6.04371","0.00015"
"72.52800","6.04418","0.00008"
"72.53400","6.04472","0.00000"
"72.54000","6.04520","0.00010"
"72.54600","6.04568","0.00027"
"72.55200","6.04616","0.00043"
"72.55800","6.04670","0.00051"
"72.56400","6.04717","0.00042"
"72.57000","6.04765","0.00027"
"72.57600","6.04819","0.00013"
"72.58200","6.04867","-0.00004"
"72.58800","6.04915","-0.00018"
"72.59400","6.04968","-0.00020"
"72.60000","6.05016","-0.00008"
"72.60600","6.05064","0.00004"
"72.61200","6.05112","0.00009"
"72.61800","6.05160","0.00010"
"72.62400","6.05214","0.00000"
"72.63000","6.05261","-0.00011"
"72.63600","6.05315","-0.00011"
"72.64200","6.05363","-0.00002"
"72.64800","6.05417","0.00000"
"72.65400","6.05471","0.00007"
"72.66000","6.05518","0.00015"
"72.66600","6.05572","0.00026"
"72.67200","6.05620","0.00029"
"72.67800","6.05674","0.00021"
"72.68400","6.05722","0.00007"
"72.69000","6.05770","0.00014"
"72.69600","6.05823","0.00012"
"72.70200","6.05871","0.00006"
"72.70800","6.05919","-0.00001"
"72.71400","6.05973","-0.00002"
"72.72000","6.06021","0.00004"
"72.72600","6.06069","0.00020"
"72.73200","6.06122","0.00034"
"72.73800","6.06170","0.00042"
"72.74400","6.06218","0.00051"
"72.75000","6.06266","0.00050"
"72.75600","6.06320","0.00041"
"72.76200","6.06368","0.00027"
"72.76800","6.06421","0.00018"
"72.77400","6.06469","0.00021"
"72.78000","6.06523","0.00022"
"72.78600","6.06571","0.00024"
"72.79200","6.06625","0.00031"
"72.79800","6.06672","0.00032"
"72.80400","6.06726","0.00025"
"72.81000","6.06774","0.00017"
"72.81600","6.06828","0.00014"
"72.82200","6.06876","0.00019"
"72.82800","6.06929","0.00019"
"72.83400","6.06977","0.00026"
"72.84000","6.07025","0.00036"
"72.84600","6.07073","0.00029"
"72.85200","6.07121","0.00019"
"72.85800","6.07175","0.00019"
"72.86400","6.07223","0.00018"
"72.87000","6.07270","0.00021"
"72.87600","6.07318","0.00030"
"72.88200","6.07372","0.00035"
"72.88800","6.07420","0.00032"
"72.89400","6.07468","0.00015"
"72.90000","6.07521","0.00011"
"72.90600","6.07569","0.00012"
"72.91200","6.07617","0.00008"
"72.91800","6.07671","0.00011"
"72.92400","6.07719","0.00022"
"72.93000","6.07767","0.00040"
"72.93600","6.07820","0.00058"
"72.94200","6.07874","0.00077"
"72.94800","6.07922","0.00095"
"72.95400","6.07976","0.00103"
"72.96000","6.08024","0.00108"
"72.96600","6.08072","0.00108"
"72.97200","6.08125","0.00099"
"72.97800","6.08173","0.00085"
"72.98400","6.08221","0.00066"
"72.99000","6.08269","0.00051"
"72.99600","6.08317","0.00040"
"73.00200","6.08370","0.00031"
"73.00800","6.08418","0.00017"
"73.01400","6.08466","0.00011"
"73.02000","6.08520","0.00009"
"73.02600","6.08568","0.00008"
"73.03200","6.08616","0.00007"
"73.03800","6.08669","-0.00002"
"73.04400","6.08717","-0.00009"
"73.05000","6.08765","-0.00025"
"73.05600","6.08819","-0.00027"
"73.06200","6.08867","-0.00005"
"73.06800","6.08921","0.00020"
"73.07400","6.08968","0.00033"
"73.08000","6.09022","0.00036"
"73.08600","6.09070","0.00056"
"73.09200","6.09118","0.00082"
"73.09800","6.09172","0.00101"
"73.10400","6.09220","0.00103"
"73.11000","6.09273","0.00094"
"73.11600","6.09321","0.00082"
"73.12200","6.09369","0.00068"
"73.12800","6.09423","0.00063"
"73.13400","6.09471","0.00057"
"73.14000","6.09518","0.00051"
"73.14600","6.09566","0.00043"
"73.15200","6.09614","0.00054"
"73.15800","6.09668","0.00065"
"73.16400","6.09716","0.00073"
"73.17000","6.09764","0.00072"
"73.17600","6.09811","0.00066"
"73.18200","6.09865","0.00055"
"73.18800","6.09913","0.00038"
"73.19400","6.09967","0.00031"
"73.20000","6.10015","0.00031"
"73.20600","6.10063","0.00030"
"73.21200","6.10116","0.00022"
"73.21800","6.10164","0.00015"
"73.22400","6.10218","0.00015"
"73.23000","6.10272","0.00018"
"73.23600","6.10320","0.00029"
"73.24200","6.10373","0.00047"
"73.24800","6.10421","0.00060"
"73.25400","6.10475","0.00069"
"73.26000","6.10523","0.00080"
"73.26600","6.10571","0.00089"
"73.27200","6.10619","0.00084"
"73.27800","6.10672","0.00075"
"73.28400","6.10720","0.00073"
"73.29000","6.10768","0.00070"
"73.29600","6.10822","0.00061"
"73.30200","6.10870","0.00065"
"73.30800","6.10923","0.00063"
"73.31400","6.10971","0.00055"
"73.32000","6.11019","0.00053"
"73.32600","6.11073","0.00058"
"73.33200","6.11121","0.00064"
"73.33800","6.11169","0.00055"
"73.34400","6.11222","0.00045"
"73.35000","6.11270","0.00023"
"73.35600","6.11318","0.00014"
"73.36200","6.11372","0.00007"
"73.36800","6.11426","0.00000"
"73.37400","6.11474","0.00012"
"73.38000","6.11521","0.00029"
"73.38600","6.11575","0.00030"
"73.39200","6.11623","0.00038"
"73.39800","6.11677","0.00051"
"73.40400","6.11725","0.00062"
"73.41000","6.11773","0.00068"
"73.41600","6.11820","0.00075"
"73.42200","6.11868","0.00072"
"73.42800","6.11922","0.00055"
"73.43400","6.11970","0.00039"
"73.44000","6.12018","0.00037"
"73.44600","6.12071","0.00039"
"73.45200","6.12119","0.00035"
"73.45800","6.12173","0.00027"
"73.46400","6.12221","0.00022"
"73.47000","6.12269","0.00028"
"73.47600","6.12323","0.00039"
"73.48200","6.12370","0.00055"
"73.48800","6.12418","0.00068"
"73.49400","6.12472","0.00062"
"73.50000","6.12520","0.00054"
"73.50600","6.12574","0.00064"
"73.51200","6.12621","0.00066"
"73.51800","6.12669","0.00054"
"73.52400","6.12723","0.00038"
"73.53000","6.12777","0.00030"
"73.53600","6.12825","0.00020"
"73.54200","6.12873","-0.00008"
"73.54800","6.12926","-0.00028"
"73.55400","6.12974","-0.00019"
"73.56000","6.13022","0.00003"
"73.56600","6.13070","0.00010"
"73.57200","6.13124","0.00013"
"73.57800","6.13172","0.00033"
"73.58400","6.13219","0.00046"
"73.59000","6.13267","0.00066"
"73.59600","6.13321","0.00082"
"73.60200","6.13369","0.00089"
"73.60800","6.13417","0.00097"
"73.61400","6.13464","0.00095"
"73.62000","6.13518","0.00098"
"73.62600","6.13566","0.00089"
"73.63200","6.13614","0.00076"
"73.63800","6.13668","0.00063"
"73.64400","6.13716","0.00043"
"73.65000","6.13769","0.00022"
"73.65600","6.13817","0.00009"
"73.66200","6.13871","0.00001"
"73.66800","6.13919","-0.00003"
"73.67400","6.13967","-0.00009"
"73.68000","6.14021","-0.00011"
"73.68600","6.14068","-0.00009"
"73.69200","6.14116","0.00002"
"73.69800","6.14170","0.00017"
"73.70400","6.14218","0.00025"
"73.71000","6.14266","0.00026"
"73.71600","6.14314","0.00025"
"73.72200","6.14367","0.00011"
"73.72800","6.14415","-0.00001"
"73.73400","6.14469","0.00002"
"73.74000","6.14517","0.00004"
"73.74600","6.14565","0.00011"
"73.75200","6.14618","0.00022"
"73.75800","6.14666","0.00025"
"73.76400","6.14720","0.00026"
"73.77000","6.14768","0.00035"
"73.77600","6.14816","0.00050"
"73.78200","6.14870","0.00057"
"73.78800","6.14917","0.00060"
"73.79400","6.14971","0.00063"
"73.80000","6.15025","0.00062"
"73.80600","6.15073","0.00052"
"73.81200","6.15127","0.00027"
"73.81800","6.15174","0.00007"
"73.82400","6.15222","-0.00004"
"73.83000","6.15276","-0.00016"
"73.83600","6.15324","-0.00025"
"73.84200","6.15372","-0.00017"
"73.84800","6.15426","-0.00010"
"73.85400","6.15473","0.00002"
"73.86000","6.15521","0.00031"
"73.86600","6.15575","0.00057"
"73.87200","6.15623","0.00074"
"73.87800","6.15671","0.00083"
"73.88400","6.15725","0.00096"
"73.89000","6.15772","0.00091"
"73.89600","6.15820","0.00072"
"73.90200","6.15868","0.00041"
"73.90800","6.15922","0.00016"
"73.91400","6.15970","0.00001"
"73.92000","6.16017","-0.00009"
"73.92600","6.16071","-0.00009"
"73.93200","6.16119","-0.00001"
"73.93800","6.16173","0.00009"
"73.94400","6.16221","0.00016"
"73.95000","6.16275","0.00022"
"73.95600","6.16323","0.00029"
"73.96200","6.16376","0.00037"
"73.96800","6.16424","0.00056"
"73.97400","6.16472","0.00073"
"73.98000","6.16526","0.00068"
"73.98600","6.16574","0.00062"
"73.99200","6.16627","0.00060"
"73.99800","6.16675","0.00058"
"74.00400","6.16723","0.00047"
"74.01000","6.16771","0.00024"
"74.01600","6.16825","0.00015"
"74.02200","6.16873","0.00015"
"74.02800","6.16920","0.00019"
"74.03400","6.16974","0.00041"
"74.04000","6.17022","0.00052"
"74.04600","6.17070","0.00058"
"74.05200","6.17124","0.00053"
"74.05800","6.17171","0.00048"
"74.06400","6.17219","0.00046"
"74.07000","6.17273","0.00041"
"74.07600","6.17321","0.00045"
"74.08200","6.17375","0.00052"
"74.08800","6.17423","0.00070"
"74.09400","6.17470","0.00077"
"74.10000","6.17524","0.00077"
"74.10600","6.17572","0.00076"
"74.11200","6.17620","0.00073"
"74.11800","6.17674","0.00053"
"74.12400","6.17722","0.00046"
"74.13000","6.17769","0.00054"
"74.13600","6.17817","0.00053"
"74.14200","6.17871","0.00055"
"74.14800","6.17919","0.00070"
"74.15400","6.17967","0.00077"
"74.16000","6.18020","0.00079"
"74.16600","6.18068","0.00071"
"74.17200","6.18116","0.00059"
"74.17800","6.18164","0.00054"
"74.18400","6.18218","0.00055"
"74.19000","6.18266","0.00058"
"74.19600","6.18313","0.00064"
"74.20200","6.18361","0.00057"
"74.20800","6.18415","0.00046"
"74.21400","6.18463","0.00037"
"74.22000","6.18517","0.00017"
"74.22600","6.18565","-0.00003"
"74.23200","6.18618","-0.00006"
"74.23800","6.18666","-0.00001"
"74.24400","6.18720","0.00001"
"74.25000","6.18768","-0.00003"
"74.25600","6.18822","0.00008"
"74.26200","6.18869","0.00022"
"74.26800","6.18923","0.00039"
"74.27400","6.18971","0.00050"
"74.28000","6.19025","0.00051"
"74.28600","6.19073","0.00056"
"74.29200","6.19121","0.00055"
"74.29800","6.19174","0.00059"
"74.30400","6.19222","0.00061"
"74.31000","6.19270","0.00064"
"74.31600","6.19324","0.00073"
"74.32200","6.19372","0.00075"
"74.32800","6.19420","0.00056"
"74.33400","6.19473","0.00048"
"74.34000","6.19521","0.00047"
"74.34600","6.19575","0.00051"
"74.35200","6.19623","0.00058"
"74.35800","6.19671","0.00069"
"74.36400","6.19724","0.00083"
"74.37000","6.19772","0.00081"
"74.37600","6.19826","0.00079"
"74.38200","6.19874","0.00079"
"74.38800","6.19928","0.00077"
"74.39400","6.19976","0.00088"
"74.40000","6.20029","0.00098"
"74.40600","6.20077","0.00100"
"74.41200","6.20131","0.00089"
"74.41800","6.20179","0.00086"
"74.42400","6.20227","0.00085"
"74.43000","6.20275","0.00077"
"74.43600","6.20328","0.00062"
"74.44200","6.20376","0.00044"
"74.44800","6.20424","0.00029"
"74.45400","6.20472","0.00019"
"74.46000","6.20526","0.00020"
"74.46600","6.20574","0.00028"
"74.47200","6.20621","0.00023"
"74.47800","6.20669","0.00009"
"74.48400","6.20723","-0.00007"
"74.49000","6.20771","-0.00014"
"74.49600","6.20819","-0.00021"
"74.50200","6.20872","-0.00016"
"74.50800","6.20920","0.00007"
"74.51400","6.20968","0.00029"
"74.52000","6.21022","0.00043"
"74.52600","6.21070","0.00037"
"74.53200","6.21118","0.00026"
"74.53800","6.21171","0.00021"
"74.54400","6.21219","0.00022"
"74.55000","6.21273","0.00032"
"74.55600","6.21321","0.00047"
"74.56200","6.21369","0.00050"
"74.56800","6.21422","0.00050"
"74.57400","6.21470","0.00057"
"74.58000","6.21518","0.00071"
"74.58600","6.21566","0.00069"
"74.59200","6.21620","0.00068"
"74.59800","6.21668","0.00062"
"74.60400","6.21715","0.00058"
"74.61000","6.21763","0.00058"
"74.61600","6.21817","0.00061"
"74.62200","6.21865","0.00054"
"74.62800","6.21913","0.00037"
"74.63400","6.21967","0.00022"
"74.64000","6.22014","0.00011"
"74.64600","6.22068","0.00005"
"74.65200","6.22116","0.00000"
"74.65800","6.22170","0.00003"
"74.66400","6.22218","0.00009"
"74.67000","6.22272","0.00020"
"74.67600","6.22319","0.00029"
"74.68200","6.22367","0.00039"
"74.68800","6.22421","0.00053"
"74.69400","6.22469","0.00058"
"74.70000","6.22517","0.00058"
"74.70600","6.22571","0.00059"
"74.71200","6.22618","0.00055"
"74.71800","6.22666","0.00057"
"74.72400","6.22720","0.00055"
"74.73000","6.22768","0.00064"
"74.73600","6.22816","0.00076"
"74.74200","6.22863","0.00085"
"74.74800","6.22911","0.00082"
"74.75400","6.22965","0.00067"
"74.76000","6.23013","0.00055"
"74.76600","6.23061","0.00045"
"74.77200","6.23109","0.00035"
"74.77800","6.23162","0.00030"
"74.78400","6.23210","0.00039"
"74.79000","6.23258","0.00049"
