End date,"2/12/2017"
Specimen label,"14AG_11"
Maximum Load,"0.17125",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00029"
"0.00600","0.00000","0.00040"
"0.01200","0.00006","0.00046"
"0.01800","0.00012","0.00044"
"0.02400","0.00018","0.00029"
"0.03000","0.00030","0.00003"
"0.03600","0.00042","-0.00013"
"0.04200","0.00060","-0.00015"
"0.04800","0.00078","-0.00018"
"0.05400","0.00102","-0.00014"
"0.06000","0.00126","0.00000"
"0.06600","0.00155","0.00003"
"0.07200","0.00185","0.00009"
"0.07800","0.00221","0.00022"
"0.08400","0.00257","0.00034"
"0.09000","0.00299","0.00044"
"0.09600","0.00347","0.00049"
"0.10200","0.00395","0.00049"
"0.10800","0.00448","0.00046"
"0.11400","0.00502","0.00038"
"0.12000","0.00556","0.00033"
"0.12600","0.00610","0.00036"
"0.13200","0.00670","0.00043"
"0.13800","0.00729","0.00045"
"0.14400","0.00795","0.00041"
"0.15000","0.00855","0.00027"
"0.15600","0.00921","0.00012"
"0.16200","0.00981","0.00002"
"0.16800","0.01046","-0.00010"
"0.17400","0.01112","-0.00016"
"0.18000","0.01184","-0.00006"
"0.18600","0.01250","0.00019"
"0.19200","0.01315","0.00040"
"0.19800","0.01381","0.00053"
"0.20400","0.01453","0.00052"
"0.21000","0.01519","0.00049"
"0.21600","0.01584","0.00043"
"0.22200","0.01650","0.00036"
"0.22800","0.01722","0.00047"
"0.23400","0.01782","0.00066"
"0.24000","0.01847","0.00066"
"0.24600","0.01913","0.00058"
"0.25200","0.01979","0.00063"
"0.25800","0.02039","0.00058"
"0.26400","0.02105","0.00039"
"0.27000","0.02164","0.00006"
"0.27600","0.02224","-0.00015"
"0.28200","0.02284","-0.00023"
"0.28800","0.02344","-0.00028"
"0.29400","0.02404","-0.00015"
"0.30000","0.02463","0.00003"
"0.30600","0.02523","0.00016"
"0.31200","0.02583","0.00034"
"0.31800","0.02637","0.00057"
