End date,"12/23/2016"
Specimen label,"17BC_40"
"240.63000","20.05263","0.93180"
"240.63600","20.05311","0.93154"
"240.64200","20.05365","0.93129"
"240.64800","20.05413","0.93113"
"240.65400","20.05466","0.93095"
"240.66000","20.05514","0.93086"
"240.66600","20.05568","0.93078"
"240.67200","20.05616","0.93069"
"240.67800","20.05670","0.93064"
"240.68400","20.05718","0.93060"
"240.69000","20.05771","0.93059"
"240.69600","20.05825","0.93066"
"240.70200","20.05873","0.93062"
"240.70800","20.05921","0.93066"
"240.71400","20.05975","0.93089"
"240.72000","20.06022","0.93102"
"240.72600","20.06070","0.93119"
"240.73200","20.06118","0.93145"
"240.73800","20.06172","0.93171"
"240.74400","20.06220","0.93200"
"240.75000","20.06268","0.93223"
"240.75600","20.06321","0.93251"
"240.76200","20.06369","0.93292"
"240.76800","20.06423","0.93329"
"240.77400","20.06471","0.93362"
"240.78000","20.06525","0.93397"
"240.78600","20.06573","0.93418"
"240.79200","20.06620","0.93419"
"240.79800","20.06674","0.93431"
"240.80400","20.06722","0.93448"
"240.81000","20.06770","0.93445"
"240.81600","20.06824","0.93433"
"240.82200","20.06872","0.93438"
"240.82800","20.06925","0.93449"
"240.83400","20.06973","0.93441"
"240.84000","20.07027","0.93429"
"240.84600","20.07075","0.93435"
"240.85200","20.07123","0.93442"
"240.85800","20.07170","0.93429"
"240.86400","20.07218","0.93420"
"240.87000","20.07272","0.93409"
"240.87600","20.07320","0.93402"
"240.88200","20.07368","0.93413"
"240.88800","20.07421","0.93454"
"240.89400","20.07470","0.93499"
"240.90000","20.07517","0.93528"
"240.90600","20.07571","0.93545"
"240.91200","20.07619","0.93567"
"240.91800","20.07673","0.93564"
"240.92400","20.07721","0.93562"
"240.93000","20.07768","0.93581"
"240.93600","20.07822","0.93600"
"240.94200","20.07870","0.93596"
"240.94800","20.07924","0.93590"
"240.95400","20.07972","0.93597"
"240.96000","20.08019","0.93604"
"240.96600","20.08068","0.93606"
"240.97200","20.08121","0.93616"
"240.97800","20.08169","0.93661"
"240.98400","20.08223","0.93695"
"240.99000","20.08271","0.93715"
"240.99600","20.08324","0.93743"
"241.00200","20.08372","0.93780"
"241.00800","20.08420","0.93794"
"241.01400","20.08474","0.93800"
"241.02000","20.08522","0.93823"
"241.02600","20.08570","0.93842"
"241.03200","20.08624","0.93851"
"241.03800","20.08671","0.93864"
"241.04400","20.08719","0.93893"
"241.05000","20.08773","0.93929"
"241.05600","20.08821","0.93959"
"241.06200","20.08874","0.93981"
"241.06800","20.08922","0.94001"
"241.07400","20.08970","0.94010"
"241.08000","20.09024","0.94001"
"241.08600","20.09072","0.93993"
"241.09200","20.09120","0.93979"
"241.09800","20.09173","0.93963"
"241.10400","20.09221","0.93958"
"241.11000","20.09269","0.93953"
"241.11600","20.09323","0.93934"
"241.12200","20.09371","0.93925"
"241.12800","20.09419","0.93920"
"241.13400","20.09472","0.93909"
"241.14000","20.09520","0.93921"
"241.14600","20.09568","0.93956"
"241.15200","20.09622","0.93988"
"241.15800","20.09669","0.94029"
"241.16400","20.09718","0.94079"
"241.17000","20.09765","0.94122"
"241.17600","20.09819","0.94166"
"241.18200","20.09867","0.94237"
"241.18800","20.09921","0.94296"
"241.19400","20.09968","0.94331"
"241.20000","20.10023","0.94351"
"241.20600","20.10070","0.94380"
"241.21200","20.10118","0.94421"
"241.21800","20.10172","0.94463"
"241.22400","20.10220","0.94514"
"241.23000","20.10267","0.94555"
"241.23600","20.10321","0.94568"
"241.24200","20.10369","0.94572"
"241.24800","20.10423","0.94582"
"241.25400","20.10471","0.94577"
"241.26000","20.10519","0.94551"
"241.26600","20.10572","0.94537"
"241.27200","20.10620","0.94523"
"241.27800","20.10668","0.94496"
"241.28400","20.10722","0.94460"
"241.29000","20.10770","0.94442"
"241.29600","20.10818","0.94432"
"241.30200","20.10872","0.94413"
"241.30800","20.10919","0.94395"
"241.31400","20.10973","0.94403"
"241.32000","20.11021","0.94427"
"241.32600","20.11075","0.94441"
"241.33200","20.11122","0.94475"
"241.33800","20.11176","0.94519"
"241.34400","20.11224","0.94551"
"241.35000","20.11278","0.94584"
"241.35600","20.11326","0.94625"
"241.36200","20.11374","0.94674"
"241.36800","20.11421","0.94712"
"241.37400","20.11475","0.94759"
"241.38000","20.11523","0.94833"
"241.38600","20.11571","0.94901"
"241.39200","20.11619","0.94952"
"241.39800","20.11673","0.94986"
"241.40400","20.11720","0.95021"
"241.41000","20.11774","0.95051"
"241.41600","20.11822","0.95073"
"241.42200","20.11870","0.95103"
"241.42800","20.11924","0.95141"
"241.43400","20.11971","0.95155"
"241.44000","20.12019","0.95154"
"241.44600","20.12073","0.95170"
"241.45200","20.12121","0.95168"
"241.45800","20.12175","0.95140"
"241.46400","20.12223","0.95111"
"241.47000","20.12271","0.95086"
"241.47600","20.12324","0.95057"
"241.48200","20.12372","0.95052"
"241.48800","20.12426","0.95080"
"241.49400","20.12474","0.95122"
"241.50000","20.12522","0.95140"
"241.50600","20.12569","0.95152"
"241.51200","20.12623","0.95189"
"241.51800","20.12671","0.95221"
"241.52400","20.12719","0.95235"
"241.53000","20.12773","0.95260"
"241.53600","20.12821","0.95288"
"241.54200","20.12874","0.95283"
"241.54800","20.12922","0.95265"
"241.55400","20.12970","0.95263"
"241.56000","20.13024","0.95253"
"241.56600","20.13072","0.95240"
"241.57200","20.13119","0.95264"
"241.57800","20.13173","0.95312"
"241.58400","20.13221","0.95339"
"241.59000","20.13269","0.95365"
"241.59600","20.13317","0.95415"
"241.60200","20.13371","0.95474"
"241.60800","20.13418","0.95516"
"241.61400","20.13466","0.95570"
"241.62000","20.13520","0.95628"
"241.62600","20.13568","0.95696"
"241.63200","20.13616","0.95761"
"241.63800","20.13670","0.95801"
"241.64400","20.13717","0.95832"
"241.65000","20.13765","0.95852"
"241.65600","20.13819","0.95865"
"241.66200","20.13867","0.95890"
"241.66800","20.13915","0.95889"
"241.67400","20.13968","0.95873"
"241.68000","20.14016","0.95842"
"241.68600","20.14064","0.95808"
"241.69200","20.14118","0.95789"
"241.69800","20.14166","0.95781"
"241.70400","20.14220","0.95781"
"241.71000","20.14267","0.95783"
"241.71600","20.14315","0.95799"
"241.72200","20.14369","0.95806"
"241.72800","20.14417","0.95807"
"241.73400","20.14465","0.95802"
"241.74000","20.14519","0.95786"
"241.74600","20.14566","0.95773"
"241.75200","20.14614","0.95751"
"241.75800","20.14662","0.95735"
"241.76400","20.14716","0.95735"
"241.77000","20.14764","0.95748"
"241.77600","20.14818","0.95774"
"241.78200","20.14865","0.95828"
"241.78800","20.14919","0.95898"
"241.79400","20.14967","0.95970"
"241.80000","20.15015","0.96045"
"241.80600","20.15069","0.96115"
"241.81200","20.15117","0.96170"
"241.81800","20.15170","0.96213"
"241.82400","20.15218","0.96251"
"241.83000","20.15272","0.96291"
"241.83600","20.15320","0.96323"
"241.84200","20.15374","0.96344"
"241.84800","20.15421","0.96350"
"241.85400","20.15475","0.96352"
"241.86000","20.15529","0.96352"
"241.86600","20.15577","0.96343"
"241.87200","20.15631","0.96335"
"241.87800","20.15678","0.96326"
"241.88400","20.15726","0.96289"
"241.89000","20.15774","0.96248"
"241.89600","20.15822","0.96229"
"241.90200","20.15870","0.96225"
"241.90800","20.15924","0.96222"
"241.91400","20.15972","0.96223"
"241.92000","20.16019","0.96229"
"241.92600","20.16067","0.96228"
"241.93200","20.16121","0.96227"
"241.93800","20.16169","0.96245"
"241.94400","20.16217","0.96270"
"241.95000","20.16270","0.96292"
"241.95600","20.16318","0.96316"
"241.96200","20.16366","0.96346"
"241.96800","20.16420","0.96371"
"241.97400","20.16468","0.96388"
"241.98000","20.16522","0.96408"
"241.98600","20.16570","0.96443"
"241.99200","20.16623","0.96465"
"241.99800","20.16671","0.96494"
"242.00400","20.16719","0.96532"
"242.01000","20.16773","0.96561"
"242.01600","20.16820","0.96571"
"242.02200","20.16868","0.96578"
"242.02800","20.16916","0.96585"
"242.03400","20.16964","0.96595"
"242.04000","20.17018","0.96594"
"242.04600","20.17066","0.96603"
"242.05200","20.17113","0.96619"
"242.05800","20.17161","0.96617"
"242.06400","20.17215","0.96606"
"242.07000","20.17263","0.96601"
"242.07600","20.17311","0.96593"
"242.08200","20.17365","0.96584"
"242.08800","20.17413","0.96591"
"242.09400","20.17466","0.96610"
"242.10000","20.17514","0.96625"
"242.10600","20.17568","0.96636"
"242.11200","20.17616","0.96648"
"242.11800","20.17669","0.96661"
"242.12400","20.17717","0.96670"
"242.13000","20.17765","0.96677"
"242.13600","20.17819","0.96706"
"242.14200","20.17867","0.96728"
"242.14800","20.17921","0.96732"
"242.15400","20.17969","0.96730"
"242.16000","20.18016","0.96730"
"242.16600","20.18070","0.96729"
"242.17200","20.18118","0.96726"
"242.17800","20.18166","0.96727"
"242.18400","20.18220","0.96727"
"242.19000","20.18267","0.96726"
"242.19600","20.18315","0.96730"
"242.20200","20.18363","0.96746"
"242.20800","20.18417","0.96755"
"242.21400","20.18465","0.96757"
"242.22000","20.18512","0.96766"
"242.22600","20.18567","0.96786"
"242.23200","20.18614","0.96815"
"242.23800","20.18662","0.96852"
"242.24400","20.18716","0.96881"
"242.25000","20.18764","0.96920"
"242.25600","20.18811","0.96964"
"242.26200","20.18865","0.96992"
"242.26800","20.18919","0.97024"
"242.27400","20.18967","0.97062"
"242.28000","20.19021","0.97081"
"242.28600","20.19068","0.97103"
"242.29200","20.19116","0.97121"
"242.29800","20.19170","0.97125"
"242.30400","20.19218","0.97132"
"242.31000","20.19266","0.97127"
"242.31600","20.19320","0.97110"
"242.32200","20.19367","0.97085"
"242.32800","20.19415","0.97040"
"242.33400","20.19463","0.97000"
"242.34000","20.19517","0.96984"
"242.34600","20.19565","0.96968"
"242.35200","20.19619","0.96950"
"242.35800","20.19666","0.96935"
"242.36400","20.19720","0.96921"
"242.37000","20.19768","0.96924"
"242.37600","20.19816","0.96938"
"242.38200","20.19870","0.96956"
"242.38800","20.19918","0.96996"
"242.39400","20.19971","0.97030"
"242.40000","20.20019","0.97049"
"242.40600","20.20073","0.97097"
"242.41200","20.20127","0.97152"
"242.41800","20.20175","0.97200"
"242.42400","20.20229","0.97240"
"242.43000","20.20276","0.97279"
"242.43600","20.20324","0.97341"
"242.44200","20.20378","0.97382"
"242.44800","20.20426","0.97408"
"242.45400","20.20474","0.97440"
"242.46000","20.20521","0.97459"
"242.46600","20.20575","0.97464"
"242.47200","20.20623","0.97487"
"242.47800","20.20671","0.97510"
"242.48400","20.20719","0.97531"
"242.49000","20.20773","0.97541"
"242.49600","20.20820","0.97549"
"242.50200","20.20868","0.97549"
"242.50800","20.20922","0.97529"
"242.51400","20.20970","0.97507"
"242.52000","20.21018","0.97502"
"242.52600","20.21072","0.97480"
"242.53200","20.21119","0.97442"
"242.53800","20.21167","0.97438"
"242.54400","20.21221","0.97443"
"242.55000","20.21269","0.97443"
"242.55600","20.21323","0.97452"
"242.56200","20.21371","0.97467"
"242.56800","20.21424","0.97485"
"242.57400","20.21472","0.97500"
"242.58000","20.21520","0.97517"
"242.58600","20.21568","0.97554"
"242.59200","20.21622","0.97601"
"242.59800","20.21669","0.97620"
"242.60400","20.21717","0.97646"
"242.61000","20.21765","0.97688"
"242.61600","20.21813","0.97718"
"242.62200","20.21861","0.97735"
"242.62800","20.21914","0.97780"
"242.63400","20.21962","0.97836"
"242.64000","20.22010","0.97866"
"242.64600","20.22064","0.97890"
"242.65200","20.22112","0.97924"
"242.65800","20.22166","0.97940"
"242.66400","20.22214","0.97932"
"242.67000","20.22267","0.97940"
"242.67600","20.22315","0.97975"
"242.68200","20.22369","0.98001"
"242.68800","20.22417","0.98040"
"242.69400","20.22470","0.98086"
"242.70000","20.22519","0.98115"
"242.70600","20.22572","0.98115"
"242.71200","20.22620","0.98107"
"242.71800","20.22668","0.98114"
"242.72400","20.22722","0.98117"
"242.73000","20.22770","0.98103"
"242.73600","20.22824","0.98113"
"242.74200","20.22871","0.98115"
"242.74800","20.22919","0.98098"
"242.75400","20.22967","0.98091"
"242.76000","20.23015","0.98099"
"242.76600","20.23068","0.98111"
"242.77200","20.23116","0.98115"
"242.77800","20.23164","0.98103"
"242.78400","20.23212","0.98090"
"242.79000","20.23266","0.98089"
"242.79600","20.23314","0.98094"
"242.80200","20.23362","0.98117"
"242.80800","20.23415","0.98143"
"242.81400","20.23463","0.98152"
"242.82000","20.23517","0.98177"
"242.82600","20.23565","0.98226"
"242.83200","20.23619","0.98281"
"242.83800","20.23666","0.98335"
"242.84400","20.23720","0.98394"
"242.85000","20.23774","0.98448"
"242.85600","20.23822","0.98500"
"242.86200","20.23870","0.98560"
"242.86800","20.23923","0.98608"
"242.87400","20.23971","0.98651"
"242.88000","20.24019","0.98693"
"242.88600","20.24067","0.98720"
"242.89200","20.24115","0.98728"
"242.89800","20.24169","0.98717"
"242.90400","20.24217","0.98706"
"242.91000","20.24270","0.98711"
"242.91600","20.24318","0.98700"
"242.92200","20.24372","0.98682"
"242.92800","20.24420","0.98668"
"242.93400","20.24468","0.98642"
"242.94000","20.24521","0.98612"
"242.94600","20.24569","0.98591"
"242.95200","20.24623","0.98564"
"242.95800","20.24671","0.98536"
"242.96400","20.24719","0.98528"
"242.97000","20.24773","0.98539"
"242.97600","20.24820","0.98545"
"242.98200","20.24874","0.98561"
"242.98800","20.24922","0.98597"
"242.99400","20.24976","0.98639"
"243.00000","20.25023","0.98673"
"243.00600","20.25077","0.98699"
"243.01200","20.25125","0.98733"
"243.01800","20.25173","0.98772"
"243.02400","20.25221","0.98813"
"243.03000","20.25275","0.98846"
"243.03600","20.25323","0.98874"
"243.04200","20.25370","0.98900"
"243.04800","20.25424","0.98925"
"243.05400","20.25472","0.98966"
"243.06000","20.25520","0.99008"
"243.06600","20.25574","0.99030"
"243.07200","20.25621","0.99028"
"243.07800","20.25675","0.99035"
"243.08400","20.25723","0.99031"
"243.09000","20.25771","0.99016"
"243.09600","20.25825","0.99020"
"243.10200","20.25873","0.99029"
"243.10800","20.25920","0.99027"
"243.11400","20.25968","0.99019"
"243.12000","20.26022","0.99027"
"243.12600","20.26070","0.99040"
"243.13200","20.26124","0.99047"
"243.13800","20.26172","0.99048"
"243.14400","20.26225","0.99058"
"243.15000","20.26273","0.99069"
"243.15600","20.26321","0.99056"
"243.16200","20.26369","0.99061"
"243.16800","20.26417","0.99073"
"243.17400","20.26465","0.99076"
"243.18000","20.26518","0.99075"
"243.18600","20.26566","0.99085"
"243.19200","20.26614","0.99094"
"243.19800","20.26668","0.99093"
"243.20400","20.26715","0.99098"
"243.21000","20.26764","0.99117"
"243.21600","20.26817","0.99134"
"243.22200","20.26865","0.99135"
"243.22800","20.26913","0.99142"
"243.23400","20.26967","0.99165"
"243.24000","20.27015","0.99185"
"243.24600","20.27069","0.99196"
"243.25200","20.27116","0.99215"
"243.25800","20.27164","0.99241"
"243.26400","20.27218","0.99261"
"243.27000","20.27266","0.99287"
"243.27600","20.27313","0.99317"
"243.28200","20.27367","0.99331"
"243.28800","20.27415","0.99332"
"243.29400","20.27463","0.99344"
"243.30000","20.27517","0.99358"
"243.30600","20.27565","0.99363"
"243.31200","20.27612","0.99371"
"243.31800","20.27666","0.99380"
"243.32400","20.27714","0.99390"
"243.33000","20.27768","0.99388"
"243.33600","20.27816","0.99379"
"243.34200","20.27869","0.99383"
"243.34800","20.27917","0.99383"
"243.35400","20.27971","0.99374"
"243.36000","20.28019","0.99368"
"243.36600","20.28073","0.99367"
"243.37200","20.28121","0.99358"
"243.37800","20.28168","0.99358"
"243.38400","20.28222","0.99358"
"243.39000","20.28270","0.99354"
"243.39600","20.28318","0.99353"
"243.40200","20.28372","0.99364"
"243.40800","20.28420","0.99379"
"243.41400","20.28473","0.99398"
"243.42000","20.28521","0.99421"
"243.42600","20.28569","0.99440"
"243.43200","20.28623","0.99458"
"243.43800","20.28671","0.99474"
"243.44400","20.28719","0.99493"
"243.45000","20.28772","0.99518"
"243.45600","20.28820","0.99548"
"243.46200","20.28868","0.99576"
"243.46800","20.28922","0.99609"
"243.47400","20.28970","0.99648"
"243.48000","20.29024","0.99682"
"243.48600","20.29071","0.99705"
"243.49200","20.29125","0.99727"
"243.49800","20.29173","0.99741"
"243.50400","20.29221","0.99758"
"243.51000","20.29275","0.99763"
"243.51600","20.29322","0.99756"
"243.52200","20.29370","0.99743"
"243.52800","20.29424","0.99730"
"243.53400","20.29472","0.99718"
"243.54000","20.29526","0.99715"
"243.54600","20.29574","0.99713"
"243.55200","20.29621","0.99709"
"243.55800","20.29675","0.99700"
"243.56400","20.29723","0.99683"
"243.57000","20.29771","0.99669"
"243.57600","20.29825","0.99667"
"243.58200","20.29873","0.99674"
"243.58800","20.29920","0.99686"
"243.59400","20.29974","0.99708"
"243.60000","20.30022","0.99721"
"243.60600","20.30076","0.99741"
"243.61200","20.30124","0.99773"
"243.61800","20.30177","0.99800"
"243.62400","20.30225","0.99825"
"243.63000","20.30273","0.99851"
"243.63600","20.30327","0.99873"
"243.64200","20.30375","0.99892"
"243.64800","20.30423","0.99907"
"243.65400","20.30477","0.99932"
"243.66000","20.30524","0.99971"
"243.66600","20.30572","0.99997"
"243.67200","20.30626","1.00016"
"243.67800","20.30674","1.00038"
"243.68400","20.30722","1.00068"
"243.69000","20.30770","1.00075"
"243.69600","20.30823","1.00072"
"243.70200","20.30871","1.00077"
"243.70800","20.30919","1.00080"
"243.71400","20.30973","1.00066"
"243.72000","20.31021","1.00063"
"243.72600","20.31068","1.00085"
"243.73200","20.31116","1.00094"
"243.73800","20.31164","1.00096"
"243.74400","20.31218","1.00112"
"243.75000","20.31266","1.00130"
"243.75600","20.31314","1.00140"
"243.76200","20.31367","1.00140"
"243.76800","20.31415","1.00149"
"243.77400","20.31469","1.00158"
"243.78000","20.31517","1.00149"
"243.78600","20.31565","1.00152"
"243.79200","20.31618","1.00185"
"243.79800","20.31666","1.00208"
"243.80400","20.31714","1.00223"
"243.81000","20.31762","1.00241"
"243.81600","20.31816","1.00255"
"243.82200","20.31864","1.00244"
"243.82800","20.31911","1.00238"
"243.83400","20.31965","1.00254"
"243.84000","20.32013","1.00262"
"243.84600","20.32061","1.00262"
"243.85200","20.32115","1.00275"
"243.85800","20.32163","1.00307"
"243.86400","20.32210","1.00325"
"243.87000","20.32264","1.00344"
"243.87600","20.32318","1.00384"
"243.88200","20.32366","1.00427"
"243.88800","20.32414","1.00444"
"243.89400","20.32467","1.00474"
"243.90000","20.32515","1.00523"
"243.90600","20.32569","1.00561"
"243.91200","20.32617","1.00578"
"243.91800","20.32671","1.00612"
"243.92400","20.32719","1.00647"
"243.93000","20.32772","1.00654"
"243.93600","20.32820","1.00654"
"243.94200","20.32868","1.00666"
"243.94800","20.32922","1.00671"
"243.95400","20.32969","1.00662"
"243.96000","20.33023","1.00649"
"243.96600","20.33071","1.00653"
"243.97200","20.33119","1.00655"
"243.97800","20.33173","1.00638"
"243.98400","20.33221","1.00620"
"243.99000","20.33275","1.00599"
"243.99600","20.33322","1.00572"
"244.00200","20.33370","1.00560"
"244.00800","20.33424","1.00567"
"244.01400","20.33472","1.00572"
"244.02000","20.33526","1.00578"
"244.02600","20.33574","1.00599"
"244.03200","20.33621","1.00621"
"244.03800","20.33675","1.00646"
"244.04400","20.33723","1.00683"
"244.05000","20.33771","1.00720"
"244.05600","20.33825","1.00765"
"244.06200","20.33873","1.00815"
"244.06800","20.33920","1.00850"
"244.07400","20.33974","1.00876"
"244.08000","20.34022","1.00901"
"244.08600","20.34070","1.00938"
"244.09200","20.34124","1.00976"
"244.09800","20.34171","1.01006"
"244.10400","20.34219","1.01042"
"244.11000","20.34273","1.01075"
"244.11600","20.34321","1.01095"
"244.12200","20.34375","1.01103"
"244.12800","20.34422","1.01104"
"244.13400","20.34476","1.01092"
"244.14000","20.34524","1.01074"
"244.14600","20.34578","1.01060"
"244.15200","20.34626","1.01047"
"244.15800","20.34674","1.01033"
"244.16400","20.34722","1.01026"
"244.17000","20.34775","1.01022"
"244.17600","20.34823","1.01012"
"244.18200","20.34871","1.00997"
"244.18800","20.34919","1.00996"
"244.19400","20.34973","1.00998"
"244.20000","20.35020","1.00998"
"244.20600","20.35074","1.01002"
"244.21200","20.35122","1.01007"
"244.21800","20.35170","1.01024"
"244.22400","20.35217","1.01045"
"244.23000","20.35272","1.01050"
"244.23600","20.35320","1.01067"
"244.24200","20.35367","1.01086"
"244.24800","20.35421","1.01098"
"244.25400","20.35469","1.01115"
"244.26000","20.35517","1.01144"
"244.26600","20.35571","1.01169"
"244.27200","20.35618","1.01189"
"244.27800","20.35672","1.01211"
"244.28400","20.35720","1.01236"
"244.29000","20.35768","1.01255"
"244.29600","20.35822","1.01259"
"244.30200","20.35869","1.01264"
"244.30800","20.35917","1.01280"
"244.31400","20.35971","1.01290"
"244.32000","20.36019","1.01301"
"244.32600","20.36067","1.01322"
"244.33200","20.36115","1.01333"
"244.33800","20.36162","1.01329"
"244.34400","20.36216","1.01325"
"244.35000","20.36264","1.01326"
"244.35600","20.36312","1.01317"
"244.36200","20.36366","1.01310"
"244.36800","20.36413","1.01318"
"244.37400","20.36461","1.01337"
"244.38000","20.36509","1.01341"
"244.38600","20.36563","1.01348"
"244.39200","20.36611","1.01362"
"244.39800","20.36665","1.01371"
"244.40400","20.36712","1.01364"
"244.41000","20.36766","1.01360"
"244.41600","20.36820","1.01368"
"244.42200","20.36868","1.01369"
"244.42800","20.36922","1.01363"
"244.43400","20.36969","1.01370"
"244.44000","20.37023","1.01379"
"244.44600","20.37071","1.01383"
"244.45200","20.37119","1.01392"
"244.45800","20.37173","1.01404"
"244.46400","20.37221","1.01416"
"244.47000","20.37268","1.01432"
"244.47600","20.37316","1.01452"
"244.48200","20.37370","1.01478"
"244.48800","20.37418","1.01507"
"244.49400","20.37472","1.01526"
"244.50000","20.37520","1.01545"
"244.50600","20.37573","1.01568"
"244.51200","20.37621","1.01586"
"244.51800","20.37669","1.01604"
"244.52400","20.37723","1.01628"
"244.53000","20.37771","1.01636"
"244.53600","20.37825","1.01637"
"244.54200","20.37872","1.01644"
"244.54800","20.37926","1.01652"
"244.55400","20.37974","1.01649"
"244.56000","20.38028","1.01644"
"244.56600","20.38076","1.01638"
"244.57200","20.38130","1.01637"
"244.57800","20.38177","1.01634"
"244.58400","20.38225","1.01630"
"244.59000","20.38279","1.01628"
"244.59600","20.38327","1.01617"
"244.60200","20.38375","1.01605"
"244.60800","20.38423","1.01600"
"244.61400","20.38470","1.01597"
"244.62000","20.38518","1.01591"
"244.62600","20.38572","1.01592"
"244.63200","20.38620","1.01602"
"244.63800","20.38674","1.01620"
"244.64400","20.38721","1.01637"
"244.65000","20.38769","1.01652"
"244.65600","20.38823","1.01668"
"244.66200","20.38871","1.01687"
"244.66800","20.38919","1.01708"
"244.67400","20.38973","1.01733"
"244.68000","20.39020","1.01757"
"244.68600","20.39074","1.01780"
"244.69200","20.39122","1.01796"
"244.69800","20.39176","1.01809"
"244.70400","20.39224","1.01828"
"244.71000","20.39278","1.01843"
"244.71600","20.39325","1.01855"
"244.72200","20.39373","1.01861"
"244.72800","20.39427","1.01864"
"244.73400","20.39475","1.01868"
"244.74000","20.39523","1.01871"
"244.74600","20.39576","1.01869"
"244.75200","20.39624","1.01859"
"244.75800","20.39672","1.01855"
"244.76400","20.39726","1.01845"
"244.77000","20.39774","1.01840"
"244.77600","20.39822","1.01842"
"244.78200","20.39869","1.01840"
"244.78800","20.39923","1.01840"
"244.79400","20.39971","1.01841"
"244.80000","20.40019","1.01838"
"244.80600","20.40067","1.01835"
"244.81200","20.40114","1.01836"
"244.81800","20.40168","1.01845"
"244.82400","20.40216","1.01855"
"244.83000","20.40264","1.01862"
"244.83600","20.40318","1.01878"
"244.84200","20.40366","1.01892"
"244.84800","20.40420","1.01900"
"244.85400","20.40467","1.01912"
"244.86000","20.40521","1.01928"
"244.86600","20.40569","1.01942"
"244.87200","20.40617","1.01951"
"244.87800","20.40670","1.01961"
"244.88400","20.40718","1.01980"
"244.89000","20.40766","1.01998"
"244.89600","20.40820","1.02004"
"244.90200","20.40868","1.02013"
"244.90800","20.40915","1.02031"
"244.91400","20.40969","1.02042"
"244.92000","20.41018","1.02056"
"244.92600","20.41065","1.02079"
"244.93200","20.41113","1.02107"
"244.93800","20.41161","1.02117"
"244.94400","20.41215","1.02124"
"244.95000","20.41263","1.02136"
"244.95600","20.41310","1.02139"
"244.96200","20.41364","1.02137"
"244.96800","20.41412","1.02140"
"244.97400","20.41466","1.02141"
"244.98000","20.41513","1.02133"
"244.98600","20.41567","1.02127"
"244.99200","20.41615","1.02128"
"244.99800","20.41669","1.02129"
"245.00400","20.41717","1.02122"
"245.01000","20.41771","1.02122"
"245.01600","20.41819","1.02127"
"245.02200","20.41866","1.02127"
"245.02800","20.41920","1.02125"
"245.03400","20.41968","1.02129"
"245.04000","20.42016","1.02135"
"245.04600","20.42070","1.02147"
"245.05200","20.42118","1.02159"
"245.05800","20.42171","1.02172"
"245.06400","20.42219","1.02187"
"245.07000","20.42273","1.02194"
"245.07600","20.42321","1.02212"
"245.08200","20.42369","1.02233"
"245.08800","20.42422","1.02247"
"245.09400","20.42470","1.02265"
"245.10000","20.42518","1.02288"
"245.10600","20.42572","1.02304"
"245.11200","20.42620","1.02328"
"245.11800","20.42673","1.02357"
"245.12400","20.42721","1.02377"
"245.13000","20.42775","1.02401"
"245.13600","20.42823","1.02414"
"245.14200","20.42871","1.02420"
"245.14800","20.42925","1.02429"
"245.15400","20.42973","1.02427"
"245.16000","20.43026","1.02416"
"245.16600","20.43074","1.02406"
"245.17200","20.43122","1.02391"
"245.17800","20.43176","1.02379"
"245.18400","20.43223","1.02368"
"245.19000","20.43277","1.02355"
"245.19600","20.43325","1.02347"
"245.20200","20.43379","1.02340"
"245.20800","20.43427","1.02330"
"245.21400","20.43475","1.02318"
"245.22000","20.43529","1.02309"
"245.22600","20.43576","1.02318"
"245.23200","20.43624","1.02339"
"245.23800","20.43672","1.02353"
"245.24400","20.43720","1.02368"
"245.25000","20.43774","1.02391"
"245.25600","20.43821","1.02408"
"245.26200","20.43869","1.02435"
"245.26800","20.43923","1.02454"
"245.27400","20.43971","1.02462"
"245.28000","20.44019","1.02478"
"245.28600","20.44073","1.02494"
"245.29200","20.44120","1.02512"
"245.29800","20.44174","1.02524"
"245.30400","20.44222","1.02525"
"245.31000","20.44270","1.02540"
"245.31600","20.44324","1.02563"
"245.32200","20.44372","1.02572"
"245.32800","20.44419","1.02587"
"245.33400","20.44473","1.02602"
"245.34000","20.44521","1.02604"
"245.34600","20.44569","1.02602"
"245.35200","20.44617","1.02601"
"245.35800","20.44670","1.02605"
"245.36400","20.44718","1.02615"
"245.37000","20.44766","1.02617"
"245.37600","20.44814","1.02623"
"245.38200","20.44868","1.02625"
"245.38800","20.44915","1.02618"
"245.39400","20.44963","1.02612"
"245.40000","20.45011","1.02623"
"245.40600","20.45065","1.02614"
"245.41200","20.45113","1.02607"
"245.41800","20.45167","1.02620"
"245.42400","20.45214","1.02628"
"245.43000","20.45262","1.02630"
"245.43600","20.45316","1.02643"
"245.44200","20.45364","1.02658"
"245.44800","20.45418","1.02671"
"245.45400","20.45466","1.02671"
"245.46000","20.45513","1.02675"
"245.46600","20.45567","1.02692"
"245.47200","20.45615","1.02693"
"245.47800","20.45669","1.02696"
"245.48400","20.45717","1.02713"
"245.49000","20.45771","1.02733"
"245.49600","20.45818","1.02755"
"245.50200","20.45866","1.02775"
"245.50800","20.45920","1.02800"
"245.51400","20.45968","1.02829"
"245.52000","20.46016","1.02837"
"245.52600","20.46064","1.02851"
"245.53200","20.46117","1.02870"
"245.53800","20.46165","1.02881"
"245.54400","20.46219","1.02894"
"245.55000","20.46267","1.02914"
"245.55600","20.46321","1.02918"
