End date,"12/23/2016"
Specimen label,"22DT_78"
Maximum Load,"0.12982",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00006","-0.00039"
"0.00600","0.00006","-0.00028"
"0.01200","0.00012","-0.00015"
"0.01800","0.00018","-0.00004"
"0.02400","0.00030","0.00005"
"0.03000","0.00042","0.00002"
"0.03600","0.00054","-0.00009"
"0.04200","0.00078","-0.00016"
"0.04800","0.00096","-0.00021"
"0.05400","0.00126","-0.00018"
"0.06000","0.00149","-0.00019"
"0.06600","0.00179","-0.00035"
"0.07200","0.00215","-0.00050"
"0.07800","0.00251","-0.00062"
"0.08400","0.00293","-0.00066"
"0.09000","0.00335","-0.00052"
"0.09600","0.00383","-0.00043"
"0.10200","0.00425","-0.00040"
"0.10800","0.00472","-0.00031"
"0.11400","0.00526","-0.00028"
"0.12000","0.00580","-0.00031"
"0.12600","0.00646","-0.00028"
"0.13200","0.00706","-0.00034"
"0.13800","0.00765","-0.00036"
"0.14400","0.00831","-0.00038"
"0.15000","0.00897","-0.00040"
"0.15600","0.00957","-0.00031"
"0.16200","0.01022","-0.00026"
"0.16800","0.01088","-0.00025"
"0.17400","0.01154","-0.00029"
"0.18000","0.01220","-0.00034"
"0.18600","0.01291","-0.00031"
"0.19200","0.01357","-0.00021"
"0.19800","0.01423","-0.00015"
"0.20400","0.01489","-0.00020"
"0.21000","0.01549","-0.00027"
"0.21600","0.01614","-0.00042"
"0.22200","0.01680","-0.00042"
"0.22800","0.01740","-0.00036"
"0.23400","0.01806","-0.00032"
"0.24000","0.01871","-0.00036"
"0.24600","0.01931","-0.00043"
"0.25200","0.01997","-0.00056"
"0.25800","0.02057","-0.00062"
"0.26400","0.02117","-0.00058"
"0.27000","0.02176","-0.00055"
"0.27600","0.02236","-0.00062"
"0.28200","0.02296","-0.00069"
"0.28800","0.02356","-0.00075"
"0.29400","0.02415","-0.00081"
"0.30000","0.02469","-0.00082"
"0.30600","0.02529","-0.00069"
"0.31200","0.02583","-0.00057"
"0.31800","0.02637","-0.00052"
"0.32400","0.02697","-0.00044"
"0.33000","0.02744","-0.00037"
"0.33600","0.02798","-0.00033"
"0.34200","0.02852","-0.00028"
"0.34800","0.02906","-0.00031"
"0.35400","0.02960","-0.00029"
"0.36000","0.03013","-0.00022"
"0.36600","0.03067","-0.00023"
"0.37200","0.03121","-0.00020"
"0.37800","0.03169","-0.00020"
"0.38400","0.03223","-0.00024"
"0.39000","0.03276","-0.00021"
"0.39600","0.03330","-0.00025"
"0.40200","0.03378","-0.00032"
"0.40800","0.03432","-0.00029"
"0.41400","0.03480","-0.00028"
"0.42000","0.03534","-0.00024"
"0.42600","0.03581","-0.00013"
"0.43200","0.03629","-0.00002"
"0.43800","0.03683","0.00003"
"0.44400","0.03731","0.00007"
"0.45000","0.03779","0.00006"
"0.45600","0.03833","0.00008"
"0.46200","0.03880","0.00008"
"0.46800","0.03928","0.00006"
"0.47400","0.03976","0.00016"
"0.48000","0.04030","0.00025"
"0.48600","0.04078","0.00028"
"0.49200","0.04125","0.00026"
"0.49800","0.04179","0.00012"
"0.50400","0.04227","0.00002"
"0.51000","0.04275","0.00005"
"0.51600","0.04323","0.00001"
"0.52200","0.04377","-0.00001"
"0.52800","0.04424","-0.00008"
"0.53400","0.04472","-0.00012"
"0.54000","0.04526","-0.00013"
"0.54600","0.04574","-0.00017"
"0.55200","0.04628","-0.00025"
"0.55800","0.04676","-0.00031"
"0.56400","0.04723","-0.00037"
"0.57000","0.04777","-0.00042"
"0.57600","0.04825","-0.00063"
"0.58200","0.04879","-0.00082"
"0.58800","0.04927","-0.00076"
"0.59400","0.04974","-0.00072"
"0.60000","0.05028","-0.00071"
"0.60600","0.05076","-0.00064"
"0.61200","0.05124","-0.00059"
"0.61800","0.05178","-0.00051"
"0.62400","0.05226","-0.00027"
"0.63000","0.05273","-0.00008"
"0.63600","0.05327","-0.00005"
"0.64200","0.05375","-0.00008"
"0.64800","0.05423","-0.00018"
"0.65400","0.05477","-0.00023"
"0.66000","0.05525","-0.00031"
"0.66600","0.05578","-0.00039"
"0.67200","0.05626","-0.00035"
"0.67800","0.05674","-0.00032"
"0.68400","0.05728","-0.00036"
"0.69000","0.05776","-0.00035"
"0.69600","0.05824","-0.00038"
"0.70200","0.05877","-0.00051"
"0.70800","0.05925","-0.00060"
"0.71400","0.05973","-0.00063"
"0.72000","0.06027","-0.00061"
"0.72600","0.06075","-0.00053"
"0.73200","0.06128","-0.00042"
"0.73800","0.06176","-0.00030"
"0.74400","0.06230","-0.00021"
"0.75000","0.06278","-0.00012"
"0.75600","0.06326","0.00001"
"0.76200","0.06374","0.00004"
"0.76800","0.06421","-0.00001"
"0.77400","0.06475","-0.00006"
"0.78000","0.06523","-0.00022"
"0.78600","0.06571","-0.00038"
"0.79200","0.06625","-0.00043"
"0.79800","0.06673","-0.00053"
"0.80400","0.06726","-0.00063"
"0.81000","0.06774","-0.00066"
"0.81600","0.06828","-0.00067"
"0.82200","0.06876","-0.00062"
"0.82800","0.06930","-0.00057"
"0.83400","0.06977","-0.00046"
"0.84000","0.07031","-0.00032"
"0.84600","0.07079","-0.00028"
"0.85200","0.07133","-0.00028"
"0.85800","0.07181","-0.00021"
"0.86400","0.07229","-0.00024"
"0.87000","0.07282","-0.00031"
"0.87600","0.07330","-0.00035"
"0.88200","0.07384","-0.00044"
"0.88800","0.07432","-0.00049"
"0.89400","0.07480","-0.00048"
"0.90000","0.07528","-0.00047"
