End date,"12/23/2016"
Specimen label,"17BC_36"
Maximum Load,"1.60068",N

Time,Extension,Load
(s),(mm),(N)
"18.06000","1.50526","0.02193"
"18.06600","1.50580","0.02174"
"18.07200","1.50628","0.02175"
"18.07800","1.50676","0.02187"
"18.08400","1.50729","0.02193"
"18.09000","1.50777","0.02187"
"18.09600","1.50825","0.02183"
"18.10200","1.50879","0.02183"
"18.10800","1.50927","0.02183"
"18.11400","1.50975","0.02192"
"18.12000","1.51022","0.02199"
"18.12600","1.51076","0.02216"
"18.13200","1.51124","0.02221"
"18.13800","1.51172","0.02224"
"18.14400","1.51226","0.02230"
"18.15000","1.51274","0.02238"
"18.15600","1.51321","0.02239"
"18.16200","1.51375","0.02246"
"18.16800","1.51423","0.02244"
"18.17400","1.51471","0.02223"
"18.18000","1.51525","0.02212"
"18.18600","1.51572","0.02216"
"18.19200","1.51626","0.02224"
"18.19800","1.51674","0.02223"
"18.20400","1.51728","0.02219"
"18.21000","1.51776","0.02214"
"18.21600","1.51830","0.02211"
"18.22200","1.51877","0.02216"
"18.22800","1.51925","0.02230"
"18.23400","1.51979","0.02230"
"18.24000","1.52027","0.02228"
"18.24600","1.52075","0.02240"
"18.25200","1.52128","0.02254"
"18.25800","1.52176","0.02261"
"18.26400","1.52224","0.02264"
"18.27000","1.52272","0.02262"
"18.27600","1.52320","0.02256"
"18.28200","1.52374","0.02256"
"18.28800","1.52421","0.02253"
"18.29400","1.52469","0.02236"
"18.30000","1.52517","0.02216"
"18.30600","1.52571","0.02201"
"18.31200","1.52619","0.02192"
"18.31800","1.52673","0.02201"
"18.32400","1.52720","0.02221"
"18.33000","1.52768","0.02230"
"18.33600","1.52822","0.02238"
"18.34200","1.52870","0.02244"
"18.34800","1.52924","0.02251"
"18.35400","1.52972","0.02260"
"18.36000","1.53025","0.02277"
"18.36600","1.53073","0.02279"
"18.37200","1.53121","0.02264"
"18.37800","1.53175","0.02264"
"18.38400","1.53223","0.02267"
"18.39000","1.53270","0.02259"
"18.39600","1.53318","0.02240"
"18.40200","1.53366","0.02211"
"18.40800","1.53420","0.02191"
"18.41400","1.53468","0.02201"
"18.42000","1.53516","0.02206"
"18.42600","1.53569","0.02215"
"18.43200","1.53617","0.02227"
"18.43800","1.53671","0.02231"
"18.44400","1.53719","0.02231"
"18.45000","1.53767","0.02240"
"18.45600","1.53821","0.02250"
"18.46200","1.53868","0.02269"
"18.46800","1.53922","0.02275"
"18.47400","1.53970","0.02265"
"18.48000","1.54024","0.02263"
"18.48600","1.54072","0.02265"
"18.49200","1.54125","0.02267"
"18.49800","1.54173","0.02256"
"18.50400","1.54227","0.02229"
"18.51000","1.54275","0.02209"
"18.51600","1.54329","0.02202"
"18.52200","1.54377","0.02204"
"18.52800","1.54424","0.02207"
"18.53400","1.54478","0.02203"
"18.54000","1.54526","0.02201"
"18.54600","1.54574","0.02210"
"18.55200","1.54622","0.02222"
"18.55800","1.54676","0.02243"
"18.56400","1.54723","0.02259"
"18.57000","1.54777","0.02266"
"18.57600","1.54825","0.02263"
"18.58200","1.54873","0.02256"
"18.58800","1.54921","0.02260"
"18.59400","1.54974","0.02277"
"18.60000","1.55022","0.02283"
"18.60600","1.55070","0.02271"
"18.61200","1.55124","0.02274"
"18.61800","1.55172","0.02280"
"18.62400","1.55226","0.02295"
"18.63000","1.55273","0.02305"
"18.63600","1.55327","0.02304"
"18.64200","1.55381","0.02307"
"18.64800","1.55429","0.02313"
"18.65400","1.55477","0.02323"
"18.66000","1.55531","0.02338"
"18.66600","1.55578","0.02355"
"18.67200","1.55626","0.02352"
"18.67800","1.55680","0.02346"
"18.68400","1.55728","0.02344"
"18.69000","1.55776","0.02336"
"18.69600","1.55823","0.02331"
"18.70200","1.55877","0.02322"
"18.70800","1.55925","0.02315"
"18.71400","1.55979","0.02315"
"18.72000","1.56027","0.02323"
"18.72600","1.56075","0.02332"
"18.73200","1.56128","0.02330"
"18.73800","1.56176","0.02315"
"18.74400","1.56224","0.02306"
"18.75000","1.56278","0.02297"
"18.75600","1.56326","0.02288"
"18.76200","1.56374","0.02289"
"18.76800","1.56427","0.02278"
"18.77400","1.56475","0.02264"
"18.78000","1.56529","0.02256"
"18.78600","1.56577","0.02256"
"18.79200","1.56631","0.02269"
"18.79800","1.56678","0.02274"
"18.80400","1.56726","0.02273"
"18.81000","1.56780","0.02280"
"18.81600","1.56828","0.02293"
"18.82200","1.56876","0.02324"
"18.82800","1.56924","0.02349"
"18.83400","1.56971","0.02356"
"18.84000","1.57019","0.02349"
"18.84600","1.57073","0.02342"
"18.85200","1.57121","0.02344"
"18.85800","1.57169","0.02336"
"18.86400","1.57223","0.02333"
"18.87000","1.57270","0.02333"
"18.87600","1.57318","0.02325"
"18.88200","1.57372","0.02325"
"18.88800","1.57420","0.02329"
"18.89400","1.57468","0.02338"
"18.90000","1.57516","0.02341"
"18.90600","1.57569","0.02324"
"18.91200","1.57617","0.02308"
"18.91800","1.57671","0.02308"
"18.92400","1.57719","0.02312"
"18.93000","1.57773","0.02328"
"18.93600","1.57820","0.02338"
"18.94200","1.57874","0.02348"
"18.94800","1.57922","0.02349"
"18.95400","1.57970","0.02348"
"18.96000","1.58018","0.02346"
"18.96600","1.58072","0.02345"
"18.97200","1.58119","0.02341"
"18.97800","1.58167","0.02341"
"18.98400","1.58215","0.02350"
"18.99000","1.58269","0.02358"
"18.99600","1.58317","0.02364"
"19.00200","1.58365","0.02366"
"19.00800","1.58418","0.02361"
"19.01400","1.58466","0.02366"
"19.02000","1.58520","0.02371"
"19.02600","1.58568","0.02386"
"19.03200","1.58616","0.02403"
"19.03800","1.58669","0.02404"
"19.04400","1.58717","0.02390"
"19.05000","1.58771","0.02380"
"19.05600","1.58819","0.02356"
"19.06200","1.58867","0.02342"
"19.06800","1.58921","0.02329"
"19.07400","1.58974","0.02312"
"19.08000","1.59022","0.02295"
"19.08600","1.59076","0.02298"
"19.09200","1.59124","0.02317"
"19.09800","1.59172","0.02336"
"19.10400","1.59225","0.02350"
"19.11000","1.59273","0.02348"
"19.11600","1.59321","0.02353"
"19.12200","1.59369","0.02362"
"19.12800","1.59423","0.02376"
"19.13400","1.59471","0.02383"
"19.14000","1.59518","0.02385"
"19.14600","1.59572","0.02382"
"19.15200","1.59620","0.02373"
"19.15800","1.59668","0.02371"
"19.16400","1.59722","0.02371"
"19.17000","1.59770","0.02363"
"19.17600","1.59817","0.02353"
"19.18200","1.59871","0.02355"
"19.18800","1.59919","0.02357"
"19.19400","1.59973","0.02363"
"19.20000","1.60021","0.02376"
"19.20600","1.60075","0.02378"
"19.21200","1.60128","0.02369"
"19.21800","1.60176","0.02370"
"19.22400","1.60224","0.02376"
"19.23000","1.60278","0.02387"
"19.23600","1.60326","0.02389"
"19.24200","1.60379","0.02377"
"19.24800","1.60427","0.02363"
"19.25400","1.60475","0.02366"
"19.26000","1.60523","0.02377"
"19.26600","1.60577","0.02387"
"19.27200","1.60625","0.02391"
"19.27800","1.60672","0.02389"
"19.28400","1.60720","0.02386"
"19.29000","1.60768","0.02382"
"19.29600","1.60822","0.02390"
"19.30200","1.60870","0.02400"
"19.30800","1.60918","0.02402"
"19.31400","1.60971","0.02396"
"19.32000","1.61019","0.02391"
"19.32600","1.61067","0.02400"
"19.33200","1.61121","0.02411"
"19.33800","1.61169","0.02416"
"19.34400","1.61222","0.02411"
"19.35000","1.61270","0.02407"
"19.35600","1.61324","0.02403"
"19.36200","1.61372","0.02398"
"19.36800","1.61426","0.02414"
"19.37400","1.61474","0.02425"
"19.38000","1.61521","0.02427"
"19.38600","1.61575","0.02434"
"19.39200","1.61623","0.02444"
"19.39800","1.61671","0.02451"
"19.40400","1.61719","0.02447"
"19.41000","1.61767","0.02436"
"19.41600","1.61820","0.02417"
"19.42200","1.61868","0.02411"
"19.42800","1.61916","0.02412"
"19.43400","1.61970","0.02408"
"19.44000","1.62018","0.02394"
"19.44600","1.62066","0.02384"
"19.45200","1.62119","0.02383"
"19.45800","1.62167","0.02389"
"19.46400","1.62215","0.02411"
"19.47000","1.62269","0.02436"
"19.47600","1.62317","0.02447"
"19.48200","1.62370","0.02451"
"19.48800","1.62418","0.02442"
"19.49400","1.62472","0.02429"
"19.50000","1.62520","0.02424"
"19.50600","1.62574","0.02416"
"19.51200","1.62622","0.02405"
"19.51800","1.62675","0.02400"
"19.52400","1.62723","0.02392"
"19.53000","1.62771","0.02389"
"19.53600","1.62825","0.02396"
"19.54200","1.62873","0.02407"
"19.54800","1.62921","0.02416"
"19.55400","1.62968","0.02410"
"19.56000","1.63022","0.02410"
"19.56600","1.63070","0.02416"
"19.57200","1.63118","0.02419"
"19.57800","1.63172","0.02425"
"19.58400","1.63219","0.02440"
"19.59000","1.63267","0.02453"
"19.59600","1.63321","0.02468"
"19.60200","1.63369","0.02484"
"19.60800","1.63423","0.02492"
"19.61400","1.63471","0.02480"
"19.62000","1.63518","0.02466"
"19.62600","1.63572","0.02457"
"19.63200","1.63620","0.02451"
"19.63800","1.63674","0.02445"
"19.64400","1.63728","0.02439"
"19.65000","1.63775","0.02439"
"19.65600","1.63829","0.02445"
"19.66200","1.63877","0.02460"
"19.66800","1.63925","0.02468"
"19.67400","1.63979","0.02465"
"19.68000","1.64027","0.02464"
"19.68600","1.64074","0.02451"
"19.69200","1.64128","0.02439"
"19.69800","1.64176","0.02438"
"19.70400","1.64224","0.02434"
"19.71000","1.64278","0.02417"
"19.71600","1.64326","0.02394"
"19.72200","1.64373","0.02383"
"19.72800","1.64427","0.02396"
"19.73400","1.64475","0.02416"
"19.74000","1.64523","0.02430"
"19.74600","1.64577","0.02442"
"19.75200","1.64625","0.02454"
"19.75800","1.64678","0.02476"
"19.76400","1.64726","0.02503"
"19.77000","1.64774","0.02515"
"19.77600","1.64828","0.02516"
"19.78200","1.64876","0.02507"
"19.78800","1.64929","0.02491"
"19.79400","1.64977","0.02481"
"19.80000","1.65025","0.02490"
"19.80600","1.65079","0.02494"
"19.81200","1.65127","0.02493"
"19.81800","1.65175","0.02486"
"19.82400","1.65228","0.02496"
"19.83000","1.65276","0.02519"
"19.83600","1.65324","0.02545"
"19.84200","1.65372","0.02561"
"19.84800","1.65426","0.02565"
"19.85400","1.65474","0.02552"
"19.86000","1.65521","0.02544"
"19.86600","1.65569","0.02536"
"19.87200","1.65623","0.02524"
"19.87800","1.65671","0.02514"
"19.88400","1.65719","0.02501"
"19.89000","1.65772","0.02494"
"19.89600","1.65820","0.02498"
"19.90200","1.65874","0.02505"
"19.90800","1.65922","0.02498"
"19.91400","1.65976","0.02491"
"19.92000","1.66024","0.02489"
"19.92600","1.66071","0.02505"
"19.93200","1.66125","0.02527"
"19.93800","1.66173","0.02544"
"19.94400","1.66227","0.02546"
"19.95000","1.66275","0.02534"
"19.95600","1.66323","0.02512"
"19.96200","1.66376","0.02492"
"19.96800","1.66424","0.02485"
"19.97400","1.66472","0.02473"
"19.98000","1.66520","0.02462"
"19.98600","1.66574","0.02461"
"19.99200","1.66621","0.02463"
"19.99800","1.66669","0.02476"
"20.00400","1.66723","0.02489"
"20.01000","1.66771","0.02516"
"20.01600","1.66819","0.02544"
"20.02200","1.66867","0.02559"
"20.02800","1.66920","0.02569"
"20.03400","1.66968","0.02580"
"20.04000","1.67016","0.02581"
"20.04600","1.67070","0.02570"
"20.05200","1.67118","0.02545"
"20.05800","1.67172","0.02524"
"20.06400","1.67219","0.02497"
"20.07000","1.67273","0.02490"
"20.07600","1.67321","0.02503"
"20.08200","1.67375","0.02518"
"20.08800","1.67423","0.02525"
"20.09400","1.67470","0.02532"
"20.10000","1.67524","0.02549"
"20.10600","1.67572","0.02560"
"20.11200","1.67620","0.02562"
"20.11800","1.67674","0.02560"
"20.12400","1.67722","0.02564"
"20.13000","1.67775","0.02571"
"20.13600","1.67823","0.02570"
"20.14200","1.67871","0.02564"
"20.14800","1.67925","0.02554"
"20.15400","1.67973","0.02539"
"20.16000","1.68021","0.02534"
"20.16600","1.68074","0.02548"
"20.17200","1.68122","0.02557"
"20.17800","1.68170","0.02557"
"20.18400","1.68224","0.02556"
"20.19000","1.68272","0.02561"
"20.19600","1.68325","0.02568"
"20.20200","1.68373","0.02574"
"20.20800","1.68427","0.02580"
"20.21400","1.68475","0.02574"
"20.22000","1.68523","0.02559"
"20.22600","1.68577","0.02539"
"20.23200","1.68624","0.02534"
"20.23800","1.68678","0.02541"
"20.24400","1.68726","0.02542"
"20.25000","1.68774","0.02550"
"20.25600","1.68822","0.02557"
"20.26200","1.68876","0.02561"
"20.26800","1.68923","0.02567"
"20.27400","1.68971","0.02576"
"20.28000","1.69019","0.02586"
"20.28600","1.69067","0.02580"
"20.29200","1.69121","0.02562"
"20.29800","1.69169","0.02554"
"20.30400","1.69216","0.02546"
"20.31000","1.69270","0.02534"
"20.31600","1.69318","0.02520"
"20.32200","1.69366","0.02503"
"20.32800","1.69420","0.02502"
"20.33400","1.69467","0.02513"
"20.34000","1.69521","0.02532"
"20.34600","1.69569","0.02543"
"20.35200","1.69623","0.02539"
"20.35800","1.69671","0.02511"
"20.36400","1.69725","0.02492"
"20.37000","1.69772","0.02483"
"20.37600","1.69826","0.02480"
"20.38200","1.69874","0.02488"
"20.38800","1.69922","0.02500"
"20.39400","1.69976","0.02507"
"20.40000","1.70024","0.02514"
"20.40600","1.70071","0.02522"
"20.41200","1.70125","0.02535"
"20.41800","1.70173","0.02552"
"20.42400","1.70221","0.02561"
"20.43000","1.70269","0.02577"
"20.43600","1.70316","0.02588"
"20.44200","1.70370","0.02594"
"20.44800","1.70418","0.02589"
"20.45400","1.70466","0.02571"
"20.46000","1.70520","0.02548"
"20.46600","1.70568","0.02527"
"20.47200","1.70615","0.02520"
"20.47800","1.70669","0.02534"
"20.48400","1.70717","0.02549"
"20.49000","1.70771","0.02548"
"20.49600","1.70819","0.02548"
"20.50200","1.70872","0.02547"
"20.50800","1.70920","0.02551"
"20.51400","1.70974","0.02549"
"20.52000","1.71022","0.02541"
"20.52600","1.71070","0.02527"
"20.53200","1.71124","0.02520"
"20.53800","1.71171","0.02523"
"20.54400","1.71219","0.02536"
"20.55000","1.71273","0.02545"
"20.55600","1.71321","0.02543"
"20.56200","1.71369","0.02541"
"20.56800","1.71417","0.02544"
"20.57400","1.71464","0.02557"
"20.58000","1.71518","0.02565"
"20.58600","1.71566","0.02562"
"20.59200","1.71614","0.02554"
"20.59800","1.71668","0.02556"
"20.60400","1.71716","0.02559"
"20.61000","1.71763","0.02581"
"20.61600","1.71817","0.02603"
"20.62200","1.71865","0.02600"
"20.62800","1.71919","0.02582"
"20.63400","1.71967","0.02580"
"20.64000","1.72020","0.02609"
"20.64600","1.72074","0.02634"
"20.65200","1.72122","0.02640"
"20.65800","1.72176","0.02634"
"20.66400","1.72224","0.02618"
"20.67000","1.72272","0.02600"
"20.67600","1.72319","0.02597"
"20.68200","1.72373","0.02603"
"20.68800","1.72421","0.02595"
"20.69400","1.72469","0.02591"
"20.70000","1.72523","0.02593"
"20.70600","1.72571","0.02600"
"20.71200","1.72624","0.02605"
"20.71800","1.72672","0.02605"
"20.72400","1.72720","0.02604"
"20.73000","1.72774","0.02600"
"20.73600","1.72822","0.02593"
"20.74200","1.72869","0.02604"
"20.74800","1.72923","0.02615"
"20.75400","1.72971","0.02620"
"20.76000","1.73019","0.02611"
"20.76600","1.73073","0.02598"
"20.77200","1.73121","0.02589"
"20.77800","1.73174","0.02596"
"20.78400","1.73222","0.02605"
"20.79000","1.73276","0.02602"
"20.79600","1.73324","0.02591"
"20.80200","1.73378","0.02580"
"20.80800","1.73426","0.02568"
"20.81400","1.73479","0.02563"
"20.82000","1.73527","0.02566"
"20.82600","1.73575","0.02578"
"20.83200","1.73623","0.02600"
"20.83800","1.73671","0.02619"
"20.84400","1.73724","0.02647"
"20.85000","1.73772","0.02664"
"20.85600","1.73820","0.02647"
"20.86200","1.73874","0.02624"
"20.86800","1.73922","0.02606"
"20.87400","1.73970","0.02604"
"20.88000","1.74023","0.02607"
"20.88600","1.74071","0.02606"
"20.89200","1.74119","0.02590"
"20.89800","1.74173","0.02574"
"20.90400","1.74221","0.02561"
"20.91000","1.74269","0.02559"
"20.91600","1.74322","0.02567"
"20.92200","1.74370","0.02576"
"20.92800","1.74424","0.02582"
"20.93400","1.74472","0.02595"
"20.94000","1.74526","0.02626"
"20.94600","1.74573","0.02652"
"20.95200","1.74621","0.02669"
"20.95800","1.74675","0.02671"
"20.96400","1.74723","0.02669"
"20.97000","1.74771","0.02665"
"20.97600","1.74819","0.02663"
"20.98200","1.74866","0.02663"
"20.98800","1.74920","0.02661"
"20.99400","1.74968","0.02647"
"21.00000","1.75016","0.02633"
"21.00600","1.75070","0.02631"
"21.01200","1.75118","0.02639"
"21.01800","1.75171","0.02649"
"21.02400","1.75219","0.02649"
"21.03000","1.75267","0.02643"
"21.03600","1.75321","0.02639"
"21.04200","1.75369","0.02634"
"21.04800","1.75417","0.02637"
"21.05400","1.75464","0.02647"
"21.06000","1.75518","0.02643"
"21.06600","1.75566","0.02635"
"21.07200","1.75614","0.02632"
"21.07800","1.75668","0.02631"
"21.08400","1.75715","0.02636"
"21.09000","1.75769","0.02644"
"21.09600","1.75817","0.02652"
"21.10200","1.75865","0.02652"
"21.10800","1.75919","0.02665"
"21.11400","1.75967","0.02679"
"21.12000","1.76020","0.02681"
"21.12600","1.76068","0.02680"
"21.13200","1.76116","0.02669"
"21.13800","1.76170","0.02656"
"21.14400","1.76218","0.02646"
"21.15000","1.76271","0.02641"
"21.15600","1.76319","0.02635"
"21.16200","1.76373","0.02625"
"21.16800","1.76421","0.02619"
"21.17400","1.76469","0.02610"
"21.18000","1.76523","0.02617"
"21.18600","1.76570","0.02626"
"21.19200","1.76624","0.02628"
"21.19800","1.76672","0.02627"
"21.20400","1.76720","0.02621"
"21.21000","1.76774","0.02623"
"21.21600","1.76822","0.02645"
"21.22200","1.76875","0.02662"
"21.22800","1.76923","0.02663"
"21.23400","1.76971","0.02660"
"21.24000","1.77025","0.02667"
"21.24600","1.77073","0.02684"
"21.25200","1.77121","0.02705"
"21.25800","1.77174","0.02716"
"21.26400","1.77222","0.02720"
"21.27000","1.77276","0.02713"
"21.27600","1.77324","0.02709"
"21.28200","1.77372","0.02707"
"21.28800","1.77425","0.02709"
"21.29400","1.77473","0.02712"
"21.30000","1.77521","0.02706"
"21.30600","1.77575","0.02706"
"21.31200","1.77623","0.02704"
"21.31800","1.77671","0.02700"
"21.32400","1.77724","0.02696"
"21.33000","1.77772","0.02698"
"21.33600","1.77820","0.02694"
"21.34200","1.77874","0.02706"
"21.34800","1.77922","0.02718"
"21.35400","1.77970","0.02724"
"21.36000","1.78017","0.02714"
"21.36600","1.78071","0.02707"
"21.37200","1.78119","0.02712"
"21.37800","1.78167","0.02726"
"21.38400","1.78221","0.02738"
"21.39000","1.78268","0.02736"
"21.39600","1.78316","0.02735"
"21.40200","1.78364","0.02728"
"21.40800","1.78418","0.02724"
"21.41400","1.78466","0.02726"
"21.42000","1.78520","0.02729"
"21.42600","1.78567","0.02727"
"21.43200","1.78621","0.02713"
"21.43800","1.78669","0.02698"
"21.44400","1.78723","0.02690"
"21.45000","1.78771","0.02693"
"21.45600","1.78819","0.02706"
"21.46200","1.78866","0.02720"
"21.46800","1.78920","0.02726"
"21.47400","1.78968","0.02737"
"21.48000","1.79022","0.02747"
"21.48600","1.79070","0.02748"
"21.49200","1.79117","0.02750"
"21.49800","1.79165","0.02753"
"21.50400","1.79219","0.02759"
"21.51000","1.79267","0.02763"
"21.51600","1.79315","0.02769"
"21.52200","1.79369","0.02755"
"21.52800","1.79416","0.02744"
"21.53400","1.79464","0.02736"
"21.54000","1.79518","0.02734"
"21.54600","1.79566","0.02734"
"21.55200","1.79620","0.02738"
"21.55800","1.79668","0.02746"
"21.56400","1.79721","0.02759"
"21.57000","1.79769","0.02768"
"21.57600","1.79817","0.02773"
"21.58200","1.79871","0.02780"
"21.58800","1.79919","0.02774"
"21.59400","1.79972","0.02771"
"21.60000","1.80020","0.02779"
"21.60600","1.80068","0.02793"
"21.61200","1.80116","0.02800"
"21.61800","1.80170","0.02804"
"21.62400","1.80218","0.02806"
"21.63000","1.80265","0.02798"
"21.63600","1.80319","0.02785"
"21.64200","1.80367","0.02778"
"21.64800","1.80415","0.02778"
"21.65400","1.80469","0.02782"
"21.66000","1.80517","0.02785"
"21.66600","1.80564","0.02783"
"21.67200","1.80618","0.02773"
"21.67800","1.80666","0.02772"
"21.68400","1.80714","0.02780"
"21.69000","1.80768","0.02783"
"21.69600","1.80816","0.02766"
"21.70200","1.80869","0.02761"
"21.70800","1.80917","0.02770"
"21.71400","1.80971","0.02782"
"21.72000","1.81019","0.02790"
"21.72600","1.81073","0.02787"
"21.73200","1.81120","0.02779"
"21.73800","1.81168","0.02774"
"21.74400","1.81222","0.02776"
"21.75000","1.81270","0.02784"
"21.75600","1.81324","0.02788"
"21.76200","1.81372","0.02784"
"21.76800","1.81419","0.02772"
"21.77400","1.81473","0.02762"
"21.78000","1.81521","0.02762"
"21.78600","1.81575","0.02751"
"21.79200","1.81623","0.02747"
"21.79800","1.81671","0.02741"
"21.80400","1.81724","0.02748"
"21.81000","1.81772","0.02763"
"21.81600","1.81826","0.02778"
"21.82200","1.81874","0.02791"
"21.82800","1.81922","0.02793"
"21.83400","1.81969","0.02786"
"21.84000","1.82023","0.02788"
"21.84600","1.82071","0.02789"
"21.85200","1.82119","0.02798"
"21.85800","1.82167","0.02803"
"21.86400","1.82221","0.02793"
"21.87000","1.82268","0.02772"
"21.87600","1.82322","0.02750"
"21.88200","1.82370","0.02750"
"21.88800","1.82424","0.02769"
"21.89400","1.82472","0.02786"
"21.90000","1.82520","0.02796"
"21.90600","1.82573","0.02802"
"21.91200","1.82621","0.02812"
"21.91800","1.82669","0.02822"
"21.92400","1.82723","0.02824"
"21.93000","1.82771","0.02813"
"21.93600","1.82824","0.02808"
"21.94200","1.82872","0.02817"
"21.94800","1.82920","0.02825"
"21.95400","1.82968","0.02824"
"21.96000","1.83022","0.02821"
"21.96600","1.83070","0.02814"
"21.97200","1.83117","0.02812"
"21.97800","1.83171","0.02813"
"21.98400","1.83219","0.02809"
"21.99000","1.83267","0.02801"
"21.99600","1.83321","0.02795"
"22.00200","1.83369","0.02790"
"22.00800","1.83416","0.02797"
"22.01400","1.83470","0.02811"
"22.02000","1.83518","0.02832"
"22.02600","1.83566","0.02845"
"22.03200","1.83620","0.02844"
"22.03800","1.83667","0.02833"
"22.04400","1.83715","0.02820"
"22.05000","1.83769","0.02819"
"22.05600","1.83817","0.02824"
"22.06200","1.83865","0.02826"
"22.06800","1.83919","0.02823"
"22.07400","1.83966","0.02817"
"22.08000","1.84020","0.02821"
"22.08600","1.84068","0.02836"
"22.09200","1.84122","0.02854"
"22.09800","1.84170","0.02868"
"22.10400","1.84224","0.02865"
"22.11000","1.84271","0.02856"
"22.11600","1.84319","0.02846"
"22.12200","1.84373","0.02834"
"22.12800","1.84421","0.02820"
"22.13400","1.84469","0.02807"
"22.14000","1.84522","0.02805"
"22.14600","1.84570","0.02813"
"22.15200","1.84618","0.02825"
"22.15800","1.84666","0.02832"
"22.16400","1.84720","0.02831"
"22.17000","1.84768","0.02825"
"22.17600","1.84815","0.02826"
"22.18200","1.84869","0.02834"
"22.18800","1.84917","0.02839"
"22.19400","1.84965","0.02841"
"22.20000","1.85019","0.02834"
"22.20600","1.85067","0.02830"
"22.21200","1.85120","0.02827"
"22.21800","1.85168","0.02815"
"22.22400","1.85222","0.02816"
"22.23000","1.85270","0.02823"
"22.23600","1.85324","0.02832"
"22.24200","1.85371","0.02840"
"22.24800","1.85419","0.02847"
"22.25400","1.85473","0.02853"
"22.26000","1.85521","0.02852"
"22.26600","1.85569","0.02847"
"22.27200","1.85623","0.02839"
"22.27800","1.85670","0.02836"
"22.28400","1.85718","0.02832"
"22.29000","1.85766","0.02828"
"22.29600","1.85820","0.02828"
"22.30200","1.85868","0.02825"
"22.30800","1.85922","0.02823"
"22.31400","1.85969","0.02825"
"22.32000","1.86017","0.02833"
"22.32600","1.86071","0.02845"
"22.33200","1.86119","0.02859"
"22.33800","1.86167","0.02870"
"22.34400","1.86220","0.02873"
"22.35000","1.86268","0.02877"
"22.35600","1.86322","0.02882"
"22.36200","1.86370","0.02889"
"22.36800","1.86424","0.02889"
"22.37400","1.86472","0.02883"
"22.38000","1.86525","0.02884"
"22.38600","1.86573","0.02887"
"22.39200","1.86621","0.02890"
"22.39800","1.86675","0.02894"
"22.40400","1.86723","0.02895"
"22.41000","1.86771","0.02894"
"22.41600","1.86824","0.02892"
"22.42200","1.86872","0.02905"
"22.42800","1.86920","0.02913"
"22.43400","1.86968","0.02906"
"22.44000","1.87022","0.02906"
"22.44600","1.87069","0.02913"
"22.45200","1.87117","0.02921"
"22.45800","1.87171","0.02927"
"22.46400","1.87219","0.02926"
"22.47000","1.87267","0.02919"
"22.47600","1.87321","0.02908"
"22.48200","1.87368","0.02907"
"22.48800","1.87416","0.02904"
"22.49400","1.87470","0.02893"
"22.50000","1.87518","0.02893"
"22.50600","1.87572","0.02881"
"22.51200","1.87620","0.02872"
"22.51800","1.87667","0.02874"
"22.52400","1.87721","0.02875"
"22.53000","1.87769","0.02875"
"22.53600","1.87817","0.02870"
"22.54200","1.87871","0.02863"
"22.54800","1.87918","0.02859"
"22.55400","1.87966","0.02867"
"22.56000","1.88014","0.02875"
"22.56600","1.88062","0.02883"
"22.57200","1.88116","0.02894"
"22.57800","1.88164","0.02914"
"22.58400","1.88211","0.02928"
"22.59000","1.88259","0.02931"
"22.59600","1.88313","0.02924"
"22.60200","1.88361","0.02920"
"22.60800","1.88409","0.02921"
"22.61400","1.88463","0.02924"
"22.62000","1.88510","0.02931"
"22.62600","1.88564","0.02929"
"22.63200","1.88612","0.02926"
"22.63800","1.88666","0.02928"
"22.64400","1.88714","0.02933"
"22.65000","1.88768","0.02927"
"22.65600","1.88815","0.02917"
"22.66200","1.88869","0.02910"
"22.66800","1.88917","0.02911"
"22.67400","1.88971","0.02922"
"22.68000","1.89019","0.02928"
"22.68600","1.89072","0.02933"
"22.69200","1.89120","0.02935"
"22.69800","1.89168","0.02931"
"22.70400","1.89216","0.02925"
"22.71000","1.89270","0.02918"
"22.71600","1.89318","0.02914"
"22.72200","1.89365","0.02911"
"22.72800","1.89419","0.02905"
"22.73400","1.89467","0.02890"
"22.74000","1.89515","0.02884"
"22.74600","1.89569","0.02888"
"22.75200","1.89617","0.02905"
"22.75800","1.89670","0.02924"
"22.76400","1.89718","0.02929"
"22.77000","1.89772","0.02929"
"22.77600","1.89820","0.02934"
"22.78200","1.89874","0.02938"
"22.78800","1.89921","0.02939"
"22.79400","1.89975","0.02936"
"22.80000","1.90023","0.02931"
"22.80600","1.90077","0.02934"
"22.81200","1.90125","0.02938"
"22.81800","1.90179","0.02941"
"22.82400","1.90226","0.02941"
"22.83000","1.90274","0.02939"
"22.83600","1.90322","0.02928"
"22.84200","1.90370","0.02914"
"22.84800","1.90424","0.02903"
"22.85400","1.90472","0.02897"
"22.86000","1.90519","0.02896"
"22.86600","1.90573","0.02886"
"22.87200","1.90621","0.02882"
"22.87800","1.90669","0.02873"
"22.88400","1.90723","0.02872"
"22.89000","1.90770","0.02877"
"22.89600","1.90818","0.02887"
"22.90200","1.90872","0.02892"
"22.90800","1.90920","0.02889"
"22.91400","1.90968","0.02885"
"22.92000","1.91022","0.02892"
"22.92600","1.91069","0.02896"
"22.93200","1.91123","0.02900"
"22.93800","1.91177","0.02906"
"22.94400","1.91225","0.02905"
"22.95000","1.91279","0.02905"
"22.95600","1.91327","0.02915"
"22.96200","1.91380","0.02922"
"22.96800","1.91428","0.02930"
