End date,"12/23/2016"
Specimen label,"24DG_90"
Maximum Load,"1.01062",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00002"
"0.00600","0.00006","0.00000"
"0.01200","0.00006","-0.00021"
"0.01800","0.00012","-0.00032"
"0.02400","0.00018","-0.00013"
"0.03000","0.00030","0.00014"
"0.03600","0.00042","0.00021"
"0.04200","0.00060","0.00006"
"0.04800","0.00078","0.00001"
"0.05400","0.00096","0.00005"
"0.06000","0.00120","0.00010"
"0.06600","0.00143","0.00020"
"0.07200","0.00167","0.00023"
"0.07800","0.00197","0.00016"
"0.08400","0.00227","0.00018"
"0.09000","0.00263","0.00029"
"0.09600","0.00305","0.00043"
"0.10200","0.00341","0.00052"
"0.10800","0.00389","0.00060"
"0.11400","0.00430","0.00067"
"0.12000","0.00484","0.00049"
"0.12600","0.00532","0.00034"
"0.13200","0.00586","0.00020"
"0.13800","0.00646","0.00020"
"0.14400","0.00706","0.00023"
"0.15000","0.00765","0.00021"
"0.15600","0.00831","0.00022"
"0.16200","0.00897","0.00026"
"0.16800","0.00963","0.00036"
"0.17400","0.01034","0.00044"
"0.18000","0.01100","0.00043"
"0.18600","0.01166","0.00035"
"0.19200","0.01238","0.00018"
"0.19800","0.01303","0.00001"
"0.20400","0.01375","0.00001"
"0.21000","0.01441","0.00012"
"0.21600","0.01513","0.00034"
"0.22200","0.01578","0.00050"
"0.22800","0.01650","0.00062"
"0.23400","0.01716","0.00080"
"0.24000","0.01782","0.00085"
"0.24600","0.01847","0.00081"
"0.25200","0.01913","0.00078"
"0.25800","0.01979","0.00078"
"0.26400","0.02045","0.00077"
"0.27000","0.02111","0.00073"
"0.27600","0.02170","0.00068"
"0.28200","0.02236","0.00075"
"0.28800","0.02302","0.00085"
"0.29400","0.02356","0.00094"
"0.30000","0.02415","0.00102"
"0.30600","0.02475","0.00095"
"0.31200","0.02535","0.00090"
"0.31800","0.02595","0.00096"
"0.32400","0.02649","0.00112"
"0.33000","0.02708","0.00123"
"0.33600","0.02768","0.00127"
"0.34200","0.02822","0.00117"
"0.34800","0.02882","0.00107"
"0.35400","0.02936","0.00098"
"0.36000","0.02995","0.00097"
"0.36600","0.03043","0.00104"
"0.37200","0.03103","0.00101"
"0.37800","0.03151","0.00102"
"0.38400","0.03211","0.00107"
"0.39000","0.03259","0.00120"
"0.39600","0.03312","0.00129"
"0.40200","0.03366","0.00137"
"0.40800","0.03420","0.00131"
"0.41400","0.03468","0.00129"
"0.42000","0.03522","0.00137"
"0.42600","0.03575","0.00146"
"0.43200","0.03623","0.00156"
"0.43800","0.03677","0.00154"
"0.44400","0.03725","0.00148"
"0.45000","0.03773","0.00153"
"0.45600","0.03827","0.00147"
"0.46200","0.03874","0.00137"
"0.46800","0.03928","0.00129"
"0.47400","0.03976","0.00120"
"0.48000","0.04030","0.00114"
"0.48600","0.04078","0.00110"
"0.49200","0.04131","0.00114"
"0.49800","0.04179","0.00128"
"0.50400","0.04227","0.00140"
"0.51000","0.04275","0.00145"
"0.51600","0.04329","0.00149"
"0.52200","0.04377","0.00142"
"0.52800","0.04424","0.00126"
"0.53400","0.04472","0.00120"
"0.54000","0.04526","0.00125"
"0.54600","0.04574","0.00130"
"0.55200","0.04628","0.00136"
"0.55800","0.04676","0.00139"
"0.56400","0.04729","0.00148"
"0.57000","0.04777","0.00166"
"0.57600","0.04825","0.00179"
"0.58200","0.04873","0.00196"
"0.58800","0.04921","0.00206"
"0.59400","0.04969","0.00194"
"0.60000","0.05022","0.00190"
"0.60600","0.05070","0.00194"
"0.61200","0.05118","0.00195"
"0.61800","0.05166","0.00193"
"0.62400","0.05220","0.00195"
"0.63000","0.05267","0.00205"
"0.63600","0.05321","0.00210"
"0.64200","0.05369","0.00207"
"0.64800","0.05417","0.00206"
"0.65400","0.05465","0.00209"
"0.66000","0.05519","0.00205"
"0.66600","0.05566","0.00193"
"0.67200","0.05620","0.00187"
"0.67800","0.05668","0.00185"
"0.68400","0.05716","0.00184"
"0.69000","0.05764","0.00183"
"0.69600","0.05818","0.00182"
"0.70200","0.05865","0.00181"
"0.70800","0.05913","0.00175"
"0.71400","0.05967","0.00188"
"0.72000","0.06015","0.00203"
"0.72600","0.06063","0.00199"
"0.73200","0.06116","0.00201"
"0.73800","0.06164","0.00210"
"0.74400","0.06212","0.00222"
"0.75000","0.06266","0.00235"
"0.75600","0.06314","0.00240"
"0.76200","0.06362","0.00240"
"0.76800","0.06415","0.00229"
"0.77400","0.06463","0.00209"
"0.78000","0.06511","0.00201"
"0.78600","0.06559","0.00193"
"0.79200","0.06613","0.00190"
"0.79800","0.06661","0.00190"
"0.80400","0.06714","0.00198"
"0.81000","0.06762","0.00195"
"0.81600","0.06816","0.00189"
"0.82200","0.06864","0.00193"
