End date,"2/26/2017"
Specimen label,"8AG_68"
Maximum Load,"0.28868",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00037"
"0.00600","0.00000","0.00055"
"0.01200","0.00000","0.00071"
"0.01800","0.00012","0.00080"
"0.02400","0.00018","0.00083"
"0.03000","0.00030","0.00072"
"0.03600","0.00042","0.00044"
"0.04200","0.00060","0.00034"
"0.04800","0.00084","0.00028"
"0.05400","0.00102","0.00025"
"0.06000","0.00132","0.00022"
"0.06600","0.00161","0.00010"
"0.07200","0.00197","-0.00009"
"0.07800","0.00233","-0.00021"
"0.08400","0.00269","-0.00035"
"0.09000","0.00311","-0.00041"
"0.09600","0.00359","-0.00045"
"0.10200","0.00401","-0.00045"
"0.10800","0.00448","-0.00026"
"0.11400","0.00502","-0.00009"
"0.12000","0.00556","0.00004"
"0.12600","0.00610","0.00032"
"0.13200","0.00670","0.00041"
"0.13800","0.00723","0.00032"
"0.14400","0.00789","0.00025"
"0.15000","0.00849","0.00026"
"0.15600","0.00915","0.00025"
"0.16200","0.00975","0.00025"
"0.16800","0.01046","0.00020"
"0.17400","0.01112","0.00007"
"0.18000","0.01178","-0.00006"
"0.18600","0.01250","0.00001"
"0.19200","0.01315","0.00015"
"0.19800","0.01381","0.00026"
"0.20400","0.01447","0.00037"
"0.21000","0.01519","0.00052"
"0.21600","0.01584","0.00062"
"0.22200","0.01650","0.00069"
"0.22800","0.01710","0.00081"
"0.23400","0.01776","0.00080"
"0.24000","0.01842","0.00067"
"0.24600","0.01901","0.00041"
"0.25200","0.01961","0.00021"
"0.25800","0.02027","0.00027"
"0.26400","0.02087","0.00039"
"0.27000","0.02146","0.00049"
"0.27600","0.02212","0.00063"
"0.28200","0.02272","0.00083"
"0.28800","0.02332","0.00092"
"0.29400","0.02398","0.00101"
"0.30000","0.02451","0.00111"
"0.30600","0.02511","0.00119"
"0.31200","0.02565","0.00117"
"0.31800","0.02625","0.00117"
"0.32400","0.02679","0.00122"
"0.33000","0.02738","0.00114"
"0.33600","0.02792","0.00090"
"0.34200","0.02846","0.00073"
"0.34800","0.02900","0.00072"
"0.35400","0.02954","0.00065"
"0.36000","0.03007","0.00055"
"0.36600","0.03061","0.00049"
"0.37200","0.03109","0.00049"
"0.37800","0.03163","0.00043"
"0.38400","0.03217","0.00040"
"0.39000","0.03270","0.00052"
"0.39600","0.03318","0.00054"
"0.40200","0.03372","0.00052"
"0.40800","0.03426","0.00055"
"0.41400","0.03474","0.00045"
"0.42000","0.03528","0.00033"
"0.42600","0.03581","0.00037"
"0.43200","0.03629","0.00050"
"0.43800","0.03683","0.00057"
"0.44400","0.03731","0.00052"
"0.45000","0.03779","0.00045"
"0.45600","0.03833","0.00038"
"0.46200","0.03880","0.00027"
"0.46800","0.03934","0.00026"
"0.47400","0.03982","0.00023"
"0.48000","0.04030","0.00025"
"0.48600","0.04084","0.00030"
"0.49200","0.04131","0.00034"
"0.49800","0.04179","0.00050"
"0.50400","0.04233","0.00058"
"0.51000","0.04281","0.00049"
"0.51600","0.04329","0.00044"
"0.52200","0.04383","0.00064"
"0.52800","0.04430","0.00090"
"0.53400","0.04478","0.00096"
"0.54000","0.04532","0.00108"
"0.54600","0.04580","0.00113"
"0.55200","0.04634","0.00110"
"0.55800","0.04682","0.00123"
"0.56400","0.04729","0.00135"
"0.57000","0.04783","0.00133"
"0.57600","0.04831","0.00127"
"0.58200","0.04879","0.00123"
"0.58800","0.04933","0.00108"
"0.59400","0.04980","0.00093"
"0.60000","0.05028","0.00082"
"0.60600","0.05076","0.00074"
"0.61200","0.05124","0.00065"
"0.61800","0.05178","0.00057"
"0.62400","0.05226","0.00054"
"0.63000","0.05273","0.00056"
"0.63600","0.05321","0.00048"
"0.64200","0.05369","0.00051"
"0.64800","0.05417","0.00050"
"0.65400","0.05471","0.00039"
"0.66000","0.05519","0.00049"
"0.66600","0.05566","0.00072"
"0.67200","0.05620","0.00089"
"0.67800","0.05668","0.00098"
"0.68400","0.05722","0.00102"
"0.69000","0.05770","0.00109"
"0.69600","0.05818","0.00120"
"0.70200","0.05871","0.00118"
"0.70800","0.05919","0.00119"
"0.71400","0.05967","0.00119"
"0.72000","0.06021","0.00118"
"0.72600","0.06069","0.00120"
"0.73200","0.06116","0.00109"
"0.73800","0.06164","0.00097"
"0.74400","0.06212","0.00086"
"0.75000","0.06266","0.00078"
"0.75600","0.06314","0.00073"
"0.76200","0.06362","0.00081"
"0.76800","0.06415","0.00089"
"0.77400","0.06463","0.00109"
"0.78000","0.06517","0.00130"
"0.78600","0.06565","0.00146"
"0.79200","0.06619","0.00156"
"0.79800","0.06667","0.00151"
"0.80400","0.06720","0.00132"
"0.81000","0.06768","0.00133"
"0.81600","0.06822","0.00130"
"0.82200","0.06870","0.00114"
"0.82800","0.06924","0.00102"
"0.83400","0.06977","0.00088"
"0.84000","0.07025","0.00091"
"0.84600","0.07073","0.00086"
"0.85200","0.07127","0.00074"
"0.85800","0.07175","0.00071"
"0.86400","0.07229","0.00072"
"0.87000","0.07276","0.00058"
"0.87600","0.07324","0.00047"
"0.88200","0.07378","0.00042"
"0.88800","0.07426","0.00058"
"0.89400","0.07474","0.00087"
"0.90000","0.07528","0.00112"
"0.90600","0.07575","0.00131"
"0.91200","0.07623","0.00147"
"0.91800","0.07677","0.00160"
"0.92400","0.07725","0.00178"
"0.93000","0.07779","0.00194"
"0.93600","0.07826","0.00195"
"0.94200","0.07874","0.00189"
"0.94800","0.07928","0.00167"
"0.95400","0.07976","0.00153"
"0.96000","0.08024","0.00154"
"0.96600","0.08078","0.00159"
"0.97200","0.08125","0.00163"
"0.97800","0.08173","0.00155"
"0.98400","0.08227","0.00152"
"0.99000","0.08275","0.00159"
"0.99600","0.08329","0.00159"
"1.00200","0.08377","0.00152"
"1.00800","0.08430","0.00142"
"1.01400","0.08478","0.00137"
"1.02000","0.08526","0.00127"
"1.02600","0.08580","0.00105"
"1.03200","0.08628","0.00084"
"1.03800","0.08675","0.00067"
"1.04400","0.08729","0.00072"
"1.05000","0.08777","0.00077"
"1.05600","0.08825","0.00081"
"1.06200","0.08879","0.00089"
"1.06800","0.08927","0.00095"
"1.07400","0.08974","0.00103"
"1.08000","0.09028","0.00112"
"1.08600","0.09076","0.00121"
"1.09200","0.09124","0.00124"
"1.09800","0.09178","0.00109"
"1.10400","0.09226","0.00092"
"1.11000","0.09273","0.00076"
"1.11600","0.09327","0.00076"
"1.12200","0.09375","0.00094"
"1.12800","0.09423","0.00113"
"1.13400","0.09477","0.00119"
"1.14000","0.09524","0.00123"
"1.14600","0.09578","0.00133"
"1.15200","0.09626","0.00142"
"1.15800","0.09680","0.00151"
"1.16400","0.09728","0.00174"
"1.17000","0.09782","0.00189"
"1.17600","0.09829","0.00186"
"1.18200","0.09877","0.00168"
"1.18800","0.09925","0.00145"
"1.19400","0.09973","0.00142"
"1.20000","0.10027","0.00136"
"1.20600","0.10075","0.00139"
"1.21200","0.10122","0.00144"
"1.21800","0.10170","0.00132"
"1.22400","0.10218","0.00137"
"1.23000","0.10272","0.00134"
"1.23600","0.10320","0.00117"
"1.24200","0.10368","0.00096"
"1.24800","0.10421","0.00089"
"1.25400","0.10469","0.00082"
"1.26000","0.10517","0.00086"
"1.26600","0.10565","0.00089"
"1.27200","0.10619","0.00103"
"1.27800","0.10666","0.00111"
"1.28400","0.10714","0.00116"
"1.29000","0.10768","0.00120"
"1.29600","0.10816","0.00120"
"1.30200","0.10870","0.00123"
"1.30800","0.10924","0.00135"
"1.31400","0.10971","0.00132"
"1.32000","0.11019","0.00120"
"1.32600","0.11073","0.00115"
"1.33200","0.11121","0.00110"
"1.33800","0.11169","0.00107"
"1.34400","0.11222","0.00093"
"1.35000","0.11270","0.00088"
"1.35600","0.11318","0.00104"
"1.36200","0.11372","0.00127"
"1.36800","0.11420","0.00152"
"1.37400","0.11468","0.00163"
"1.38000","0.11521","0.00158"
"1.38600","0.11569","0.00154"
"1.39200","0.11623","0.00164"
"1.39800","0.11671","0.00169"
"1.40400","0.11719","0.00164"
"1.41000","0.11773","0.00156"
"1.41600","0.11820","0.00155"
"1.42200","0.11874","0.00147"
"1.42800","0.11922","0.00133"
"1.43400","0.11976","0.00135"
"1.44000","0.12030","0.00153"
"1.44600","0.12077","0.00174"
"1.45200","0.12131","0.00192"
"1.45800","0.12179","0.00199"
"1.46400","0.12227","0.00192"
"1.47000","0.12281","0.00186"
"1.47600","0.12329","0.00189"
"1.48200","0.12376","0.00194"
"1.48800","0.12424","0.00187"
"1.49400","0.12478","0.00182"
"1.50000","0.12526","0.00170"
"1.50600","0.12574","0.00164"
"1.51200","0.12622","0.00165"
"1.51800","0.12669","0.00160"
"1.52400","0.12723","0.00156"
"1.53000","0.12771","0.00139"
"1.53600","0.12819","0.00125"
"1.54200","0.12867","0.00124"
"1.54800","0.12921","0.00131"
"1.55400","0.12968","0.00130"
"1.56000","0.13022","0.00139"
"1.56600","0.13070","0.00141"
"1.57200","0.13124","0.00128"
"1.57800","0.13172","0.00112"
"1.58400","0.13225","0.00102"
"1.59000","0.13273","0.00108"
"1.59600","0.13327","0.00117"
"1.60200","0.13375","0.00136"
"1.60800","0.13423","0.00154"
"1.61400","0.13477","0.00161"
"1.62000","0.13524","0.00162"
"1.62600","0.13572","0.00168"
