End date,"11/4/2016"
Specimen label,""
Maximum Load,"1.49282",N

Time,Extension,Load
(s),(mm),(N)
"45.58800","3.79915","0.01467"
"45.59400","3.79962","0.01466"
"45.60000","3.80010","0.01471"
"45.60600","3.80064","0.01469"
"45.61200","3.80112","0.01457"
"45.61800","3.80160","0.01454"
"45.62400","3.80214","0.01449"
"45.63000","3.80261","0.01448"
"45.63600","3.80309","0.01454"
"45.64200","3.80363","0.01458"
"45.64800","3.80411","0.01462"
"45.65400","3.80465","0.01464"
"45.66000","3.80513","0.01477"
"45.66600","3.80560","0.01483"
"45.67200","3.80614","0.01488"
"45.67800","3.80662","0.01500"
"45.68400","3.80710","0.01519"
"45.69000","3.80764","0.01522"
"45.69600","3.80812","0.01534"
"45.70200","3.80859","0.01555"
"45.70800","3.80913","0.01566"
"45.71400","3.80961","0.01578"
"45.72000","3.81009","0.01587"
"45.72600","3.81063","0.01586"
"45.73200","3.81110","0.01590"
"45.73800","3.81164","0.01598"
"45.74400","3.81212","0.01599"
"45.75000","3.81266","0.01593"
"45.75600","3.81314","0.01581"
"45.76200","3.81362","0.01560"
"45.76800","3.81415","0.01536"
"45.77400","3.81463","0.01514"
"45.78000","3.81511","0.01496"
"45.78600","3.81559","0.01487"
"45.79200","3.81613","0.01477"
"45.79800","3.81661","0.01467"
"45.80400","3.81714","0.01464"
"45.81000","3.81762","0.01464"
"45.81600","3.81816","0.01478"
"45.82200","3.81864","0.01488"
"45.82800","3.81912","0.01500"
"45.83400","3.81965","0.01507"
"45.84000","3.82013","0.01510"
"45.84600","3.82061","0.01515"
"45.85200","3.82109","0.01525"
"45.85800","3.82157","0.01521"
"45.86400","3.82205","0.01509"
"45.87000","3.82258","0.01490"
"45.87600","3.82306","0.01477"
"45.88200","3.82354","0.01476"
"45.88800","3.82408","0.01484"
"45.89400","3.82456","0.01490"
"45.90000","3.82504","0.01493"
"45.90600","3.82557","0.01507"
"45.91200","3.82605","0.01523"
"45.91800","3.82653","0.01526"
"45.92400","3.82707","0.01522"
"45.93000","3.82755","0.01529"
"45.93600","3.82808","0.01520"
"45.94200","3.82856","0.01518"
"45.94800","3.82910","0.01512"
"45.95400","3.82958","0.01506"
"45.96000","3.83006","0.01511"
"45.96600","3.83060","0.01519"
"45.97200","3.83107","0.01521"
"45.97800","3.83161","0.01520"
"45.98400","3.83209","0.01518"
"45.99000","3.83257","0.01516"
"45.99600","3.83305","0.01522"
"46.00200","3.83359","0.01519"
"46.00800","3.83406","0.01514"
"46.01400","3.83454","0.01519"
"46.02000","3.83508","0.01523"
"46.02600","3.83556","0.01523"
"46.03200","3.83604","0.01525"
"46.03800","3.83658","0.01532"
"46.04400","3.83705","0.01523"
"46.05000","3.83759","0.01512"
"46.05600","3.83807","0.01516"
"46.06200","3.83861","0.01532"
"46.06800","3.83909","0.01554"
"46.07400","3.83962","0.01567"
"46.08000","3.84010","0.01567"
"46.08600","3.84064","0.01561"
"46.09200","3.84112","0.01556"
"46.09800","3.84166","0.01560"
"46.10400","3.84214","0.01559"
"46.11000","3.84261","0.01555"
"46.11600","3.84315","0.01545"
"46.12200","3.84363","0.01543"
"46.12800","3.84417","0.01560"
"46.13400","3.84465","0.01569"
"46.14000","3.84512","0.01571"
"46.14600","3.84566","0.01574"
"46.15200","3.84614","0.01567"
"46.15800","3.84662","0.01552"
"46.16400","3.84716","0.01553"
"46.17000","3.84764","0.01563"
"46.17600","3.84811","0.01566"
"46.18200","3.84865","0.01582"
"46.18800","3.84913","0.01596"
"46.19400","3.84961","0.01614"
"46.20000","3.85009","0.01616"
"46.20600","3.85063","0.01584"
"46.21200","3.85110","0.01559"
"46.21800","3.85164","0.01552"
"46.22400","3.85212","0.01539"
"46.23000","3.85266","0.01536"
"46.23600","3.85314","0.01545"
"46.24200","3.85367","0.01545"
"46.24800","3.85415","0.01557"
"46.25400","3.85463","0.01574"
"46.26000","3.85517","0.01571"
"46.26600","3.85565","0.01561"
"46.27200","3.85619","0.01541"
"46.27800","3.85666","0.01533"
"46.28400","3.85714","0.01535"
"46.29000","3.85762","0.01538"
"46.29600","3.85816","0.01556"
"46.30200","3.85864","0.01566"
"46.30800","3.85912","0.01576"
"46.31400","3.85965","0.01595"
"46.32000","3.86013","0.01610"
"46.32600","3.86061","0.01623"
"46.33200","3.86115","0.01624"
"46.33800","3.86163","0.01619"
"46.34400","3.86216","0.01613"
"46.35000","3.86264","0.01607"
"46.35600","3.86312","0.01604"
"46.36200","3.86366","0.01595"
"46.36800","3.86414","0.01591"
"46.37400","3.86468","0.01592"
"46.38000","3.86515","0.01595"
"46.38600","3.86569","0.01592"
"46.39200","3.86617","0.01581"
"46.39800","3.86665","0.01574"
"46.40400","3.86713","0.01567"
"46.41000","3.86767","0.01561"
"46.41600","3.86814","0.01569"
"46.42200","3.86862","0.01578"
"46.42800","3.86910","0.01586"
"46.43400","3.86964","0.01581"
"46.44000","3.87012","0.01569"
"46.44600","3.87060","0.01562"
"46.45200","3.87113","0.01557"
"46.45800","3.87161","0.01559"
"46.46400","3.87209","0.01565"
"46.47000","3.87257","0.01589"
"46.47600","3.87311","0.01601"
"46.48200","3.87358","0.01613"
"46.48800","3.87406","0.01620"
"46.49400","3.87460","0.01619"
"46.50000","3.87508","0.01615"
"46.50600","3.87556","0.01616"
"46.51200","3.87610","0.01609"
"46.51800","3.87657","0.01595"
"46.52400","3.87711","0.01587"
"46.53000","3.87759","0.01583"
"46.53600","3.87813","0.01592"
"46.54200","3.87861","0.01601"
"46.54800","3.87909","0.01594"
"46.55400","3.87962","0.01592"
"46.56000","3.88010","0.01606"
"46.56600","3.88064","0.01608"
"46.57200","3.88112","0.01598"
"46.57800","3.88166","0.01580"
"46.58400","3.88213","0.01567"
"46.59000","3.88261","0.01567"
"46.59600","3.88315","0.01586"
"46.60200","3.88363","0.01596"
"46.60800","3.88411","0.01607"
"46.61400","3.88465","0.01609"
"46.62000","3.88512","0.01607"
"46.62600","3.88566","0.01619"
"46.63200","3.88614","0.01635"
"46.63800","3.88662","0.01641"
"46.64400","3.88716","0.01635"
"46.65000","3.88763","0.01616"
"46.65600","3.88811","0.01593"
"46.66200","3.88865","0.01589"
"46.66800","3.88913","0.01601"
"46.67400","3.88967","0.01610"
"46.68000","3.89015","0.01618"
"46.68600","3.89068","0.01618"
"46.69200","3.89116","0.01611"
"46.69800","3.89170","0.01609"
"46.70400","3.89218","0.01604"
"46.71000","3.89266","0.01604"
"46.71600","3.89320","0.01601"
"46.72200","3.89367","0.01601"
"46.72800","3.89415","0.01591"
"46.73400","3.89469","0.01587"
"46.74000","3.89517","0.01585"
"46.74600","3.89565","0.01586"
"46.75200","3.89619","0.01580"
"46.75800","3.89666","0.01569"
"46.76400","3.89720","0.01571"
"46.77000","3.89768","0.01571"
"46.77600","3.89816","0.01569"
"46.78200","3.89864","0.01570"
"46.78800","3.89917","0.01574"
"46.79400","3.89965","0.01595"
"46.80000","3.90013","0.01610"
"46.80600","3.90067","0.01604"
"46.81200","3.90115","0.01607"
"46.81800","3.90169","0.01610"
"46.82400","3.90216","0.01601"
"46.83000","3.90264","0.01605"
"46.83600","3.90318","0.01606"
"46.84200","3.90366","0.01599"
"46.84800","3.90414","0.01593"
"46.85400","3.90468","0.01593"
"46.86000","3.90515","0.01596"
"46.86600","3.90563","0.01600"
"46.87200","3.90617","0.01600"
"46.87800","3.90665","0.01617"
"46.88400","3.90713","0.01625"
"46.89000","3.90766","0.01618"
"46.89600","3.90814","0.01605"
"46.90200","3.90862","0.01592"
"46.90800","3.90910","0.01588"
"46.91400","3.90958","0.01574"
"46.92000","3.91012","0.01561"
"46.92600","3.91059","0.01558"
"46.93200","3.91107","0.01577"
"46.93800","3.91161","0.01593"
"46.94400","3.91209","0.01607"
"46.95000","3.91257","0.01611"
"46.95600","3.91311","0.01610"
"46.96200","3.91358","0.01610"
"46.96800","3.91412","0.01606"
"46.97400","3.91460","0.01613"
"46.98000","3.91508","0.01628"
"46.98600","3.91562","0.01628"
"46.99200","3.91609","0.01621"
"46.99800","3.91663","0.01628"
"47.00400","3.91711","0.01637"
"47.01000","3.91759","0.01647"
"47.01600","3.91813","0.01658"
"47.02200","3.91861","0.01676"
"47.02800","3.91908","0.01688"
"47.03400","3.91962","0.01688"
"47.04000","3.92010","0.01675"
"47.04600","3.92058","0.01671"
"47.05200","3.92106","0.01658"
"47.05800","3.92154","0.01657"
"47.06400","3.92207","0.01665"
"47.07000","3.92255","0.01670"
"47.07600","3.92303","0.01670"
"47.08200","3.92357","0.01670"
"47.08800","3.92405","0.01662"
"47.09400","3.92458","0.01646"
"47.10000","3.92506","0.01642"
"47.10600","3.92560","0.01635"
"47.11200","3.92608","0.01633"
"47.11800","3.92662","0.01647"
"47.12400","3.92710","0.01652"
"47.13000","3.92763","0.01656"
"47.13600","3.92811","0.01654"
"47.14200","3.92859","0.01636"
"47.14800","3.92913","0.01615"
"47.15400","3.92961","0.01592"
"47.16000","3.93009","0.01574"
"47.16600","3.93062","0.01573"
"47.17200","3.93110","0.01589"
"47.17800","3.93164","0.01602"
"47.18400","3.93212","0.01614"
"47.19000","3.93260","0.01619"
"47.19600","3.93314","0.01620"
"47.20200","3.93361","0.01615"
"47.20800","3.93409","0.01620"
"47.21400","3.93463","0.01626"
"47.22000","3.93511","0.01630"
"47.22600","3.93559","0.01640"
"47.23200","3.93612","0.01646"
"47.23800","3.93660","0.01656"
"47.24400","3.93714","0.01669"
"47.25000","3.93762","0.01668"
"47.25600","3.93816","0.01664"
"47.26200","3.93864","0.01666"
"47.26800","3.93911","0.01666"
"47.27400","3.93965","0.01668"
"47.28000","3.94013","0.01661"
"47.28600","3.94067","0.01655"
"47.29200","3.94115","0.01648"
"47.29800","3.94162","0.01650"
"47.30400","3.94210","0.01659"
"47.31000","3.94264","0.01646"
"47.31600","3.94312","0.01632"
"47.32200","3.94366","0.01632"
"47.32800","3.94414","0.01627"
"47.33400","3.94461","0.01630"
"47.34000","3.94515","0.01631"
"47.34600","3.94563","0.01632"
"47.35200","3.94617","0.01635"
"47.35800","3.94665","0.01643"
"47.36400","3.94713","0.01660"
"47.37000","3.94766","0.01675"
"47.37600","3.94814","0.01677"
"47.38200","3.94862","0.01675"
"47.38800","3.94916","0.01661"
"47.39400","3.94964","0.01649"
"47.40000","3.95017","0.01639"
"47.40600","3.95065","0.01632"
"47.41200","3.95119","0.01635"
"47.41800","3.95167","0.01653"
"47.42400","3.95215","0.01662"
"47.43000","3.95263","0.01659"
"47.43600","3.95316","0.01653"
"47.44200","3.95364","0.01638"
"47.44800","3.95412","0.01636"
"47.45400","3.95460","0.01642"
"47.46000","3.95508","0.01648"
"47.46600","3.95562","0.01650"
"47.47200","3.95609","0.01631"
"47.47800","3.95657","0.01619"
"47.48400","3.95711","0.01613"
"47.49000","3.95759","0.01600"
"47.49600","3.95813","0.01592"
"47.50200","3.95861","0.01594"
"47.50800","3.95908","0.01602"
"47.51400","3.95962","0.01621"
"47.52000","3.96010","0.01639"
"47.52600","3.96064","0.01648"
"47.53200","3.96112","0.01655"
"47.53800","3.96159","0.01657"
"47.54400","3.96213","0.01663"
"47.55000","3.96261","0.01669"
"47.55600","3.96309","0.01683"
"47.56200","3.96363","0.01675"
"47.56800","3.96411","0.01673"
"47.57400","3.96458","0.01671"
"47.58000","3.96512","0.01666"
"47.58600","3.96560","0.01660"
"47.59200","3.96608","0.01661"
"47.59800","3.96656","0.01678"
"47.60400","3.96704","0.01690"
"47.61000","3.96757","0.01688"
"47.61600","3.96805","0.01671"
"47.62200","3.96853","0.01648"
"47.62800","3.96907","0.01642"
"47.63400","3.96955","0.01632"
"47.64000","3.97008","0.01612"
"47.64600","3.97056","0.01615"
"47.65200","3.97110","0.01628"
"47.65800","3.97158","0.01646"
"47.66400","3.97212","0.01662"
"47.67000","3.97260","0.01672"
"47.67600","3.97313","0.01671"
"47.68200","3.97361","0.01675"
"47.68800","3.97415","0.01678"
"47.69400","3.97463","0.01689"
"47.70000","3.97517","0.01701"
"47.70600","3.97565","0.01707"
"47.71200","3.97612","0.01705"
"47.71800","3.97666","0.01700"
"47.72400","3.97714","0.01690"
"47.73000","3.97762","0.01692"
"47.73600","3.97816","0.01692"
"47.74200","3.97863","0.01684"
"47.74800","3.97917","0.01673"
"47.75400","3.97965","0.01661"
"47.76000","3.98013","0.01659"
"47.76600","3.98067","0.01659"
"47.77200","3.98115","0.01663"
"47.77800","3.98162","0.01673"
"47.78400","3.98216","0.01667"
"47.79000","3.98264","0.01643"
"47.79600","3.98312","0.01638"
"47.80200","3.98366","0.01644"
"47.80800","3.98420","0.01641"
"47.81400","3.98467","0.01646"
"47.82000","3.98521","0.01650"
"47.82600","3.98569","0.01663"
"47.83200","3.98617","0.01667"
"47.83800","3.98671","0.01660"
"47.84400","3.98718","0.01665"
"47.85000","3.98766","0.01670"
"47.85600","3.98814","0.01666"
"47.86200","3.98868","0.01668"
"47.86800","3.98916","0.01664"
"47.87400","3.98964","0.01655"
"47.88000","3.99017","0.01654"
"47.88600","3.99065","0.01662"
"47.89200","3.99113","0.01676"
"47.89800","3.99167","0.01680"
"47.90400","3.99215","0.01677"
"47.91000","3.99263","0.01684"
"47.91600","3.99316","0.01702"
"47.92200","3.99364","0.01703"
"47.92800","3.99412","0.01697"
"47.93400","3.99466","0.01694"
"47.94000","3.99514","0.01694"
"47.94600","3.99567","0.01692"
"47.95200","3.99615","0.01686"
"47.95800","3.99669","0.01685"
"47.96400","3.99717","0.01683"
"47.97000","3.99771","0.01671"
"47.97600","3.99819","0.01660"
"47.98200","3.99866","0.01664"
"47.98800","3.99914","0.01672"
"47.99400","3.99962","0.01679"
"48.00000","4.00016","0.01690"
"48.00600","4.00064","0.01701"
"48.01200","4.00112","0.01710"
"48.01800","4.00159","0.01716"
"48.02400","4.00207","0.01716"
"48.03000","4.00255","0.01716"
"48.03600","4.00309","0.01711"
"48.04200","4.00357","0.01703"
"48.04800","4.00405","0.01686"
"48.05400","4.00458","0.01668"
"48.06000","4.00506","0.01653"
"48.06600","4.00554","0.01649"
"48.07200","4.00608","0.01649"
"48.07800","4.00656","0.01652"
"48.08400","4.00703","0.01665"
"48.09000","4.00757","0.01681"
"48.09600","4.00805","0.01697"
"48.10200","4.00859","0.01711"
"48.10800","4.00907","0.01724"
"48.11400","4.00955","0.01734"
"48.12000","4.01008","0.01736"
"48.12600","4.01056","0.01741"
"48.13200","4.01104","0.01749"
"48.13800","4.01158","0.01757"
"48.14400","4.01206","0.01752"
"48.15000","4.01254","0.01733"
"48.15600","4.01301","0.01714"
"48.16200","4.01355","0.01708"
"48.16800","4.01403","0.01693"
"48.17400","4.01457","0.01678"
"48.18000","4.01505","0.01681"
"48.18600","4.01552","0.01683"
"48.19200","4.01606","0.01678"
"48.19800","4.01654","0.01678"
"48.20400","4.01708","0.01682"
"48.21000","4.01756","0.01681"
"48.21600","4.01804","0.01682"
"48.22200","4.01857","0.01688"
"48.22800","4.01905","0.01694"
"48.23400","4.01959","0.01705"
"48.24000","4.02013","0.01714"
"48.24600","4.02061","0.01725"
"48.25200","4.02114","0.01735"
"48.25800","4.02162","0.01738"
"48.26400","4.02216","0.01735"
"48.27000","4.02264","0.01737"
"48.27600","4.02318","0.01733"
"48.28200","4.02366","0.01743"
"48.28800","4.02413","0.01749"
"48.29400","4.02467","0.01747"
"48.30000","4.02515","0.01731"
"48.30600","4.02563","0.01716"
"48.31200","4.02617","0.01714"
"48.31800","4.02665","0.01713"
"48.32400","4.02712","0.01713"
"48.33000","4.02766","0.01717"
"48.33600","4.02814","0.01725"
"48.34200","4.02862","0.01733"
"48.34800","4.02910","0.01747"
"48.35400","4.02963","0.01749"
"48.36000","4.03011","0.01745"
"48.36600","4.03059","0.01726"
"48.37200","4.03113","0.01716"
"48.37800","4.03167","0.01722"
"48.38400","4.03215","0.01728"
"48.39000","4.03268","0.01731"
"48.39600","4.03316","0.01742"
"48.40200","4.03370","0.01752"
"48.40800","4.03418","0.01757"
"48.41400","4.03466","0.01760"
"48.42000","4.03514","0.01753"
"48.42600","4.03567","0.01752"
"48.43200","4.03615","0.01758"
"48.43800","4.03663","0.01755"
"48.44400","4.03711","0.01744"
"48.45000","4.03765","0.01731"
"48.45600","4.03813","0.01718"
"48.46200","4.03866","0.01716"
"48.46800","4.03914","0.01717"
"48.47400","4.03962","0.01716"
"48.48000","4.04016","0.01722"
"48.48600","4.04064","0.01727"
"48.49200","4.04111","0.01728"
"48.49800","4.04165","0.01742"
"48.50400","4.04213","0.01743"
"48.51000","4.04261","0.01746"
"48.51600","4.04315","0.01739"
"48.52200","4.04363","0.01724"
"48.52800","4.04416","0.01724"
"48.53400","4.04470","0.01731"
"48.54000","4.04518","0.01740"
"48.54600","4.04566","0.01734"
"48.55200","4.04614","0.01724"
"48.55800","4.04668","0.01716"
"48.56400","4.04715","0.01715"
"48.57000","4.04763","0.01726"
"48.57600","4.04811","0.01740"
"48.58200","4.04859","0.01757"
"48.58800","4.04907","0.01760"
"48.59400","4.04960","0.01769"
"48.60000","4.05008","0.01783"
"48.60600","4.05056","0.01795"
"48.61200","4.05110","0.01806"
"48.61800","4.05158","0.01801"
"48.62400","4.05206","0.01787"
"48.63000","4.05253","0.01781"
"48.63600","4.05307","0.01781"
"48.64200","4.05355","0.01777"
"48.64800","4.05403","0.01765"
"48.65400","4.05457","0.01757"
"48.66000","4.05505","0.01762"
"48.66600","4.05558","0.01767"
"48.67200","4.05606","0.01756"
"48.67800","4.05660","0.01742"
"48.68400","4.05708","0.01739"
"48.69000","4.05762","0.01736"
"48.69600","4.05809","0.01742"
"48.70200","4.05863","0.01759"
"48.70800","4.05911","0.01782"
"48.71400","4.05959","0.01801"
"48.72000","4.06013","0.01806"
"48.72600","4.06061","0.01813"
"48.73200","4.06114","0.01819"
"48.73800","4.06162","0.01810"
"48.74400","4.06210","0.01796"
"48.75000","4.06258","0.01776"
"48.75600","4.06312","0.01744"
"48.76200","4.06360","0.01737"
"48.76800","4.06407","0.01738"
"48.77400","4.06461","0.01740"
"48.78000","4.06509","0.01749"
"48.78600","4.06563","0.01759"
"48.79200","4.06611","0.01776"
"48.79800","4.06664","0.01791"
"48.80400","4.06712","0.01797"
"48.81000","4.06766","0.01790"
"48.81600","4.06814","0.01783"
"48.82200","4.06868","0.01775"
"48.82800","4.06916","0.01779"
"48.83400","4.06969","0.01783"
"48.84000","4.07017","0.01789"
"48.84600","4.07065","0.01802"
"48.85200","4.07119","0.01811"
"48.85800","4.07167","0.01812"
"48.86400","4.07215","0.01803"
"48.87000","4.07268","0.01790"
"48.87600","4.07316","0.01791"
"48.88200","4.07364","0.01796"
"48.88800","4.07412","0.01797"
"48.89400","4.07466","0.01803"
"48.90000","4.07514","0.01809"
"48.90600","4.07561","0.01802"
"48.91200","4.07609","0.01788"
"48.91800","4.07663","0.01768"
"48.92400","4.07711","0.01751"
"48.93000","4.07765","0.01736"
"48.93600","4.07812","0.01729"
"48.94200","4.07866","0.01725"
"48.94800","4.07914","0.01732"
"48.95400","4.07968","0.01740"
"48.96000","4.08016","0.01753"
"48.96600","4.08064","0.01758"
"48.97200","4.08117","0.01764"
"48.97800","4.08165","0.01775"
"48.98400","4.08213","0.01781"
"48.99000","4.08267","0.01774"
"48.99600","4.08315","0.01773"
"49.00200","4.08362","0.01774"
"49.00800","4.08416","0.01777"
"49.01400","4.08464","0.01773"
"49.02000","4.08512","0.01767"
"49.02600","4.08566","0.01768"
"49.03200","4.08614","0.01769"
"49.03800","4.08661","0.01768"
"49.04400","4.08715","0.01769"
"49.05000","4.08763","0.01771"
"49.05600","4.08811","0.01780"
"49.06200","4.08859","0.01782"
"49.06800","4.08913","0.01779"
"49.07400","4.08960","0.01772"
"49.08000","4.09008","0.01763"
"49.08600","4.09062","0.01755"
"49.09200","4.09110","0.01748"
"49.09800","4.09158","0.01757"
"49.10400","4.09211","0.01764"
"49.11000","4.09259","0.01763"
"49.11600","4.09313","0.01760"
"49.12200","4.09361","0.01764"
"49.12800","4.09409","0.01767"
"49.13400","4.09457","0.01761"
"49.14000","4.09510","0.01757"
"49.14600","4.09558","0.01768"
"49.15200","4.09606","0.01779"
"49.15800","4.09660","0.01773"
"49.16400","4.09708","0.01765"
"49.17000","4.09756","0.01768"
"49.17600","4.09809","0.01774"
"49.18200","4.09857","0.01781"
"49.18800","4.09905","0.01774"
"49.19400","4.09953","0.01754"
"49.20000","4.10007","0.01748"
"49.20600","4.10055","0.01761"
"49.21200","4.10102","0.01788"
"49.21800","4.10156","0.01814"
"49.22400","4.10204","0.01833"
"49.23000","4.10252","0.01844"
"49.23600","4.10306","0.01844"
"49.24200","4.10353","0.01831"
"49.24800","4.10407","0.01813"
"49.25400","4.10455","0.01803"
"49.26000","4.10509","0.01814"
"49.26600","4.10557","0.01822"
"49.27200","4.10611","0.01817"
"49.27800","4.10658","0.01814"
"49.28400","4.10706","0.01814"
"49.29000","4.10760","0.01805"
"49.29600","4.10808","0.01793"
"49.30200","4.10856","0.01782"
"49.30800","4.10904","0.01784"
"49.31400","4.10957","0.01799"
"49.32000","4.11005","0.01798"
"49.32600","4.11059","0.01789"
"49.33200","4.11107","0.01785"
"49.33800","4.11155","0.01784"
"49.34400","4.11208","0.01774"
"49.35000","4.11256","0.01777"
"49.35600","4.11304","0.01788"
"49.36200","4.11358","0.01792"
"49.36800","4.11406","0.01796"
"49.37400","4.11460","0.01791"
"49.38000","4.11507","0.01795"
"49.38600","4.11561","0.01803"
"49.39200","4.11615","0.01806"
"49.39800","4.11663","0.01803"
"49.40400","4.11717","0.01792"
"49.41000","4.11765","0.01772"
"49.41600","4.11812","0.01774"
"49.42200","4.11866","0.01777"
"49.42800","4.11914","0.01775"
"49.43400","4.11962","0.01779"
"49.44000","4.12016","0.01787"
"49.44600","4.12064","0.01792"
"49.45200","4.12111","0.01808"
"49.45800","4.12165","0.01834"
"49.46400","4.12213","0.01851"
"49.47000","4.12267","0.01856"
"49.47600","4.12315","0.01858"
"49.48200","4.12362","0.01856"
"49.48800","4.12416","0.01851"
"49.49400","4.12464","0.01853"
"49.50000","4.12518","0.01855"
"49.50600","4.12566","0.01847"
"49.51200","4.12614","0.01843"
"49.51800","4.12667","0.01838"
"49.52400","4.12715","0.01828"
"49.53000","4.12769","0.01822"
"49.53600","4.12817","0.01825"
"49.54200","4.12865","0.01830"
"49.54800","4.12918","0.01827"
"49.55400","4.12966","0.01825"
"49.56000","4.13014","0.01828"
"49.56600","4.13068","0.01832"
"49.57200","4.13116","0.01826"
"49.57800","4.13164","0.01834"
"49.58400","4.13217","0.01837"
"49.59000","4.13265","0.01826"
"49.59600","4.13313","0.01824"
"49.60200","4.13361","0.01836"
"49.60800","4.13415","0.01847"
"49.61400","4.13463","0.01858"
"49.62000","4.13510","0.01854"
"49.62600","4.13558","0.01853"
"49.63200","4.13612","0.01853"
"49.63800","4.13660","0.01847"
"49.64400","4.13708","0.01851"
"49.65000","4.13762","0.01854"
"49.65600","4.13809","0.01857"
"49.66200","4.13863","0.01856"
"49.66800","4.13911","0.01846"
"49.67400","4.13959","0.01839"
"49.68000","4.14013","0.01839"
"49.68600","4.14060","0.01840"
"49.69200","4.14114","0.01839"
"49.69800","4.14162","0.01846"
"49.70400","4.14210","0.01843"
"49.71000","4.14258","0.01839"
"49.71600","4.14312","0.01835"
"49.72200","4.14359","0.01831"
"49.72800","4.14407","0.01834"
"49.73400","4.14455","0.01836"
"49.74000","4.14509","0.01838"
"49.74600","4.14557","0.01845"
"49.75200","4.14605","0.01844"
"49.75800","4.14658","0.01836"
"49.76400","4.14706","0.01839"
"49.77000","4.14754","0.01835"
"49.77600","4.14808","0.01827"
"49.78200","4.14856","0.01831"
"49.78800","4.14903","0.01853"
"49.79400","4.14957","0.01870"
"49.80000","4.15005","0.01883"
"49.80600","4.15059","0.01875"
"49.81200","4.15113","0.01867"
"49.81800","4.15161","0.01862"
"49.82400","4.15214","0.01864"
"49.83000","4.15268","0.01869"
"49.83600","4.15316","0.01876"
"49.84200","4.15364","0.01875"
"49.84800","4.15418","0.01870"
"49.85400","4.15465","0.01870"
"49.86000","4.15513","0.01862"
"49.86600","4.15567","0.01856"
"49.87200","4.15615","0.01844"
"49.87800","4.15663","0.01839"
"49.88400","4.15711","0.01837"
"49.89000","4.15764","0.01819"
"49.89600","4.15812","0.01817"
"49.90200","4.15866","0.01818"
"49.90800","4.15914","0.01810"
"49.91400","4.15962","0.01813"
"49.92000","4.16016","0.01823"
"49.92600","4.16063","0.01838"
"49.93200","4.16111","0.01854"
"49.93800","4.16165","0.01860"
"49.94400","4.16213","0.01858"
"49.95000","4.16261","0.01863"
"49.95600","4.16315","0.01868"
"49.96200","4.16368","0.01870"
"49.96800","4.16416","0.01870"
"49.97400","4.16470","0.01872"
"49.98000","4.16518","0.01871"
"49.98600","4.16572","0.01863"
"49.99200","4.16619","0.01857"
"49.99800","4.16667","0.01859"
"50.00400","4.16715","0.01849"
"50.01000","4.16763","0.01838"
"50.01600","4.16817","0.01839"
"50.02200","4.16865","0.01836"
"50.02800","4.16912","0.01829"
"50.03400","4.16966","0.01826"
"50.04000","4.17014","0.01828"
"50.04600","4.17062","0.01828"
"50.05200","4.17116","0.01828"
"50.05800","4.17164","0.01829"
"50.06400","4.17211","0.01838"
"50.07000","4.17265","0.01837"
"50.07600","4.17313","0.01853"
"50.08200","4.17361","0.01865"
"50.08800","4.17415","0.01859"
"50.09400","4.17462","0.01854"
"50.10000","4.17510","0.01858"
"50.10600","4.17564","0.01854"
"50.11200","4.17618","0.01851"
"50.11800","4.17666","0.01845"
"50.12400","4.17714","0.01840"
"50.13000","4.17767","0.01839"
"50.13600","4.17815","0.01843"
"50.14200","4.17863","0.01861"
"50.14800","4.17911","0.01873"
"50.15400","4.17959","0.01873"
"50.16000","4.18013","0.01859"
"50.16600","4.18060","0.01846"
"50.17200","4.18108","0.01840"
"50.17800","4.18156","0.01837"
"50.18400","4.18210","0.01839"
"50.19000","4.18258","0.01837"
"50.19600","4.18305","0.01840"
"50.20200","4.18359","0.01848"
"50.20800","4.18407","0.01850"
"50.21400","4.18461","0.01855"
"50.22000","4.18509","0.01865"
"50.22600","4.18557","0.01877"
"50.23200","4.18610","0.01888"
"50.23800","4.18658","0.01888"
"50.24400","4.18706","0.01890"
"50.25000","4.18760","0.01895"
"50.25600","4.18808","0.01898"
"50.26200","4.18862","0.01891"
"50.26800","4.18909","0.01887"
"50.27400","4.18957","0.01887"
"50.28000","4.19011","0.01885"
"50.28600","4.19059","0.01879"
"50.29200","4.19107","0.01865"
"50.29800","4.19161","0.01874"
"50.30400","4.19208","0.01888"
"50.31000","4.19256","0.01895"
"50.31600","4.19310","0.01896"
"50.32200","4.19358","0.01905"
"50.32800","4.19406","0.01922"
"50.33400","4.19459","0.01941"
"50.34000","4.19507","0.01959"
"50.34600","4.19561","0.01973"
"50.35200","4.19609","0.01977"
"50.35800","4.19657","0.01975"
"50.36400","4.19711","0.01970"
"50.37000","4.19758","0.01967"
"50.37600","4.19806","0.01961"
"50.38200","4.19860","0.01958"
"50.38800","4.19908","0.01946"
"50.39400","4.19962","0.01929"
"50.40000","4.20009","0.01919"
"50.40600","4.20057","0.01905"
"50.41200","4.20111","0.01897"
"50.41800","4.20159","0.01876"
"50.42400","4.20207","0.01851"
"50.43000","4.20261","0.01840"
"50.43600","4.20308","0.01837"
"50.44200","4.20362","0.01838"
"50.44800","4.20410","0.01846"
"50.45400","4.20458","0.01851"
"50.46000","4.20512","0.01850"
"50.46600","4.20560","0.01854"
"50.47200","4.20613","0.01864"
"50.47800","4.20661","0.01874"
"50.48400","4.20709","0.01882"
"50.49000","4.20763","0.01890"
"50.49600","4.20811","0.01901"
"50.50200","4.20859","0.01894"
