End date,"11/4/2016"
Specimen label,""
"1.41000","0.11767","0.00009"
"1.41600","0.11820","0.00017"
"1.42200","0.11868","0.00014"
"1.42800","0.11916","0.00020"
"1.43400","0.11970","0.00026"
"1.44000","0.12018","0.00036"
"1.44600","0.12072","0.00050"
"1.45200","0.12119","0.00050"
"1.45800","0.12167","0.00043"
"1.46400","0.12221","0.00038"
"1.47000","0.12269","0.00030"
"1.47600","0.12317","0.00030"
"1.48200","0.12370","0.00034"
"1.48800","0.12418","0.00040"
"1.49400","0.12466","0.00053"
"1.50000","0.12520","0.00053"
"1.50600","0.12568","0.00038"
"1.51200","0.12622","0.00022"
"1.51800","0.12669","0.00017"
"1.52400","0.12723","0.00017"
"1.53000","0.12771","0.00023"
"1.53600","0.12825","0.00030"
"1.54200","0.12873","0.00033"
"1.54800","0.12921","0.00031"
"1.55400","0.12974","0.00033"
"1.56000","0.13022","0.00041"
"1.56600","0.13076","0.00038"
"1.57200","0.13124","0.00027"
"1.57800","0.13172","0.00029"
"1.58400","0.13225","0.00027"
"1.59000","0.13273","0.00020"
"1.59600","0.13321","0.00024"
"1.60200","0.13369","0.00026"
"1.60800","0.13423","0.00026"
"1.61400","0.13471","0.00028"
"1.62000","0.13518","0.00026"
"1.62600","0.13566","0.00027"
"1.63200","0.13620","0.00018"
"1.63800","0.13668","0.00000"
"1.64400","0.13716","-0.00005"
"1.65000","0.13770","-0.00001"
"1.65600","0.13817","-0.00004"
"1.66200","0.13865","0.00006"
"1.66800","0.13919","0.00021"
"1.67400","0.13967","0.00030"
"1.68000","0.14021","0.00041"
"1.68600","0.14068","0.00041"
"1.69200","0.14116","0.00033"
"1.69800","0.14170","0.00029"
"1.70400","0.14218","0.00026"
"1.71000","0.14266","0.00027"
"1.71600","0.14314","0.00026"
"1.72200","0.14361","0.00017"
"1.72800","0.14415","0.00009"
"1.73400","0.14463","0.00010"
"1.74000","0.14511","0.00014"
"1.74600","0.14559","0.00031"
"1.75200","0.14613","0.00049"
"1.75800","0.14660","0.00060"
"1.76400","0.14708","0.00075"
"1.77000","0.14762","0.00067"
"1.77600","0.14810","0.00052"
"1.78200","0.14858","0.00045"
"1.78800","0.14912","0.00023"
"1.79400","0.14959","0.00001"
"1.80000","0.15007","-0.00012"
"1.80600","0.15061","-0.00028"
"1.81200","0.15109","-0.00027"
"1.81800","0.15163","-0.00026"
"1.82400","0.15210","-0.00025"
"1.83000","0.15264","-0.00021"
"1.83600","0.15312","-0.00018"
"1.84200","0.15366","-0.00009"
"1.84800","0.15414","0.00015"
"1.85400","0.15462","0.00038"
"1.86000","0.15515","0.00053"
"1.86600","0.15563","0.00066"
"1.87200","0.15611","0.00061"
"1.87800","0.15665","0.00047"
"1.88400","0.15713","0.00027"
"1.89000","0.15766","0.00003"
"1.89600","0.15814","0.00001"
"1.90200","0.15862","0.00007"
"1.90800","0.15916","0.00019"
"1.91400","0.15964","0.00046"
"1.92000","0.16012","0.00064"
"1.92600","0.16065","0.00063"
"1.93200","0.16113","0.00063"
"1.93800","0.16167","0.00041"
"1.94400","0.16215","0.00013"
"1.95000","0.16269","0.00002"
"1.95600","0.16317","-0.00009"
"1.96200","0.16370","-0.00015"
"1.96800","0.16418","-0.00015"
"1.97400","0.16472","-0.00013"
"1.98000","0.16520","-0.00012"
"1.98600","0.16568","-0.00008"
"1.99200","0.16621","-0.00010"
"1.99800","0.16669","-0.00006"
"2.00400","0.16717","-0.00005"
"2.01000","0.16765","0.00002"
"2.01600","0.16819","0.00014"
"2.02200","0.16867","0.00017"
"2.02800","0.16914","0.00028"
"2.03400","0.16968","0.00042"
"2.04000","0.17016","0.00043"
"2.04600","0.17064","0.00042"
"2.05200","0.17112","0.00039"
"2.05800","0.17166","0.00038"
"2.06400","0.17213","0.00047"
"2.07000","0.17267","0.00049"
"2.07600","0.17315","0.00046"
"2.08200","0.17369","0.00046"
"2.08800","0.17417","0.00051"
"2.09400","0.17471","0.00061"
"2.10000","0.17518","0.00056"
"2.10600","0.17572","0.00052"
"2.11200","0.17620","0.00056"
"2.11800","0.17674","0.00051"
"2.12400","0.17722","0.00046"
"2.13000","0.17769","0.00043"
"2.13600","0.17823","0.00039"
"2.14200","0.17871","0.00030"
"2.14800","0.17919","0.00032"
"2.15400","0.17967","0.00034"
"2.16000","0.18021","0.00039"
"2.16600","0.18068","0.00039"
"2.17200","0.18116","0.00032"
"2.17800","0.18170","0.00027"
"2.18400","0.18218","0.00026"
"2.19000","0.18266","0.00021"
"2.19600","0.18320","0.00027"
"2.20200","0.18367","0.00031"
"2.20800","0.18415","0.00018"
"2.21400","0.18463","0.00016"
"2.22000","0.18517","0.00023"
"2.22600","0.18565","0.00026"
"2.23200","0.18618","0.00032"
"2.23800","0.18666","0.00029"
"2.24400","0.18720","0.00026"
"2.25000","0.18768","0.00039"
"2.25600","0.18816","0.00055"
"2.26200","0.18870","0.00067"
"2.26800","0.18917","0.00072"
"2.27400","0.18965","0.00073"
"2.28000","0.19013","0.00074"
"2.28600","0.19061","0.00057"
"2.29200","0.19115","0.00045"
"2.29800","0.19163","0.00030"
"2.30400","0.19210","0.00014"
"2.31000","0.19258","0.00001"
"2.31600","0.19312","-0.00011"
"2.32200","0.19360","-0.00024"
"2.32800","0.19408","-0.00027"
"2.33400","0.19461","-0.00032"
"2.34000","0.19509","-0.00037"
"2.34600","0.19557","-0.00022"
"2.35200","0.19605","-0.00001"
"2.35800","0.19659","0.00023"
"2.36400","0.19707","0.00045"
"2.37000","0.19760","0.00064"
"2.37600","0.19808","0.00064"
"2.38200","0.19862","0.00052"
"2.38800","0.19910","0.00041"
"2.39400","0.19964","0.00041"
"2.40000","0.20012","0.00049"
"2.40600","0.20065","0.00047"
"2.41200","0.20113","0.00041"
"2.41800","0.20161","0.00034"
"2.42400","0.20215","0.00023"
"2.43000","0.20263","0.00021"
"2.43600","0.20311","0.00018"
"2.44200","0.20364","0.00011"
"2.44800","0.20412","0.00010"
"2.45400","0.20466","0.00016"
"2.46000","0.20514","0.00031"
"2.46600","0.20568","0.00048"
"2.47200","0.20615","0.00062"
"2.47800","0.20663","0.00071"
"2.48400","0.20717","0.00072"
"2.49000","0.20765","0.00068"
"2.49600","0.20813","0.00067"
"2.50200","0.20867","0.00060"
"2.50800","0.20914","0.00049"
"2.51400","0.20968","0.00048"
"2.52000","0.21016","0.00051"
"2.52600","0.21070","0.00041"
"2.53200","0.21118","0.00044"
"2.53800","0.21171","0.00051"
"2.54400","0.21219","0.00057"
"2.55000","0.21273","0.00061"
"2.55600","0.21321","0.00055"
"2.56200","0.21369","0.00054"
"2.56800","0.21417","0.00043"
"2.57400","0.21470","0.00029"
"2.58000","0.21518","0.00024"
"2.58600","0.21566","0.00013"
"2.59200","0.21614","0.00000"
"2.59800","0.21662","0.00000"
"2.60400","0.21716","-0.00005"
"2.61000","0.21763","-0.00003"
"2.61600","0.21817","-0.00005"
"2.62200","0.21865","-0.00016"
"2.62800","0.21919","-0.00016"
"2.63400","0.21967","-0.00005"
"2.64000","0.22015","0.00021"
"2.64600","0.22068","0.00052"
"2.65200","0.22116","0.00082"
"2.65800","0.22164","0.00093"
"2.66400","0.22218","0.00095"
"2.67000","0.22272","0.00088"
"2.67600","0.22319","0.00090"
"2.68200","0.22367","0.00090"
"2.68800","0.22421","0.00083"
"2.69400","0.22469","0.00072"
"2.70000","0.22523","0.00059"
"2.70600","0.22571","0.00048"
"2.71200","0.22618","0.00049"
"2.71800","0.22666","0.00063"
"2.72400","0.22720","0.00072"
"2.73000","0.22768","0.00080"
"2.73600","0.22816","0.00075"
"2.74200","0.22869","0.00060"
"2.74800","0.22917","0.00058"
"2.75400","0.22965","0.00062"
"2.76000","0.23019","0.00067"
"2.76600","0.23067","0.00063"
"2.77200","0.23115","0.00054"
"2.77800","0.23162","0.00039"
"2.78400","0.23216","0.00019"
"2.79000","0.23264","0.00011"
"2.79600","0.23312","0.00009"
"2.80200","0.23366","0.00012"
"2.80800","0.23414","0.00016"
"2.81400","0.23467","0.00021"
"2.82000","0.23515","0.00023"
"2.82600","0.23569","0.00022"
"2.83200","0.23617","0.00030"
"2.83800","0.23671","0.00029"
"2.84400","0.23719","0.00027"
"2.85000","0.23766","0.00023"
"2.85600","0.23814","0.00016"
"2.86200","0.23868","0.00028"
"2.86800","0.23916","0.00043"
"2.87400","0.23964","0.00056"
"2.88000","0.24011","0.00060"
"2.88600","0.24059","0.00056"
"2.89200","0.24113","0.00049"
"2.89800","0.24161","0.00045"
"2.90400","0.24209","0.00030"
"2.91000","0.24263","0.00016"
"2.91600","0.24310","0.00013"
"2.92200","0.24358","0.00015"
"2.92800","0.24412","0.00025"
"2.93400","0.24460","0.00033"
"2.94000","0.24514","0.00034"
"2.94600","0.24562","0.00042"
"2.95200","0.24615","0.00053"
"2.95800","0.24663","0.00062"
"2.96400","0.24717","0.00077"
"2.97000","0.24771","0.00085"
"2.97600","0.24819","0.00084"
"2.98200","0.24866","0.00085"
"2.98800","0.24920","0.00082"
"2.99400","0.24968","0.00078"
"3.00000","0.25016","0.00068"
"3.00600","0.25064","0.00049"
"3.01200","0.25118","0.00030"
"3.01800","0.25165","0.00028"
"3.02400","0.25213","0.00028"
"3.03000","0.25267","0.00028"
"3.03600","0.25315","0.00021"
"3.04200","0.25369","0.00019"
"3.04800","0.25417","0.00028"
"3.05400","0.25464","0.00030"
"3.06000","0.25518","0.00032"
"3.06600","0.25566","0.00039"
"3.07200","0.25620","0.00042"
"3.07800","0.25668","0.00038"
"3.08400","0.25721","0.00039"
"3.09000","0.25769","0.00046"
"3.09600","0.25817","0.00052"
"3.10200","0.25871","0.00043"
"3.10800","0.25925","0.00028"
"3.11400","0.25973","0.00029"
"3.12000","0.26020","0.00027"
"3.12600","0.26074","0.00033"
"3.13200","0.26122","0.00030"
"3.13800","0.26170","0.00022"
"3.14400","0.26218","0.00017"
"3.15000","0.26272","0.00030"
"3.15600","0.26319","0.00057"
"3.16200","0.26367","0.00092"
"3.16800","0.26421","0.00121"
"3.17400","0.26469","0.00125"
"3.18000","0.26517","0.00110"
"3.18600","0.26570","0.00085"
"3.19200","0.26618","0.00069"
"3.19800","0.26666","0.00057"
"3.20400","0.26720","0.00042"
"3.21000","0.26768","0.00035"
"3.21600","0.26816","0.00029"
"3.22200","0.26863","0.00023"
"3.22800","0.26917","0.00026"
"3.23400","0.26965","0.00035"
"3.24000","0.27019","0.00041"
"3.24600","0.27067","0.00050"
"3.25200","0.27121","0.00061"
"3.25800","0.27168","0.00083"
"3.26400","0.27222","0.00105"
"3.27000","0.27270","0.00106"
"3.27600","0.27318","0.00097"
"3.28200","0.27372","0.00086"
"3.28800","0.27419","0.00071"
"3.29400","0.27467","0.00050"
"3.30000","0.27515","0.00041"
"3.30600","0.27569","0.00038"
"3.31200","0.27617","0.00054"
"3.31800","0.27665","0.00058"
"3.32400","0.27718","0.00053"
"3.33000","0.27766","0.00052"
"3.33600","0.27814","0.00041"
"3.34200","0.27862","0.00026"
"3.34800","0.27916","0.00026"
"3.35400","0.27964","0.00023"
"3.36000","0.28011","0.00025"
"3.36600","0.28065","0.00034"
"3.37200","0.28113","0.00043"
"3.37800","0.28167","0.00064"
"3.38400","0.28215","0.00084"
"3.39000","0.28263","0.00089"
"3.39600","0.28316","0.00086"
"3.40200","0.28364","0.00083"
"3.40800","0.28412","0.00077"
"3.41400","0.28460","0.00058"
"3.42000","0.28514","0.00039"
"3.42600","0.28561","0.00029"
"3.43200","0.28609","0.00016"
"3.43800","0.28663","0.00006"
"3.44400","0.28711","0.00008"
"3.45000","0.28765","0.00010"
"3.45600","0.28813","0.00013"
"3.46200","0.28866","0.00027"
"3.46800","0.28914","0.00036"
"3.47400","0.28962","0.00033"
"3.48000","0.29016","0.00014"
"3.48600","0.29064","-0.00002"
"3.49200","0.29112","-0.00002"
"3.49800","0.29165","0.00018"
"3.50400","0.29213","0.00030"
"3.51000","0.29261","0.00026"
"3.51600","0.29315","0.00013"
"3.52200","0.29363","0.00001"
"3.52800","0.29416","0.00006"
"3.53400","0.29464","0.00015"
"3.54000","0.29518","0.00013"
"3.54600","0.29566","0.00022"
"3.55200","0.29614","0.00033"
"3.55800","0.29668","0.00038"
"3.56400","0.29715","0.00049"
"3.57000","0.29763","0.00051"
"3.57600","0.29817","0.00055"
"3.58200","0.29865","0.00065"
"3.58800","0.29919","0.00068"
"3.59400","0.29967","0.00058"
"3.60000","0.30014","0.00046"
"3.60600","0.30068","0.00033"
"3.61200","0.30116","0.00021"
"3.61800","0.30164","0.00020"
"3.62400","0.30218","0.00018"
"3.63000","0.30265","0.00027"
"3.63600","0.30313","0.00027"
"3.64200","0.30361","0.00022"
"3.64800","0.30415","0.00032"
"3.65400","0.30463","0.00038"
"3.66000","0.30517","0.00044"
"3.66600","0.30564","0.00047"
"3.67200","0.30618","0.00051"
"3.67800","0.30666","0.00056"
"3.68400","0.30720","0.00063"
"3.69000","0.30768","0.00070"
"3.69600","0.30822","0.00085"
"3.70200","0.30869","0.00101"
"3.70800","0.30923","0.00101"
"3.71400","0.30971","0.00095"
"3.72000","0.31019","0.00075"
"3.72600","0.31073","0.00051"
"3.73200","0.31120","0.00039"
"3.73800","0.31174","0.00038"
"3.74400","0.31222","0.00043"
"3.75000","0.31270","0.00050"
"3.75600","0.31324","0.00061"
"3.76200","0.31372","0.00081"
"3.76800","0.31419","0.00097"
"3.77400","0.31467","0.00097"
"3.78000","0.31515","0.00098"
"3.78600","0.31569","0.00095"
"3.79200","0.31617","0.00089"
"3.79800","0.31665","0.00090"
"3.80400","0.31712","0.00093"
"3.81000","0.31766","0.00094"
"3.81600","0.31814","0.00078"
"3.82200","0.31862","0.00055"
"3.82800","0.31916","0.00054"
"3.83400","0.31963","0.00064"
"3.84000","0.32017","0.00065"
"3.84600","0.32065","0.00077"
"3.85200","0.32113","0.00073"
"3.85800","0.32161","0.00069"
"3.86400","0.32215","0.00068"
"3.87000","0.32262","0.00065"
"3.87600","0.32310","0.00058"
"3.88200","0.32364","0.00050"
"3.88800","0.32412","0.00040"
"3.89400","0.32466","0.00032"
"3.90000","0.32514","0.00029"
"3.90600","0.32561","0.00034"
"3.91200","0.32615","0.00037"
"3.91800","0.32663","0.00028"
"3.92400","0.32711","0.00012"
"3.93000","0.32765","0.00010"
"3.93600","0.32812","0.00015"
"3.94200","0.32860","0.00035"
"3.94800","0.32914","0.00055"
"3.95400","0.32962","0.00074"
"3.96000","0.33010","0.00088"
"3.96600","0.33058","0.00094"
"3.97200","0.33111","0.00096"
"3.97800","0.33159","0.00087"
"3.98400","0.33213","0.00070"
"3.99000","0.33261","0.00057"
"3.99600","0.33315","0.00044"
"4.00200","0.33363","0.00031"
"4.00800","0.33416","0.00025"
"4.01400","0.33464","0.00028"
"4.02000","0.33512","0.00022"
"4.02600","0.33566","0.00006"
"4.03200","0.33614","0.00005"
"4.03800","0.33667","0.00014"
"4.04400","0.33715","0.00029"
"4.05000","0.33769","0.00048"
"4.05600","0.33817","0.00051"
"4.06200","0.33865","0.00058"
"4.06800","0.33919","0.00067"
"4.07400","0.33966","0.00064"
"4.08000","0.34014","0.00061"
"4.08600","0.34068","0.00054"
"4.09200","0.34116","0.00047"
"4.09800","0.34164","0.00051"
"4.10400","0.34212","0.00054"
"4.11000","0.34265","0.00064"
"4.11600","0.34313","0.00068"
"4.12200","0.34367","0.00065"
"4.12800","0.34415","0.00062"
"4.13400","0.34469","0.00054"
"4.14000","0.34516","0.00045"
"4.14600","0.34570","0.00049"
"4.15200","0.34618","0.00055"
"4.15800","0.34666","0.00067"
"4.16400","0.34720","0.00077"
"4.17000","0.34768","0.00078"
"4.17600","0.34815","0.00074"
"4.18200","0.34863","0.00062"
"4.18800","0.34917","0.00046"
"4.19400","0.34965","0.00044"
"4.20000","0.35013","0.00047"
"4.20600","0.35067","0.00042"
"4.21200","0.35114","0.00025"
"4.21800","0.35162","0.00016"
"4.22400","0.35216","0.00003"
"4.23000","0.35264","-0.00007"
"4.23600","0.35312","-0.00001"
"4.24200","0.35366","0.00014"
"4.24800","0.35413","0.00033"
"4.25400","0.35461","0.00046"
"4.26000","0.35515","0.00052"
"4.26600","0.35563","0.00046"
"4.27200","0.35617","0.00048"
"4.27800","0.35664","0.00050"
"4.28400","0.35712","0.00039"
"4.29000","0.35766","0.00023"
"4.29600","0.35814","0.00020"
"4.30200","0.35862","0.00008"
"4.30800","0.35916","0.00001"
"4.31400","0.35963","0.00005"
"4.32000","0.36011","0.00012"
"4.32600","0.36059","0.00022"
"4.33200","0.36113","0.00039"
"4.33800","0.36161","0.00050"
"4.34400","0.36209","0.00052"
"4.35000","0.36262","0.00055"
"4.35600","0.36310","0.00054"
"4.36200","0.36358","0.00067"
"4.36800","0.36412","0.00076"
"4.37400","0.36460","0.00074"
"4.38000","0.36507","0.00067"
"4.38600","0.36561","0.00056"
"4.39200","0.36609","0.00043"
"4.39800","0.36657","0.00028"
"4.40400","0.36711","0.00016"
"4.41000","0.36759","0.00018"
"4.41600","0.36806","0.00028"
"4.42200","0.36860","0.00029"
"4.42800","0.36908","0.00035"
"4.43400","0.36956","0.00036"
"4.44000","0.37010","0.00026"
"4.44600","0.37058","0.00038"
"4.45200","0.37105","0.00060"
"4.45800","0.37159","0.00073"
"4.46400","0.37207","0.00086"
"4.47000","0.37255","0.00090"
"4.47600","0.37303","0.00092"
"4.48200","0.37356","0.00092"
"4.48800","0.37404","0.00082"
"4.49400","0.37452","0.00076"
"4.50000","0.37506","0.00076"
"4.50600","0.37554","0.00064"
"4.51200","0.37602","0.00056"
"4.51800","0.37655","0.00048"
"4.52400","0.37703","0.00040"
"4.53000","0.37757","0.00025"
"4.53600","0.37805","0.00017"
"4.54200","0.37859","0.00016"
"4.54800","0.37907","0.00034"
"4.55400","0.37960","0.00051"
"4.56000","0.38008","0.00054"
"4.56600","0.38062","0.00067"
"4.57200","0.38110","0.00067"
"4.57800","0.38164","0.00067"
"4.58400","0.38211","0.00062"
"4.59000","0.38259","0.00052"
"4.59600","0.38307","0.00041"
"4.60200","0.38361","0.00037"
"4.60800","0.38409","0.00037"
"4.61400","0.38457","0.00040"
"4.62000","0.38510","0.00031"
"4.62600","0.38558","0.00014"
"4.63200","0.38612","0.00021"
"4.63800","0.38660","0.00038"
"4.64400","0.38708","0.00048"
"4.65000","0.38762","0.00053"
"4.65600","0.38809","0.00047"
"4.66200","0.38863","0.00046"
"4.66800","0.38911","0.00038"
"4.67400","0.38965","0.00021"
"4.68000","0.39013","0.00021"
"4.68600","0.39066","0.00022"
"4.69200","0.39114","0.00017"
"4.69800","0.39168","0.00019"
"4.70400","0.39216","0.00017"
"4.71000","0.39264","0.00017"
"4.71600","0.39312","0.00021"
"4.72200","0.39365","0.00019"
"4.72800","0.39413","0.00018"
"4.73400","0.39461","0.00018"
"4.74000","0.39509","0.00003"
"4.74600","0.39563","-0.00012"
"4.75200","0.39611","-0.00021"
"4.75800","0.39658","-0.00024"
"4.76400","0.39706","-0.00021"
"4.77000","0.39760","-0.00010"
"4.77600","0.39808","0.00008"
"4.78200","0.39862","0.00030"
"4.78800","0.39910","0.00041"
"4.79400","0.39963","0.00054"
"4.80000","0.40011","0.00065"
"4.80600","0.40059","0.00067"
"4.81200","0.40113","0.00072"
"4.81800","0.40161","0.00079"
"4.82400","0.40214","0.00071"
"4.83000","0.40262","0.00055"
"4.83600","0.40316","0.00025"
"4.84200","0.40364","0.00001"
"4.84800","0.40412","-0.00002"
"4.85400","0.40466","-0.00002"
"4.86000","0.40513","0.00005"
"4.86600","0.40561","0.00022"
"4.87200","0.40615","0.00039"
"4.87800","0.40663","0.00047"
