"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
261.252,0.14114,186.51,0.13708,0.00405999999999998,"n",NA
203.634,0.15421,203.694,0.13422,0.01999,"y","1"
261.264,0.26914,261.306,0.14015,0.12899,"y","1"
261.318,0.14783,261.342,0.11637,0.03146,"n",NA
261.702,0.14412,261.72,0.13598,0.00814000000000001,"n",NA
261.744,0.14119,261.762,0.13767,0.00352000000000002,"n",NA
261.858,0.1435,261.882,0.13763,0.00586999999999999,"n",NA
312.048,0.27496,312.096,0.11985,0.15511,"y","1"
312.114,0.14452,312.138,0.11338,0.03114,"n",NA
313.134,0.13358,313.152,0.12972,0.00386,"n",NA
313.224,0.13322,313.242,0.12966,0.00356000000000001,"n",NA
