"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
371.6,0.02896,271.688,0.02674,0.00222,"n",NA
351.146,0.13177,351.206,0.1131,0.01867,"y","1"
371.612,0.14701,371.654,0.02319,0.12382,"y","1"
371.66,0.02237,371.684,0,0.02593,"n",NA
371.858,0.01345,371.876,0.01037,0.00308,"n",NA
372.104,0.01556,372.128,0.00809,0.00747,"n",NA
372.146,0.0144,372.164,0.01064,0.00376,"n",NA
372.224,0.01361,372.248,0.00448,0.00913,"n",NA
372.272,0.01041,372.29,0.00551,0.0049,"n",NA
372.602,0.01013,372.62,0.00682,0.00331,"n",NA
373.634,0.01976,373.67,0.01053,0.00923,"n",NA
373.772,0.01798,373.796,0.01223,0.00575,"n",NA
464.792,0.0503,464.804,0.04726,0.00303999999999999,"n",NA
471.632,0.05458,471.692,0.01595,0.03863,"y","1"
472.058,0.03905,472.088,0.03082,0.00823,"n",NA
472.13,0.02507,472.154,0.0194,0.00567,"n",NA
472.538,0.01796,472.556,0.0143,0.00366,"n",NA
472.688,0.02231,472.7,0.01979,0.00252,"n",NA
512.054,0.06318,512.09,0.05216,0.01102,"y","u"
540.938,0.04249,540.956,0.03704,0.00545,"y","1"
586.58,0.05307,586.61,0.02367,0.0294,"y","1"
586.622,0.02459,586.64,0.01806,0.00653,"n",NA
586.664,0.02294,586.676,0.02022,0.00272,"n",NA
587.024,0.02453,587.036,0.02205,0.00248,"n",NA
661.982,0.04154,662.018,0.02597,0.01557,"y","1"
662.072,0.02178,662.084,0.01922,0.00256,"n",NA
662.246,0.01781,662.258,0.01564,0.00217,"n",NA
662.396,0.02473,662.414,0.01994,0.00479,"n",NA
662.57,0.0218,662.594,0.01633,0.00547,"n",NA
681.92,0.02485,681.944,0.01753,0.00732,"y","1"
795.986,0.02121,796.01,0.01235,0.00886,"y","1"
