"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
195.87,0.06981,94.098,0.06674,0.00307,"n",NA
111.864,0.07934,111.888,0.07231,0.00702999999999999,"y","1"
143.328,0.10238,143.364,0.08997,0.01241,"y","1"
157.53,0.11803,157.56,0.10673,0.0113,"y","1"
157.572,0.10768,157.59,0.10458,0.00309999999999999,"n",NA
173.25,0.14203,173.28,0.13058,0.01145,"y","1"
175.494,0.13305,175.518,0.12429,0.00876,"y","1"
175.524,0.12325,175.542,0.1198,0.00344999999999999,"n",NA
195.894,0.16795,195.96,0.11541,0.05254,"y","1"
210.81,0.15562,210.834,0.14936,0.00626000000000002,"y","u"
210.852,0.14677,210.864,0.14287,0.00390000000000001,"n",NA
232.44,0.18584,232.476,0.17646,0.00938,"y","1"
242.232,0.21606,242.25,0.21301,0.00305,"n",NA
242.442,0.21195,242.472,0.20235,0.0096,"y","1"
242.664,0.20445,242.676,0.20214,0.00231000000000001,"n",NA
243.63,0.21099,243.654,0.20316,0.00783,"y","1"
