"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
247.86,0.4472,227.208,0.43057,0.01663,"n",NA
247.896,0.64491,247.98,0.41486,0.23005,"y","1"
251.508,0.4734,251.58,0.35705,0.11635,"y","1"
252.552,0.36073,252.6,0.26488,0.09585,"y","1"
276.978,0.55258,277.098,0.18246,0.37012,"y","1"
277.11,0.1907,277.128,0.17759,0.01311,"n",NA
277.206,0.1903,277.218,0.18346,0.00683999999999998,"n",NA
277.266,0.19073,277.278,0.18547,0.00526000000000001,"n",NA
280.854,0.21746,280.908,0.0112,0.20626,"y","1"
280.926,0.02261,280.944,0,0.02617,"n",NA
281.196,0.02589,281.214,0.01708,0.00881,"n",NA
