"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
76.47,0.06288,49.524,0.05189,0.01099,"n",NA
59.478,0.0761,59.508,0.05817,0.01793,"y","1"
76.482,0.09127,76.56,0.00293,0.08834,"y","1"
91.782,0.06915,91.812,0.05829,0.01086,"y","1"
118.272,0.21354,118.338,0.12283,0.09071,"y","1"
140.226,0.28169,140.298,0,0.3037,"y","1"
166.302,0.18147,166.356,0.14734,0.03413,"y","1"
188.856,0.37435,188.91,0.26591,0.10844,"y","1"
188.922,0.26814,188.934,0.26117,0.00696999999999998,"n",NA
188.952,0.26724,188.964,0.26184,0.00539999999999996,"n",NA
188.976,0.26626,188.988,0.26063,0.00563000000000002,"n",NA
207.936,0.33903,207.996,0.20918,0.12985,"y","1"
208.008,0.21417,208.02,0.20894,0.00523000000000001,"n",NA
215.52,0.17752,215.568,0,0.18778,"y","1"
