"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
316.35,0.06921,316.386,0.04159,0.02762,"y","1"
316.392,0.04054,316.41,0.03247,0.00807,"n",NA
375.894,0.24981,375.924,0.23731,0.0125,"y","1"
377.814,0.22975,377.868,0.10697,0.12278,"y","1"
377.88,0.11647,377.892,0.10705,0.00942,"n",NA
377.91,0.11888,377.922,0.11143,0.00745,"n",NA
377.964,0.12116,377.976,0.11547,0.00569,"n",NA
384.132,0.11457,384.168,0.01086,0.10371,"y","1"
384.174,0.01231,384.198,0,0.02661,"n",NA
384.414,0.01015,384.432,0.00402,0.00613,"n",NA
