"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
82.452,0.07412,82.506,0.02228,0.05184,"y","1"
82.518,0.02772,82.542,0.01652,0.0112,"n",NA
82.644,0.02704,82.662,0.02013,0.00691,"n",NA
82.764,0.02593,82.782,0.02173,0.0042,"n",NA
82.806,0.02567,82.818,0.02287,0.0028,"n",NA
82.848,0.0251,82.86,0.02231,0.00279,"n",NA
82.926,0.02451,82.938,0.02241,0.0021,"n",NA
90.12,0.03304,90.138,0.0286,0.00444,"y","1"
157.176,0.03176,157.2,0.01703,0.01473,"y","1"
197.622,0.04343,197.652,0.03605,0.00738,"y","u"
224.478,0.06477,224.514,0.01835,0.04642,"y","1"
224.526,0.02428,224.55,0.01101,0.01327,"n",NA
224.826,0.02165,224.844,0.01768,0.00397,"n",NA
224.868,0.021,224.886,0.01776,0.00324,"n",NA
224.91,0.02166,224.928,0.0173,0.00436,"n",NA
224.952,0.02001,224.97,0.01647,0.00354,"n",NA
225.042,0.01923,225.054,0.01699,0.00224,"n",NA
225.126,0.01986,225.144,0.01655,0.00331,"n",NA
