"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
129.138,0.11299,129.21,0.00441,0.10858,"y","1"
254.472,0.12205,254.538,0.00804,0.11401,"y","1"
254.55,0.0144,254.568,0,0.0146,"n",NA
254.628,0.0174,254.652,0.00921,0.00819,"n",NA
254.946,0.02788,254.976,0.0163,0.01158,"n",NA
359.328,0.11586,359.394,0.05764,0.05822,"y","1"
378.096,0.16317,378.156,0.14103,0.02214,"y","1"
395.274,0.25206,395.328,0.20599,0.04607,"y","1"
401.988,0.24596,402.018,0.22426,0.0217,"y","1"
422.796,0.27282,422.856,0.24444,0.02838,"y","1"
422.916,0.23598,422.964,0.02679,0.20919,"y","1"
422.97,0.03033,422.994,0.00749,0.02284,"n",NA
423.12,0.03899,423.156,0.02197,0.01702,"n",NA
423.222,0.03198,423.24,0.01882,0.01316,"n",NA
423.258,0.02215,423.282,0.01249,0.00966,"n",NA
423.342,0.02024,423.36,0.01084,0.0094,"n",NA
423.462,0.0247,423.48,0.01715,0.00755,"n",NA
