"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
99.924,0.08125,89.73,0.07144,0.00981,"n",NA
89.748,0.07176,89.766,0.06807,0.00369,"y","u"
97.116,0.08042,97.146,0.06284,0.01758,"y","1"
97.164,0.06474,97.182,0.06088,0.00386000000000001,"n",NA
97.206,0.06343,97.218,0.06139,0.00204,"n",NA
97.248,0.06422,97.26,0.06202,0.0022,"n",NA
99.924,0.0673,99.972,0.03139,0.03591,"y","1"
99.99,0.03231,100.002,0.02894,0.00337,"n",NA
100.074,0.03725,100.086,0.03413,0.00312,"n",NA
119.1,0.04176,119.13,0.02549,0.01627,"y","1"
119.16,0.02494,119.172,0.02192,0.00302,"n",NA
155.826,0.04394,155.856,0.03379,0.01015,"y","1"
155.874,0.03478,155.892,0.03083,0.00395,"n",NA
156.036,0.03277,156.078,0.01968,0.01309,"y","1"
156.096,0.01767,156.12,0.00935,0.00832,"y","1"
191.334,0.02245,191.358,0.01662,0.00583,"y","1"
236.97,0.03081,237.006,0.01195,0.01886,"y","1"
237.21,0.0177,237.222,0.01543,0.00227,"n",NA
362.064,0.04189,362.082,0.03766,0.00423,"n",NA
408.978,0.1139,409.026,0,0.12177,"y","1"
