"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
186.906,0.03451,175.596,0.01729,0.01722,"n",NA
186.906,0.05663,186.948,0.01318,0.04345,"y","1"
186.954,0.01256,186.978,0.00028,0.01228,"n",NA
216.426,0.03153,216.492,0.00678,0.02475,"y","1"
235.194,0.03639,235.224,0.02727,0.00912,"y","u"
235.23,0.02624,235.26,0.01846,0.00778,"n",NA
241.968,0.03705,241.998,0.01311,0.02394,"y","1"
242.01,0.01221,242.028,0.00822,0.00399,"n",NA
242.052,0.01175,242.07,0.00791,0.00384,"n",NA
242.13,0.01146,242.142,0.00929,0.00217,"n",NA
275.856,0.06398,275.898,0.01424,0.04974,"y","1"
275.91,0.01496,275.934,0.00217,0.01279,"n",NA
275.952,0.01138,275.97,0.00351,0.00787,"n",NA
