"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
317.922,0.23572,318.042,0.16648,0.06924,"y","1"
318.048,0.16571,318.066,0.15792,0.00778999999999999,"y","1"
322.362,0.16865,322.434,0.14481,0.02384,"y","1"
353.964,0.30918,354.036,0.07974,0.22944,"y","1"
354.042,0.07905,354.06,0.06116,0.01789,"n",NA
354.072,0.0687,354.084,0.06444,0.00426,"n",NA
354.162,0.07752,354.18,0.07178,0.00574000000000001,"n",NA
354.222,0.07393,354.246,0.06343,0.0105,"n",NA
354.63,0.0916,354.69,0.06829,0.02331,"n",NA
360.294,0.10297,360.324,0.07644,0.02653,"y","1"
360.33,0.07644,360.348,0.07033,0.00610999999999999,"n",NA
362.616,0.08617,362.682,0.00042,0.08575,"y","1"
429,0.13842,429.084,0.08082,0.0576,"y","1"
454.38,0.14765,454.404,0.13221,0.01544,"y","1"
454.464,0.12012,454.53,0.09351,0.02661,"y","1"
497.718,0.13525,497.742,0.12454,0.01071,"y","1"
581.616,0.2396,581.658,0.02296,0.21664,"y","1"
581.664,0.02391,581.688,0,0.04734,"n",NA
